year,trop_ADV en_ADP,trop_ADV dans_ADP
1864,1.2557392210510443e-06,8.544205343241629e-07
1865,1.3325076224646182e-06,9.244242278327874e-07
1866,1.1872095910803182e-06,8.096379815469845e-07
1867,1.3330673027667217e-06,7.997433613127214e-07
1868,1.1835937812065822e-06,8.422485393566603e-07
1869,1.4064535207580775e-06,8.482672910758993e-07
1870,1.4306451703305356e-06,8.388913101953221e-07
1871,1.51670406012272e-06,9.548438129058923e-07
1872,1.376979184897209e-06,7.643836852366803e-07
1873,1.305547584706801e-06,6.973695008127834e-07
1874,1.4362960882863263e-06,8.107544431368297e-07
1875,1.3811766166327288e-06,8.633784318590187e-07
1876,1.4716000578118837e-06,8.760675314078981e-07
1877,1.2685057981798309e-06,7.23004973224306e-07
1878,1.2114411447328166e-06,7.639447403562372e-07
1879,1.3330547972145723e-06,8.076527819866897e-07
1880,1.254688982044172e-06,6.963363148315693e-07
1881,1.2320421092226752e-06,7.111957529559731e-07
1882,1.297134531341726e-06,7.793456120452902e-07
1883,1.174765088762797e-06,8.177224799510441e-07
1884,1.2780885754182236e-06,7.327883508878585e-07
1885,1.0809330888150726e-06,7.173992457865097e-07
1886,1.1216120583412703e-06,6.821311444582534e-07
1887,1.1497436389618088e-06,6.38528831586882e-07
1888,1.1102416692665429e-06,7.095147793734213e-07
1889,1.2336054169281852e-06,7.198642038019898e-07
1890,1.226981112267822e-06,6.128351515144459e-07
1891,1.1569209164008498e-06,7.266610850820143e-07
1892,1.1308396778986207e-06,6.143142172732041e-07
1893,1.0321506351829157e-06,6.632614599766384e-07
1894,1.0536173249420244e-06,6.320444185803353e-07
1895,1.1627963658611407e-06,6.716773555126565e-07
1896,1.1027443633793155e-06,6.704921702294087e-07
1897,1.035989726005937e-06,5.884980964765418e-07
1898,1.1599627214309294e-06,6.297748882388987e-07
1899,1.2243585842952598e-06,6.599928497053043e-07
1900,1.0122553248947952e-06,6.359040298775653e-07
1901,1.0378288379797596e-06,5.722868650082091e-07
1902,9.791106094780844e-07,5.474966542351467e-07
1903,1.0584432175164693e-06,5.594628191829543e-07
1904,1.0566512855803012e-06,6.444175824071863e-07
1905,1.0739539675341803e-06,6.523199544972158e-07
1906,9.7276529231749e-07,6.054705181668396e-07
1907,1.0316543921362609e-06,5.399985525400552e-07
1908,1.194449851027457e-06,6.149059004201263e-07
1909,1.0913951200564043e-06,5.699018856830662e-07
1910,9.913399026117986e-07,6.819136046942731e-07
1911,1.0656709719114588e-06,6.139711672403791e-07
1912,1.0908528338404722e-06,6.141907533674384e-07
1913,1.149157924373867e-06,5.753743721470528e-07
1914,1.068130586645566e-06,5.652051413562731e-07
1915,1.1015011978088296e-06,4.924358449898136e-07
1916,1.1954358569710166e-06,5.801380211778451e-07
1917,1.0867726132346434e-06,5.724473339796532e-07
1918,9.855310736384126e-07,5.835079264215892e-07
1919,1.1021794534826768e-06,5.45104626326065e-07
1920,9.260839419766853e-07,5.883624112357211e-07
1921,9.730980536915013e-07,5.490242074301932e-07
1922,8.809254836705804e-07,6.049907028682355e-07
1923,8.683845749146712e-07,5.732612180509022e-07
1924,1.0223058097835747e-06,5.968822165414167e-07
1925,8.95251673682651e-07,5.246130854175135e-07
1926,1.0410493587187375e-06,5.818284307679278e-07
1927,1.0903942211371032e-06,7.157802315305162e-07
1928,1.0180602885156986e-06,5.644464522447379e-07
1929,9.112852694670437e-07,5.414237307377334e-07
1930,9.495257700109505e-07,5.808493028780504e-07
1931,9.30677117594314e-07,5.098194151287316e-07
1932,8.504600259584549e-07,5.666080369337578e-07
1933,8.327700697918772e-07,5.437094046101265e-07
1934,8.950240157901135e-07,4.6129082420520717e-07
1935,9.215578984367312e-07,4.4402332832760294e-07
1936,6.571595463356061e-07,4.2072758787981e-07
1937,8.209408974835242e-07,4.772034003508452e-07
1938,7.960641710269556e-07,4.900850854028249e-07
1939,8.855255373418913e-07,4.802332114195451e-07
1940,7.886284834057733e-07,4.336188794695772e-07
1941,7.998572186806996e-07,4.840464384869847e-07
1942,9.072293210010685e-07,4.4602913362723484e-07
1943,8.47744672682893e-07,4.2677558553805284e-07
1944,7.743778382973687e-07,7.197537001957244e-07
1945,7.711904572715866e-07,5.380904894991545e-07
1946,8.352662348443118e-07,5.05336060996342e-07
1947,9.63206389315019e-07,6.103485929997987e-07
1948,8.969307714323804e-07,5.38158474228112e-07
1949,7.971410695972736e-07,4.555091948077461e-07
1950,7.785084790157271e-07,4.796548296326364e-07
1951,8.497137287122314e-07,5.021520337322727e-07
1952,7.539534863099107e-07,4.3866384658031166e-07
1953,7.584774266433669e-07,4.772805368702393e-07
1954,8.296883038383385e-07,4.817860030925658e-07
1955,7.330159519369772e-07,4.936829895996198e-07
1956,7.683325975449407e-07,4.796627877112769e-07
1957,7.394926342385588e-07,4.5147041305426683e-07
1958,7.395385637209984e-07,4.657273109387461e-07
1959,7.355459956670529e-07,4.100145645224984e-07
1960,7.599074933750671e-07,4.879187258666207e-07
1961,7.962590302668104e-07,4.495458938436059e-07
1962,7.14104317012243e-07,4.965751827512577e-07
1963,6.873414690744539e-07,4.907734592052293e-07
1964,8.201189416467969e-07,5.341724431673356e-07
1965,7.496699367948167e-07,5.379018830353743e-07
1966,7.461133577635337e-07,4.608510266734811e-07
1967,8.662599384479108e-07,5.733980401601002e-07
1968,8.834614959596365e-07,5.681641255250724e-07
1969,7.33039712486061e-07,4.6870940195731237e-07
1970,7.601692573189212e-07,4.575731509248726e-07
1971,7.779534030305513e-07,5.570022949541453e-07
1972,7.171945526351919e-07,5.017283797315031e-07
1973,6.196841013661469e-07,4.504287574036425e-07
1974,6.491909516626038e-07,3.8760188658670813e-07
1975,5.859978386979492e-07,4.3064559918093437e-07
1976,6.359155690915941e-07,3.9823282804718474e-07
1977,6.047208671589033e-07,3.984458203376562e-07
1978,7.110887736416771e-07,4.4376216123964696e-07
1979,6.261611247282417e-07,4.6230590555751405e-07
1980,5.878445676898991e-07,4.7471007746935356e-07
1981,6.015597477926349e-07,4.415233547661046e-07
1982,5.940579512753175e-07,4.096951613519195e-07
1983,6.334262252494227e-07,4.344937565292639e-07
1984,6.41950236968114e-07,5.016142381464306e-07
1985,6.460709300881717e-07,4.4936217591384775e-07
1986,6.833713541709585e-07,4.86752242068178e-07
1987,7.064104465825949e-07,4.228685384077835e-07
1988,5.588788098975783e-07,4.2995290527869656e-07
1989,6.113768336035719e-07,4.549653169760859e-07
1990,5.851850914950774e-07,4.1246286741625227e-07
1991,6.101785174905672e-07,4.1323329469378223e-07
1992,5.879110176465474e-07,4.771611656906316e-07
1993,6.536265004797315e-07,4.824649408874393e-07
1994,6.14001464782632e-07,4.689409820457513e-07
1995,6.750951229150814e-07,4.2023992818940314e-07
1996,6.170834581098461e-07,4.2971640823452617e-07
1997,6.549826139234938e-07,4.0996349071065197e-07
1998,6.675380745946313e-07,3.833575874523376e-07
1999,6.174341820042173e-07,4.364542007806449e-07
2000,6.238260539248586e-07,4.214801947455271e-07
2001,6.817165285610827e-07,4.284825081413146e-07
2002,6.221334274414403e-07,4.2541660150163807e-07
2003,6.800418077546055e-07,5.196152983444335e-07
2004,6.294446848187363e-07,4.616221360720374e-07
2005,6.561963346030097e-07,4.449704533726617e-07
2006,7.173364338086685e-07,5.250309413895593e-07
2007,7.701356139477866e-07,5.104944875711226e-07
2008,7.765569876028167e-07,5.185561349208001e-07
2009,7.71016743783548e-07,5.240243581283721e-07
2010,8.587855973019032e-07,6.339330411719857e-07
2011,9.65552885645593e-07,6.213954293343704e-07
2012,1.085616190721339e-06,6.747229122083809e-07
2013,1.0671192285371944e-06,7.578052532153379e-07
2014,1.1708561942214146e-06,8.12041946574027e-07
2015,1.1364381862222217e-06,7.731414939371462e-07
2016,1.2320330142756575e-06,8.121724590637314e-07
2017,1.1956700518567231e-06,7.559411869806354e-07
2018,1.3209364624344744e-06,8.43365171476762e-07
2019,1.2902895605293452e-06,9.081516623155039e-07
