year,beaucoup_ADV ajouté_VERB,beaucoup_ADV rajouté_VERB
1800,3.20704771183955e-07,0.0
1801,3.3336556271024165e-07,0.0
1802,2.842056971985585e-07,0.0
1803,1.5212646076179226e-07,0.0
1804,2.076354803648428e-07,0.0
1805,1.6772978028711805e-07,0.0
1806,2.362968700708734e-07,0.0
1807,1.224190668835945e-07,0.0
1808,2.334056148356467e-07,0.0
1809,1.197286110254936e-07,0.0
1810,3.205973655440175e-07,0.0
1811,1.6546707115594472e-07,0.0
1812,9.335229123053068e-08,0.0
1813,2.0705340375570813e-07,0.0
1814,1.6677388714469998e-07,0.0
1815,1.0249449644561537e-07,0.0
1816,1.5296186006708012e-07,0.0
1817,9.652615062805125e-08,0.0
1818,1.4305412321391486e-07,0.0
1819,1.811433776310878e-07,0.0
1820,1.1154492085552192e-07,0.0
1821,2.0216050700128108e-07,0.0
1822,1.6943290859217086e-07,0.0
1823,9.586206317635515e-08,0.0
1824,1.271587990459011e-07,0.0
1825,1.2327620879659662e-07,0.0
1826,1.0129181760021311e-07,0.0
1827,1.5945882125834032e-07,0.0
1828,1.8069432883294212e-07,0.0
1829,1.0545006290385572e-07,0.0
1830,1.4194097275321838e-07,0.0
1831,7.483778574624012e-08,0.0
1832,8.929779937716376e-08,0.0
1833,9.151066393542351e-08,0.0
1834,6.16079063320285e-08,0.0
1835,8.773182003096736e-08,0.0
1836,7.796069922960669e-08,0.0
1837,7.931995327226105e-08,0.0
1838,7.448350913819013e-08,0.0
1839,1.0696957275513341e-07,0.0
1840,9.745623685830651e-08,0.0
1841,1.483146689906789e-07,0.0
1842,1.10686372067903e-07,0.0
1843,8.624090241937665e-08,0.0
1844,9.056125804818294e-08,0.0
1845,7.14269177137794e-08,0.0
1846,1.1650457309997364e-07,0.0
1847,7.658377398911398e-08,0.0
1848,8.769291781618449e-08,0.0
1849,9.384945087731467e-08,0.0
1850,4.2091777174846357e-08,0.0
1851,1.0061124555704737e-07,0.0
1852,7.096494414327026e-08,0.0
1853,7.524634071387482e-08,0.0
1854,8.728716238692869e-08,0.0
1855,7.748128183493463e-08,0.0
1856,7.817556024747319e-08,0.0
1857,1.2252587566763395e-07,0.0
1858,7.683071601150004e-08,0.0
1859,6.467060131853941e-08,0.0
1860,8.650877703075821e-08,0.0
1861,6.413710451624866e-08,0.0
1862,9.081152541057236e-08,0.0
1863,6.592899381985262e-08,0.0
1864,8.822299690791624e-08,0.0
1865,8.613525181999648e-08,0.0
1866,6.227984528095476e-08,0.0
1867,8.249779170910188e-08,0.0
1868,7.854399797224687e-08,0.0
1869,9.376356757684334e-08,0.0
1870,1.1353416340398326e-07,0.0
1871,7.434824311758348e-08,0.0
1872,6.53112621762375e-08,0.0
1873,6.524744833313889e-08,0.0
1874,7.408515045881359e-08,0.0
1875,8.410644625200803e-08,0.0
1876,7.13429741949767e-08,0.0
1877,6.617753456339415e-08,0.0
1878,6.6429976186555e-08,0.0
1879,6.536978247595471e-08,0.0
1880,7.573058269372268e-08,0.0
1881,7.878933416805012e-08,0.0
1882,8.652000360598322e-08,0.0
1883,7.899173937175874e-08,0.0
1884,5.941527092545584e-08,0.0
1885,7.928132106371777e-08,0.0
1886,5.0982364996343676e-08,0.0
1887,6.920659956222153e-08,0.0
1888,5.57974075832135e-08,0.0
1889,4.761503902273034e-08,0.0
1890,6.030035848425541e-08,0.0
1891,4.52569608455633e-08,0.0
1892,7.396844381446499e-08,0.0
1893,1.0099802949525838e-07,0.0
1894,6.427570298228602e-08,0.0
1895,4.8750777636996645e-08,0.0
1896,4.3048309805726603e-08,0.0
1897,4.0204323425996336e-08,0.0
1898,5.035935757291554e-08,0.0
1899,4.643165851803133e-08,0.0
1900,5.4506056557102056e-08,0.0
1901,4.5827658112784775e-08,0.0
1902,4.517461249520238e-08,0.0
1903,3.7801541452608944e-08,0.0
1904,5.8045952044949445e-08,0.0
1905,2.5287718585786934e-08,0.0
1906,2.6749759740596346e-08,0.0
1907,5.2457004073858116e-08,0.0
1908,4.272908427083166e-08,0.0
1909,4.0707277548790444e-08,0.0
1910,4.0615546481603815e-08,0.0
1911,4.788336838146279e-08,0.0
1912,4.271725373428126e-08,0.0
1913,2.4393752795504042e-08,0.0
1914,2.8795998474606677e-08,0.0
1915,1.0131455496775743e-07,0.0
1916,2.0876177231343718e-08,0.0
1917,5.15421945124217e-08,0.0
1918,3.9053681177847466e-08,0.0
1919,2.6702760891339494e-08,0.0
1920,2.5745588771997063e-08,0.0
1921,4.0892835784234194e-08,0.0
1922,3.9840852394945614e-08,0.0
1923,4.2463792482294593e-08,0.0
1924,3.2229060309418855e-08,0.0
1925,4.06932585406139e-08,0.0
1926,2.8979959765251806e-08,0.0
1927,3.6792442870137165e-08,0.0
1928,3.427812345080383e-08,0.0
1929,5.681607362362229e-08,0.0
1930,4.621585603103995e-08,0.0
1931,4.790249619190945e-08,0.0
1932,4.274219378430644e-08,0.0
1933,3.326492148403304e-08,0.0
1934,3.834105655187159e-08,0.0
1935,2.0346082152400413e-08,0.0
1936,4.4861444337129797e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,2.852347158466273e-08,0.0
1939,3.211750509990452e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,3.213186161588055e-08,0.0
1945,2.832055301382752e-08,0.0
1946,1.9489545977080525e-08,1.3921104269343232e-09
1947,3.099426493236024e-08,0.0
1948,2.2830963786191205e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,1.1698897850465073e-08,0.0
1951,5.010858927789741e-08,0.0
1952,3.268889159357968e-08,0.0
1953,1.4005975934594517e-08,0.0
1954,3.420387528763058e-08,0.0
1955,3.848099083825218e-08,0.0
1956,2.0058624983221307e-08,8.72114158667614e-10
1957,1.9437083054185678e-08,0.0
1958,2.1507833736222892e-08,0.0
1959,2.6352543258667538e-08,0.0
1960,2.0070416439921246e-08,2.7683333403416555e-09
1961,2.223410966450956e-08,0.0
1962,2.2831043722248978e-08,0.0
1963,1.2932106940866106e-08,0.0
1964,2.6769461314302134e-08,0.0
1965,2.7907420374617686e-08,0.0
1966,2.9357096309468034e-08,0.0
1967,3.3526280418527676e-08,0.0
1968,3.1439910230801615e-08,1.3474247273492779e-09
1969,2.7250546708046386e-08,0.0
1970,2.2533752641606952e-08,4.5987250119061684e-10
1971,2.4664307929356255e-08,0.0
1972,1.9494558856081312e-08,1.0260293725750103e-09
1973,2.260413545229767e-08,1.6539611902288698e-09
1974,2.3627400480563665e-08,0.0
1975,1.0851811893530794e-08,0.0
1976,1.5997875024709174e-08,0.0
1977,1.7630345183761165e-08,1.7630346071939584e-09
1978,1.3663360221016774e-08,0.0
1979,2.2822696621460636e-08,1.1703946700691858e-09
1980,1.3075846183596695e-08,1.1370301367108482e-09
1981,9.488323904349727e-09,1.8976649140967083e-09
1982,1.4277254933858785e-08,0.0
1983,2.084054351314535e-08,0.0
1984,1.1018116197192285e-08,0.0
1985,2.045289804186723e-08,0.0
1986,1.498621315931814e-08,5.994485463567401e-10
1987,9.777306964053878e-09,6.110816852533674e-10
1988,1.4991384134077634e-08,0.0
1989,6.585746614717891e-09,0.0
1990,1.9070277801347402e-08,0.0
1991,1.2309077312977479e-08,0.0
1992,1.322386644631024e-08,0.0
1993,1.1078414630105726e-08,1.661762283333701e-09
1994,1.160483886764041e-08,1.5824779264761446e-09
1995,1.0302656505700725e-08,5.422450821690461e-10
1996,1.014237493990322e-08,0.0
1997,1.102825741838842e-08,1.917957792585412e-09
1998,8.582632382569955e-09,4.768129224785866e-10
1999,1.553868322901053e-08,9.140402323914998e-10
2000,9.719669513685858e-09,4.4180314962005696e-10
2001,9.20054432640427e-09,4.3812117822561447e-10
2002,5.6955880012310445e-09,4.38122149670761e-10
2003,7.500461585152607e-09,0.0
2004,1.3214373595360485e-08,1.3214374039449694e-09
2005,1.0358624180639708e-08,1.8014998381943315e-09
2006,7.823991232669414e-09,0.0
2007,7.589511241690161e-09,1.1983438685803094e-09
2008,9.366367237362283e-09,1.2772318758180745e-09
2009,9.059565542202108e-09,9.53638501499654e-10
2010,9.447585824773341e-09,9.447586046817946e-10
2011,7.265546830836911e-09,1.1471915639660324e-09
2012,6.808505315092361e-09,1.7021263287730903e-09
2013,5.857162754807632e-09,8.367375126105969e-10
2014,8.661780626084692e-09,1.2992671383216248e-09
2015,1.573768493301486e-08,4.433150790905671e-10
2016,1.0770968117412849e-08,4.1426800878596737e-10
2017,7.798394818792076e-09,1.0062445321423752e-09
2018,1.058401366549333e-08,1.5488800242380307e-09
2019,2.1683396411731337e-08,5.1019755087367e-10
