year,trop_ADV empli_VERB,trop_ADV rempli_VERB
1864,0.0,6.95235541359196e-08
1865,0.0,6.683719311340042e-08
1866,0.0,6.763202264892243e-08
1867,0.0,4.561642796829801e-08
1868,0.0,5.829051408223762e-08
1869,4.883519144627257e-10,6.202069202654314e-08
1870,0.0,6.99553956984289e-08
1871,0.0,1.6993883633631413e-08
1872,0.0,4.5959779981785687e-08
1873,0.0,4.609223597240586e-08
1874,0.0,3.0470506118263074e-08
1875,0.0,3.1468399441791917e-08
1876,6.04601479992084e-10,5.018192439365521e-08
1877,6.184815992682502e-10,3.896434142003358e-08
1878,6.039088673581716e-10,5.6163526218622195e-08
1879,6.10932526790009e-10,8.064309042765672e-08
1880,0.0,6.28948910730287e-08
1881,0.0,4.322954794133693e-08
1882,0.0,5.0580926114207614e-08
1883,0.0,4.73950407808843e-08
1884,0.0,5.8755102116947455e-08
1885,0.0,3.609556031847205e-08
1886,0.0,3.3558012257906e-08
1887,0.0,4.700825645409523e-08
1888,0.0,3.106901180771615e-08
1889,0.0,3.571128076584884e-08
1890,0.0,4.4569826940232815e-08
1891,0.0,4.780665108228277e-08
1892,0.0,3.008885940403161e-08
1893,1.2316833108982905e-09,2.9560400349737392e-08
1894,0.0,4.096000538744704e-08
1895,0.0,5.537125247201402e-08
1896,0.0,4.0099797649073565e-08
1897,0.0,4.952706478267288e-08
1898,0.0,3.847681284696591e-08
1899,0.0,3.205995469102163e-08
1900,0.0,4.412395238073685e-08
1901,0.0,2.9061443140854237e-08
1902,4.910283846193408e-10,4.026432809389746e-08
1903,2.7001101354784396e-09,3.294134276465854e-08
1904,0.0,3.2247752024261445e-08
1905,8.257214467732865e-09,5.212366716023098e-08
1906,0.0,3.189394293112713e-08
1907,4.6285588695127444e-09,4.885701043733093e-08
1908,0.0,2.701264012472393e-08
1909,0.0,3.025541062129378e-08
1910,0.0,4.0081131191804786e-08
1911,5.320374141248863e-10,3.564650596921126e-08
1912,1.0418842455450772e-09,3.386123859083767e-08
1913,1.590896969716482e-09,3.7651226136858895e-08
1914,0.0,3.4823067651679196e-08
1915,0.0,3.65203616237153e-08
1916,1.0987462051303964e-09,2.4172417179002537e-08
1917,2.1932848870420685e-09,1.5352993543160665e-08
1918,0.0,4.364823080749147e-08
1919,0.0,3.775218004875569e-08
1920,0.0,2.7260034229925623e-08
1921,7.572747429129834e-10,3.180553775905537e-08
1922,0.0,5.238334360724295e-08
1923,0.0,2.5478275489376756e-08
1924,0.0,5.543398617913198e-08
1925,5.499089184013428e-09,3.959344208048776e-08
1926,0.0,3.232380052509143e-08
1927,0.0,3.9022285847067906e-08
1928,3.4278122562625413e-09,3.6563331917705e-08
1929,0.0,3.4535258208734376e-08
1930,3.1510811737689437e-09,5.3568378732826716e-08
1931,0.0,3.079446386777818e-08
1932,0.0,2.739884241709234e-08
1933,0.0,3.0970788600370724e-08
1934,0.0,3.35484227065308e-08
1935,1.196828414151696e-09,1.555876849579363e-08
1936,0.0,4.9711328387047615e-08
1937,0.0,2.392312481447334e-08
1938,1.2965214457594243e-09,2.5930428804166183e-08
1939,0.0,3.6705721129237645e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,2.3612020783048138e-08
1942,0.0,2.1239483061208375e-08
1943,2.9032352077962287e-09,5.2258233296242906e-08
1944,0.0,2.8918675454292497e-08
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,1.3921104269343232e-09,3.619487021211398e-08
1947,1.1920870957027319e-09,4.291513655552137e-08
1948,0.0,3.3702851842676296e-08
1949,4.908504269707237e-09,1.2762110479513922e-08
1950,4.2541445921528975e-09,2.1270722516675278e-08
1951,1.0661401761424827e-09,1.2793682557799002e-08
1952,2.1089607837865287e-09,2.741649041126948e-08
1953,1.0773827385790469e-09,2.1547654327491728e-08
1954,1.9545072227344917e-09,2.7363100230104465e-08
1955,2.815682353940474e-09,2.7218263198847126e-08
1956,8.72114158667614e-10,2.0930739808022736e-08
1957,1.7670075402875796e-09,1.0602045297236629e-08
1958,8.272243445794913e-10,9.099467845885556e-09
1959,0.0,3.1002990952266885e-08
1960,0.0,2.214666650068864e-08
1961,4.16889545107324e-09,1.7370398786020758e-08
1962,6.341956404476434e-10,2.6636217509423687e-08
1963,1.939815863494232e-09,1.422531736849919e-08
1964,1.2167936658258327e-09,2.3727476761159494e-08
1965,1.0944086747954884e-09,2.134096988015699e-08
1966,1.1078149508847446e-09,2.547974453648294e-08
1967,0.0,3.155414851629956e-08
1968,1.3474247273492779e-09,2.290622114209384e-08
1969,0.0,1.4987801222332564e-08
1970,1.3796175313274261e-09,3.816941643308702e-08
1971,1.541519245584766e-09,2.2608949379332444e-08
1972,5.130146862875051e-10,2.3598675014113724e-08
1973,1.6539611902288698e-09,2.4809416743210022e-08
1974,0.0,1.518904385600095e-08
1975,1.7134440533084216e-09,1.9419033048251322e-08
1976,2.856763492431469e-09,1.5997875024709174e-08
1977,3.526069214387917e-09,1.8218023756233492e-08
1978,1.7821774056514528e-09,1.841583241457556e-08
1979,0.0,2.8089471748593553e-08
1980,5.685150683554241e-10,1.7055452161685025e-08
1981,1.2651099057237047e-09,1.771153890217647e-08
1982,4.345251713999687e-09,2.1726257237730806e-08
1983,6.315316047889041e-10,2.5261265079734585e-08
1984,3.479405208395292e-09,8.118611838359158e-09
1985,1.2031116103372597e-09,1.8046674932215012e-08
1986,1.1988970927134801e-09,1.8582905048081244e-08
1987,1.2221633705067347e-09,2.566543033655222e-08
1988,1.1993107618124554e-09,1.3792074149421296e-08
1989,3.2928733073589456e-09,1.3720305780395847e-08
1990,5.44865097484859e-10,1.198703181159999e-08
1991,0.0,1.934283544446913e-08
1992,1.1019888335184191e-09,9.91789939064347e-09
1993,0.0,2.381859270927933e-08
1994,2.637463358823311e-09,2.3737170451454404e-08
1995,0.0,1.3556126610136943e-08
1996,1.6014276571496566e-09,3.096093337262573e-08
1997,1.438468344439059e-09,2.2536003285722472e-08
1998,1.43043876743576e-09,2.14565816225587e-08
1999,1.3710603763428253e-09,2.1022925456026798e-08
2000,4.4180314962005696e-10,1.1928684817696933e-08
2001,4.3812117822561447e-10,2.4096664219541708e-08
2002,2.1906108038649563e-09,1.9715496790695397e-08
2003,4.1669229178253886e-10,1.91678459771083e-08
2004,1.3214374039449694e-09,1.4535811138083332e-08
2005,4.503749373441224e-09,2.38698731891418e-08
2006,3.294311934354255e-09,1.8942293067425453e-08
2007,1.5977917877663117e-09,2.3966876483427768e-08
2008,2.1287198670449925e-09,2.682186917013496e-08
2009,1.907277002999308e-09,2.8132336238329003e-08
2010,3.3066551718974324e-09,2.645324137517946e-08
2011,6.500752380844688e-09,3.059177522413137e-08
2012,4.085103366691101e-09,3.2680826933528806e-08
2013,4.741512515948898e-09,3.904775169871755e-08
2014,4.114345752981308e-09,3.4430577014465946e-08
2015,1.994917786518613e-09,4.3666536719833005e-08
2016,3.1070099826280284e-09,4.536234565755137e-08
2017,4.2765391228272165e-09,4.100446618360287e-08
2018,4.3884935685412074e-09,5.0080454727652324e-08
2019,4.591778068885333e-09,5.1529954081530605e-08
