year,trop_ADV aller_VERB,trop_ADV râler_VERB
1952,2.319856839960721e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,1.7590565448699635e-08,0.0
1955,2.3464020060259827e-08,9.385607846468247e-10
1956,9.593255967388359e-09,0.0
1957,1.5903067307476704e-08,0.0
1958,1.6544486669545222e-08,0.0
1959,2.1702094343822864e-08,0.0
1960,2.2146666722733244e-08,6.920833350854139e-10
1961,1.111705483225478e-08,0.0
1962,2.917300001570311e-08,0.0
1963,7.759263453976928e-09,1.2932106496776896e-09
1964,1.8251904876365188e-08,0.0
1965,1.91521518644322e-08,5.472043373977442e-10
1966,1.9386762417639147e-08,0.0
1967,2.5144711202074177e-08,0.0
1968,2.515192853991266e-08,4.4914158503495116e-10
1969,1.544197658631674e-08,0.0
1970,2.6212733317265702e-08,9.197450023812337e-10
1971,3.237190426830239e-08,0.0
1972,2.8215808356435446e-08,5.130146862875051e-10
1973,1.8193572870472963e-08,0.0
1974,1.4626486688484874e-08,0.0
1975,1.4278700888326057e-08,0.0
1976,1.314111219841152e-08,0.0
1977,1.1165885105413054e-08,0.0
1978,1.900989232694883e-08,1.1881182704343018e-09
1979,1.9311512389208474e-08,5.851973350345929e-10
1980,1.9329512213062117e-08,5.685150683554241e-10
1981,1.8976647808699454e-08,0.0
1982,1.4898005495922462e-08,0.0
1983,1.894594880980094e-08,0.0
1984,2.609553817478627e-08,5.799008495621649e-10
1985,2.1054452403745927e-08,0.0
1986,1.7983456501724504e-08,1.1988970927134801e-09
1987,1.649920555735207e-08,2.4443267410134695e-09
1988,1.0793796967334401e-08,1.1993107618124554e-09
1989,1.8110803523541108e-08,0.0
1990,1.5256222951620657e-08,0.0
1991,1.3481369798284959e-08,0.0
1992,1.652983172562017e-08,0.0
1993,1.2740176913439427e-08,0.0
1994,1.793475057354499e-08,1.0549853213248639e-09
1995,2.6027763055935793e-08,5.422450821690461e-10
1996,1.4946657245218375e-08,2.6690460952494277e-09
1997,2.7810388658622287e-08,0.0
1998,1.954932926651054e-08,4.768129224785866e-10
1999,2.376504681933511e-08,0.0
2000,2.076474814316498e-08,4.4180314962005696e-10
2001,2.716351232834313e-08,0.0
2002,1.927737436346888e-08,1.3143663935011318e-09
2003,1.583430631058036e-08,0.0
2004,1.7178685141061578e-08,4.404791253964646e-10
2005,2.38698731891418e-08,4.5037495954858286e-10
2006,2.1001238081908014e-08,3.294311934354255e-09
2007,3.1156940138998834e-08,2.7961355453243186e-09
2008,2.5118893631770334e-08,4.257439678578834e-10
2009,2.0026408975581944e-08,0.0
2010,2.9287516412068726e-08,2.3618964561933353e-09
2011,3.21213633469597e-08,1.1471915639660324e-09
2012,2.6212745751763578e-08,6.468080293586809e-09
2013,3.235384937738672e-08,2.5102124823206395e-09
2014,2.533570864216017e-08,5.413613113347537e-09
2015,4.233659112173882e-08,3.546520632724537e-09
2016,3.686985294848455e-08,2.6927420293532123e-09
2017,2.9181091321106578e-08,5.7859059765519305e-09
2018,3.743126697486332e-08,3.872199894061623e-09
2019,4.9744262042850096e-08,4.3366790158927415e-09
