year,beaucoup_ADV apporté_VERB,beaucoup_ADV rapporté_VERB
1856,3.1063134287023786e-09,3.6240324075009767e-09
1857,9.763018171682347e-10,4.393358121745905e-09
1858,3.9149408159744326e-09,6.361778659424999e-09
1859,6.110608019582742e-09,7.638259802433822e-09
1860,0.0,4.119465657481669e-09
1861,2.357981809808507e-09,1.9807048445841247e-08
1862,2.2589932147099034e-09,6.325180823552046e-09
1863,1.9978483312144135e-09,4.994620717013731e-09
1864,0.0,5.274200631788517e-09
1865,4.706844358715045e-10,0.0
1866,2.432806400776144e-09,4.865612912574591e-10
1867,4.367530337390235e-09,1.94112459439566e-09
1868,9.87974813071446e-10,1.0867722721741302e-08
1869,7.325278605918584e-09,2.441759683335931e-09
1870,1.1468097582678638e-09,2.8670243956696595e-09
1871,8.496941816815706e-09,4.248470908407853e-09
1872,2.4189357183956872e-09,3.628403577593531e-09
1873,2.3944017879529156e-09,4.788803575905831e-09
1874,0.0,4.779687312606029e-09
1875,1.1443054281912168e-09,5.721527140956084e-10
1876,4.836811839936672e-09,7.255217759905008e-09
1877,6.184815992682502e-10,9.27722432209066e-09
1878,6.039088673581716e-10,1.8117265465633636e-09
1879,0.0,3.0546627449723474e-09
1880,1.2835692508872398e-09,8.343199908722454e-09
1881,6.972507571312292e-10,1.8128519130300447e-08
1882,4.6587693702804245e-09,1.3976308999019693e-08
1883,6.319338941018771e-10,1.4534479397809719e-08
1884,2.6406787867472303e-09,0.0
1885,1.933690763067375e-09,6.445635691854079e-10
1886,2.5813855497602844e-09,1.936039106809062e-09
1887,0.0,6.528924623161458e-10
1888,1.9021844099853524e-09,6.340614699951175e-09
1889,1.8795409673089125e-09,6.265136853755848e-09
1890,3.2771931834929546e-09,1.3108772956016423e-09
1891,2.5496880162734215e-09,3.824531802365527e-09
1892,1.8805537127519756e-09,3.761107425503951e-09
1893,1.2316833108982905e-09,3.695050043717174e-09
1894,6.301539290376468e-10,1.8904617871129403e-09
1895,0.0,6.6204757231957956e-09
1896,3.5382172747233653e-09,3.5382172747233653e-09
1897,0.0,3.4960281336537946e-09
1898,2.26334195829736e-09,2.8291773368493978e-09
1899,3.3165470370022376e-09,1.1055156790007459e-09
1900,5.191053142894475e-10,3.633737311048435e-09
1901,1.1177477832191585e-09,3.353243460679778e-09
1902,4.910283846193408e-10,5.4013122863239005e-09
1903,0.0,5.940242076007962e-09
1904,0.0,5.374625189347171e-09
1905,1.0321518084666081e-09,7.2250627702885595e-09
1906,1.0288369045596824e-09,2.572092316910357e-09
1907,1.028568674676933e-09,0.0
1908,1.964555629285769e-09,1.4734167219643268e-09
1909,2.7504918342913243e-09,9.351672325408344e-09
1910,5.344150677544235e-10,6.412980813053082e-09
1911,4.25629931299909e-09,6.916486494645824e-09
1912,0.0,3.125652625612929e-09
1913,2.121195885607108e-09,4.242391771214216e-09
1914,6.696743715117748e-10,6.696743715117748e-10
1915,3.534228465440492e-09,0.0
1916,6.592477230782379e-09,3.2962386153911893e-09
1917,1.0966424435210342e-09,0.0
1918,0.0,1.033773866510046e-08
1919,1.8415696745321952e-09,0.0
1920,7.572231730534895e-10,6.057785384427916e-09
1921,0.0,7.572747762196741e-09
1922,5.164555005876537e-09,3.6889677978990676e-09
1923,0.0,2.1231896241147297e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,4.399271169575059e-09,4.399271169575059e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,0.0,1.1149224876660924e-09
1928,9.14083297942625e-09,2.2852082448565625e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,0.0,5.2518016602221e-09
1931,5.7026783295555106e-09,7.983749661377715e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,2.393656828303392e-09,1.196828414151696e-09
1936,1.2124714565686645e-09,0.0
1937,8.813782592653752e-09,5.0364472592434595e-09
1938,3.8895642262559704e-09,1.0372171566075394e-08
1939,0.0,1.5294050470515685e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,1.2136847082899749e-08
1943,1.7419411690866582e-08,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,8.714016175304096e-09
1946,6.960552134671616e-09,1.3921104269343232e-08
1947,7.152522574216391e-09,7.152522574216391e-09
1948,1.6307831529616124e-08,7.610321262063735e-09
1949,1.2762110479513922e-08,9.817008317369869e-10
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,2.2388944032059044e-08,1.0661401761424827e-09
1952,2.319856839960721e-08,1.0544803918932644e-09
1953,2.477980309834038e-08,0.0
1954,2.443134050622575e-08,1.9545072227344917e-09
1955,1.407841132561316e-08,1.8771215692936494e-09
1956,2.3547082506070183e-08,4.360570571293465e-09
1957,1.5903067307476704e-08,5.301022731885041e-09
1958,1.9026160202884057e-08,2.4816730892496253e-09
1959,2.8677767716089875e-08,2.325224457422337e-09
1960,2.9759583242139342e-08,3.460416619915918e-09
1961,2.987708569435199e-08,1.3896318540318475e-09
1962,3.424656469519505e-08,3.805173953708163e-09
1963,4.978861056770256e-08,9.69907976156037e-09
1964,4.076258619534201e-08,3.041984220075733e-09
1965,3.83043037288644e-08,7.1136563306595235e-09
1966,2.8249282024717104e-08,5.539074976468328e-09
1967,3.500538170442269e-08,9.860671390526932e-09
1968,5.075299824852664e-08,6.737123747768692e-09
1969,3.40631842732364e-08,2.2708788183223305e-09
1970,4.966623023960892e-08,5.518470125309705e-09
1971,6.011924824633752e-08,6.166076982339064e-09
1972,4.719735002822745e-08,5.643161493651405e-09
1973,5.292675808732383e-08,1.102640756478479e-09
1974,6.694430254583494e-08,4.500457340128605e-09
1975,7.13935008889166e-08,4.569184142155791e-09
1976,8.627425529539323e-08,3.4281160132820787e-09
1977,9.1677797797729e-08,7.052138428775834e-09
1978,6.712868128033733e-08,6.534650598410963e-09
1979,7.197927232027723e-08,9.363157360553487e-09
1980,8.925686501015662e-08,4.548120546843393e-09
1981,8.033448040123403e-08,4.427884725544118e-09
1982,1.0863129062954613e-07,4.966001831974154e-09
1983,1.1304415892254838e-07,6.315316269933646e-09
1984,9.510373644161518e-08,1.739702604197646e-09
1985,1.1970961111273937e-07,3.0077789148208467e-09
1986,1.1149742817906372e-07,3.5966913891627428e-09
1987,1.0816145845637948e-07,7.332980445085013e-09
1988,9.774382903060541e-08,5.396898483667201e-09
1989,9.76885772274727e-08,4.390497743145261e-09
1990,1.1442167391351177e-07,3.814055737905164e-09
1991,1.242630673914391e-07,6.4476117778156095e-09
1992,1.2011678052203933e-07,4.958949695321735e-09
1993,1.2241648050803633e-07,6.093128224193833e-09
1994,1.3556561384575616e-07,7.912389854425328e-09
1995,1.2742759736283915e-07,3.795715741716776e-09
1996,1.5320324564527255e-07,4.804283193493575e-09
1997,1.217903218275751e-07,3.835915585170824e-09
1998,1.2730905041280494e-07,9.059445638115449e-09
1999,1.1334098815041216e-07,5.484241505371301e-09
2000,1.5109667117485515e-07,1.3695897749244068e-08
2001,1.1960707979596918e-07,1.7524847129024579e-09
2002,1.2486481182349962e-07,1.0953053575235572e-08
2003,1.4167538608944596e-07,5.8336921959778465e-09
2004,1.4888193788920034e-07,4.845270407116686e-09
2005,1.3015836941576708e-07,9.457874483587148e-09
2006,1.4453793539814797e-07,9.882935358973555e-09
2007,1.589802849366606e-07,5.592271090648637e-09
2008,1.4347571664075076e-07,6.3861596011349775e-09
2009,1.459066965026068e-07,7.629108011997232e-09
2010,1.3415572652775154e-07,5.668551850135373e-09
2011,1.3269182375097444e-07,5.7359579308524644e-09
2012,1.3514883789866872e-07,1.327658516458996e-08
2013,1.310888819716638e-07,9.483025031897796e-09
2014,1.450848259310078e-07,9.744502982300673e-09
2015,1.0417904405812806e-07,8.201329393386914e-09
2016,1.0729541344289828e-07,1.0356700386182638e-08
2017,1.3735237303080794e-07,1.5848351964109497e-08
2018,1.3062221171367128e-07,1.0842160058643913e-08
2019,1.1147816536549726e-07,9.693753355577428e-09
