year,trop_ADV acheté_VERB,trop_ADV racheté_VERB
1800,3.772997558826319e-08,0.0
1801,1.9287578822968499e-07,4.7623651688866175e-09
1802,5.147032311469957e-08,0.0
1803,3.315576790896557e-08,0.0
1804,3.9549615138412264e-08,0.0
1805,5.1171799242411e-08,0.0
1806,7.204172902675055e-08,0.0
1807,8.54086508184082e-08,0.0
1808,5.891792298484688e-08,0.0
1809,3.6144488291256494e-08,0.0
1810,1.1232608443378922e-07,0.0
1811,6.267691787797958e-08,0.0
1812,3.467370746079723e-08,0.0
1813,4.3136125782439194e-08,0.0
1814,7.552024783308298e-08,0.0
1815,1.8880564667256294e-08,5.3944472000466703e-08
1816,1.1588019432906549e-08,0.0
1817,7.628679554727569e-08,0.0
1818,5.0068944545955674e-08,0.0
1819,3.622867339458935e-08,0.0
1820,6.170570543417853e-08,0.0
1821,1.065040748926549e-07,0.0
1822,4.411270992932259e-08,0.0
1823,2.7671523739059012e-08,0.0
1824,8.336901657912676e-08,0.0
1825,2.993850500843109e-08,0.0
1826,3.787433300317389e-08,0.0
1827,3.133872894522938e-08,0.0
1828,1.9261833017480967e-08,0.0
1829,4.2865881511033876e-08,0.0
1830,5.844628248041772e-08,0.0
1831,2.0268567268999504e-08,0.0
1832,2.0294953273491956e-08,0.0
1833,5.560141858040879e-08,0.0
1834,1.7735608537350345e-08,2.8003592777992026e-09
1835,2.4958190181223472e-08,0.0
1836,1.008112526790228e-08,0.0
1837,1.461157062010443e-08,0.0
1838,2.9667161172142187e-08,0.0
1839,2.307186797168015e-08,0.0
1840,2.229391071750797e-08,0.0
1841,8.346713542550788e-09,0.0
1842,8.720745015011744e-09,0.0
1843,1.5357969118667825e-08,0.0
1844,1.811225303072206e-08,0.0
1845,4.464182357111213e-09,0.0
1846,1.5221703009160592e-08,0.0
1847,1.77976389181822e-08,0.0
1848,3.218088684420195e-09,0.0
1849,3.3517659758786067e-09,0.0
1850,1.6293590476834652e-08,2.7155984128057753e-09
1851,1.5478653025979838e-08,0.0
1852,5.859490670445666e-09,0.0
1853,1.0749477752369785e-08,0.0
1854,4.052618152172727e-08,0.0
1855,2.0697054736729115e-08,0.0
1856,1.0872097000458325e-08,0.0
1857,1.8549734193129552e-08,4.393358121745905e-09
1858,2.1532175153993194e-08,1.9574704079872163e-09
1859,1.1202780925145817e-08,0.0
1860,1.373155189554609e-08,4.577183909670879e-10
1861,7.545541969022906e-09,4.715963730639317e-10
1862,5.421583537668084e-08,0.0
1863,6.99246927027275e-09,0.0
1864,2.7809422320501653e-08,9.589455896019672e-10
1865,1.8827376990770972e-08,0.0
1866,1.702964524952222e-08,0.0
1867,8.249779526181555e-09,0.0
1868,1.679557115608077e-08,4.93987406535723e-10
1869,2.1487483792270723e-08,5.860222973552709e-09
1870,1.77755516972411e-08,0.0
1871,6.37270636261178e-09,0.0
1872,9.675742873582749e-09,1.2094678591978436e-09
1873,9.577607151811662e-09,0.0
1874,1.0754296120296658e-08,0.0
1875,1.0298748520654044e-08,0.0
1876,1.0882827083946722e-08,0.0
1877,2.040989244278535e-08,0.0
1878,1.69094480639842e-08,0.0
1879,3.665595160740054e-09,0.0
1880,3.016387850607316e-08,0.0
1881,7.669758161910067e-09,0.0
1882,3.9932310791357395e-09,0.0
1883,1.3902545781263598e-08,0.0
1884,9.242375753615306e-09,0.0
1885,8.379326565943757e-09,0.0
1886,1.936039240035825e-08,0.0
1887,9.140494583448344e-09,0.0
1888,7.60873763994141e-09,0.0
1889,9.397704836544563e-09,6.265136742733546e-10
1890,4.5880703680722945e-09,0.0
1891,1.211101796627645e-08,0.0
1892,6.268512375839919e-09,0.0
1893,3.079208221734575e-09,0.0
1894,3.780923574225881e-09,0.0
1895,8.426059849853118e-09,0.0
1896,9.435246361988447e-09,5.89702897624278e-10
1897,2.330685422435863e-09,0.0
1898,7.921697076085366e-09,0.0
1899,2.7637891975018647e-09,0.0
1900,4.15284251431558e-09,0.0
1901,5.58873880507349e-09,0.0
1902,1.2275709337927765e-08,0.0
1903,6.480264325148255e-09,5.400220270956879e-10
1904,5.912087708281888e-09,0.0
1905,2.580379465655369e-09,0.0
1906,1.0288369267641428e-08,0.0
1907,1.5942815068115124e-08,0.0
1908,4.911389073214423e-10,0.0
1909,2.2003934230241384e-09,1.6502950117569526e-09
1910,7.481810726517324e-09,0.0
1911,6.384448969498635e-09,0.0
1912,1.4586379215586476e-08,0.0
1913,1.060597942803554e-09,0.0
1914,1.0045115850232378e-08,0.0
1915,1.1780762143587253e-08,0.0
1916,2.0876177231343718e-08,0.0
1917,0.0,0.0
1918,4.594550517822427e-09,0.0
1919,9.207848705727883e-09,0.0
1920,4.543339038320937e-09,0.0
1921,6.815472630705699e-09,0.0
1922,8.115729421831475e-09,0.0
1923,1.0615948120573648e-08,0.0
1924,9.02413699321869e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,6.687683296036084e-09,0.0
1927,1.1149224654616319e-08,0.0
1928,1.1426041224282812e-09,0.0
1929,5.570202965543558e-09,0.0
1930,6.302162347537887e-09,0.0
1931,6.843213995466613e-09,0.0
1932,7.6716757391182e-09,0.0
1933,0.0,0.0
1934,1.3179738189705859e-08,0.0
1935,8.377798899061872e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,6.482607339819424e-09,0.0
1939,0.0,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,1.8205270180260413e-08,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,2.3665876369705074e-08,0.0
1947,3.5762612871081956e-09,0.0
1948,5.435944139264848e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,2.4461330738745346e-08,0.0
1951,8.529121409139861e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,0.0,0.0
1955,3.754243138587299e-09,0.0
1956,6.976913269340912e-09,0.0
1957,1.5903067307476704e-08,0.0
1958,4.9633461784992505e-09,0.0
1959,4.650448914844674e-09,0.0
1960,1.7994166157109248e-08,0.0
1961,9.03260666262895e-09,0.0
1962,3.805173953708163e-09,0.0
1963,9.69907976156037e-09,0.0
1964,1.520992043424485e-08,0.0
1965,7.660860390501512e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,9.367637332502454e-09,0.0
1968,1.6169096284102125e-08,0.0
1969,4.087581828571274e-09,0.0
1970,5.518470125309705e-09,0.0
1971,1.1818314327172175e-08,0.0
1972,5.643161493651405e-09,0.0
1973,2.7566018356850464e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,2.2845920710778955e-09,0.0
1976,3.9994687561772935e-09,0.0
1977,3.526069214387917e-09,0.0
1978,4.158414057542359e-09,0.0
1979,2.3407893401383717e-09,0.0
1980,1.0233271119375331e-08,0.0
1981,4.427884725544118e-09,0.0
1982,1.2415004579935385e-09,0.0
1983,2.5261264191556165e-09,0.0
1984,1.0438215625185876e-08,0.0
1985,4.812446441349039e-09,0.0
1986,5.994485352545098e-09,0.0
1987,6.721898593298192e-09,0.0
1988,8.395175221664886e-09,5.996553809062277e-10
1989,6.036934507847036e-09,0.0
1990,1.6345953479657283e-09,0.0
1991,3.5168792322792797e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,0.0
1993,3.877445031719162e-09,0.0
1994,3.164955852952289e-09,0.0
1995,5.4224509327127635e-09,0.0
1996,6.939520069693117e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,2.3840645013706308e-09,0.0
1999,4.570201106446348e-09,0.0
2000,3.5344251969604557e-09,0.0
2001,3.066848330846028e-09,0.0
2002,3.9430991805033955e-09,0.0
2003,3.7502307925763034e-09,4.1669229178253886e-10
2004,0.0,8.809582507929292e-10
2005,4.5037495954858286e-10,0.0
2006,2.8825228870488218e-09,0.0
2007,2.7961355453243186e-09,0.0
2008,2.9802078582719105e-09,0.0
2009,5.721831008997924e-09,0.0
2010,1.8895172093635892e-09,0.0
2011,2.6767803529281764e-09,0.0
2012,3.4042526575461807e-09,0.0
2013,1.6734750252211938e-09,0.0
2014,3.4647122948427977e-09,0.0
2015,2.017083566840938e-08,0.0
2016,6.8354220061905835e-09,0.0
2017,2.5156112748447867e-09,2.515611330355938e-10
2018,2.8396134332808742e-09,0.0
2019,1.9642605764147447e-08,0.0
