year,trop_ADV à_ADP,trop_ADV a_ADP,trop_ADV ras_ADJ
1800,4.084269676241092e-06,6.288328968651058e-09,0.0
1801,5.350517312763259e-06,1.1905912922216544e-08,0.0
1802,4.654707481677178e-06,4.475680270843441e-09,0.0
1803,4.1600737858971115e-06,3.900678446910888e-09,1.950339223455444e-09
1804,4.736066330224276e-06,2.4718509461507665e-09,0.0
1805,5.048950697528198e-06,0.0,0.0
1806,4.236053428030573e-06,1.152667650217154e-08,2.881669125542885e-09
1807,3.6469496080826502e-06,0.0,2.8469551160981155e-09
1808,4.013217221654486e-06,0.0,5.4385775882792586e-08
1809,4.312489181756973e-06,6.7770915546105925e-09,9.036122072814123e-09
1810,5.405692718341015e-06,7.020380277111826e-09,1.1700633351097167e-08
1811,3.780671704589622e-06,7.521230305229665e-09,0.0
1812,4.05949094783864e-06,8.00162425207418e-09,5.3344164641089264e-09
1813,4.644322871172335e-06,1.1502966579257645e-08,2.300593315851529e-08
1814,4.39905443272437e-06,9.440030979135372e-09,0.0
1815,4.3587133404798806e-06,5.394447111228828e-09,0.0
1816,4.194862867734628e-06,6.952811659743929e-09,2.3176038865813098e-09
1817,5.190615866013104e-06,1.556873407970727e-09,3.113746815941454e-09
1818,4.500244358496275e-06,5.9605886892910576e-09,3.5763532135746345e-09
1819,4.836010703002103e-06,1.1386155129855524e-08,2.3807414706311647e-08
1820,4.957815690431744e-06,1.4239777357261119e-08,2.3732962262101864e-09
1821,5.271951522445306e-06,9.861488514673056e-09,0.0
1822,4.8874876483750995e-06,4.010246357211145e-09,0.0
1823,4.268332304491196e-06,4.941343556552624e-09,9.882686891060644e-10
1824,4.954982614435721e-06,5.052667617633233e-09,4.210556348027694e-09
1825,4.516311946645146e-06,5.283265824829186e-09,8.805443041381977e-10
1826,4.313269982958445e-06,3.5231937367541377e-09,8.807984341885344e-10
1827,4.013200850749854e-06,9.217273055917019e-10,1.8434546111834038e-09
1828,4.094515134056564e-06,9.172301251858528e-10,0.0
1829,4.414328486745944e-06,6.001223296081548e-09,1.800366966620004e-08
1830,4.407475898915436e-06,2.0873671680021744e-09,2.0873671680021744e-09
1831,4.000703484052792e-06,3.1182412207897414e-09,0.0
1832,4.5650117499462795e-06,8.117981842303834e-09,4.058990921151917e-09
1833,4.1770563257159665e-06,6.950176989484191e-09,8.108539617524002e-09
1834,3.6675371575256577e-06,4.667265462998671e-09,1.8669061851994684e-09
1835,4.210371116641909e-06,8.31939672707449e-09,0.0
1836,3.9780120459909085e-06,2.0162250202737653e-09,0.0
1837,3.885286332661053e-06,0.0,0.0
1838,3.995598490291741e-06,5.680945713848473e-09,4.418513555037862e-09
1839,4.075330707564717e-06,4.194884994923598e-09,5.5931801412612e-09
1840,3.759390210689162e-06,7.643626342979104e-09,0.0
1841,3.621831410782761e-06,3.2102742686390684e-09,2.5682194149112547e-09
1842,4.026971510029398e-06,2.683306021822318e-09,4.024959032733477e-09
1843,3.8790685721323825e-06,8.269675388916653e-09,4.7255288571079745e-09
1844,3.7854606489418074e-06,3.293136707771538e-09,5.488561272137815e-10
1845,3.647794983407948e-06,6.138250796539069e-09,4.464182357111213e-09
1846,3.822403868980473e-06,4.0981509297211005e-09,5.854501328173001e-10
1847,3.3718433769536205e-06,3.775256551818984e-09,5.393223645455691e-10
1848,3.414392040212988e-06,8.849743882155536e-09,5.63165514222419e-09
1849,3.4363981740170857e-06,8.379414939696517e-09,8.379414939696517e-10
1850,3.4936174415634014e-06,4.752297222410107e-09,3.394498016007219e-09
1851,3.6665060179075226e-06,5.159551008659946e-09,1.2898877521649865e-09
1852,3.832107267953688e-06,5.208436348880241e-09,1.9531636308300904e-09
1853,3.7372349197539734e-06,1.1943863675867306e-09,1.7915795513800958e-09
1854,4.139905286137946e-06,4.676097953293379e-09,3.117398783558656e-09
1855,4.08262667406234e-06,5.306937111981824e-09,1.0613874223963649e-09
1856,4.019569587399019e-06,4.659470143053568e-09,1.5531567143511893e-09
1857,4.291334789741086e-06,1.4644527812635033e-09,1.4644527812635033e-09
1858,3.968771125073545e-06,1.4681028059904122e-09,2.4468380654951716e-09
1859,4.264185918145813e-06,3.5645213447565993e-09,4.582956236731661e-09
1860,4.193615950498497e-06,1.8308735638683515e-09,5.034902272882391e-09
1861,4.3787722461274825e-06,5.187560214725551e-09,1.4147891747029462e-09
1862,3.944202035199851e-06,6.776979449840681e-09,1.3553959066214816e-09
1863,4.212962721794611e-06,1.4983862484108101e-09,2.9967726078439227e-09
1864,4.076477580383653e-06,1.9178911792039344e-09,1.9178911792039344e-09
1865,4.087423803866841e-06,1.882737743486018e-09,1.4120533631256649e-09
1866,3.828264198091347e-06,4.865612912574591e-10,9.731225825149181e-10
1867,4.0773320506559685e-06,9.220341823379385e-09,2.91168689159349e-09
1868,4.024021563964197e-06,8.397786022129594e-09,3.457911734727759e-09
1869,4.035740403196542e-06,2.9301114867763545e-09,1.953407657850903e-09
1870,3.878510597132845e-06,2.2936195165357276e-09,3.4404292748035914e-09
1871,3.839555574813858e-06,9.559059321873065e-09,2.1242354542039266e-09
1872,3.7245563362375833e-06,1.8142017887967654e-09,2.4189357183956872e-09
1873,3.7999157029844355e-06,8.380406368857507e-09,5.387403856360606e-09
1874,3.80044889425335e-06,3.5847654289433706e-09,4.779687312606029e-09
1875,3.946137439925224e-06,3.4329162845736505e-09,1.1443054281912168e-09
1876,3.888796527462546e-06,2.418405919968336e-09,3.627608879952504e-09
1877,3.76222351405886e-06,7.4217790801967e-09,2.4739263970730008e-09
1878,3.5866148664354114e-06,1.0870359501424787e-08,6.039088784604019e-09
1879,3.92524134440464e-06,6.10932526790009e-09,6.10932526790009e-10
1880,3.9521096368844155e-06,7.059631101924424e-09,4.492492600149944e-09
1881,3.8237230910453945e-06,5.578006112560985e-09,3.4862537301449947e-09
1882,3.816863227257272e-06,2.6621540527571597e-09,1.3310770263785798e-09
1883,3.666480552055873e-06,1.895801682305631e-09,3.791603475633565e-09
1884,3.68506721315498e-06,5.281357573494461e-09,1.3203393933736152e-09
1885,3.407162921575946e-06,1.1602144356359645e-08,2.5782542767416317e-09
1886,3.527463377395179e-06,5.80811748696064e-09,3.2267319927115068e-09
1887,3.277520136180101e-06,4.570247291724172e-09,1.9586774424595887e-09
1888,3.557718855518033e-06,8.876860579931645e-09,5.07249175996094e-09
1889,3.529151626935345e-06,5.012109283164534e-09,3.132568426877924e-09
1890,3.274571554356953e-06,7.2098250147867304e-09,6.554386478008212e-10
1891,3.4274180507054552e-06,7.0116421557742115e-09,1.9122659011827636e-09
1892,3.2840737276274012e-06,5.014809900671935e-09,1.2537024751679837e-09
1893,3.2399429983342998e-06,3.695050043717174e-09,2.463366621796581e-09
1894,3.5250811833975604e-06,3.780923574225881e-09,6.9316934414587195e-09
1895,3.1946806302585173e-06,3.0093072478365457e-09,1.8055843487019274e-09
1896,3.294080443083658e-06,2.3588115349859606e-09,7.076434549446731e-09
1897,2.9325849482120248e-06,9.32274157872115e-09,2.330685422435863e-09
1898,3.398407898203004e-06,2.8291773368493978e-09,3.3950129374460403e-09
1899,3.350818133185385e-06,5.527578395003729e-09,9.39688327150634e-09
1900,3.3222740967175923e-06,6.229263660451068e-09,2.595526460424935e-09
1901,3.281148565292824e-06,1.2854099562531474e-08,2.235495566438317e-09
1902,2.8067181574442657e-06,5.401312175301598e-09,2.455141867585553e-09
1903,3.0862258881825255e-06,6.48026454719286e-09,7.560307935250421e-09
1904,3.1242695968103362e-06,6.987012746151322e-09,3.2247751136083025e-09
1905,3.1929616852721665e-06,7.2250627702885595e-09,1.5482277682110634e-09
1906,3.0962846722104587e-06,8.745113744268451e-09,6.173021205313489e-09
1907,3.105248879364808e-06,4.628558980535047e-09,8.742834012309686e-09
1908,3.30536477122223e-06,5.402527980535865e-09,2.9468334439286537e-09
1909,3.3968574371101568e-06,6.60118004702781e-09,3.300590023513905e-09
1910,3.2647417356201913e-06,4.275320542035388e-09,1.6032452032632705e-09
1911,3.141680963381077e-06,9.576673454247953e-09,1.5961122423746588e-09
1912,3.1188803859549807e-06,9.897900055122477e-09,0.0
1913,3.109142880930449e-06,8.484783764473036e-09,1.060597942803554e-09
1914,3.1360850698547438e-06,1.5402510378237366e-08,4.68772043404897e-09
1915,2.7814378427137854e-06,8.246533345079854e-09,5.890381071793627e-09
1916,3.166586566294427e-06,5.493731025651982e-09,1.0987462051303964e-09
1917,2.9631278266606387e-06,4.386569774084137e-09,2.1932848870420685e-09
1918,3.175983010805794e-06,1.378365155346728e-08,9.189101035644853e-09
1919,3.0818669074506033e-06,6.4454939163738345e-09,7.366278698128781e-09
1920,3.0440371574513847e-06,7.572231730534895e-09,5.300562211374427e-09
1921,3.117700089205755e-06,3.0290990271630847e-09,6.058197943303867e-09
1922,3.0345447612489806e-06,4.4267612908655e-09,8.115729421831475e-09
1923,3.0085595881246263e-06,4.246379248229459e-09,0.0
1924,2.9083505523885833e-06,9.02413699321869e-09,7.734974438733389e-09
1925,2.9904044822615106e-06,7.698724324711748e-09,0.0
1926,2.9191737667133566e-06,1.0031524944054127e-08,2.229227691330493e-09
1927,3.632417474364047e-06,4.459690061686672e-09,2.2298449753321847e-09
1928,2.995908062075614e-06,1.2568645346711094e-08,5.713020723163709e-09
1929,3.1527349619864253e-06,2.2280812750352652e-09,2.2280812750352652e-09
1930,2.912649279096513e-06,8.402883056035648e-09,6.302162347537887e-09
1931,2.7064911591878626e-06,9.124285327288817e-09,2.2810713318222042e-09
1932,2.7223488814343e-06,2.1919073223131136e-09,3.287861094491973e-09
1933,2.696752744668629e-06,3.4411986593596566e-09,8.02946331646126e-09
1934,2.7605560717347544e-06,3.5944740517379614e-09,1.1981580172459871e-09
1935,2.7610831239144318e-06,3.590485242455088e-09,4.787313656606784e-09
1936,2.5340652882732684e-06,7.274828739411987e-09,4.849885826274658e-09
1937,2.51192795985844e-06,7.554670666820584e-09,1.2591118148108649e-09
1938,2.4698733795958105e-06,5.186085783037697e-09,1.2965214457594243e-09
1939,2.581635726528475e-06,1.2235240376412548e-08,4.588215141154706e-09
1940,2.124986167473253e-06,1.5214697723919812e-08,5.0715658339584024e-09
1941,2.502874167475966e-06,8.854508237732261e-09,0.0
1942,2.791474798868876e-06,9.102635312174812e-09,6.068423541449874e-09
1943,3.086139031438506e-06,1.7419411246777372e-08,0.0
1944,2.7794060315500246e-06,9.639558484764166e-09,3.2131861615880553e-09
1945,2.9366235594352474e-06,6.535512131478072e-09,4.357008087652048e-09
1946,2.9610189358209027e-06,5.568441707737293e-09,8.352662561605939e-09
1947,2.799020421662135e-06,3.5762612871081956e-09,3.5762612871081956e-09
1948,2.642955905685085e-06,1.5220642746172075e-08,8.697510267552389e-09
1949,2.393386694166111e-06,2.9451024952109606e-09,7.853606653895895e-09
1950,2.6046000130008906e-06,9.571825110299415e-09,4.2541445921528975e-09
1951,2.9062980502203573e-06,4.264560704569931e-09,6.396841278899501e-09
1952,2.3978884655662114e-06,6.326882129314981e-09,1.0544804140977249e-08
1953,2.5469328193139518e-06,6.464296320451979e-09,4.3095309543161875e-09
1954,2.507632871129317e-06,8.795282502305213e-09,4.886268278880834e-09
1955,2.362357463425724e-06,2.815682353940474e-09,5.631364707880948e-09
1956,2.593667431938229e-06,4.360570571293465e-09,5.232684952005684e-09
1957,2.3059449176798807e-06,8.835037701437898e-10,7.951533653738352e-09
1958,2.4204584860854084e-06,2.481673033738474e-09,5.790570245522986e-09
1959,2.4438108994218055e-06,5.425523585955716e-09,2.325224457422337e-09
1960,2.5579399789421586e-06,5.536666680683311e-09,5.536666680683311e-09
1961,2.4721550744288834e-06,4.168895617606694e-09,5.55852741612739e-09
1962,2.536148258514004e-06,4.439369483133504e-09,5.0735651235811474e-09
1963,2.449987505315221e-06,1.0345685197421517e-08,1.939815863494232e-09
1964,2.5522247142362176e-06,4.867174552281028e-09,2.4335873316516654e-09
1965,2.497440618753899e-06,8.755269675919664e-09,3.2832261354087677e-09
1966,2.4698733795958105e-06,7.200797402795445e-09,4.431259803538978e-09
1967,2.6618881747708656e-06,3.4512349644799656e-09,3.451234853457663e-09
1968,2.901005473177065e-06,5.389698992663838e-09,1.7965663401398047e-09
1969,2.436652948745177e-06,4.5417577476669635e-09,3.6334062425424918e-09
1970,2.438703859297675e-06,9.65732255275853e-09,1.8394900047624674e-09
1971,2.563032694524736e-06,9.249115584530898e-09,2.569198631618974e-09
1972,2.3726929612166714e-06,9.747278761906841e-09,1.5390440033513642e-09
1973,2.129199401679216e-06,8.269805784610895e-09,2.205281512956958e-09
1974,1.9250705918238964e-06,3.3753429495853027e-09,0.0
1975,1.8865018773794873e-06,4.569184142155791e-09,2.2845920710778955e-09
1976,2.0111615413043182e-06,6.856232193097611e-09,4.570821499072508e-09
1977,1.897612833090534e-06,9.99052895966912e-09,3.526069214387917e-09
1978,2.0869297259196173e-06,8.910886695190356e-09,4.158414057542359e-09
1979,2.15528189073666e-06,4.681578791299046e-09,5.851973350345929e-10
1980,2.0097006654395955e-06,7.959210956975937e-09,6.253665585376211e-09
1981,2.052640866168076e-06,5.060439622894819e-09,1.8976649140967083e-09
1982,1.9441897620708914e-06,6.828252518964462e-09,3.1037510339615437e-09
1983,2.0000607037218288e-06,1.0104505676622466e-08,3.157658134966823e-09
1984,1.918891939567402e-06,5.799008662155103e-09,1.1598016991243298e-09
1985,2.0212276012898656e-06,4.812446330326736e-09,6.015558051686298e-10
1986,2.1939815724181244e-06,2.9972427317837003e-09,2.3977941854269602e-09
1987,2.0232914721418638e-06,1.0388388482773792e-08,6.110816852533674e-10
1988,1.951278591150185e-06,8.994830602571113e-09,1.1993107618124554e-09
1989,2.0163361114100553e-06,5.488122289953878e-09,4.390497743145261e-09
1990,1.977315378098865e-06,5.9935161278446e-09,2.724325431913144e-09
1991,1.9102515125268837e-06,2.930732601047481e-09,5.861465202094962e-10
1992,1.8623611595103284e-06,3.856960972825618e-09,2.7549720282848966e-09
1993,2.1204086806392297e-06,4.985286516934195e-09,2.2156829704300662e-09
1994,1.9675476323754992e-06,6.329912038971486e-09,3.6924485691258724e-09
1995,2.0312500055297278e-06,5.422450655157007e-09,1.0844901643380922e-09
1996,1.9825674826279283e-06,5.871901409548741e-09,4.270473752399084e-09
1997,1.8311701523998636e-06,5.274383929609883e-09,4.315404922294874e-09
1998,1.926324102896615e-06,3.814503379828693e-09,1.9072516899143466e-09
1999,2.0003769805043703e-06,5.484241422104574e-09,2.285100553223174e-09
2000,1.8515969486543327e-06,5.743441056083043e-09,1.7672125984802278e-09
2001,1.954020490302355e-06,2.6287270138425356e-09,4.3812117822561447e-10
2002,1.9838171283481643e-06,4.3812213301741565e-09,3.066854992184176e-09
2003,1.8526138774177525e-06,3.333538334260311e-09,1.2500769308587678e-09
2004,1.88304829862318e-06,3.964312184079333e-09,4.404791253964646e-10
2005,1.867705009317433e-06,5.404499625605297e-09,4.954124666056714e-09
2006,2.0927116111124633e-06,6.176834932425379e-09,2.8825228870488218e-09
2007,2.198961055910331e-06,3.195583603288199e-09,5.592271090648637e-09
2008,2.260274641230353e-06,1.7029758714315335e-09,1.7029758714315335e-09
2009,2.4670628135936568e-06,7.1522885392028e-09,3.337734755248789e-09
2010,2.7794799279945437e-06,9.447586046817946e-10,2.8342759250676863e-09
2011,2.884421974158613e-06,5.735957819830162e-09,6.500752380844688e-09
2012,3.3477422221039888e-06,2.3829768991401323e-09,7.489355802192676e-09
2013,3.484732815195457e-06,3.904775058849452e-09,3.904775169871755e-09
2014,3.936562734452309e-06,1.5158116567492996e-09,6.063246349441442e-09
2015,3.943952378904214e-06,1.3299452233939135e-09,6.871383906315032e-09
2016,4.086546596226981e-06,1.6570720073882939e-09,4.971216327476213e-09
2017,3.681848738779081e-06,1.0062445598979508e-09,5.282783988036499e-09
2018,4.033025561511749e-06,2.323320036357046e-09,5.162933192082164e-09
2019,4.1035186768567655e-06,1.02039510174734e-09,7.397864543179367e-09
