year,dernier_ADJ ange_NOUN,dernier_ADJ change_NOUN
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,1.289162443462999e-09,6.445812328337297e-09
1925,2.1996355847875293e-09,1.3197813508725176e-08
1926,0.0,3.343841648018042e-09
1927,1.1149224876660924e-09,0.0
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,0.0,2.2280812750352652e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,2.1919073223131136e-09
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,0.0
1935,1.196828414151696e-09,7.180970484910176e-09
1936,0.0,4.849885826274658e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,2.066051862925633e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,0.0,2.174377566888097e-09
1949,0.0,0.0
1950,1.0635361480382244e-09,0.0
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,8.435843135146115e-09
1953,0.0,4.3095309543161875e-09
1954,0.0,1.9545072227344917e-09
1955,9.385607846468247e-10,6.569925492527773e-09
1956,1.0465370126055973e-08,2.616342476002842e-09
1957,1.7670075402875796e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,2.325224457422337e-09,0.0
1960,1.3841666701708277e-09,0.0
1961,2.779263708063695e-09,3.47407969059077e-09
1962,2.536782617301725e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,0.0,2.4335873316516654e-09
1965,4.377634810204256e-09,3.2832261354087677e-09
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,5.91640286762285e-09,1.9721342336964653e-09
1968,8.982831700699023e-10,4.042274071025531e-09
1969,9.083515606356229e-10,2.7250546263957176e-09
1970,4.5987250119061684e-10,1.3796175313274261e-09
1971,8.221435976452085e-09,1.541519245584766e-09
1972,3.591102859523687e-09,1.5390440033513642e-09
1973,2.205281512956958e-09,2.7566018356850464e-09
1974,2.8127858375803783e-09,1.1251143350321513e-09
1975,1.7134440533084216e-09,2.2845920710778955e-09
1976,5.713526873840635e-10,6.2848797277581525e-09
1977,5.876781838942691e-10,6.464460078348111e-09
1978,2.970295565063452e-09,4.158414057542359e-09
1979,4.681578569254441e-09,1.1703946700691858e-09
1980,1.1370301367108482e-09,2.8425752862659692e-09
1981,5.69299452024552e-09,2.5302198114474095e-09
1982,2.483000915987077e-09,2.483000915987077e-09
1983,3.1576580239445207e-09,7.57837881337764e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,4.210890747202711e-09,2.4062232206745193e-09
1986,1.7983456390702202e-09,4.7955883708539204e-09
1987,6.110816852533674e-10,2.4443267410134695e-09
1988,0.0,2.398621523624911e-09
1989,2.7440609784434855e-09,1.6464366536794728e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,4.689171995142516e-09,5.8614650910726596e-09
1992,6.0609386398624565e-09,3.856960972825618e-09
1993,3.3235244556450994e-09,2.7696036575264316e-09
1994,7.912389632380723e-09,1.5824779264761446e-09
1995,4.880205572987961e-09,7.591431483433553e-09
1996,8.007138507792888e-09,6.939520069693117e-09
1997,1.917957792585412e-09,2.3974471297094624e-09
1998,2.3840645013706308e-09,3.814503379828693e-09
1999,1.3710603485872497e-09,1.0054442611817649e-08
2000,5.301637906462986e-09,3.97622823555821e-09
2001,1.3143635069212678e-09,7.0099388516098315e-09
2002,3.5049770863437857e-09,4.81934359086722e-09
2003,4.583615265119079e-09,5.000307723435071e-09
2004,6.166707811061656e-09,8.80958239690699e-09
2005,4.9541245550344115e-09,6.7556245042510454e-09
2006,4.941467679486777e-09,8.64756888319107e-09
2007,3.1955834922658966e-09,4.393927444112933e-09
2008,4.257439817356712e-09,7.663391698997657e-09
2009,9.53638501499654e-10,6.675469510497578e-09
2010,4.251413776579227e-09,5.668551850135373e-09
2011,6.1183550448262736e-09,4.5887662558641296e-09
2012,6.8085054538702394e-09,5.446804340891731e-09
2013,3.0680375462388554e-09,5.578249862026041e-09
2014,6.712879876968891e-09,5.413613113347537e-09
2015,4.8764659948963285e-09,7.093041265449074e-09
2016,4.556948263179095e-09,4.764082017771898e-09
2017,5.785906087574233e-09,5.534344982294215e-09
2018,5.9373734262457845e-09,8.26069346260283e-09
2019,3.826481631552525e-09,4.591778068885333e-09
