year,premier_ADJ art_NOUN,premier_ADJ char_NOUN
1887,4.831404343264012e-08,9.140494583448344e-09
1888,3.7409626507667326e-08,6.34061492199578e-09
1889,4.3855955533800284e-08,1.3156786771162388e-08
1890,3.998175801545045e-08,3.9326319978272295e-09
1891,3.56956323388502e-08,1.9122659011827636e-09
1892,3.0088859626076214e-08,1.191017329205124e-08
1893,5.419406567952478e-08,1.0469308309168923e-08
1894,4.7891698606861155e-08,1.1342770278588432e-08
1895,5.717683726480516e-08,4.213029924926559e-09
1896,3.4792471126365854e-08,1.9460195233023114e-08
1897,3.0298910269621615e-08,1.1070755867592652e-08
1898,4.922768748194528e-08,1.3580051749784161e-08
1899,3.537650172802387e-08,6.080336234504102e-09
1900,3.6856477869662285e-08,3.114631885736685e-09
1901,4.19155422592965e-08,9.500856101851696e-09
1902,3.584507146658922e-08,1.1293653123800595e-08
1903,4.2661739252380926e-08,7.560308601384236e-09
1904,3.3860139581065596e-08,7.524475265086039e-09
1905,4.0253920030597357e-08,1.0321518084666081e-09
1906,2.5206503495578403e-08,1.6461390472954918e-08
1907,2.0571373215982902e-08,1.902852098112362e-08
1908,2.2592389736786345e-08,1.4734167663732478e-08
1909,4.455796759339492e-08,1.8153246017504898e-08
1910,3.5271394693836555e-08,1.8170112525695004e-08
1911,3.937076764604086e-08,1.0108711201439746e-08
1912,2.604710525044851e-08,1.1981668990301841e-08
1913,3.075733978619155e-08,2.0151361468379037e-08
1914,3.2144370609721307e-08,1.808120764223986e-08
1915,5.654765711238241e-08,1.4136913861761968e-08
1916,1.977743147030253e-08,2.197492410260793e-09
1917,1.97395633172448e-08,1.315970976634162e-08
1918,5.2837331843136326e-08,1.4932290071101306e-08
1919,3.2227470136980685e-08,2.5781975665495338e-08
1920,3.558949002169243e-08,1.590168707821249e-08
1921,2.9533715251162107e-08,2.0446417892117097e-08
1922,4.57432016709447e-08,5.902348387820666e-09
1923,4.140219722614802e-08,7.431163684401554e-09
1924,5.1566497294430746e-08,2.5783249313349188e-08
1925,9.788378663166952e-08,6.598906754362588e-09
1926,1.0365908709175642e-07,5.57306911730393e-09
1927,8.807887441619755e-08,1.3379070296082318e-08
1928,2.7536759761304097e-07,7.998228745975666e-09
1929,3.353262441052607e-07,2.2280811862174232e-08
1930,1.6490657173129364e-07,1.4705045403573536e-08
1931,1.9731267553169118e-07,1.1405356659111021e-08
1932,4.0550285618223825e-07,6.575722188983946e-09
1933,3.315021330774215e-07,2.2941324395731044e-09
1934,1.761292320878738e-07,8.38710612072191e-09
1935,5.146362083152667e-07,1.6755597798123745e-08
1936,2.582564135877874e-07,2.424942913137329e-09
1937,1.7375742600300725e-07,1.3850230295986421e-08
1938,1.6465822649802675e-07,1.4261735792331365e-08
1939,2.2176373803972638e-07,1.3764645423464117e-08
1940,3.245802051576874e-07,2.2822046474857416e-08
1941,3.482772998886219e-07,4.132103725851266e-08
1942,4.976107379484063e-07,3.6410540360520827e-08
1943,4.122593861843882e-07,3.774205836748479e-08
1944,3.6309005047030496e-07,6.42637232317611e-08
1945,4.0955876778880906e-07,7.62476446425353e-08
1946,1.4199526443547938e-07,3.062643116891195e-08
1947,2.2053611870020973e-07,3.695469885656166e-08
1948,1.8808366042399882e-07,9.784699273041042e-09
1949,2.414984063836556e-07,3.6322930441201606e-08
1950,2.329144102031222e-07,1.2762433776458693e-08
1951,1.7271470698076996e-07,1.2793682557799002e-08
1952,1.0755699808573382e-07,1.370824520563474e-08
1953,1.3036331125704237e-07,1.6160740301529586e-08
1954,1.3095198059254187e-07,1.6613311615287785e-08
1955,1.145044152828234e-07,1.595553378308523e-08
1956,3.3750817185485005e-07,3.488456457034772e-08
1957,3.083428143368927e-07,1.9437083054185678e-08
1958,2.1921444465222706e-07,2.8952852559882558e-08
1959,2.619752692556432e-07,1.4726420971555854e-08
1960,1.8617041153135006e-07,2.5607082676515347e-08
1961,2.160877516921289e-07,1.389631876236308e-08
1962,2.3338400195749287e-07,2.663621678777872e-08
1963,2.062670988456361e-07,1.3578711488548834e-08
1964,1.8251905264943247e-07,3.102823953327061e-08
1965,2.4022270350698705e-07,2.4624196015565758e-08
1966,2.1602390831709783e-07,2.76953731059848e-08
1967,1.4051456764807568e-07,2.415864486238206e-08
1968,2.034611381040996e-07,3.2787337289619245e-08
1969,1.7531184504093744e-07,3.133812853661766e-08
1970,2.547693656040906e-07,2.345349692234322e-08
1971,2.1786805026735578e-07,2.003974941544584e-08
1972,1.7699006443772092e-07,2.205963234302999e-08
1973,3.63871455855147e-07,1.4885650045926013e-08
1974,2.5427583372206186e-07,1.800182936051442e-08
1975,2.181785467847419e-07,2.2845920710778955e-08
1976,1.1427053453472169e-07,2.285410793945175e-08
1977,2.544646612867574e-07,2.11564152863275e-08
1978,2.417820627043099e-07,1.900989232694883e-08
1979,1.49810518212945e-07,1.8726314721106974e-08
1980,2.052339332925257e-07,2.38776323158163e-08
1981,1.6699450128276894e-07,2.783241725978769e-08
1982,2.0981357373717202e-07,4.4694015599588965e-08
1983,1.9640633119877293e-07,2.9050454486423405e-08
1984,1.0960125895742578e-07,3.76935567203418e-08
1985,1.588107336747413e-07,2.5866899733273385e-08
1986,1.6424890514343815e-07,2.577628777089558e-08
1987,2.2060048177063862e-07,1.4054879038383206e-08
1988,1.4991384372775585e-07,3.0582423649061496e-08
1989,2.310499370716812e-07,3.4575168728068206e-08
1990,2.7134282848395586e-07,3.650596230864167e-08
1991,1.4653662572250425e-07,2.5790446223084018e-08
1992,1.4987047824988053e-07,3.03046938654461e-08
1993,1.728232728037682e-07,2.492643363938285e-08
1994,1.181583532128272e-07,4.430938460586731e-08
1995,2.2503171376309083e-07,2.2774293895189146e-08
1996,1.3505372686850592e-07,1.975094043871195e-08
1997,1.5391611141168937e-07,3.308477047880842e-08
1998,1.1205103456202181e-07,1.859570453177639e-08
1999,1.096848292192476e-07,1.9194844824710344e-08
2000,1.6788520318389288e-07,2.164835422036049e-08
2001,1.2793138254307834e-07,2.0153574087355963e-08
2002,1.0953053586337802e-07,1.5772396722013582e-08
2003,1.1084014900353267e-07,1.8751153518792307e-08
2004,1.5372720835182818e-07,1.9821561281219147e-08
2005,1.4366960909839577e-07,1.5763124139311913e-08
2006,1.1900701524236723e-07,2.5119129165585008e-08
2007,9.706584783164551e-08,1.637736560256009e-08
2008,1.0260429794684e-07,2.7673358715674112e-08
2009,1.3398621589999493e-07,2.4794601927169424e-08
2010,7.369116933331199e-08,3.448369056968659e-08
2011,8.603936690887437e-08,2.4855816960211996e-08
2012,5.344676867746756e-08,3.472337795074054e-08
2013,4.351035054472874e-08,1.9523875460780715e-08
2014,6.041592082173253e-08,3.096586760620301e-08
2015,5.5414385413676825e-08,2.2609068395240683e-08
2016,6.255446993730374e-08,1.636358604173438e-08
2017,3.622480312936993e-08,3.547011928617394e-08
2018,6.324593504469789e-08,2.2716907466246994e-08
2019,4.744837300840743e-08,1.785691416955615e-08
