year,dernier_ADJ art_NOUN,dernier_ADJ char_NOUN
1923,2.441668023323018e-08,1.4862327368803108e-08
1924,1.675911143195208e-08,1.4180787211159895e-08
1925,1.8696902470694e-08,1.3197813508725176e-08
1926,2.7865346696742677e-08,1.2260752413340015e-08
1927,1.0034302277972529e-08,1.2264147031260109e-08
1928,1.3711249802206282e-08,6.8556245125250825e-09
1929,1.7824650422326727e-08,6.684243825105796e-09
1930,2.8359729675742074e-08,1.2604324695075775e-08
1931,6.843213995466613e-09,9.124285327288817e-09
1932,5.041386907933543e-08,1.9727165678773417e-08
1933,5.735331232159524e-08,3.555905436769535e-08
1934,8.38710612072191e-09,2.6359476379411717e-08
1935,2.6330225111337313e-08,2.5133395809007197e-08
1936,2.42494295754625e-08,7.274828739411987e-09
1937,1.76275650742852e-08,1.3850230295986421e-08
1938,2.074434313215079e-08,3.8895642262559704e-09
1939,1.5294050470515685e-08,1.070583532936098e-08
1940,1.5214697723919812e-08,7.607348528892999e-09
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,2.730790527039062e-08,4.8547388331598995e-08
1943,1.7419411246777372e-08,1.7419411690866582e-08
1944,2.5705489292704442e-08,2.8918675454292497e-08
1945,1.742803235060819e-08,2.6142048525912287e-08
1946,2.9234319853799207e-08,1.2528993842408909e-08
1947,3.5762612871081956e-09,1.3112957830685446e-08
1948,1.9569398546082084e-08,7.610321262063735e-09
1949,1.8652315247891238e-08,2.3560819073509265e-08
1950,1.701657836861159e-08,8.508289184305795e-09
1951,1.9190523947720806e-08,8.486475735480781e-07
1952,1.1599284310825908e-08,1.370824520563474e-08
1953,1.8315507332999914e-08,1.1851209791302608e-07
1954,2.247683239531284e-08,1.07497895029951e-08
1955,2.1586897602787758e-08,6.569925492527773e-09
1956,2.7907653965542067e-08,2.616342520411763e-08
1957,2.47381048978923e-08,1.1485549400447326e-08
1958,1.0753916535044539e-08,9.099467845885556e-09
1959,2.5577467255288866e-08,1.007597205671118e-08
1960,2.422291700554524e-08,1.1765417085030094e-08
1961,1.5980766376877398e-08,4.16889545107324e-09
1962,1.52206956482992e-08,8.244543714397423e-09
1963,3.103705559226455e-08,2.5864212993553792e-09
1964,2.372747653911489e-08,6.6923653285755336e-09
1965,2.4076991622656863e-08,7.660860390501512e-09
1966,1.4401594583546284e-08,5.539074976468328e-09
1967,1.4297973582877432e-08,1.232583901611406e-08
1968,1.9313087351591207e-08,1.7516521566562915e-08
1969,1.5896152560923582e-08,6.358460868938209e-09
1970,1.4715919871566285e-08,6.438214850135182e-09
1971,1.0790634497048757e-08,7.193756701440179e-09
1972,2.1033601971254257e-08,8.208234980600082e-09
1973,2.095017520575837e-08,8.269805285010534e-09
1974,1.6314157802455043e-08,1.2938814464291681e-08
1975,1.313640396460869e-08,1.2565256390928425e-08
1976,1.2569759011427095e-08,1.314111219841152e-08
1977,1.2928919712607012e-08,7.052138428775834e-09
1978,1.6633655786080226e-08,1.6633656230169436e-08
1979,2.574868285254439e-08,8.777959692451986e-09
1980,1.8760996756128634e-08,7.95921106799824e-09
1981,1.834409407708293e-08,6.325549417596221e-09
1982,2.6692259846861077e-08,1.6139505731871395e-08
1983,1.4525227021167098e-08,1.2630632539867293e-08
1984,6.958810194745979e-09,1.333771937339634e-08
1985,1.2031115659283387e-08,7.820225356169885e-09
1986,1.0790073945443623e-08,8.991728250862252e-09
1987,1.2221633316489289e-08,1.5277041853778428e-08
1988,1.1993107784658008e-08,1.2592763276586538e-08
1989,1.8659614742233543e-08,8.232182935330457e-09
1990,7.083246489347772e-09,9.80757164370516e-09
1991,1.1722930737256831e-08,9.96449056600568e-09
1992,1.0468893585358074e-08,1.322386644631024e-08
1993,1.938722604677423e-08,6.647049133334804e-09
1994,1.9517228611043436e-08,1.793475057354499e-08
1995,1.0844901865425527e-08,5.4224509327127635e-09
1996,1.494665791135219e-08,9.60856638698715e-09
1997,6.233362825902589e-09,6.233362714880286e-09
1998,1.0489884183506604e-08,7.629006759657386e-09
1999,1.096848270543127e-08,6.8553016596695215e-09
2000,7.95245647111642e-09,1.3254094710646314e-08
2001,1.401987734239718e-08,1.4019877703219663e-08
2002,1.2267419968736704e-08,1.62105191492401e-08
2003,1.6250998602362898e-08,6.250384210204629e-09
2004,1.1892936635504725e-08,6.607186797680242e-09
2005,5.4044992925383895e-09,1.0808999029165989e-08
2006,1.070651389767363e-08,7.412201963319376e-09
2007,5.192823337996089e-09,6.7906151812735516e-09
2008,6.811903652259588e-09,2.554463751636149e-09
2009,1.0490023738540799e-08,5.721831008997924e-09
2010,5.668551850135373e-09,1.2281861749841028e-08
2011,5.7359579308524644e-09,6.118355155848576e-09
2012,5.446804340891731e-09,7.829781267787439e-09
2013,5.29933741333366e-09,6.414987652192394e-09
2014,6.929424548052232e-09,8.661780626084692e-09
2015,9.974589515460153e-09,5.984753581600444e-09
2016,6.8354220061905835e-09,8.492493819289848e-09
2017,4.779661388898404e-09,5.0312225496895735e-09
2018,8.776987081571264e-09,8.518839855753413e-09
2019,8.928456807222318e-09,5.3570743396846865e-09
