year,dernier_ADJ an_NOUN,dernier_ADJ chant_NOUN
1800,3.144164484325529e-09,1.6664071322836094e-07
1801,2.1430643926123594e-08,1.0953439755212457e-07
1802,8.951360541686881e-09,8.727576528144709e-08
1803,5.851017448321727e-09,1.1116933418264807e-07
1804,1.2359254952798437e-08,1.2853624475894776e-07
1805,5.685755422035754e-09,1.847870503279836e-07
1806,5.76333825108577e-09,1.181484350354367e-07
1807,1.1387820464392462e-08,1.9643990345485918e-07
1808,1.3596443970698147e-08,2.447359892521206e-07
1809,0.0,1.1746958805680663e-07
1810,1.1700633795186377e-08,1.450878599484895e-07
1811,5.0141535368197765e-09,1.8552367597735042e-07
1812,0.0,4.640942199429787e-07
1813,2.8757416448144113e-09,1.782959864193856e-07
1814,3.1466771410748606e-09,4.405347908686963e-08
1815,1.0788894222457657e-08,7.552226044538202e-08
1816,4.6352077731626196e-09,8.111613603034584e-08
1817,0.0,1.0119677240627567e-07
1818,1.1921177378582115e-09,1.1086694562401078e-07
1819,4.140420117870747e-09,1.4905511902529867e-07
1820,2.254631326081835e-08,1.6850403827817217e-07
1821,5.916893086599373e-09,1.4397773107077683e-07
1822,8.02049271442229e-09,1.4236374568099563e-07
1823,9.882686891060644e-10,1.2946319827289443e-07
1824,1.3473780313688621e-08,1.3221147021624802e-07
1825,9.685987789609385e-09,2.4743294879669975e-07
1826,7.927186018719112e-09,1.2595417819838417e-07
1827,2.3964910056406552e-08,1.1521591414265231e-07
1828,1.8344602503717056e-09,1.1648822706433748e-07
1829,7.715858285628485e-09,8.5731760912644e-08
1830,4.174734336004349e-09,1.3359149542147009e-07
1831,4.677361609140007e-09,2.541366663777467e-07
1832,6.764984572527055e-09,3.477202136226154e-07
1833,8.108539617524002e-09,1.5637898198583855e-07
1834,6.534171426153534e-09,1.8202335816397408e-07
1835,1.8907719834260206e-08,1.1117739262545001e-07
1836,3.36037508930076e-09,1.720512030622956e-07
1837,2.2265250976261086e-08,1.127178310689203e-07
1838,1.7674054220151447e-08,1.1740621275180274e-07
1839,1.6779539646627484e-08,1.3703291090738645e-07
1840,8.91756390952736e-09,1.2803074289635674e-07
1841,8.988767952189392e-09,1.4638850887038757e-07
1842,6.037438549100216e-09,1.469110033625043e-07
1843,2.953455480181333e-09,1.0927785770720178e-07
1844,1.0977122322231025e-08,1.317254716415306e-07
1845,5.022205318283568e-09,1.116045629245832e-07
1846,9.367202347121406e-09,1.4460618835698824e-07
1847,3.775256551818984e-09,1.2296550266910344e-07
1848,2.413566457803995e-09,1.0458787924605417e-07
1849,1.508294644736452e-08,1.0641857306481484e-07
1850,8.146795238417326e-09,1.3306432578019667e-07
1851,1.6123596680017727e-08,1.0964045604744399e-07
1852,7.812654523320361e-09,1.3932567766161696e-07
1853,4.777545470346922e-09,1.2720214437322852e-07
1854,9.352196350675968e-09,1.7821128750483695e-07
1855,4.2455496895854594e-09,1.8043586180738203e-07
1856,9.3189408967298e-09,1.0872097311320772e-07
1857,1.4156376515472857e-08,1.4693342376137508e-07
1858,6.361778659424999e-09,1.5366143024664325e-07
1859,5.601390462572908e-09,1.9452102462125254e-07
1860,8.696649511641397e-09,2.1512764414310936e-07
1861,2.357981809808507e-09,1.7920661604664545e-07
1862,9.939570166928036e-09,1.707798880645761e-07
1863,3.995696662428827e-09,1.9229289804911787e-07
1864,5.753673426589501e-09,1.2466292842461257e-07
1865,1.6003271596787272e-08,1.233193220873119e-07
1866,9.731225603104576e-09,1.2845217955970156e-07
1867,9.7056229719783e-09,1.4995186958799422e-07
1868,1.975949626142892e-09,1.0324337007538986e-07
1869,2.9301114867763545e-09,1.5285415178034611e-07
1870,4.587239033071455e-09,1.6112676526347514e-07
1871,2.1242354542039266e-09,1.3595106640451604e-07
1872,6.0473394070115205e-09,1.5602134972869663e-07
1873,2.3944017879529156e-09,8.739566420556955e-08
1874,6.572069999322139e-09,1.535474581926266e-07
1875,1.716458086775674e-09,1.2072421951003776e-07
1876,7.859819461941697e-09,1.5235957495640662e-07
1877,4.9478527941460015e-09,1.540019136658799e-07
1878,9.058632954861423e-09,1.1776223102222261e-07
1879,2.443730107160036e-09,1.0691318863553789e-07
1880,1.9253538763308597e-09,1.6750578168966967e-07
1881,5.5780060570498335e-09,1.268996366876607e-07
1882,5.989846840748214e-09,1.1314154901853613e-07
1883,3.791603475633565e-09,1.0553295726190015e-07
1884,7.2618666635548834e-09,9.902545539119956e-08
1885,6.445635580831777e-09,1.179551333274631e-07
1886,9.034849313138693e-09,1.348773949194637e-07
1887,6.528924512139156e-09,9.271073231342797e-08
1888,3.804368819970705e-09,8.813454410727672e-08
1889,2.5060546970934183e-09,1.2906181429128694e-07
1890,7.209825181320184e-09,1.0224842661443745e-07
1891,1.0198752065093686e-08,1.153733819592162e-07
1892,5.014809900671935e-09,1.598470693586762e-07
1893,3.695050043717174e-09,1.2563169815571484e-07
1894,5.041231432301174e-09,1.1531816990206778e-07
1895,5.416753268150387e-09,1.0953878359920566e-07
1896,4.717623180994224e-09,8.550692215392175e-08
1897,3.496028022631492e-09,9.847145987507133e-08
1898,7.921697076085366e-09,9.392868793867137e-08
1899,4.9748205555033564e-09,1.0723502263942919e-07
1900,5.710158568206225e-09,1.0953121920564968e-07
1901,3.912117296778206e-09,9.053757304977594e-08
1902,4.910283735171106e-09,9.476847750988782e-08
1903,7.560307935250421e-09,1.0854442678009946e-07
1904,5.374625189347171e-09,1.064175751963603e-07
1905,2.0643036169332163e-09,1.2695467344059352e-07
1906,2.0576738091193647e-09,1.1317205761418592e-07
1907,1.5428529565042481e-09,1.4914245594077613e-07
1908,5.893666887857307e-09,9.724550387169018e-08
1909,2.7504918342913243e-09,1.2102163671201538e-07
1910,1.068830135508847e-09,9.993561644883187e-08
1911,4.25629931299909e-09,1.026832230355268e-07
1912,1.041884239993962e-08,1.260679969306011e-07
1913,4.242391771214216e-09,1.2249906272687738e-07
1914,6.696743604095445e-09,1.0647822545895025e-07
1915,9.424609537234119e-09,1.3547876065445053e-07
1916,5.493731025651982e-09,8.78996955222533e-08
1917,3.289927441585405e-09,1.1843738190187025e-07
1918,5.743188147278033e-09,9.878283613318217e-08
1919,2.762354567309444e-09,9.392005262398584e-08
1920,3.028892692213958e-09,1.3175683033495034e-07
1921,2.2718242842501013e-09,1.423676527778639e-07
1922,2.951174193910333e-09,1.409185657053058e-07
1923,5.307974060286824e-09,1.5711603396084683e-07
1924,5.156649773851996e-09,1.5985614365554568e-07
1925,8.798542339150117e-09,1.242794100964062e-07
1926,6.687683296036084e-09,1.5827516830491106e-07
1927,3.3447675740205796e-09,1.4716977103645945e-07
1928,4.570416489713125e-09,1.862444705125199e-07
1929,4.4561625500705304e-09,1.392550803558379e-07
1930,5.2518016602221e-09,1.533526141628272e-07
1931,4.5621426636444085e-09,1.3458321213022373e-07
1932,1.0959536611565568e-09,1.402820655194148e-07
1933,9.176529758292418e-09,1.0323595711625444e-07
1934,2.3963160344919743e-09,1.1502317320832844e-07
1935,4.787313656606784e-09,1.6875280195449704e-07
1936,3.6374143697059935e-09,2.0975756198637896e-07
1937,1.0072894518486919e-08,1.2465206733480727e-07
1938,3.8895642262559704e-09,1.2187301390298444e-07
1939,4.588215141154706e-09,1.1623478179956237e-07
1940,0.0,1.5214697413057365e-07
1941,0.0,7.083605968460915e-08
1942,0.0,1.4867637676552192e-07
1943,2.9032352077962287e-09,8.709705867637751e-08
1944,3.2131861615880553e-09,1.4138019110987443e-07
1945,8.714016175304096e-09,1.2417473049808336e-07
1946,2.7842208538686464e-09,1.3085837835546954e-07
1947,1.1920870957027319e-09,1.4781879542624665e-07
1948,2.174377566888097e-09,1.4024735306428227e-07
1949,2.945102384188658e-09,9.129817735153978e-08
1950,4.2541445921528975e-09,1.1805251087793067e-07
1951,1.0661401761424827e-09,1.0768015423767707e-07
1952,3.1634410646574906e-09,1.0123011662255266e-07
1953,3.232148326759443e-09,8.403585227689803e-08
1954,2.9317608341017376e-09,1.8860995165681516e-07
1955,2.815682353940474e-09,1.3515275343323196e-07
1956,1.744228317335228e-09,1.0988638532438699e-07
1957,5.301022731885041e-09,1.2369052815319748e-07
1958,2.4816730892496253e-09,1.1581140801908418e-07
1959,7.750747821333448e-10,8.603330070577897e-08
1960,0.0,1.2526708403903797e-07
1961,1.3896318540318475e-09,1.2089796885828008e-07
1962,5.073564957047694e-09,1.1669199562192034e-07
1963,0.0,1.480726217195638e-07
1964,5.475571496216247e-09,1.1011982947728427e-07
1965,3.2832261354087677e-09,1.1764893176335889e-07
1966,2.7695373772118614e-09,1.0967368124781274e-07
1967,3.944268467392931e-09,1.6861747975660535e-07
1968,7.186265332803643e-09,2.061559916111122e-07
1969,3.1792304344691047e-09,1.3352768168939377e-07
1970,4.598724956395017e-09,1.0071207534601001e-07
1971,3.083038491169532e-09,9.968491254674916e-08
1972,3.0780880067027283e-09,1.318447713227755e-07
1973,2.7566018356850464e-09,1.1467463501002584e-07
1974,4.500457451150908e-09,7.425754877665725e-08
1975,3.4268881066168433e-09,8.738564494237266e-08
1976,1.7140580066410394e-09,7.141908442420686e-08
1977,4.11374712072643e-09,1.0108064529834593e-07
1978,0.0,1.0336628708529361e-07
1979,1.1703946700691858e-09,9.480196860867096e-08
1980,1.7055452605774235e-09,1.1370301034041574e-07
1981,1.8976649140967083e-09,1.2587843511990826e-07
1982,4.345251713999687e-09,1.3159904610482442e-07
1983,3.157658134966823e-09,1.3199010617803708e-07
1984,2.3196033982486597e-09,1.136605655149836e-07
1985,1.2031116103372597e-09,1.0828004537444258e-07
1986,2.9972427317837003e-09,1.0490349566794066e-07
1987,3.0554083707556856e-09,1.1305011088369454e-07
1988,5.996553809062277e-10,1.247283208938299e-07
1989,1.0976244357863152e-09,1.0866481581217613e-07
1990,3.8140557934163155e-09,1.1278707745532301e-07
1991,1.7584395606284886e-09,9.143886042783933e-08
1992,1.1019888335184191e-09,1.559314244947707e-07
1993,3.323524566667402e-09,1.1743119615603703e-07
1994,1.5824779264761446e-09,1.30290690236734e-07
1995,5.422450821690461e-10,1.3393453435206482e-07
1996,4.804283193493575e-09,9.021376046192131e-08
1997,1.917957792585412e-09,1.0740563494149313e-07
1998,4.768129224785866e-10,1.7212946978872878e-07
1999,4.570201106446348e-09,1.1928224932789e-07
2000,2.2090156370779823e-09,1.6567618654761418e-07
2001,2.1906058911280724e-09,1.0339659417546443e-07
2002,4.38122149670761e-10,1.581621014157264e-07
2003,4.1669229178253886e-10,1.1709053038266859e-07
2004,2.642874807889939e-09,9.117918023382465e-08
2005,3.602999676388663e-09,1.355628603816328e-07
2006,2.0589449589714093e-09,1.1035945329807006e-07
2007,1.1983438685803094e-09,1.1064708371755216e-07
2008,0.0,1.0984194051544272e-07
2009,1.430457752249481e-09,1.0060886168616889e-07
2010,9.447586046817946e-10,5.951979120677464e-08
2011,0.0,6.309553640670984e-08
2012,1.7021263287730903e-09,6.910633154610935e-08
2013,1.6734750252211938e-09,6.526552687180498e-08
2014,2.1654451842767486e-10,7.535749557696647e-08
2015,1.773260274728905e-09,7.758013742531489e-08
2016,1.4499380585064614e-09,1.0253133009285875e-07
2017,1.509366853724714e-09,6.06262338664898e-08
2018,5.162933414126769e-10,7.021589781830428e-08
2019,1.02039510174734e-09,7.295825310560389e-08
