year,premier_ADJ are_NOUN,premier_ADJ char_NOUN
1857,0.0,1.122747050885664e-08
1858,9.787352039936081e-10,8.808616946964776e-09
1859,0.0,1.1202781591279631e-08
1860,1.8308735638683515e-09,1.006980487883169e-08
1861,4.715963730639317e-10,8.488735048217677e-09
1862,6.325180823552046e-09,6.325180823552046e-09
1863,2.4973103585068657e-09,1.848009772986714e-08
1864,2.3973640850272204e-09,5.2742009648554244e-09
1865,4.706844358715045e-10,6.589582213223366e-09
1866,0.0,2.1408697037372804e-08
1867,1.94112459439566e-09,1.9896527092555516e-08
1868,9.87974813071446e-10,2.0747471296544973e-08
1869,4.883519366671862e-09,6.8369265804335555e-09
1870,1.1468097582678638e-09,1.834895613228582e-08
1871,1.0621177271019633e-09,8.496941816815706e-09
1872,1.8142017887967654e-09,1.4513614199351821e-08
1873,5.986004469882289e-10,8.380406590902112e-09
1874,0.0,3.5847653734322193e-09
1875,1.716458086775674e-09,7.437985338754061e-09
1876,5.441413541973361e-09,1.209202959984168e-08
1877,0.0,2.1646856751544874e-08
1878,6.039088673581716e-10,1.0870359723469392e-08
1879,0.0,6.720257683667796e-09
1880,6.417846254436199e-10,2.5671384351610982e-08
1881,2.7890030285249168e-09,1.3945014920579979e-08
1882,6.655385131892899e-10,1.5307385581309063e-08
1883,6.319338941018771e-10,1.1374810426900694e-08
1884,0.0,1.5844072720483382e-08
1885,0.0,1.8047780214747178e-08
1886,1.2906927748801422e-09,6.4534639854230136e-09
1887,1.3057849246322917e-09,9.140494583448344e-09
1888,1.9021844099853524e-09,6.34061492199578e-09
1889,2.5060546970934183e-09,1.3156786771162388e-08
1890,1.3108772956016423e-09,3.9326319978272295e-09
1891,2.5496880162734215e-09,1.9122659011827636e-09
1892,0.0,1.191017329205124e-08
1893,1.2316833108982905e-09,1.0469308309168923e-08
1894,2.520615716150587e-09,1.1342770278588432e-08
1895,1.8055843487019274e-09,4.213029924926559e-09
1896,5.89702897624278e-10,1.9460195233023114e-08
1897,2.9133566670225264e-09,1.1070755867592652e-08
1898,1.13167097914868e-09,1.3580051749784161e-08
1899,2.2110313580014918e-09,6.080336234504102e-09
1900,0.0,3.114631885736685e-09
1901,2.794369402536745e-09,9.500856101851696e-09
1902,0.0,1.1293653123800595e-08
1903,1.6200660812870638e-09,7.560308601384236e-09
1904,0.0,7.524475265086039e-09
1905,0.0,1.0321518084666081e-09
1906,3.0865106026567446e-09,1.6461390472954918e-08
1907,5.142843373384665e-10,1.902852098112362e-08
1908,4.911389073214423e-10,1.4734167663732478e-08
1909,1.1001967115120692e-09,1.8153246017504898e-08
1910,1.068830135508847e-09,1.8170112525695004e-08
1911,5.320374141248863e-10,1.0108711201439746e-08
1912,1.0418842455450772e-09,1.1981668990301841e-08
1913,1.590896969716482e-09,2.0151361468379037e-08
1914,1.3393487430235496e-09,1.808120764223986e-08
1915,0.0,1.4136913861761968e-08
1916,0.0,2.197492410260793e-09
1917,0.0,1.315970976634162e-08
1918,2.2972752589112133e-09,1.4932290071101306e-08
1919,9.207848372660976e-10,2.5781975665495338e-08
1920,0.0,1.590168707821249e-08
1921,3.7863738810983705e-09,2.0446417892117097e-08
1922,1.4755870969551665e-09,5.902348387820666e-09
1923,2.1231896241147297e-09,7.431163684401554e-09
1924,1.289162443462999e-09,2.5783249313349188e-08
1925,3.299453377181294e-09,6.598906754362588e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,2.2298449753321847e-09,1.3379070296082318e-08
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,0.0,2.2280811862174232e-08
1930,2.100720708497761e-09,1.4705045403573536e-08
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,0.0,6.575722188983946e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,8.38710612072191e-09
1935,0.0,1.6755597798123745e-08
1936,2.424942913137329e-09,2.424942913137329e-09
1937,0.0,1.3850230295986421e-08
1938,1.2965214457594243e-09,1.4261735792331365e-08
1939,1.5294050470515685e-09,1.3764645423464117e-08
1940,1.0143131667916805e-08,2.2822046474857416e-08
1941,0.0,4.132103725851266e-08
1942,3.034211770724937e-09,3.6410540360520827e-08
1943,0.0,3.774205836748479e-08
1944,0.0,6.42637232317611e-08
1945,2.178504043826024e-09,7.62476446425353e-08
1946,0.0,3.062643116891195e-08
1947,0.0,3.695469885656166e-08
1948,3.152847583010043e-08,9.784699273041042e-09
1949,9.817008317369869e-10,3.6322930441201606e-08
1950,4.2541445921528975e-09,1.2762433776458693e-08
1951,1.3859822622919182e-08,1.2793682557799002e-08
1952,1.0544804140977249e-08,1.370824520563474e-08
1953,2.1547654771580937e-09,1.6160740301529586e-08
1954,9.772536113672459e-10,1.6613311615287785e-08
1955,6.569925492527773e-09,1.595553378308523e-08
1956,8.72114158667614e-10,3.488456457034772e-08
1957,0.0,1.9437083054185678e-08
1958,8.272243445794913e-10,2.8952852559882558e-08
1959,2.325224457422337e-09,1.4726420971555854e-08
1960,1.3841666701708277e-09,2.5607082676515347e-08
1961,2.08444772553662e-09,1.389631876236308e-08
1962,6.341956404476434e-10,2.663621678777872e-08
1963,6.466053248388448e-10,1.3578711488548834e-08
1964,1.2167936658258327e-09,3.102823953327061e-08
1965,1.0944086747954884e-09,2.4624196015565758e-08
1966,1.1078149508847446e-09,2.76953731059848e-08
1967,9.860671168482327e-10,2.415864486238206e-08
1968,0.0,3.2787337289619245e-08
1969,9.083515606356229e-10,3.133812853661766e-08
1970,9.197450023812337e-10,2.345349692234322e-08
1971,5.138397485282553e-10,2.003974941544584e-08
1972,2.0520587451500205e-09,2.205963234302999e-08
1973,5.513203782392395e-10,1.4885650045926013e-08
1974,1.1251143350321513e-09,1.800182936051442e-08
1975,0.0,2.2845920710778955e-08
1976,0.0,2.285410793945175e-08
1977,5.876781838942691e-10,2.11564152863275e-08
1978,2.3762365408686037e-09,1.900989232694883e-08
1979,0.0,1.8726314721106974e-08
1980,0.0,2.38776323158163e-08
1981,0.0,2.783241725978769e-08
1982,6.207502289967692e-10,4.4694015599588965e-08
1983,1.2630632095778083e-09,2.9050454486423405e-08
1984,0.0,3.76935567203418e-08
1985,6.015558051686298e-10,2.5866899733273385e-08
1986,0.0,2.577628777089558e-08
1987,0.0,1.4054879038383206e-08
1988,1.798966087207532e-09,3.0582423649061496e-08
1989,5.488122178931576e-10,3.4575168728068206e-08
1990,0.0,3.650596230864167e-08
1991,0.0,2.5790446223084018e-08
1992,0.0,3.03046938654461e-08
1993,0.0,2.492643363938285e-08
1994,0.0,4.430938460586731e-08
1995,0.0,2.2774293895189146e-08
1996,0.0,1.975094043871195e-08
1997,0.0,3.308477047880842e-08
1998,0.0,1.859570453177639e-08
1999,0.0,1.9194844824710344e-08
2000,8.836062992401139e-10,2.164835422036049e-08
2001,4.3812117822561447e-10,2.0153574087355963e-08
2002,0.0,1.5772396722013582e-08
2003,0.0,1.8751153518792307e-08
2004,0.0,1.9821561281219147e-08
2005,9.007499190971657e-10,1.5763124139311913e-08
2006,2.4707338397433887e-09,2.5119129165585008e-08
2007,0.0,1.637736560256009e-08
2008,0.0,2.7673358715674112e-08
2009,0.0,2.4794601927169424e-08
2010,0.0,3.448369056968659e-08
2011,0.0,2.4855816960211996e-08
2012,0.0,3.472337795074054e-08
2013,2.789125042035323e-10,1.9523875460780715e-08
2014,0.0,3.096586760620301e-08
2015,0.0,2.2609068395240683e-08
2016,2.0713400439298368e-10,1.636358604173438e-08
2017,0.0,3.547011928617394e-08
2018,0.0,2.2716907466246994e-08
2019,2.55098775436835e-10,1.785691416955615e-08
