year,dernier_ADJ août_NOUN,dernier_ADJ shoot_NOUN
1800,4.4018303668735825e-08,0.0
1801,3.333655484993869e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,2.145373079187607e-08,0.0
1804,0.0,0.0
1805,1.421438877713399e-08,0.0
1806,6.051505163640059e-08,0.0
1807,4.839823830593559e-08,0.0
1808,4.078933146800523e-08,0.0
1809,5.1957702584815024e-08,0.0
1810,1.1700633351097167e-08,0.0
1811,2.2563691359778204e-08,0.0
1812,7.734903562095496e-08,0.0
1813,0.0,0.0
1814,2.5173416684509675e-08,0.0
1815,4.8550023556970245e-08,0.0
1816,6.952811304472561e-08,0.0
1817,7.784366928831332e-09,0.0
1818,1.9073883805731384e-08,0.0
1819,7.24573512300708e-09,0.0
1820,8.306536791735653e-09,0.0
1821,2.6626018168052212e-08,0.0
1822,4.3110148340019805e-08,0.0
1823,1.7788836181864554e-08,0.0
1824,1.51580028528997e-08,0.0
1825,4.490776106536032e-08,0.0
1826,2.906634755106552e-08,0.0
1827,1.327287263985788e-07,0.0
1828,5.13648868438743e-08,0.0
1829,1.3631349365939016e-07,0.0
1830,4.279102538973234e-08,0.0
1831,2.6505050598757407e-08,0.0
1832,1.7588959622116818e-08,0.0
1833,1.1583628500844156e-09,0.0
1834,1.5868702796240086e-08,0.0
1835,1.8151411040889798e-08,0.0
1836,4.704525213838906e-09,0.0
1837,1.4611571397260548e-08,0.0
1838,3.09295933309528e-08,0.0
1839,6.641901340032064e-08,0.0
1840,5.159447907798764e-08,0.0
1841,1.733548105065097e-08,0.0
1842,3.3541325716868187e-08,0.0
1843,3.307870244384503e-08,0.0
1844,2.2503101826387706e-08,0.0
1845,3.2253718595942615e-07,0.0
1846,1.5807152919933287e-08,0.0
1847,4.36851115281911e-08,0.0
1848,8.84974404868899e-09,0.0
1849,3.267971848686102e-08,0.0
1850,1.3577992064028876e-08,0.0
1851,2.579775504329973e-08,0.0
1852,2.2135854038651814e-08,0.0
1853,3.2845626662947325e-08,0.0
1854,7.27393034694046e-09,0.0
1855,3.343370380548549e-08,0.0
1856,4.7630141608578924e-08,0.0
1857,6.492406856573041e-08,0.0
1858,2.251090935878608e-08,0.0
1859,2.2405561850291633e-08,0.0
1860,1.8308735194594306e-08,0.0
1861,1.2733101684148096e-08,0.0
1862,3.6143891879447665e-08,0.0
1863,7.242200050772141e-08,0.0
1864,2.3973639073915365e-08,0.0
1865,2.4946274379544775e-08,0.0
1866,2.3841504159793914e-08,0.0
1867,3.1543274658929477e-08,0.0
1868,5.0386716576866775e-08,0.0
1869,1.1720445725060813e-08,0.0
1870,2.6376625328339287e-08,0.0
1871,1.2745412503178954e-08,0.0
1872,1.5723081503438152e-08,0.0
1873,6.345164454968355e-08,0.0
1874,6.811054209521217e-08,0.0
1875,3.4329164178004135e-08,0.0
1876,3.869449538562719e-08,0.0
1877,2.1028373708986692e-08,0.0
1878,1.0266450800600069e-08,0.0
1879,2.016077393918181e-08,0.0
1880,1.2835692508872398e-08,0.0
1881,3.9743294599769996e-08,0.0
1882,3.9266770945900475e-08,0.0
1883,4.044376922252013e-08,0.0
1884,2.178559910248623e-08,0.0
1885,3.738468784542093e-08,0.0
1886,2.6459201052375647e-08,0.0
1887,4.37437961964271e-08,0.0
1888,1.5851536971922542e-08,0.0
1889,5.32536629238578e-08,0.0
1890,2.1629475543960552e-08,0.0
1891,2.2309770031370135e-08,0.0
1892,2.382034702819169e-08,0.0
1893,6.096832549928877e-08,0.0
1894,2.3945848859341368e-08,0.0
1895,9.629783193076946e-09,0.0
1896,1.47425724961181e-08,0.0
1897,1.8645483379486905e-08,0.0
1898,9.619203211741478e-09,0.0
1899,2.9296165493519766e-08,0.0
1900,2.076421168339948e-08,0.0
1901,2.459045056468767e-08,0.0
1902,3.437198747846537e-09,0.0
1903,1.5660639007819555e-08,0.0
1904,2.2573424907079698e-08,0.0
1905,1.8578732330354342e-08,0.0
1906,9.773950260250075e-09,0.0
1907,6.1714118260169926e-09,0.0
