year,premier_ADJ hommage_NOUN,premier_ADJ chômage_NOUN
1870,6.82351810610271e-08,1.7202146374017957e-09
1871,4.6733180880664804e-08,3.18635318130589e-09
1872,9.373376030907821e-08,0.0
1873,7.003625057677709e-08,1.1972008939764578e-09
1874,8.96191352239839e-08,0.0
1875,7.323554740423788e-08,0.0
1876,6.892457093954363e-08,1.813804439976252e-09
1877,1.0081249968152406e-07,0.0
1878,7.850815109122777e-08,8.4547240319921e-09
1879,9.652733723441997e-08,0.0
1880,8.599914025353428e-08,0.0
1881,5.9266312746331096e-08,0.0
1882,6.522277118392594e-08,3.3276925659464496e-09
1883,9.226234709558412e-08,2.5277355764075082e-09
1884,6.733731083841121e-08,8.582206056928499e-09
1885,5.5432465728699754e-08,3.2228177904158883e-09
1886,1.0583680420950259e-07,3.872078213618124e-09
1887,6.528924956228366e-08,6.528924623161458e-10
1888,6.404020780337305e-08,0.0
1889,5.7639258699282436e-08,3.132568426877924e-09
1890,8.192983358412675e-08,0.0
1891,7.457837369884146e-08,6.3742202627281586e-09
1892,6.456567547274972e-08,8.149066310636499e-09
1893,6.158416709922676e-08,3.695050043717174e-09
1894,6.112492911825029e-08,0.0
1895,9.268666190109798e-08,3.0093072478365457e-09
1896,6.545702291305133e-08,2.948514543632541e-09
1897,4.603103676004139e-08,5.826713556089658e-10
1898,3.281845906144554e-08,5.6583548957434e-10
1899,7.462230655619351e-08,5.527578395003729e-09
1900,4.879590065343109e-08,1.038210628578895e-09
1901,8.830207320897898e-08,1.1177477832191585e-09
1902,3.437198614619774e-08,2.455141867585553e-09
1903,6.588268774976314e-08,3.7801539676252105e-09
1904,5.6433563599966874e-08,1.0749250378694342e-09
1905,5.5736197879241445e-08,1.0321518084666081e-09
1906,5.041300710217911e-08,2.572092316910357e-09
1907,4.0628464148539933e-08,0.0
1908,6.581261402516247e-08,9.822778146428846e-10
1909,6.491160320365452e-08,7.151278680339601e-09
1910,5.237267686197811e-08,1.068830135508847e-09
1911,6.544060227042792e-08,1.5961122423746588e-09
1912,6.980624789321155e-08,0.0
1913,5.196929819817342e-08,1.590896969716482e-09
1914,7.433385462718434e-08,0.0
1915,5.419150639340842e-08,0.0
1916,6.152978926365904e-08,1.0987462051303964e-09
1917,7.457168749169796e-08,4.386569774084137e-09
1918,8.155327435588333e-08,0.0
1919,7.09004339682906e-08,9.207848372660976e-10
1920,5.4520068459851245e-08,0.0
1921,6.966927657003907e-08,1.5145494858259667e-09
1922,7.082817887749115e-08,0.0
1923,4.564857647437748e-08,2.1231896241147297e-09
1924,5.543398629015428e-08,0.0
1925,5.49908882874206e-08,1.0998177923937646e-09
1926,2.5636119005412183e-08,0.0
1927,6.13207333799437e-08,0.0
1928,4.913197670930458e-08,4.570416489713125e-09
1929,5.3473950600846365e-08,0.0
1930,4.8316575629314684e-08,2.100720708497761e-09
1931,4.790249619190945e-08,0.0
1932,7.452484851455665e-08,0.0
1933,3.670611903316967e-08,2.2941324395731044e-09
1934,6.11060571031885e-08,3.5944740517379614e-09
1935,4.308582290946106e-08,1.196828414151696e-09
1936,4.243650053581405e-08,1.2124714565686645e-09
1937,6.1696475484041e-08,0.0
1938,4.2785206488815675e-08,2.5930428915188486e-09
1939,5.8117393564316444e-08,6.117620188206274e-09
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,0.0
1942,4.5513175450651033e-08,0.0
1943,2.322588166236983e-08,0.0
1944,5.1410978585408884e-08,0.0
1945,7.62476446425353e-08,2.178504043826024e-09
1946,3.897909195416105e-08,1.3921104269343232e-09
1947,2.3841742802233057e-08,0.0
1948,1.522064252412747e-08,1.0871887834440486e-09
1949,4.22131343214005e-08,0.0
1950,4.679559140186029e-08,0.0
1951,4.157946520422229e-08,0.0
1952,3.9015773722894664e-08,2.1089607837865287e-09
1953,3.5553629373907825e-08,1.0773827385790469e-09
1954,4.9839933069506515e-08,0.0
1955,5.0682281482750113e-08,1.8771215692936494e-09
1956,3.8373023869553435e-08,1.744228317335228e-09
1957,3.8874166108371355e-08,0.0
1958,2.7298403537656668e-08,8.272243445794913e-10
1959,3.2553142403912716e-08,0.0
1960,4.9137916846575536e-08,0.0
1961,3.960450811746341e-08,0.0
1962,4.122271590745186e-08,0.0
1963,3.0390449268224984e-08,0.0
1964,3.102823953327061e-08,1.8251904432275978e-09
1965,4.1040326692609597e-08,0.0
1966,3.5450078428311826e-08,5.539074754423723e-10
1967,4.7824254778561226e-08,0.0
1968,5.479527231955217e-08,0.0
1969,5.495526878007695e-08,0.0
1970,4.736686776141141e-08,0.0
1971,3.5454942093338104e-08,2.0553589941130213e-09
1972,6.002272101568451e-08,1.0260293725750103e-09
1973,3.0322620858669325e-08,5.513203782392395e-10
1974,2.700274492895005e-08,5.625571675160757e-10
1975,3.3126585918807905e-08,2.8557400888473694e-09
1976,3.828062844490887e-08,0.0
1977,4.0549796409550254e-08,0.0
1978,3.5643548557118265e-08,1.7821774056514528e-09
1979,4.037861600636461e-08,5.851973350345929e-10
1980,3.6953480275769834e-08,5.116635559687666e-09
1981,3.226030287351023e-08,0.0
1982,4.2831764801576355e-08,5.586751949948621e-09
1983,2.841892232652299e-08,1.5788289786655696e-08
1984,2.667543874679268e-08,0.0
1985,2.8273122509858695e-08,0.0
1986,3.956360572487938e-08,0.0
1987,4.3386798154188e-08,0.0
1988,3.358070088665954e-08,2.398621523624911e-09
1989,3.951447880012893e-08,0.0
1990,2.6153525567451652e-08,2.179460389939436e-09
1991,3.165191131415668e-08,0.0
1992,4.1324582866764104e-08,5.509944167592096e-10
1993,4.6529343933343625e-08,0.0
1994,3.164955941770131e-08,6.329911705904578e-09
1995,3.849940100053573e-08,5.422450821690461e-10
1996,4.056949975961288e-08,1.6014276571496566e-09
1997,2.972834600711849e-08,0.0
1998,4.243635132183954e-08,9.536258449571733e-10
1999,3.427650696607998e-08,4.570201161957499e-10
2000,3.7111465900352414e-08,0.0
2001,3.8992784112679146e-08,4.3812117822561447e-10
2002,4.293596944648925e-08,4.38122149670761e-10
2003,3.4168767371056674e-08,0.0
2004,4.052407831522942e-08,0.0
2005,4.008337128880157e-08,1.8014998381943315e-09
2006,3.8296377624646993e-08,2.0589450144825605e-09
2007,3.395307501818934e-08,7.988958938831558e-10
2008,2.809910171208685e-08,0.0
2009,3.385416746937153e-08,0.0
2010,3.070465481869178e-08,1.8895172093635892e-09
2011,2.9444583660165335e-08,7.64794394481072e-10
2012,2.144679278615058e-08,1.3617010852229328e-09
2013,1.9802786965783525e-08,0.0
2014,2.5119163638009923e-08,8.661780737106994e-10
2015,3.8346755104612384e-08,4.433150790905671e-10
2016,3.4798514292333493e-08,4.1426800878596737e-10
2017,1.8363962794865074e-08,2.515611330355938e-10
2018,2.452393310647949e-08,7.744400121190154e-10
2019,3.188734609693711e-08,2.55098775436835e-10
