year,dernier_ADJ are_NOUN,dernier_ADJ char_NOUN
1890,1.3108772956016423e-09,0.0
1891,6.374220040683554e-10,4.461953917456185e-09
1892,6.268512375839919e-10,3.1342561879199593e-09
1893,0.0,9.23762488724833e-09
1894,0.0,6.301539290376468e-09
1895,6.018614495673091e-10,2.4074457982692365e-09
1896,0.0,8.845543852942228e-09
1897,5.826713556089658e-10,6.409385022720926e-09
1898,5.6583548957434e-10,7.921697076085366e-09
1899,5.527578395003729e-10,5.527578395003729e-09
1900,5.191053142894475e-10,3.114631885736685e-09
1901,0.0,1.117747761014698e-08
1902,0.0,1.816805017540446e-08
1903,0.0,1.1340462791054051e-08
1904,0.0,6.449550227216605e-09
1905,0.0,8.257214467732865e-09
1906,0.0,1.0288369045596824e-09
1907,0.0,2.5714217422034835e-09
1908,4.911389073214423e-10,3.437972351250096e-09
1909,1.1001967115120692e-09,1.3752458727367411e-08
1910,5.344150677544235e-10,9.085056262847502e-09
1911,0.0,1.4897047151407605e-08
1912,5.209421227725386e-10,5.730363294986773e-09
1913,0.0,9.015082902408267e-09
1914,0.0,9.37544086809794e-09
1915,0.0,5.890381071793627e-09
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,0.0,3.289927441585405e-09
1918,0.0,6.89182577673364e-09
1919,1.8415696745321952e-09,2.025726608678724e-08
1920,0.0,1.590168707821249e-08
1921,7.572747429129834e-10,5.300923255902035e-09
1922,0.0,5.902348387820666e-09
1923,0.0,1.4862327368803108e-08
1924,0.0,1.4180787211159895e-08
1925,0.0,1.3197813508725176e-08
1926,0.0,1.2260752413340015e-08
1927,0.0,1.2264147031260109e-08
1928,0.0,6.8556245125250825e-09
1929,0.0,6.684243825105796e-09
1930,0.0,1.2604324695075775e-08
1931,0.0,9.124285327288817e-09
1932,0.0,1.9727165678773417e-08
1933,1.1470662197865522e-09,3.555905436769535e-08
1934,0.0,2.6359476379411717e-08
1935,0.0,2.5133395809007197e-08
1936,0.0,7.274828739411987e-09
1937,0.0,1.3850230295986421e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,1.070583532936098e-08
1940,0.0,7.607348528892999e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,4.8547388331598995e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,2.6142048525912287e-08
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,0.0,1.3112957830685446e-08
1948,0.0,7.610321262063735e-09
1949,9.817008317369869e-10,2.3560819073509265e-08
1950,0.0,8.508289184305795e-09
1951,0.0,8.486475735480781e-07
1952,1.0544803918932644e-09,1.370824520563474e-08
1953,0.0,1.1851209791302608e-07
1954,0.0,1.07497895029951e-08
1955,0.0,6.569925492527773e-09
1956,0.0,2.616342520411763e-08
1957,8.835037701437898e-10,1.1485549400447326e-08
1958,0.0,9.099467845885556e-09
1959,0.0,1.007597205671118e-08
1960,0.0,1.1765417085030094e-08
1961,0.0,4.16889545107324e-09
1962,0.0,8.244543714397423e-09
1963,6.466053248388448e-10,2.5864212993553792e-09
1964,0.0,6.6923653285755336e-09
1965,5.472043373977442e-10,7.660860390501512e-09
1966,0.0,5.539074976468328e-09
1967,0.0,1.232583901611406e-08
1968,0.0,1.7516521566562915e-08
1969,0.0,6.358460868938209e-09
1970,4.5987250119061684e-10,6.438214850135182e-09
1971,0.0,7.193756701440179e-09
1972,0.0,8.208234980600082e-09
1973,0.0,8.269805285010534e-09
1974,0.0,1.2938814464291681e-08
1975,0.0,1.2565256390928425e-08
1976,0.0,1.314111219841152e-08
1977,0.0,7.052138428775834e-09
1978,0.0,1.6633656230169436e-08
1979,0.0,8.777959692451986e-09
1980,0.0,7.95921106799824e-09
1981,0.0,6.325549417596221e-09
1982,0.0,1.6139505731871395e-08
1983,0.0,1.2630632539867293e-08
1984,0.0,1.333771937339634e-08
1985,0.0,7.820225356169885e-09
1986,0.0,8.991728250862252e-09
1987,0.0,1.5277041853778428e-08
1988,0.0,1.2592763276586538e-08
1989,0.0,8.232182935330457e-09
1990,0.0,9.80757164370516e-09
1991,0.0,9.96449056600568e-09
1992,1.1019888335184191e-09,1.322386644631024e-08
1993,0.0,6.647049133334804e-09
1994,0.0,1.793475057354499e-08
1995,0.0,5.4224509327127635e-09
1996,0.0,9.60856638698715e-09
1997,0.0,6.233362714880286e-09
1998,4.768129224785866e-10,7.629006759657386e-09
1999,0.0,6.8553016596695215e-09
2000,0.0,1.3254094710646314e-08
2001,0.0,1.4019877703219663e-08
2002,0.0,1.62105191492401e-08
2003,4.1669229178253886e-10,6.250384210204629e-09
2004,0.0,6.607186797680242e-09
2005,0.0,1.0808999029165989e-08
2006,0.0,7.412201963319376e-09
2007,3.994479469415779e-10,6.7906151812735516e-09
2008,0.0,2.554463751636149e-09
2009,0.0,5.721831008997924e-09
2010,4.723793023408973e-10,1.2281861749841028e-08
2011,0.0,6.118355155848576e-09
2012,0.0,7.829781267787439e-09
2013,0.0,6.414987652192394e-09
2014,0.0,8.661780626084692e-09
2015,0.0,5.984753581600444e-09
2016,0.0,8.492493819289848e-09
2017,0.0,5.0312225496895735e-09
2018,0.0,8.518839855753413e-09
2019,0.0,5.3570743396846865e-09
