year,dernier_ADJ an_NOUN,dernier_ADJ champ_NOUN
1800,3.144164484325529e-09,4.7162465932615305e-08
1801,2.1430643926123594e-08,9.524730337773235e-09
1802,8.951360541686881e-09,1.7902721083373763e-08
1803,5.851017448321727e-09,4.4857802805609026e-08
1804,1.2359254952798437e-08,7.4155526164076946e-09
1805,5.685755422035754e-09,5.685755422035754e-09
1806,5.76333825108577e-09,1.729001475325731e-08
1807,1.1387820464392462e-08,1.7081731584767113e-08
1808,1.3596443970698147e-08,1.5862518409903714e-08
1809,0.0,3.840352036377226e-08
1810,1.1700633795186377e-08,1.6380887757350138e-08
1811,5.0141535368197765e-09,1.504245972228091e-08
1812,0.0,0.0
1813,2.8757416448144113e-09,1.7254450312975678e-08
1814,3.1466771410748606e-09,9.440030979135372e-09
1815,1.0788894222457657e-08,8.091670444798638e-09
1816,4.6352077731626196e-09,4.6352077731626196e-09
1817,0.0,0.0
1818,1.1921177378582115e-09,4.768470951432846e-09
1819,4.140420117870747e-09,3.1053151161586356e-09
1820,2.254631326081835e-08,9.493184904840746e-09
1821,5.916893086599373e-09,5.9168927535324656e-09
1822,8.02049271442229e-09,1.303330066093622e-08
1823,9.882686891060644e-10,5.336650943377208e-08
1824,1.3473780313688621e-08,3.03160057057994e-08
1825,9.685987789609385e-09,2.0252519661312363e-08
1826,7.927186018719112e-09,1.145037931138404e-08
1827,2.3964910056406552e-08,3.594736597278825e-08
1828,1.8344602503717056e-09,4.677873732816806e-08
1829,7.715858285628485e-09,4.4580517055692326e-08
1830,4.174734336004349e-09,2.6092090266160994e-08
1831,4.677361609140007e-09,3.4300654760954785e-08
1832,6.764984572527055e-09,5.953186388296672e-08
1833,8.108539617524002e-09,4.6334513115198206e-08
1834,6.534171426153534e-09,1.9602515166639023e-08
1835,1.8907719834260206e-08,3.554651328840919e-08
1836,3.36037508930076e-09,4.166864897570122e-08
1837,2.2265250976261086e-08,3.2006298056330706e-08
1838,1.7674054220151447e-08,4.3553917805638775e-08
1839,1.6779539646627484e-08,3.5656523067473245e-08
1840,8.91756390952736e-09,1.4013314952876499e-08
1841,8.988767952189392e-09,3.9165346521485844e-08
1842,6.037438549100216e-09,2.750388716776797e-08
1843,2.953455480181333e-09,3.307870244384503e-08
1844,1.0977122322231025e-08,4.445734802516199e-08
1845,5.022205318283568e-09,3.5155437672074186e-08
1846,9.367202347121406e-09,4.507965911670908e-08
1847,3.775256551818984e-09,4.907833428546837e-08
1848,2.413566457803995e-09,8.930196315759531e-08
1849,1.508294644736452e-08,1.106082763158156e-07
1850,8.146795238417326e-09,5.906426636670403e-08
1851,1.6123596680017727e-08,6.384944128967618e-08
1852,7.812654523320361e-09,7.0313888045348e-08
1853,4.777545470346922e-09,4.538668108011734e-08
1854,9.352196350675968e-09,4.1565314745639625e-08
1855,4.2455496895854594e-09,3.767925349507095e-08
1856,9.3189408967298e-09,1.7084724746041502e-08
1857,1.4156376515472857e-08,4.490988203542656e-08
1858,6.361778659424999e-09,3.670256987220455e-08
1859,5.601390462572908e-09,3.3099126994784456e-08
1860,8.696649511641397e-09,3.8448344952257685e-08
1861,2.357981809808507e-09,3.395494019287071e-08
1862,9.939570166928036e-09,4.246907181482129e-08
1863,3.995696662428827e-09,2.996772607843923e-08
1864,5.753673426589501e-09,3.2604148714199255e-08
1865,1.6003271596787272e-08,1.5061901947888146e-08
1866,9.731225603104576e-09,2.3354942868536455e-08
1867,9.7056229719783e-09,3.4454963326879806e-08
1868,1.975949626142892e-09,3.655506830568811e-08
1869,2.9301114867763545e-09,3.90681549333749e-08
1870,4.587239033071455e-09,4.3578772590535664e-08
1871,2.1242354542039266e-09,4.142259157902117e-08
1872,6.0473394070115205e-09,3.688877114882416e-08
1873,2.3944017879529156e-09,2.0352414864532875e-08
1874,6.572069999322139e-09,2.5093358502203955e-08
1875,1.716458086775674e-09,1.830888685105947e-08
1876,7.859819461941697e-09,1.934724735974669e-08
1877,4.9478527941460015e-09,2.783167118991514e-08
1878,9.058632954861423e-09,3.744235144154118e-08
1879,2.443730107160036e-09,2.1993571408529533e-08
1880,1.9253538763308597e-09,3.786529134686134e-08
1881,5.5780060570498335e-09,1.1853263259808955e-08
1882,5.989846840748214e-09,3.527354053289855e-08
1883,3.791603475633565e-09,2.5277355319985872e-08
1884,7.2618666635548834e-09,2.5086448474098688e-08
1885,6.445635580831777e-09,2.320428826863008e-08
1886,9.034849313138693e-09,2.0651084398082276e-08
1887,6.528924512139156e-09,2.4809914123125054e-08
1888,3.804368819970705e-09,5.07249175996094e-08
1889,2.5060546970934183e-09,6.265136676120164e-08
1890,7.209825181320184e-09,3.5393686204088226e-08
1891,1.0198752065093686e-08,3.059625441892422e-08
1892,5.014809900671935e-09,3.008885940403161e-08
1893,3.695050043717174e-09,1.970693297437265e-08
1894,5.041231432301174e-09,2.3945849747519787e-08
1895,5.416753268150387e-09,2.9491211250842753e-08
1896,4.717623180994224e-09,3.066455178668548e-08
1897,3.496028022631492e-09,2.155884004650943e-08
1898,7.921697076085366e-09,3.395012981854961e-08
1899,4.9748205555033564e-09,2.984892333302014e-08
1900,5.710158568206225e-09,3.633737222230593e-08
1901,3.912117296778206e-09,1.7883964531506535e-08
1902,4.910283735171106e-09,2.553347577816112e-08
1903,7.560307935250421e-09,2.754112315983548e-08
1904,5.374625189347171e-09,3.117282432185675e-08
1905,2.0643036169332163e-09,2.9932401446330914e-08
1906,2.0576738091193647e-09,3.035068729673185e-08
1907,1.5428529565042481e-09,2.4171363577352167e-08
1908,5.893666887857307e-09,2.7503778810000767e-08
1909,2.7504918342913243e-09,3.135560788791736e-08
1910,1.068830135508847e-09,5.3975920621951445e-08
1911,4.25629931299909e-09,3.1390207766435196e-08
1912,1.041884239993962e-08,3.334029585744247e-08
1913,4.242391771214216e-09,3.553003224965323e-08
1914,6.696743604095445e-09,3.080502253283157e-08
1915,9.424609537234119e-09,3.2986132936230206e-08
1916,5.493731025651982e-09,1.648119329900055e-08
1917,3.289927441585405e-09,4.276905585243185e-08
1918,5.743188147278033e-09,7.351280828515883e-08
1919,2.762354567309444e-09,3.867296172188617e-08
1920,3.028892692213958e-09,3.180337415642498e-08
1921,2.2718242842501013e-09,3.332008802203745e-08
1922,2.951174193910333e-09,1.549366501762961e-08
1923,5.307974060286824e-09,2.9724654737606215e-08
1924,5.156649773851996e-09,2.707241186783449e-08
1925,8.798542339150117e-09,3.629398648286042e-08
1926,6.687683296036084e-09,1.89484357093761e-08
1927,3.3447675740205796e-09,2.5643217327342427e-08
1928,4.570416489713125e-09,2.5137291359556002e-08
1929,4.4561625500705304e-09,3.119313873867213e-08
1930,5.2518016602221e-09,4.20144132817768e-08
1931,4.5621426636444085e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,3.1782654730250215e-08
1933,9.176529758292418e-09,4.7029715233293246e-08
1934,2.3963160344919743e-09,3.834105655187159e-08
1935,4.787313656606784e-09,3.351119559624749e-08
1936,3.6374143697059935e-09,3.031178508194898e-08
1937,1.0072894518486919e-08,4.910535977842301e-08
1938,3.8895642262559704e-09,2.2040865133021725e-08
1939,4.588215141154706e-09,3.364691281149135e-08
1940,0.0,3.550096039361961e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,1.8205270180260413e-08
1943,2.9032352077962287e-09,3.774205836748479e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,8.714016175304096e-09,5.010559434026618e-08
1946,2.7842208538686464e-09,3.3410650246423756e-08
1947,1.1920870957027319e-09,5.364391952866754e-08
1948,2.174377566888097e-09,4.892349636520521e-08
1949,2.945102384188658e-09,2.846932467548413e-08
1950,4.2541445921528975e-09,1.808011518278363e-08
1951,1.0661401761424827e-09,6.610068936652169e-08
1952,3.1634410646574906e-09,2.5307528517259925e-08
1953,3.232148326759443e-09,3.98631598841348e-08
1954,2.9317608341017376e-09,2.8340354063516315e-08
1955,2.815682353940474e-09,2.815682265122632e-08
1956,1.744228317335228e-09,2.703553825256222e-08
1957,5.301022731885041e-09,3.3573144264664734e-08
1958,2.4816730892496253e-09,2.6471179026543723e-08
1959,7.750747821333448e-10,1.705164542897819e-08
1960,0.0,2.07624992754063e-08
1961,1.3896318540318475e-09,2.709782087606527e-08
1962,5.073564957047694e-09,3.2343976386073336e-08
1963,0.0,2.7157422977097667e-08
1964,5.475571496216247e-09,2.5552667537454e-08
1965,3.2832261354087677e-09,2.9001830270658502e-08
1966,2.7695373772118614e-09,3.4342264143560897e-08
1967,3.944268467392931e-09,2.662381248796919e-08
1968,7.186265332803643e-09,3.233819256820425e-08
1969,3.1792304344691047e-09,1.9529558414888015e-08
1970,4.598724956395017e-09,1.6555409487750694e-08
1971,3.083038491169532e-09,2.6719666479380066e-08
1972,3.0780880067027283e-09,1.0773308467548759e-08
1973,2.7566018356850464e-09,3.528450420731133e-08
1974,4.500457451150908e-09,2.2502286256553816e-08
1975,3.4268881066168433e-09,2.513051278185685e-08
1976,1.7140580066410394e-09,2.6853577139718254e-08
1977,4.11374712072643e-09,2.291944944943225e-08
1978,0.0,2.257424647211792e-08
1979,1.1703946700691858e-09,1.7555919384903973e-08
1980,1.7055452605774235e-09,2.2740602290127754e-08
1981,1.8976649140967083e-09,2.213942273954217e-08
1982,4.345251713999687e-09,2.7313010519947056e-08
1983,3.157658134966823e-09,3.536576898000021e-08
1984,2.3196033982486597e-09,3.073474630355122e-08
1985,1.2031116103372597e-09,3.7296459254321235e-08
1986,2.9972427317837003e-09,3.057187569766029e-08
1987,3.0554083707556856e-09,2.5665430669619127e-08
1988,5.996553809062277e-10,2.0388283061834045e-08
1989,1.0976244357863152e-09,2.250130037850795e-08
1990,3.8140557934163155e-09,3.3236769780842224e-08
1991,1.7584395606284886e-09,2.6962739596569918e-08
1992,1.1019888335184191e-09,3.8018615811097334e-08
1993,3.323524566667402e-09,3.822053074031828e-08
1994,1.5824779264761446e-09,3.3759530282395644e-08
1995,5.422450821690461e-10,2.114755837112625e-08
1996,4.804283193493575e-09,3.202855225481471e-08
1997,1.917957792585412e-09,3.6441196726855196e-08
1998,4.768129224785866e-10,3.671459580800729e-08
1999,4.570201106446348e-09,3.701862993921168e-08
2000,2.2090156370779823e-09,3.7111465900352414e-08
2001,2.1906058911280724e-09,5.082205589701516e-08
2002,4.38122149670761e-10,6.089897652827858e-08
2003,4.1669229178253886e-10,4.000246178748057e-08
2004,2.642874807889939e-09,6.519091044765446e-08
2005,3.602999676388663e-09,5.809836878256647e-08
2006,2.0589449589714093e-09,4.612036619278115e-08
2007,1.1983438685803094e-09,5.7919951501617106e-08
2008,0.0,4.896055472158878e-08
2009,1.430457752249481e-09,5.006602066259802e-08
2010,9.447586046817946e-10,3.7317963830219014e-08
2011,0.0,5.965396354667973e-08
2012,1.7021263287730903e-09,3.880847998516401e-08
2013,1.6734750252211938e-09,3.7374274342028e-08
2014,2.1654451842767486e-10,3.789529046116513e-08
2015,1.773260274728905e-09,3.879006982288047e-08
2016,1.4499380585064614e-09,3.997686448542481e-08
2017,1.509366853724714e-09,3.1696703928218994e-08
2018,5.162933414126769e-10,3.2268335559137995e-08
2019,1.02039510174734e-09,3.3162841361900064e-08
