year,premier_ADJ an_NOUN,premier_ADJ chant_NOUN
1956,7.849027428008526e-09,2.468083080131578e-07
1957,1.2369053004057662e-08,2.0850688697837683e-07
1958,1.2408365002158916e-08,2.4982174517962363e-07
1959,6.975673150222406e-09,1.8369271659324227e-07
1960,1.591791637389761e-08,2.1039333564232265e-07
1961,9.72742331128984e-09,2.1539293298955542e-07
1962,1.6489087428794846e-08,3.113900479689846e-07
1963,1.2932106940866106e-08,2.657547962803264e-07
1964,1.2776333768727e-08,2.6769461974884834e-07
1965,2.637524995074969e-07,2.440531342573493e-07
1966,2.1048483844765542e-08,2.7363029031501895e-07
1967,2.4651678420806178e-08,3.2688125206625784e-07
1968,1.4372530721118437e-08,3.5527098352083897e-07
1969,1.8893712194767431e-07,2.466174442161684e-07
1970,1.5175792539290356e-08,3.007566139467954e-07
1971,1.849823050292798e-08,2.7901498511617717e-07
1972,1.5903454553267693e-08,2.5702035205688034e-07
1973,9.372446041489013e-09,2.5250472690530046e-07
1974,1.5751600079827455e-08,2.3008588129203034e-07
1975,9.138368284311582e-09,2.2446117542429533e-07
1976,1.2569759400005154e-08,2.0168749409466002e-07
1977,1.704266772151186e-08,1.974598691223406e-07
1978,1.9009891771837317e-08,2.8158403597711157e-07
1979,1.6385525825057812e-08,2.036486711487484e-07
1980,1.3644362084619388e-08,2.2285790562959207e-07
1981,1.0753433810073432e-08,1.979897030768285e-07
1982,1.6760255960868164e-08,2.600943593833449e-07
1983,6.946847541655643e-09,2.147207451841382e-07
1984,1.3917620222958504e-08,2.7487301601514247e-07
1985,9.02333674446254e-09,1.979118640083044e-07
1986,7.1933827783254856e-09,2.3378493790859878e-07
1987,7.332980445085013e-09,2.0043479748155235e-07
1988,1.3792074093910145e-08,3.160183862926935e-07
1989,7.134558721588746e-09,2.2117132925103533e-07
1990,9.262707045820662e-09,2.7352228026966685e-07
1991,7.033758464558559e-09,1.6881020425962845e-07
1992,1.8733810946969243e-08,2.545594155467512e-07
1993,9.416652346772025e-09,2.5203393799744234e-07
1994,1.0549853435293244e-08,2.5847139895063265e-07
1995,1.0302656505700725e-08,2.78713958024035e-07
1996,1.0676184380997711e-08,2.2153082723797013e-07
1997,2.4933450859521145e-08,2.2200361238233768e-07
1998,1.668845261981744e-08,2.2982383285352626e-07
1999,1.2339542720951613e-08,2.3399430154613654e-07
2000,1.0161472663305915e-08,1.9527699024468603e-07
2001,1.1829271784336015e-08,2.55424647377378e-07
2002,8.762442660348313e-09,2.53672715611053e-07
2003,2.0417921575699438e-08,2.087628401814534e-07
2004,7.047666006343434e-09,2.449063871701185e-07
2005,9.007498746882447e-09,2.3239348467818388e-07
2006,1.1941880373456115e-08,2.1989532589250516e-07
2007,1.2782334302130494e-08,2.6443454237412567e-07
2008,4.683183701947868e-09,2.1670368477444413e-07
2009,7.15228898329201e-09,2.417473550231364e-07
2010,6.613310454817167e-09,1.88006960444298e-07
2011,1.1471915639660324e-09,1.5984202378360735e-07
2012,5.1063788752969685e-09,1.719147628698181e-07
2013,4.741512571460049e-09,1.486603574685219e-07
2014,6.279790909502481e-09,2.0701656000543522e-07
2015,3.103205609145121e-09,1.810942071439614e-07
2016,3.5212781579474495e-09,1.8890621081291137e-07
2017,1.509366853724714e-09,1.5093667815602174e-07
2018,5.421079862788503e-09,1.3655959529845774e-07
2019,4.846876733299865e-09,1.760181543297712e-07
