year,seras_VERB en_ADP,seras_VERB sans_ADP
1800,3.772997558826319e-08,9.432493897065797e-09
1801,1.4287095950749062e-08,1.1905912700171939e-08
1802,3.8043282302169246e-08,3.5805442166747525e-08
1803,6.631153581793114e-08,9.751696339321825e-09
1804,4.449331569844617e-08,7.4155526164076946e-09
1805,4.8328921309348516e-08,3.980028751016107e-08
1806,2.0171682990621775e-08,1.729001475325731e-08
1807,1.4234775136401367e-08,1.1387820464392462e-08
1808,3.172503681980743e-08,2.7192887941396293e-08
1809,3.6144488291256494e-08,1.3554183553310395e-08
1810,5.3822915901946544e-08,2.3401267590372754e-09
1811,1.2535384286138651e-08,0.0
1812,1.3336041604361526e-08,2.6672082320544632e-09
1813,3.4508900625951355e-08,2.5881675469463516e-08
1814,2.5173417128598885e-08,2.8320094713762956e-08
1815,3.236668177919455e-08,2.697223555614414e-09
1816,6.952811659743929e-09,2.5493642752394408e-08
1817,2.80237220096069e-08,6.227493631882908e-09
1818,2.8610825708597076e-08,1.7881765401739358e-08
1819,4.864993385922389e-08,5.175524897538253e-09
1820,4.865257352548724e-08,8.306536791735653e-09
1821,4.6348993976153e-08,2.465372084259343e-08
1822,7.21844344298006e-08,2.0051231786055723e-08
1823,5.336650943377208e-08,2.9648061783404955e-09
1824,4.884245186076441e-08,8.421112696055388e-09
1825,4.9310479255382234e-08,2.4655239627691117e-08
1826,3.435113882233054e-08,1.5854372037438225e-08
1827,3.2260455640198415e-08,1.8434546111834038e-09
1828,3.3020285172824515e-08,1.4675682002973645e-08
1829,5.1439055681612444e-08,4.4580517055692326e-08
1830,5.5315229730013016e-08,1.5655253093882493e-08
1831,6.080570358335535e-08,9.354723218280014e-09
1832,3.2471927369215337e-08,3.788391467196561e-08
1833,5.3284690437749305e-08,5.791814139399776e-09
1834,2.333632664885954e-08,2.2402874888527435e-08
1835,5.672315950278062e-08,1.739510224751939e-08
1836,6.58633538819231e-08,3.36037508930076e-09
1837,4.940102726891382e-08,2.0177883364169702e-08
1838,5.680945847075236e-08,2.903594409353616e-08
1839,4.4046291947097416e-08,1.747868882961967e-08
1840,3.758116307039927e-08,1.1465439264668476e-08
1841,4.365973182984817e-08,7.0626033910059505e-09
1842,5.634942823462552e-08,1.7441490030023488e-08
1843,7.560846171372759e-08,1.8902115428431898e-08
1844,4.061535463506516e-08,1.0428266472573e-08
1845,4.408380149811819e-08,1.785672942844485e-08
1846,4.390875929516369e-08,7.610851504580296e-09
1847,4.368511241636952e-08,2.426950729272903e-08
1848,3.620349886546137e-08,1.448139919091318e-08
1849,3.9383248662261394e-08,1.6758829879393033e-09
1850,3.530277936647508e-08,2.0366988096043315e-08
1851,1.3543821175687754e-08,5.8044946626978344e-09
1852,3.1250618093281446e-08,7.812654523320361e-09
1853,2.6873692604567623e-08,5.971932059978258e-09
1854,6.858277146193359e-08,1.0391328686409906e-08
1855,4.9354515141430966e-08,1.9104973603134567e-08
1856,5.487820686767009e-08,8.28350277259915e-09
1857,4.9791392342513063e-08,1.6597130780837688e-08
1858,7.144767266709096e-08,5.3830437884982985e-09
1859,4.68479939286226e-08,6.619825132503365e-09
1860,4.211009141386057e-08,5.034902272882391e-09
1861,4.95176202264247e-08,1.3676294763342867e-08
1862,4.9246050792817186e-08,1.9879140111811466e-08
1863,3.49623441309177e-08,2.597202808374277e-08
1864,3.404256787575832e-08,2.3014694150447212e-08
1865,6.26010319138004e-08,1.1767110841276462e-08
1866,5.93604774223877e-08,1.3137154475373336e-08
1867,8.589476152565112e-08,2.91168689159349e-08
1868,3.2603168165223906e-08,1.432563490055827e-08
1869,5.3718711257033647e-08,2.0022429381150175e-08
1870,5.791389412479475e-08,1.8922360567330543e-08
1871,4.248470730772169e-08,1.0621177271019633e-09
1872,4.8378716144270584e-08,7.861540751719076e-09
1873,5.8662845248136364e-08,5.9860045809045914e-09
1874,6.333085877940903e-08,1.0156835372754358e-08
1875,5.607096653648114e-08,1.830888685105947e-08
1876,5.38095328295185e-08,7.255217759905008e-09
1877,6.246663986075873e-08,1.7317484335421796e-08
1878,6.2202616391005e-08,5.435179861734696e-09
1879,5.6205792020591616e-08,1.7717043832021773e-08
1880,6.28948910730287e-08,1.0268554007097919e-08
1881,3.2770785196589713e-08,4.183504653809678e-09
1882,4.5256619785050134e-08,1.5307385581309063e-08
1883,5.561018312505439e-08,6.951272890631799e-09
1884,5.215340692643622e-08,1.7164412113856997e-08
1885,3.0939052209078e-08,1.9981470700258797e-08
1886,4.323820945728585e-08,1.097088819790315e-08
1887,3.4603299781110763e-08,1.3057849024278312e-08
1888,4.12139939953704e-08,2.53624587998047e-09
1889,5.262714708464955e-08,8.144677543509005e-09
1890,3.0150179242127706e-08,4.5880703680722945e-09
1891,5.16311828846483e-08,1.2748440525456317e-08
1892,4.199903358426127e-08,1.5044429702015805e-08
1893,3.263960834942736e-08,5.542574899042307e-09
1894,2.5836310868498913e-08,6.301539290376468e-09
1895,3.250051960890232e-08,8.426059849853118e-09
1896,2.5357223876198987e-08,1.1204354777305525e-08
1897,3.088158351260972e-08,8.740070001067579e-09
1898,2.6594268121016285e-08,8.487532454637403e-09
1899,5.859233098703953e-08,1.326618814800895e-08
1900,2.9589003247565415e-08,5.710158568206225e-09
1901,3.968004591570207e-08,7.824234593556412e-09
1902,3.6827128013783295e-08,1.2275709337927765e-08
1903,2.1060859722865644e-08,9.1803746826713e-09
1904,2.042357571951925e-08,6.449550227216605e-09
1905,2.4771644291377015e-08,1.5482276793932215e-08
1906,2.572092228092515e-08,1.18316245689698e-08
1907,4.217131532868734e-08,1.5942815068115124e-08
1908,3.437972395659017e-08,2.4065807124884486e-08
1909,3.5206294768386215e-08,1.4302557360679202e-08
1910,3.847788576649691e-08,1.6566866989364826e-08
1911,2.8197982615552064e-08,1.3300935464144459e-08
1912,2.3963337980603683e-08,1.40654377034366e-08
1913,2.7575547179026216e-08,9.015082902408267e-09
1914,3.080502253283157e-08,1.540251060028197e-08
1915,1.4136913861761968e-08,3.534228465440492e-09
1916,2.307367097387214e-08,7.691223435912775e-09
1917,2.3029491202919417e-08,7.676496771580332e-09
1918,5.972916028440522e-08,5.743188147278033e-09
1919,5.524708868165362e-08,1.2890987943769971e-08
1920,4.921950491620919e-08,1.4387239843927091e-08
1921,4.922285867792198e-08,9.087296748422347e-09
1922,4.352981974875547e-08,1.7707044441817033e-08
1923,4.883336046646036e-08,2.3355085865262026e-08
1924,2.0626599095407983e-08,1.933743654092268e-08
1925,4.7292164850887275e-08,1.0998178368026856e-08
1926,4.56991671171636e-08,1.0031524610987219e-08
1927,6.243566019747959e-08,7.804457635707251e-09
1928,4.6846768242403414e-08,2.170947865920425e-08
1929,3.119313873867213e-08,1.4482528065684619e-08
1930,4.20144132817768e-08,1.575540586884472e-08
1931,3.649714130915527e-08,9.124285327288817e-09
1932,4.7126007984843454e-08,1.4247397928102146e-08
1933,4.01473165823063e-08,6.882397318719313e-09
1934,2.2765002327673756e-08,1.0783422155213884e-08
1935,3.4708023122220766e-08,1.795242532409702e-08
1936,3.6374142808881516e-08,1.2124714565686645e-08
1937,4.658713592675667e-08,1.1332006444320086e-08
1938,4.148868626430158e-08,1.5558256905023882e-08
1939,3.5176316970364496e-08,9.176430282309411e-09
1940,3.550096039361961e-08,2.2822046474857416e-08
1941,3.246652724442356e-08,2.9515025090631752e-08
1942,5.158160121254696e-08,1.517105907566929e-08
1943,5.2258233296242906e-08,2.322588166236983e-08
1944,6.105053529381621e-08,1.6065930807940276e-08
1945,6.317661416233022e-08,2.6142048525912287e-08
1946,5.290019799986112e-08,3.062642850437669e-08
1947,5.602809238780537e-08,1.4305045148432782e-08
1948,3.261566305923225e-08,1.9569398546082084e-08
1949,4.712163814701853e-08,1.570721330779179e-08
1950,7.763814124928103e-08,2.1270722072586068e-08
1951,5.224086763178093e-08,1.3859822622919182e-08
1952,4.323369751091377e-08,6.326882129314981e-09
1953,4.632745742583211e-08,5.386913581872932e-09
1954,4.0067398288101685e-08,1.4658803948464083e-08
1955,4.880516257799172e-08,1.0324168187025862e-08
1956,3.8373023869553435e-08,2.0930739808022736e-08
1957,5.03597163969971e-08,7.068030161150318e-09
1958,5.1287909030861556e-08,2.3989505493204888e-08
1959,3.797866554577922e-08,6.200598257066758e-09
1960,5.329041741219953e-08,2.0070416439921246e-08
1961,6.670232721717184e-08,5.55852741612739e-09
1962,5.7077606641087186e-08,1.0781326054143392e-08
1963,5.948768944108451e-08,1.7458344103715717e-08
1964,5.41473177406715e-08,1.2167936880302932e-08
1965,5.307882133820385e-08,1.805774313412556e-08
1966,6.037591759877614e-08,1.0524241700338166e-08
1967,3.64844829903177e-08,1.824224149515885e-08
1968,4.895643357372137e-08,1.0330256650092906e-08
