year,seras_VERB en_ADP,seras_VERB sans_ADP
1969,5.995120488933026e-08,1.407944960618579e-08
1970,5.3805081279278966e-08,1.1496812390987543e-08
1971,4.419021948365298e-08,1.2332153964678128e-08
1972,3.642404422521395e-08,1.0773308467548759e-08
1973,6.560712506598065e-08,1.709093155888297e-08
1974,4.106667361725158e-08,6.1881286761433785e-09
1975,5.02610255637137e-08,1.7134439644905797e-08
1976,4.456551039311307e-08,1.8854638628162945e-08
1977,4.348818549715361e-08,7.052138428775834e-09
1978,5.702967698084649e-08,1.1881182260253809e-08
1979,4.6815785026410595e-08,1.5800328379000916e-08
1980,3.865902442612423e-08,1.1370301145063877e-08
1981,5.123695245856652e-08,1.9609203150139365e-08
1982,4.6556266397601576e-08,2.3588508923921836e-08
1983,4.16810870262907e-08,1.5156758848000607e-08
1984,5.5090580985961424e-08,1.333771937339634e-08
1985,3.849957153079231e-08,1.5640450934384376e-08
1986,4.076250093021372e-08,1.4386764723983703e-08
1987,5.071978037562985e-08,9.777306964053878e-09
1988,4.077656612366809e-08,8.395175221664886e-09
1989,4.939310116469642e-08,7.683371272548811e-09
1990,4.7403261760337045e-08,1.0897301727652575e-08
1991,4.8064013213888757e-08,1.4653663171770859e-08
1992,5.179347439820958e-08,9.366905084906563e-09
1993,4.819110444032049e-08,8.308811416668505e-09
1994,5.116678636341021e-08,1.2659823411809157e-08
1995,6.778063266210665e-08,1.1929392029763619e-08
1996,4.5907594170557786e-08,4.804283193493575e-09
1997,5.130537061859286e-08,1.8700088588730068e-08
1998,6.00784275661681e-08,1.239713631751016e-08
1999,4.2959889867688617e-08,7.769341614505265e-09
2000,5.831801530575831e-08,1.590491294223284e-08
2001,5.082205589701516e-08,1.1829271784336015e-08
2002,5.5203390303404376e-08,1.4019908789464353e-08
2003,6.125376472709831e-08,9.16723019717125e-09
2004,5.285749438144194e-08,1.1452457648886138e-08
2005,7.881561714384588e-08,1.0808999029165989e-08
2006,6.506265748384976e-08,1.070651389767363e-08
2007,1.0545425510599671e-07,1.6776813188679185e-08
2008,1.0899045577161814e-07,2.426740586258802e-08
2009,1.258802768688838e-07,3.147006921722095e-08
2010,1.8895171649546683e-07,3.1177034121032676e-08
2011,2.1796640226057207e-07,3.135657067332431e-08
2012,2.7234023036726285e-07,4.799996489168734e-08
2013,2.822594638018927e-07,5.048316253919438e-08
2014,2.988314236063161e-07,4.5041261387268605e-08
2015,3.251716123031656e-07,4.211493394301602e-08
2016,3.291359291779372e-07,4.7226553612222943e-08
2017,3.5042467061430216e-07,5.811062209204465e-08
2018,3.931573928639409e-07,5.292006832746665e-08
2019,3.9055623801687034e-07,5.255034751794341e-08
