year,leurs_DET honnêtes_ADJ,leurs_DET sonnettes_NOUN
1800,6.288328968651058e-09,6.288328968651058e-09
1801,0.0,2.6193008650921e-08
1802,8.951360541686881e-09,2.9091921760482364e-08
1803,0.0,4.8758479920252285e-08
1804,0.0,7.4155526164076946e-09
1805,8.528632911009026e-09,1.1371510844071508e-08
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,0.0,9.036122072814123e-09
1810,0.0,1.6380887757350138e-08
1811,0.0,0.0
1812,1.600324850414836e-08,5.3344164641089264e-09
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,5.394447111228828e-09
1816,0.0,4.6352077731626196e-09
1817,0.0,3.113746771532533e-08
1818,1.1921177378582115e-09,4.172412104708201e-08
1819,1.9666995143552413e-08,8.280840013696888e-09
1820,3.5599443393152796e-09,2.3732962262101864e-09
1821,1.3806083387635226e-08,1.3806083387635226e-08
1822,1.0025615893027862e-09,2.3058916553964082e-08
1823,8.894418535021487e-09,6.917880934764753e-09
1824,0.0,2.6947560627377243e-08
1825,2.641632912414593e-09,3.258013947515792e-08
1826,8.80798456392995e-09,2.6423952803611428e-08
1827,3.6869092223668076e-09,5.530363722527909e-09
1828,9.172301251858528e-10,1.4675682002973645e-08
1829,8.57317605795771e-10,3.0006116702452346e-08
1830,1.0436835840010872e-09,1.982998831806526e-08
1831,0.0,3.585977381703742e-08
1832,0.0,7.576782934393123e-08
1833,6.950177322551099e-09,2.7800709290204395e-08
1834,8.401078055442213e-09,2.7070139907436896e-08
1835,3.781543966852041e-09,3.554651328840919e-08
1836,4.032449929525228e-09,3.427582484505365e-08
1837,2.7831563720326358e-09,1.3915782304252389e-08
1838,3.1560809521380406e-09,2.7773513266993177e-08
1839,4.194885327990505e-09,6.9914749545318955e-09
1840,3.821813088222825e-09,9.554533164646273e-09
1841,7.0626033910059505e-09,1.733548060656176e-08
1842,6.708265054555795e-10,1.475818312002275e-08
1843,1.1223130869097986e-08,6.497602011990011e-09
1844,4.9397050894128824e-09,1.0428266250528395e-08
1845,7.812318791877715e-09,2.2320911341466854e-08
1846,5.854501328173001e-09,2.0490753982471688e-08
1847,2.0494249852731627e-08,6.47186837454683e-09
1848,4.82713291560799e-09,1.287235473768078e-08
1849,4.1897072478036534e-09,6.703531951757213e-09
1850,5.431196825611551e-09,2.5798184921654865e-08
1851,6.449438760824933e-09,1.6768540334055615e-08
1852,1.3021090872200602e-09,1.4974254725075298e-08
1853,2.9859659189668264e-09,2.7470886010405593e-08
1854,2.0782657816909023e-09,2.234135720868835e-08
1855,5.306937111981824e-10,1.0613874223963649e-08
1856,4.141751386299575e-09,1.346069211649592e-08
1857,9.763018171682347e-10,3.9540225316159194e-08
1858,4.404308473482388e-09,2.6425849952715907e-08
1859,2.036869339860914e-09,1.6804172275897145e-08
1860,1.1442959468865865e-08,1.5562426014525954e-08
1861,1.4147891747029462e-09,1.3676294763342867e-08
1862,9.035972858839614e-09,2.0782737308877586e-08
1863,6.493007020935693e-09,1.6981710260211003e-08
1864,4.315255264231155e-09,3.16452037907311e-08
1865,2.8241067262513297e-09,1.4591217123438582e-08
1866,1.4110277390955162e-08,2.7247432754506917e-08
1867,1.2132028714972876e-08,4.85281148598915e-09
1868,6.421836395986702e-09,7.409810987013543e-09
1869,9.278686263769487e-09,9.278686263769487e-09
1870,1.1468097582678638e-09,1.6055336615750093e-08
1871,0.0,1.3807530230280918e-08
1872,1.814201766592305e-08,1.6327815544059376e-08
1873,4.788803575905831e-09,2.7535620006347017e-08
1874,4.779687312606029e-09,2.6288279997288555e-08
1875,3.432916173551348e-09,1.5448122780981066e-08
1876,2.418405919968336e-09,1.3905833817773328e-08
1877,4.329371083855449e-09,1.4843558382438005e-08
1878,4.831270938865373e-09,1.3889904337816006e-08
1879,1.4051448005147904e-08,1.1607718342077078e-08
1880,3.8507077526617195e-09,2.759673911612026e-08
1881,4.8807553554297556e-09,1.4642266066289267e-08
1882,1.0648616211028639e-08,8.652000893505374e-09
1883,3.159669414998234e-09,1.7694148368718743e-08
1884,9.242375753615306e-09,1.7164412113856997e-08
1885,7.090199094506033e-09,1.6758653131887513e-08
1886,4.5174246565693466e-09,1.871504551331782e-08
1887,1.9586774424595887e-09,2.415702127223085e-08
1888,8.876860135842435e-09,5.0090857683926515e-08
1889,6.265136853755848e-09,1.7542383545787743e-08
1890,7.209825181320184e-09,8.520702365899524e-09
1891,4.461953917456185e-09,7.0116419337296065e-09
1892,2.5074049503359674e-09,2.005923960268774e-08
1893,6.15841644346915e-09,2.5249507373814595e-08
1894,1.1342770278588432e-08,1.9534772022211655e-08
1895,5.416753268150387e-09,1.2037228991346183e-08
1896,1.7691086373616827e-09,7.66613794667137e-09
1897,1.1653427112179315e-09,1.806281169081103e-08
1898,9.619203211741478e-09,8.487532454637403e-09
1899,2.7637891975018647e-09,1.8241008703512307e-08
1900,3.633737311048435e-09,2.076421168339948e-08
1901,8.38310842965484e-09,4.470991132876634e-09
1902,4.910283846193408e-10,7.365425602756659e-09
1903,1.0800440541913758e-09,1.1340462791054051e-08
1904,2.6873125946735854e-09,8.599400302955473e-09
1905,5.160758931310738e-09,1.4966200723165457e-08
1906,6.173021205313489e-09,1.2860461140462576e-08
1907,0.0,1.4399961223432456e-08
1908,3.437972351250096e-09,5.40252820258047e-09
1909,6.60118004702781e-09,1.265226234892225e-08
1910,5.34415089958884e-09,8.01622590529405e-09
1911,5.320374141248863e-10,1.5429085564733214e-08
1912,3.646594803896619e-09,2.3963337980603683e-08
1913,1.590896969716482e-09,6.893886794756554e-09
1914,6.696743604095445e-09,1.1384464038144415e-08
1915,1.6493066468115103e-08,2.0027295377644805e-08
1916,0.0,1.8678685265172135e-08
1917,0.0,1.4256351654751143e-08
1918,2.2972752589112133e-09,2.5270027848023346e-08
1919,9.207848372660976e-10,9.207848705727883e-09
1920,6.815008557481406e-09,1.2115570768855832e-08
1921,2.2718242842501013e-09,7.572747762196741e-09
1922,1.4755870969551665e-09,1.9920426197472807e-08
1923,1.2739137744688378e-08,2.3355084977083607e-08
1924,7.734974438733389e-09,5.156649773851996e-09
1925,5.499089184013428e-09,1.0998178368026856e-08
1926,1.1146138456652466e-09,1.671920735191179e-08
1927,0.0,1.1149224654616319e-08
1928,4.570416489713125e-09,1.2568645679778001e-08
1929,6.684243825105796e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,9.453243521306831e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,5.4797681947604815e-09,7.6716757391182e-09
1933,4.588264879146209e-09,1.0323596200123575e-08
1934,1.4377896206951846e-08,9.585264137967897e-09
1935,4.787313656606784e-09,2.992070946561398e-08
1936,2.424942913137329e-09,1.2124714565686645e-08
1937,3.777335333410292e-09,1.2591118370153254e-08
1938,0.0,2.5930428915188486e-09
1939,4.588215141154706e-09,9.176430282309411e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,2.730790527039062e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,1.1136883415474585e-08,1.6705325123211878e-08
1947,4.7683483828109274e-09,1.1920871401116528e-08
1948,4.348755133776194e-09,7.610321262063735e-09
1949,9.817008317369869e-10,1.3743811422273211e-08
1950,0.0,9.571825110299415e-09
1951,0.0,1.7058242818279723e-08
1952,4.2179215675730575e-09,1.2653764258629963e-08
1953,2.1547654771580937e-09,1.1851209791302608e-08
1954,4.886268278880834e-09,8.795282724349818e-09
1955,3.754243138587299e-09,9.385607846468247e-09
1956,0.0,6.976913269340912e-09
1957,8.835037701437898e-10,7.951533653738352e-09
1958,8.272243445794913e-10,1.2408365002158916e-08
1959,0.0,7.750747821333448e-10
1960,3.460416619915918e-09,4.844583401109048e-09
1961,3.47407969059077e-09,6.25334317660986e-09
1962,6.341956404476434e-10,6.341956293454132e-09
1963,5.1728425987107585e-09,2.5864212993553792e-09
1964,5.475571551727398e-09,5.475571551727398e-09
1965,0.0,7.1136563306595235e-09
1966,0.0,4.985167390003653e-09
1967,2.9582012395223956e-09,8.874604162656397e-09
1968,4.4914158503495116e-10,8.982831367632116e-09
1969,0.0,4.541757636644661e-09
1970,0.0,9.197449912790034e-09
1971,1.541519245584766e-09,8.735275613958038e-09
1972,1.0260293725750103e-09,1.5903454553267693e-08
1973,0.0,5.513203782392395e-10
1974,0.0,6.1881286761433785e-09
1975,0.0,9.138368284311582e-09
1976,1.142705374768127e-09,5.713526984862938e-09
1977,0.0,5.289103821581875e-09
1978,1.1881182704343018e-09,5.346532105932056e-09
1979,1.1703946700691858e-09,2.3407893401383717e-09
1980,5.685150683554241e-10,4.548120546843393e-09
1981,6.325549528618524e-10,6.325549528618524e-10
1982,3.1037510339615437e-09,4.345251713999687e-09
1983,6.315316047889041e-10,6.946847541655643e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,1.7983456945813714e-09,6.593933843390687e-09
1987,6.110816852533674e-10,4.888653482026939e-09
1988,1.798966087207532e-09,3.597932174415064e-09
1989,1.0976244357863152e-09,6.036934507847036e-09
1990,5.44865097484859e-10,8.717841559757744e-09
1991,0.0,1.1722930404189924e-09
1992,1.1019888335184191e-09,2.2039776670368383e-09
1993,2.7696036575264316e-09,4.4313659408601325e-09
1994,2.637463358823311e-09,2.637463358823311e-09
1995,1.0844901643380922e-09,7.0491861237087505e-09
1996,4.270473752399084e-09,5.3380921904988554e-09
1997,1.438468344439059e-09,4.794894259418925e-09
1998,4.768129224785866e-10,5.72175506974304e-09
1999,9.140402323914998e-10,5.0272213059088244e-09
2000,3.5344251969604557e-09,4.418031274155965e-09
2001,8.762423564512289e-10,1.7524847129024579e-09
2002,4.38122149670761e-10,7.448076377869484e-09
2003,1.6667691671301554e-09,3.333538334260311e-09
2004,1.3214374039449694e-09,3.0833537945085254e-09
2005,4.5037495954858286e-10,4.503749373441224e-09
2006,8.235779835885637e-10,5.353256948836815e-09
2007,7.988958938831558e-10,2.7961355453243186e-09
2008,4.257439678578834e-10,5.108927503272298e-09
2009,4.76819250749827e-10,3.814554005998616e-09
2010,1.4171379625338432e-09,1.8895172093635892e-09
2011,1.529588788962144e-09,3.823971805871906e-09
2012,2.0425516833455504e-09,3.744677901096338e-09
2013,5.578250084070646e-10,5.857162754807632e-09
2014,2.1654451842767486e-10,7.57905826986871e-09
2015,3.32486305154589e-09,8.422986752520956e-09
2016,3.1070099826280284e-09,1.3877977877996273e-08
2017,2.515611330355938e-10,3.773417134311785e-09
2018,2.581466596041082e-09,5.421080029321956e-09
2019,2.04079020349468e-09,7.90806176098613e-09
