year,leurs_DET âges_NOUN,leurs_DET ages_NOUN,leurs_DET sages_ADJ
1800,8.174827570428533e-08,0.0,7.860410988769218e-08
1801,1.523956829618811e-07,0.0,6.429193177837078e-08
1802,1.2308120744819462e-07,0.0,9.175144555229053e-08
1803,1.014176405078615e-07,0.0,6.826187615160961e-08
1804,6.426812149129546e-08,0.0,1.2112069214254007e-07
1805,3.695740957709859e-08,0.0,1.194008660831969e-07
1806,9.50950811429152e-08,0.0,6.051504897186533e-08
1807,1.1957211620838848e-07,5.693910232196231e-09,5.693910143378389e-08
1808,4.078933102391602e-08,0.0,7.02482942926963e-08
1809,6.325285539787728e-08,2.259030518203531e-09,8.584316191218022e-08
1810,1.0062544930633521e-07,2.3401267590372754e-09,7.488405628919281e-08
1811,3.008492122091866e-08,0.0,9.025476543911282e-08
1812,4.5342538612658245e-08,0.0,7.20146218213813e-08
1813,1.3228410944421398e-07,5.751483289628823e-09,6.039057365292422e-08
1814,8.810695728556084e-08,0.0,5.97868634599763e-08
1815,4.315557688983063e-08,2.697223555614414e-09,1.2676950689183286e-07
1816,7.184571870766376e-08,4.6352077731626196e-09,1.4600904130190884e-07
1817,1.1987924608547473e-07,0.0,4.826307531402563e-08
1818,6.675859509641668e-08,0.0,8.344824209416402e-08
1819,5.6930774094965386e-08,3.1053151161586356e-09,1.4491470068378476e-07
1820,9.730514527461764e-08,0.0,7.713212735183106e-08
1821,8.776724769177235e-08,2.9584463767662328e-09,7.494730880353018e-08
1822,8.622029668003961e-08,0.0,5.213320264374488e-08
1823,4.941343334508019e-08,0.0,4.348382276475604e-08
1824,6.652679118701599e-08,0.0,7.49479003303577e-08
1825,5.28326600246487e-08,8.805443041381977e-10,9.862096561619182e-08
1826,4.051672597427114e-08,0.0,6.16558901711528e-08
1827,5.1616730445402936e-08,0.0,8.848582311316022e-08
1828,6.145441955318631e-08,0.0,5.228211574781483e-08
1829,6.858540757548326e-08,6.001223296081548e-09,9.687688740100953e-08
1830,5.740259823028282e-08,1.0436835840010872e-09,5.635891398014792e-08
1831,7.639690635663499e-08,0.0,5.92465836390943e-08
1832,1.0418076623608385e-07,0.0,4.329590197471589e-08
1833,6.139323061038482e-08,1.1583628500844156e-09,5.444305273272221e-08
1834,2.8003592333902816e-08,1.8669061851994684e-09,6.534171603789218e-08
1835,8.016873209726327e-08,1.5126175867408165e-09,6.42862474364847e-08
1836,4.771732697861353e-08,4.704525213838906e-09,5.242185102671826e-08
1837,3.409366655660051e-08,2.0873671680021744e-09,5.427154980974791e-08
1838,2.20925673311001e-08,6.312161904276081e-10,5.617824072601252e-08
1839,4.544458864774725e-08,0.0,9.29866175169991e-08
1840,6.051204193280313e-08,1.2739377330817092e-09,9.490836427872296e-08
1841,5.585877183023058e-08,0.0,8.089890979334768e-08
1842,5.702025163145663e-08,4.695785538189057e-09,5.2324468757802833e-08
1843,7.738053264816358e-08,0.0,6.202256619403101e-08
1844,4.335963410539989e-08,2.195424508855126e-09,5.1043619553325925e-08
1845,3.9061596290856926e-08,5.580227946389016e-10,7.198493978677334e-08
1846,5.795956425913573e-08,2.9272506640865004e-09,5.327596142024049e-08
1847,6.25613978399997e-08,5.393223645455691e-10,2.6966118227278457e-08
1848,6.757986170669028e-08,0.0,4.1835152453373325e-08
1849,6.619738002200393e-08,1.6758829879393033e-09,6.116972883773997e-08
1850,3.59816780814981e-08,1.3577992064028876e-09,5.974316508172706e-08
1851,6.642921590582773e-08,6.449438760824933e-10,5.7400002972940456e-08
1852,9.114763432904738e-08,4.557382027314816e-09,6.445439915125917e-08
1853,5.315019468987714e-08,5.971931837933653e-10,7.703791737867505e-08
1854,5.2995775989828076e-08,2.0782657816909023e-09,4.364358074937513e-08
1855,7.641989796525195e-08,5.306937111981824e-10,4.0332722051061864e-08
1856,5.90199555894344e-08,3.6240323519898254e-09,4.6076984006049315e-08
1857,6.19951672220509e-08,1.464452725752352e-09,5.760180693537009e-08
1858,8.5149962414377e-08,2.4468380099840203e-09,5.725601104344946e-08
1859,6.314294864750991e-08,1.9350258062544867e-08,6.467060020831639e-08
1860,8.05584373375634e-08,1.876645328025006e-08,5.2179898180071405e-08
1861,1.0752397283653181e-07,2.3579819208308095e-09,6.319391498976756e-08
1862,3.56920929478477e-08,4.066187719864445e-09,7.319138017880533e-08
1863,5.6439216855608265e-08,0.0,3.296449690992631e-08
1864,9.877139317548966e-08,1.4384183844029508e-09,2.732994908161146e-08
1865,6.495444893062086e-08,1.8827377989971694e-09,5.601144659195256e-08
1866,6.568577193277747e-08,2.432806400776144e-09,2.238181906477621e-08
1867,6.163070587206221e-08,4.85281148598915e-10,3.688136729351754e-08
1868,7.607405905218911e-08,1.975949626142892e-09,5.3844628311594533e-08
1869,8.008971619233307e-08,1.4650557433881772e-09,2.44175962782478e-08
1870,4.9312818273250514e-08,1.7202146374017957e-09,2.9243649279919737e-08
1871,2.973929724703339e-08,0.0,3.504988654867702e-08
1872,5.865918950576088e-08,1.2094678591978436e-09,4.6564512024005467e-08
1873,4.0704829895599204e-08,1.7958012854535355e-09,2.993002157225533e-08
1874,6.094101401288299e-08,0.0,5.2576561049288983e-08
1875,6.522540996201087e-08,5.721527140956084e-10,2.574687130163511e-08
1876,4.5949712923487596e-08,6.04601479992084e-10,3.02300739996042e-08
1877,3.587193120324628e-08,6.184815992682502e-10,2.8450153455317206e-08
1878,4.891661964379068e-08,1.8117266020745149e-09,3.321498787123289e-08
1879,5.070739872437002e-08,1.832797580370027e-09,3.726688468930206e-08
1880,2.88803083670075e-08,0.0,2.7596738894075656e-08
1881,6.484431935849244e-08,0.0,3.2073533162702006e-08
1882,3.7935693475432686e-08,1.3310770263785798e-09,3.128031167420886e-08
1883,7.267239965358385e-08,2.5277355764075082e-09,2.5909290268799623e-08
1884,4.7532218161450146e-08,3.300848483434038e-09,3.1688144552788344e-08
1885,5.801071989441908e-08,4.511945039809007e-09,2.707166979476483e-08
1886,7.744156760303156e-08,2.5813854942491332e-09,2.3877817056927597e-08
1887,4.6355363991779086e-08,0.0,1.566941953967671e-08
1888,6.911270267195846e-08,6.340614699951175e-10,2.409433519368065e-08
1889,4.197641673142627e-08,1.2530273485467092e-09,2.5060547415023393e-08
1890,5.046877760150892e-08,6.554386478008212e-10,2.9494739373081558e-08
1891,3.952016314201501e-08,6.374220040683554e-10,3.4420787553557375e-08
1892,4.952124688095694e-08,1.2537024751679837e-09,3.635737311213916e-08
1893,5.357822285834146e-08,1.8475249663474358e-09,2.4633665884898903e-08
1894,3.465846476480294e-08,1.2603078580752936e-09,2.4576002788379014e-08
1895,4.935263930860856e-08,0.0,1.8657704492497373e-08
1896,8.373781112958056e-08,2.3588115349859606e-09,1.8280789215729953e-08
1897,5.826713622703039e-08,5.826713556089658e-10,3.029891004757701e-08
1898,5.035935757291554e-08,1.6975064687230201e-09,2.2633419360928997e-08
1899,4.69844163575317e-08,5.527578395003729e-10,1.6029977345510815e-08
1900,5.8139793979172794e-08,0.0,1.453494880010453e-08
1901,5.085752274869293e-08,2.794369402536745e-09,1.397184773432869e-08
1902,6.334266233753993e-08,1.9641135384773634e-09,1.4730851927158284e-08
1903,7.182292938168189e-08,0.0,1.0260418736862675e-08
1904,5.5896101969210576e-08,1.0749250378694342e-09,2.203596238814498e-08
1905,3.2512783243454635e-08,5.160759042333041e-10,3.148062921454198e-08
1906,6.018695763998494e-08,5.144184522798412e-10,2.3663248915894997e-08
1907,4.011417686911045e-08,1.5428530120153994e-09,1.4914245616282074e-08
1908,3.388858615949175e-08,9.822778146428846e-10,1.3260750275634337e-08
1909,6.601180313481336e-08,5.500983557560346e-10,1.2102163715610459e-08
1910,5.557916771259386e-08,1.068830135508847e-09,1.2825961404061559e-08
1911,4.8415405906609976e-08,5.320374141248863e-10,1.8621308939259507e-08
1912,5.938740299527012e-08,5.209421227725386e-10,2.7088990606216612e-08
1913,4.1363321268139686e-08,2.6514948014977335e-09,2.4393753239593252e-08
1914,3.3483718020477227e-08,0.0,1.7411533992373052e-08
1915,5.890381116202548e-08,4.712304657594757e-09,1.1780762143587253e-08
1916,4.285110111190704e-08,1.0987462051303964e-09,1.8678685265172135e-08
1917,4.8252267070836297e-08,0.0,3.728584374584898e-08
1918,3.79050408838566e-08,1.1486376294556067e-09,1.033773866510046e-08
1919,3.867296216597538e-08,0.0,1.1970203106503874e-08
1920,5.906340572181534e-08,0.0,1.9687803387569147e-08
1921,8.178567334482523e-08,7.572747429129834e-10,1.2873671018098776e-08
1922,1.0033992303704053e-07,1.4755870969551665e-09,1.6969252392140532e-08
1923,7.855801920086947e-08,4.246379248229459e-09,1.0615948120573648e-08
1924,5.9301473509520974e-08,0.0,1.0313299547703991e-08
1925,5.169143690864075e-08,1.0998177923937646e-09,2.6395626573361142e-08
1926,6.910605687693305e-08,0.0,8.916910765321973e-09
1927,6.243565864316736e-08,2.2298449753321847e-09,1.4493992672726108e-08
1928,5.0274582719112004e-08,5.713020612141406e-09,1.5996457491951332e-08
1929,5.7930112706827686e-08,0.0,1.1140405931087116e-08
1930,5.3568378732826716e-08,1.0503603542488804e-09,1.05036033204442e-08
1931,4.676196141417677e-08,3.4216069977333063e-09,1.1405356659111021e-08
1932,5.04138677470678e-08,2.1919073223131136e-09,9.863582950409011e-09
1933,5.1617980556528664e-08,0.0,1.9500125292282178e-08
1934,4.7926322466196325e-08,0.0,2.036868629318178e-08
1935,4.188899360713094e-08,0.0,8.377798899061872e-09
1936,5.4561213769233063e-08,1.2124714565686645e-09,1.8187071404440758e-08
1937,5.162358451826776e-08,0.0,1.1332006444320086e-08
1938,4.148868537612316e-08,1.2965214457594243e-09,1.6854778905894818e-08
1939,5.199977071157491e-08,1.5294050470515685e-09,1.2235240376412548e-08
1940,4.057252667166722e-08,0.0,1.5214697057785997e-08
1941,5.017554371988808e-08,0.0,1.4757512545315876e-08
1942,6.37184480734021e-08,0.0,1.8205270180260413e-08
1943,5.2258233740332116e-08,0.0,8.709705845433291e-09
1944,3.534504600111177e-08,3.2131861615880553e-09,2.5705489292704442e-08
1945,3.0499057057653545e-08,0.0,2.3963544037997053e-08
1946,4.733175362758857e-08,2.7842208538686464e-09,5.568441707737293e-09
1947,5.245183132274178e-08,3.5762612871081956e-09,8.344609447874518e-09
1948,5.544662773360187e-08,1.0871887834440486e-09,1.195907639583993e-08
1949,5.301184358152966e-08,0.0,3.9268033269479474e-09
1950,5.104973377356714e-08,2.1270722960764488e-09,6.381216888229346e-09
1951,5.330700902916874e-08,1.0661401761424827e-09,8.529121409139861e-09
1952,1.0861147714535946e-07,1.0544803918932644e-09,7.381362632230548e-09
1953,6.572034605412114e-08,1.0773827385790469e-09,7.54167928107563e-09
1954,8.11120495214368e-08,8.795282502305213e-09,1.2704297169818801e-08
1955,7.414630287527757e-08,1.8771215692936494e-09,4.6928039232341234e-09
1956,5.2326847965744605e-08,1.744228317335228e-09,1.1337483840634377e-08
1957,8.393285799712658e-08,3.5340151360863103e-09,7.068030161150318e-09
1958,8.272243556817216e-08,2.4816730892496253e-09,5.790570245522986e-09
1959,6.82065834922696e-08,7.750747821333448e-10,6.975673039200103e-09
1960,7.682124891772446e-08,2.076250060767393e-09,1.2457499920515147e-08
1961,7.156603754054913e-08,0.0,6.94815938118154e-09
1962,6.595634705064413e-08,2.5367825617905737e-09,1.0147130247162295e-08
1963,5.948769032926293e-08,6.466053248388448e-10,1.2285501505004959e-08
1964,6.32732706229433e-08,1.2167936658258327e-09,4.867174663303331e-09
1965,5.855086371298057e-08,5.472043373977442e-10,9.302473458205895e-09
1966,7.477750862960875e-08,5.539074754423723e-10,6.646889594286165e-09
1967,6.21222300267732e-08,5.423369309198733e-09,1.7749207881223583e-08
1968,6.826952070326797e-08,2.6948494546985557e-09,8.084548142051062e-09
1969,6.085955606138782e-08,1.8167030935156703e-09,1.1808570454796552e-08
1970,6.300253263535893e-08,9.197450023812337e-10,1.195668489217816e-08
1971,7.142372804302966e-08,5.138397485282553e-10,1.1818314327172175e-08
1972,6.976999866736833e-08,1.0260293725750103e-09,1.2312352193344367e-08
1973,5.623467869142473e-08,5.513203782392395e-10,1.1577727665468274e-08
1974,7.144476388276644e-08,1.6876715580593782e-09,6.1881286761433785e-09
1975,6.282628106646371e-08,1.1422960355389478e-09,5.711480177694739e-09
1976,6.399149921065828e-08,1.142705374768127e-09,3.9994687561772935e-09
1977,9.402850631445858e-08,5.876781838942691e-10,2.938390863960194e-09
1978,8.792075245622755e-08,0.0,5.940591352171509e-09
1979,8.134242968083072e-08,2.925986564150662e-09,7.607565244427406e-09
1980,8.243468130331166e-08,1.1370301367108482e-09,3.411090521154847e-09
1981,7.653914746441615e-08,6.325549528618524e-10,2.5302198114474095e-09
1982,6.952402564763815e-08,2.483000915987077e-09,8.690503427999374e-09
1983,7.767838550165607e-08,6.315316047889041e-10,7.57837881337764e-09
1984,8.118611827256927e-08,1.739702604197646e-09,5.799008384599347e-09
1985,7.038202709530594e-08,2.4062232206745193e-09,7.820225467192188e-09
1986,6.953603337578329e-08,1.1988970927134801e-09,4.7955883708539204e-09
1987,5.7441677192571206e-08,0.0,5.49973533381376e-09
1988,4.8572085908915597e-08,0.0,4.797243047249822e-09
1989,5.6527657221749905e-08,1.0976244357863152e-09,7.134558721588746e-09
1990,5.394164626082443e-08,5.44865097484859e-10,7.628111475810329e-09
1991,5.0994747979871136e-08,1.1722930404189924e-09,4.10302547493302e-09
1992,7.05272884538033e-08,1.1019888335184191e-09,4.407955389584828e-09
1993,5.649991452472136e-08,5.539207426075166e-10,8.308811083601597e-09
1994,7.332147955452228e-08,1.0549853213248639e-09,1.1077346095955676e-08
1995,5.2055527888228426e-08,1.0844901643380922e-09,2.1689803286761844e-09
1996,6.192186763342988e-08,5.338092190498855e-10,6.939519847648512e-09
1997,5.5141286203763684e-08,9.58978896292706e-10,3.835915696193126e-09
1998,5.387985924087957e-08,2.3840645013706308e-09,2.3840645013706308e-09
1999,6.261175444777223e-08,4.570201106446348e-09,5.484241505371301e-09
2000,5.522539359148482e-08,0.0,6.185244316725402e-09
2001,5.520326862296088e-08,8.762423564512289e-10,1.0514908221903596e-08
2002,5.651775825121774e-08,1.752488598683044e-09,1.0076809608960957e-08
2003,6.708745914352221e-08,1.6667691671301554e-09,5.0003075569016175e-09
2004,7.840528759572862e-08,8.809582507929292e-10,4.404791198453495e-09
2005,7.746449259826704e-08,3.6029997874109654e-09,4.503749484463526e-09
2006,5.6826879868410174e-08,8.235779835885637e-10,4.941468012553685e-09
2007,8.068848655895522e-08,3.994479469415779e-10,4.793375391054511e-09
2008,8.046560662222646e-08,1.7029758714315335e-09,3.8316958494988285e-09
2009,8.392018813196955e-08,2.384096253749135e-09,8.582746957586096e-09
2010,8.927969119554291e-08,4.723793023408973e-10,4.2514138876015295e-09
2011,7.342025876155844e-08,1.529588788962144e-09,1.0324724131205443e-08
2012,9.123397548549406e-08,6.808505426114664e-10,5.106379208363876e-09
2013,9.566698944141194e-08,0.0,7.251725164802991e-09
