year,trois_DET eaux_NOUN,trois_DET sots_NOUN
1860,5.0806741119791e-08,2.288591982591015e-09
1861,5.234719679947375e-08,3.3011746669586728e-09
1862,5.737842562192341e-08,4.517986429419807e-09
1863,4.9946207170137313e-08,2.4973103585068657e-09
1864,3.068625842317374e-08,8.63051052846231e-09
1865,2.729969672543575e-08,1.4120533631256649e-09
1866,1.0217787504984699e-08,5.838735717134114e-09
1867,4.610170911689693e-08,4.85281148598915e-10
1868,5.532658775564414e-08,5.9278488784286765e-09
1869,4.2974966696363026e-08,4.883519144627257e-10
1870,3.268407855472333e-08,0.0
1871,1.3807530230280918e-08,2.1242354542039266e-09
1872,4.898344840853497e-08,6.047339295989218e-10
1873,8.021245889722195e-08,1.1972008939764578e-09
1874,3.823749850084823e-08,5.974609140757536e-10
1875,3.833423067867159e-08,0.0
1876,7.37613781165436e-08,2.418405919968336e-09
1877,8.844287080478352e-08,6.184815992682502e-10
1878,6.03908887342186e-08,1.0870359723469392e-08
1879,5.742765785132775e-08,0.0
1880,4.941741771347097e-08,1.2835692508872398e-09
1881,4.3229546664580454e-08,0.0
1882,5.856738738430067e-08,1.3310770263785798e-09
1883,4.170763850952497e-08,3.791603475633565e-09
1884,4.68720466884065e-08,2.6406787867472303e-09
1885,6.896829862768072e-08,1.933690763067375e-09
1886,4.711028545045792e-08,5.808117542471791e-09
1887,3.003305382165422e-08,3.264462256069578e-09
1888,2.346027505595316e-08,6.340614699951175e-10
1889,7.2675589102289e-08,1.8795409673089125e-09
1890,5.636772321127026e-08,1.3108772956016423e-09
1891,7.585322059355804e-08,2.5496880162734215e-09
1892,6.017771747579559e-08,3.761107425503951e-09
1893,4.310891554837326e-08,1.847525021858587e-09
1894,4.348062221382065e-08,3.780923574225881e-09
1895,2.1667012850556944e-08,6.018614495673091e-10
1896,3.3613064720494634e-08,0.0
1897,4.078699333831537e-08,2.330685422435863e-09
1898,1.4711722839955144e-08,0.0
1899,2.7085134135518274e-08,5.527578395003729e-10
1900,4.204752979131143e-08,0.0
1901,1.676621691482083e-08,5.588738916095792e-10
1902,3.830021244599635e-08,4.910283735171106e-09
1903,1.836074892125339e-08,2.7001101354784396e-09
1904,3.117282698639201e-08,5.374625189347171e-10
1905,2.4255568054076804e-08,0.0
1906,1.4403717052413612e-08,5.658602919567102e-09
1907,1.7999951751335175e-08,5.142843373384665e-10
1908,2.2592390180875555e-08,5.893666887857307e-09
1909,2.6954820153690662e-08,5.5009836685826485e-09
1910,1.6566866989364826e-08,3.206490406526541e-09
1911,1.1704823332792103e-08,0.0
1912,2.7609931674277277e-08,5.2094213387476884e-09
1913,1.3787773367468503e-08,8.484783542428431e-09
1914,1.004511551716547e-08,0.0
1915,5.890381071793627e-09,0.0
1916,8.789969641043172e-09,0.0
1917,1.7546279096336548e-08,0.0
1918,1.9526838812566893e-08,2.2972752589112133e-09
1919,1.6574126959767455e-08,2.762354567309444e-09
1920,2.4231140649533245e-08,2.2716695191604686e-09
1921,1.8931869016913794e-08,3.0290989716519334e-09
1922,3.3938504784281065e-08,4.426761179843197e-09
1923,1.3800732556745743e-08,2.1231896241147297e-09
1924,1.2891624545652292e-08,1.289162443462999e-09
1925,1.3197813952814386e-08,4.399271169575059e-09
1926,2.452150482668003e-08,1.0031524944054127e-08
1927,1.3379070296082318e-08,5.574612327308159e-09
1928,9.14083297942625e-09,6.8556245125250825e-09
1929,3.119313873867213e-08,1.1140405931087116e-08
1930,2.520864939015155e-08,3.1510811737689437e-09
1931,2.3951248984133144e-08,0.0
1932,1.8631212128639163e-08,1.4247397928102146e-08
1933,2.0647192178202545e-08,1.1470662197865522e-09
1934,1.4377896206951846e-08,0.0
1935,1.6755597798123745e-08,8.377798899061872e-09
1936,2.182448710641438e-08,0.0
1937,1.1332006222275481e-08,3.777335333410292e-09
1938,6.482607339819424e-09,0.0
1939,1.6823456405745674e-08,3.058810094103137e-09
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.3921104269343232e-08,6.960552134671616e-09
1947,2.8610090296865565e-08,0.0
1948,1.0871888278529696e-08,1.0871887834440486e-09
1949,1.3743811422273211e-08,5.890204768377316e-09
1950,1.70165788127008e-08,3.190608444114673e-09
1951,1.0661401539380222e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,1.185120990232491e-08,0.0
1954,1.2704296725729591e-08,2.9317608341017376e-09
1955,4.6928039232341234e-09,3.754243138587299e-09
1956,2.8779767013986657e-08,1.744228317335228e-09
1957,2.47381048978923e-08,4.417518795207798e-09
1958,1.8198935247681902e-08,8.272243445794913e-10
1959,1.705164498488898e-08,7.750747821333448e-10
1960,9.689166802218097e-09,0.0
1961,8.33779090214648e-09,2.08444772553662e-09
1962,1.268391242037481e-08,3.805173953708163e-09
1963,2.392439713005956e-08,0.0
1964,1.0951143103454797e-08,3.041984220075733e-09
1965,1.860494691641179e-08,2.73602163147757e-09
1966,1.1632056873267516e-08,3.3234448526542337e-09
1967,1.4791006530678885e-08,6.902469706915326e-09
1968,1.7067379731727783e-08,2.6948494546985557e-09
1969,1.0446042669753908e-08,4.995933444718048e-09
1970,1.655541059797372e-08,1.3796175313274261e-09
1971,2.6719667811647696e-08,5.138397485282553e-10
1972,1.8468529372484e-08,1.0260293725750103e-09
1973,1.0475087075523248e-08,6.615844760915479e-09
1974,1.2938814686336286e-08,1.6876715580593782e-09
1975,2.1703624231150798e-08,1.1422960355389478e-09
1976,1.142705374768127e-08,3.4281160132820787e-09
1977,2.8796231177352638e-08,0.0
1978,1.8415833413776284e-08,5.940591352171509e-10
1979,2.0481905949054635e-08,1.7555920051037788e-09
1980,1.8192481354706302e-08,1.7055452605774235e-09
1981,3.09951919685858e-08,0.0
1982,1.8622506647858472e-08,3.1037510339615437e-09
1983,2.084054306905614e-08,1.2630632095778083e-09
1984,1.681712458179163e-08,3.479405208395292e-09
1985,3.128090220183566e-08,1.2031116103372597e-09
1986,1.3187867908825979e-08,3.5966913891627428e-09
1987,2.077677729861449e-08,1.8332451112712533e-09
1988,1.798966176025374e-08,5.996553809062277e-10
1989,1.8659615408367358e-08,5.488122178931576e-10
1990,1.9070277801347402e-08,3.814055737905164e-09
1991,2.2859715009815318e-08,0.0
1992,1.1019888224161889e-08,0.0
1993,2.4926434250005514e-08,1.1078414852150331e-09
1994,2.215469208088905e-08,1.0549853213248639e-09
1995,1.8436332793747567e-08,5.422450821690461e-10
1996,1.3345230698291743e-08,1.6014276571496566e-09
1997,8.151320618488e-09,1.917957792585412e-09
1998,1.8118891276230897e-08,9.536258449571733e-10
1999,1.1882523187622951e-08,9.140402323914998e-10
2000,1.6788519130450652e-08,3.092622158362701e-09
2001,1.8401088985875447e-08,4.3812117822561447e-10
2002,1.2267419968736704e-08,8.76244299341522e-10
2003,1.750107614384433e-08,8.333845835650777e-10
2004,1.3214373428827031e-08,1.7619165015858584e-09
2005,1.0808999029165989e-08,9.007499190971657e-10
2006,1.4412614657288714e-08,0.0
2007,1.2382886716011399e-08,1.1983438685803094e-09
2008,1.0217855089811323e-08,0.0
2009,1.1443661795951243e-08,4.76819250749827e-10
2010,1.1809482836078189e-08,4.723793023408973e-10
2011,6.1183551280930004e-09,0.0
2012,7.829781378809741e-09,1.0212758416727752e-09
2013,6.972812605088308e-09,5.578250084070646e-10
2014,9.311414264634443e-09,1.7323561474213989e-09
2015,7.536356427806368e-09,3.103205470367243e-09
2016,7.45682449121432e-09,1.2428040818690533e-09
2017,4.528100561174142e-09,2.264050280587071e-09
2018,7.48625367252842e-09,0.0
2019,5.35707450621814e-09,1.7856913725466939e-09
