year,des_DET yeux_NOUN,des_DET cieux_NOUN
1800,1.0602122330283237e-05,9.432493719430113e-07
1801,1.1441582699944775e-05,7.762654967713445e-07
1802,1.090947046122892e-05,7.026817741007108e-07
1803,1.3311065231391694e-05,7.742846470648601e-07
1804,1.0984905742361661e-05,1.2655876542311262e-06
1805,1.0530019238785826e-05,1.953057004122627e-06
1806,8.708404237722789e-06,1.3198044044315793e-06
1807,7.980015013231423e-06,9.622708034839889e-07
1808,1.0709465982472466e-05,8.9509922318598e-07
1809,7.599378562872516e-06,7.115946081270863e-07
1810,1.1433859754106379e-05,1.2238863256186505e-06
1811,7.714275000125781e-06,9.426608826856864e-07
1812,7.158786687000429e-06,9.788654100617578e-07
1813,9.10172251167296e-06,1.1560481376626797e-06
1814,6.548235120362733e-06,6.765355706761511e-07
1815,6.613592255177991e-06,8.981754682224619e-07
1816,8.468524598015392e-06,4.171686960319221e-07
1817,1.1369846518505256e-05,1.1271763633580179e-06
1818,9.409384986724945e-06,1.0776744083784706e-06
1819,9.650284226836447e-06,1.0806495720494524e-06
1820,9.022085947663072e-06,1.014584171343813e-06
1821,1.0320047039158453e-05,9.743150615193485e-07
1822,9.027064294286902e-06,9.975488097779817e-07
1823,8.342964719076917e-06,1.0021044296593118e-06
1824,8.29816411851425e-06,1.3414832578106939e-06
1825,8.9005417152066e-06,1.1350216109207167e-06
1826,7.318554139601474e-06,8.578976942175132e-07
1827,6.5516374760932194e-06,6.654871386180261e-07
1828,7.668961146123365e-06,9.511676193341145e-07
1829,9.511081429991464e-06,7.621553713699214e-07
1830,9.024731738804803e-06,8.787815746202909e-07
1831,8.941556956187924e-06,8.79344013604566e-07
1832,1.0300365687498925e-05,1.1283994907351769e-06
1833,9.116315631274574e-06,1.1375123361023753e-06
1834,8.919143880348201e-06,1.026798456704725e-06
1835,1.071008853159583e-05,9.370665736696537e-07
1836,8.775955805617741e-06,9.133499367930398e-07
1837,8.410002401149086e-06,7.305785283406863e-07
1838,7.925550661980196e-06,8.862275331367186e-07
1839,7.313082996063258e-06,6.725799268636479e-07
1840,7.73216533644927e-06,7.255075207268646e-07
1841,8.010918833178948e-06,8.449441661895207e-07
1842,8.077422386065791e-06,8.311540442562659e-07
1843,8.383087788388366e-06,8.240140689785846e-07
1844,7.862912944744949e-06,7.513840327710852e-07
1845,8.35583313829602e-06,6.188472934098854e-07
1846,7.889526372650835e-06,7.370817005636354e-07
1847,6.610474081014672e-06,7.140627928947652e-07
1848,6.909236233809679e-06,5.205258428730986e-07
1849,7.121664566511754e-06,6.39349366782227e-07
1850,7.33686792386834e-06,7.508629682462242e-07
1851,6.66871976306993e-06,7.197573390627099e-07
1852,7.478012506112464e-06,7.389469205421051e-07
1853,8.465213099384528e-06,6.963272576321344e-07
1854,8.018988957303463e-06,8.032497198495747e-07
1855,8.90769412364989e-06,1.003011089295569e-06
1856,8.179441664424303e-06,9.712407029738301e-07
1857,8.72765006931786e-06,1.1578939931311538e-06
1858,9.040087860512358e-06,8.06477785664228e-07
1859,9.33395415358973e-06,8.570128029461443e-07
1860,9.603389365508974e-06,8.142810337119499e-07
1861,8.792913931188195e-06,7.753044251046504e-07
1862,8.384479215806095e-06,8.981756658421602e-07
1863,9.209081497374427e-06,7.626786038272826e-07
1864,8.835245338900677e-06,9.58466106482092e-07
1865,8.830981826690731e-06,7.794534160332489e-07
1866,8.87779745539774e-06,7.522237508439389e-07
1867,9.06553677282318e-06,7.837290816326004e-07
1868,8.191299386339779e-06,6.318099030622193e-07
1869,8.984210325024833e-06,7.530386794130095e-07
1870,8.133748352179282e-06,6.450804868052273e-07
1871,8.069970505175661e-06,5.353073495584226e-07
1872,8.63015821295221e-06,5.920345360621582e-07
1873,8.457027092845237e-06,4.896551506483604e-07
1874,8.333981874386609e-06,5.048544804431288e-07
1875,8.326538633696146e-06,5.984717486029467e-07
1876,8.824158669540338e-06,5.350723233377153e-07
1877,8.998907432555825e-06,7.570214606289483e-07
1878,7.89973223902507e-06,5.260046265220808e-07
1879,8.910450588928143e-06,5.77942174562196e-07
1880,8.535093812156447e-06,6.0456111716789e-07
1881,8.269393568127725e-06,4.7134151337502317e-07
1882,9.256975374682952e-06,5.5639021745435e-07
1883,8.229674762105788e-06,5.16289983210072e-07
1884,8.912950931971864e-06,4.4759504547187134e-07
1885,8.320026665842306e-06,4.389477896715732e-07
1886,8.24881779237785e-06,5.362828199295677e-07
1887,8.511106543096503e-06,4.5767762335557904e-07
1888,8.268161820979003e-06,5.173941612923727e-07
1889,8.056965704383856e-06,5.099821476228783e-07
1890,7.762359771845695e-06,4.227579184501451e-07
1891,7.941003005385028e-06,4.398211777001393e-07
1892,7.870744099136573e-06,5.140179970553049e-07
1893,7.72696547102214e-06,4.988317554577293e-07
1894,9.011200859276869e-06,4.5371082668665963e-07
1895,8.467588543226157e-06,4.0505274223612275e-07
1896,8.20217724850636e-06,4.2222728446894564e-07
1897,7.984928060977836e-06,4.6555441846063417e-07
1898,8.161611432910831e-06,4.124940815586342e-07
1899,8.71864924079091e-06,4.825575850020414e-07
1900,8.453629675386765e-06,4.308574046429925e-07
1901,7.994132587896274e-06,3.9288835029793745e-07
1902,7.4243491923198235e-06,3.402826594944841e-07
1903,7.939944296708745e-06,4.7197923880304415e-07
1904,7.487390178084752e-06,4.520059766477402e-07
1905,7.862416140369533e-06,4.113125000593243e-07
1906,8.249214261013549e-06,5.025868068386785e-07
1907,7.760036396575742e-06,4.649130367351262e-07
1908,8.377356138566938e-06,4.705110598912654e-07
1909,9.004010252056105e-06,4.829863682331847e-07
1910,9.120327646883197e-06,4.895241993985167e-07
1911,8.167838160488827e-06,5.293772313841316e-07
1912,8.427280477008026e-06,5.240677477535982e-07
1913,8.446602080880439e-06,5.1492029373712e-07
1914,8.213556412783873e-06,4.1318909538290427e-07
1915,8.043903903853789e-06,2.8980672928113904e-07
1916,9.184419411667477e-06,3.61487492162027e-07
1917,9.843462436265327e-06,5.570943852895027e-07
1918,9.65774535188757e-06,5.191841916385442e-07
1919,9.517231859490494e-06,5.782528886832949e-07
1920,9.26311066962171e-06,4.884089395140734e-07
1921,1.0362547470776917e-05,4.7026761151869323e-07
1922,1.1274223396640082e-05,4.684989010073082e-07
1923,1.0738031221535493e-05,5.806923537576836e-07
1924,1.0202431752759367e-05,5.672314644655785e-07
1925,1.135121965489816e-05,5.719052751373965e-07
1926,1.0446161070376547e-05,4.4138709709429236e-07
1927,1.283833216803032e-05,4.950255791946745e-07
1928,1.0495961106471441e-05,4.34189573184085e-07
1929,1.051765781312497e-05,4.745813120266007e-07
1930,9.208508771507695e-06,4.0228801800878955e-07
1931,8.550596334089278e-06,4.140144573838711e-07
1932,8.789548132881464e-06,3.989271438742392e-07
1933,8.264611778940889e-06,3.796789322940697e-07
1934,8.302036818008673e-06,3.462676581023061e-07
1935,8.929537131052712e-06,4.930933084068556e-07
1936,8.580660221468861e-06,4.4618948846775197e-07
1937,8.5367779547596e-06,4.570575916629238e-07
1938,9.057498800757458e-06,4.032181624147313e-07
1939,8.208316870650378e-06,3.9305709353953944e-07
1940,6.349600219834883e-06,3.4740225940410596e-07
1941,9.769473393816952e-06,4.132103623710748e-07
1942,9.715546383404217e-06,5.43123908514076e-07
1943,1.0637453357276172e-05,6.648408596987565e-07
1944,1.0725614970397146e-05,5.141097680905204e-07
1945,1.2559076139950776e-05,5.489830012805896e-07
1946,1.1352660578722862e-05,5.136887333279105e-07
1947,1.078838843682206e-05,4.0292542857756075e-07
1948,1.1165428446702208e-05,4.5009616300717425e-07
1949,9.994696398507585e-06,4.015156260805952e-07
1950,1.0906562806667353e-05,5.796271960178956e-07
1951,1.0490819278174968e-05,3.443632889954529e-07
1952,1.0525822830231846e-05,3.595778119702686e-07
1953,8.98644941571547e-06,3.070540910421471e-07
1954,9.890783616128829e-06,4.739680119492107e-07
1955,9.04772610965665e-06,3.162949751001065e-07
1956,1.0580489174571994e-05,4.081494240359973e-07
1957,9.061214228722747e-06,3.330809348334185e-07
1958,9.229341571881378e-06,3.912771209257926e-07
1959,8.80252429169559e-06,3.046043852705793e-07
1960,9.599196204135296e-06,3.5919125007666253e-07
1961,9.462003362159521e-06,4.182791961682142e-07
1962,9.550351933285128e-06,4.0588521743600836e-07
1963,9.550360431376248e-06,4.2287988044620306e-07
1964,9.302996176074885e-06,4.258777814847292e-07
1965,8.50136680696778e-06,4.563684283809266e-07
1966,9.526100740231414e-06,4.3204783484185327e-07
1967,9.262621063044207e-06,4.5063266895795095e-07
1968,9.358763605860076e-06,5.097757078686982e-07
1969,8.053899279047982e-06,3.914995341247618e-07
1970,7.515236518429447e-06,3.9043174204778097e-07
1971,7.99586052835366e-06,5.611130156069066e-07
1972,7.284808361873729e-06,3.7398771901564487e-07
1973,7.0591060534752614e-06,4.3444045783047613e-07
1974,6.16000103548231e-06,2.402119116950985e-07
1975,6.018757716219625e-06,3.438310978154391e-07
1976,6.126043629706146e-06,3.422402599095875e-07
1977,6.315777241638898e-06,3.0970641295979817e-07
1978,6.80613564441046e-06,3.154453942499913e-07
1979,7.151696522100792e-06,3.35318071975621e-07
1980,7.123493844574114e-06,3.189369492950789e-07
1981,7.296521488342478e-06,3.12482148157045e-07
1982,7.23856834383696e-06,3.761746278918565e-07
1983,7.117361263908606e-06,3.157658121644147e-07
1984,7.256879115402626e-06,3.82734557824449e-07
1985,6.984062792980694e-06,3.1220746521398723e-07
1986,7.453543219071435e-06,4.094233529983171e-07
1987,7.0176618578443595e-06,3.495387348451118e-07
1988,6.925419967274138e-06,3.148190885760016e-07
1989,7.159255602573467e-06,3.7044824097165474e-07
1990,6.741070791349557e-06,3.2310499320509223e-07
1991,6.6527630622204015e-06,3.493433196055662e-07
1992,6.92710193561652e-06,3.3720859171637585e-07
1993,6.907391480126535e-06,3.938376504919461e-07
1994,6.865844682124589e-06,3.4023275796712937e-07
1995,6.895730763289976e-06,4.213244313433506e-07
1996,6.4836466151518835e-06,3.4644217183910087e-07
1997,6.464476598466717e-06,3.6393250280042366e-07
1998,6.737843591508863e-06,3.8192714857387955e-07
1999,6.526247403826346e-06,4.012636596328889e-07
2000,6.656206267052767e-06,4.320834836590848e-07
2001,6.43380941767191e-06,3.710886433694327e-07
2002,7.434494676772374e-06,4.245403539826498e-07
2003,7.852982832901034e-06,3.8502368449044866e-07
2004,7.5758003958981135e-06,3.823358900589824e-07
2005,7.482079155352039e-06,3.9182620348299224e-07
2006,8.111831135693137e-06,3.730808204593927e-07
2007,1.1211705214009271e-05,4.0104573484356365e-07
2008,1.2071118788981039e-05,3.8189232554053376e-07
2009,1.3533561116219062e-05,4.453491921907471e-07
2010,1.8462944467501075e-05,4.766307091230715e-07
2011,2.103490487570525e-05,5.800965356961285e-07
2012,2.684627719418131e-05,5.899570001410837e-07
2013,2.999508797074668e-05,6.041245010912633e-07
2014,3.18222984105887e-05,6.054584575920785e-07
2015,3.196456850673712e-05,6.292857341883007e-07
2016,3.1986253134164144e-05,7.703313684714885e-07
2017,3.177971848344896e-05,9.790759336603116e-07
2018,3.5892970231543586e-05,6.223916484415781e-07
2019,3.3741404308784695e-05,6.117268700478462e-07
