year,aies_VERB eu_VERB,aies_VERB su_VERB
1949,1.2762110479513922e-08,9.817008317369869e-10
1950,2.1270722072586068e-08,1.0635361480382244e-09
1951,1.5992101864981123e-08,6.396841278899501e-09
1952,1.2653764258629963e-08,0.0
1953,9.69644453618912e-09,1.0773827385790469e-09
1954,1.8567819282111486e-08,9.772536113672459e-10
1955,1.3139850985055546e-08,1.8771215692936494e-09
1956,6.976913269340912e-09,3.488456634670456e-09
1957,5.301022731885041e-09,4.417518795207798e-09
1958,1.1581140491045971e-08,8.272243445794913e-10
1959,1.8601795659378695e-08,1.5501495642666896e-09
1960,2.906750040665429e-08,6.920833350854139e-10
1961,1.80652133252579e-08,6.94815938118154e-09
1962,1.77574772664002e-08,1.2683912808952869e-09
1963,1.4871922360271128e-08,2.5864212993553792e-09
1964,1.6426714211092985e-08,1.8251904432275978e-09
1965,9.302473458205895e-09,0.0
1966,1.273987226824147e-08,0.0
1967,1.6763140209263838e-08,9.860671168482327e-10
1968,1.9313088017725022e-08,1.3474247273492779e-09
1969,1.9529558414888015e-08,1.3625273131978588e-09
1970,8.277704743875347e-09,1.8394900047624674e-09
1971,2.4664307929356255e-08,6.166076982339064e-09
1972,9.747279428040656e-09,1.5390440033513642e-09
1973,1.7090931336838366e-08,1.6539611902288698e-09
1974,1.4626486688484874e-08,2.812785782069227e-09
1975,8.567219822452898e-09,0.0
1976,1.1427053969725876e-08,1.7140580066410394e-09
1977,7.639816779203557e-09,0.0
1978,1.0693064211864112e-08,0.0
1979,1.8141117053005473e-08,2.3407893401383717e-09
1980,1.591842213599648e-08,1.1370301367108482e-09
1981,1.2018544381930951e-08,6.325549528618524e-10
1982,6.2075020679230875e-09,6.207502289967692e-10
1983,1.0736036948344463e-08,1.89459470334441e-09
1984,1.681712546997005e-08,4.639206796497319e-09
1985,1.2632671797518924e-08,0.0
1986,7.1933827783254856e-09,5.395036861699509e-09
1987,1.2221633483022742e-08,6.110816852533674e-10
1988,2.1587593934668803e-08,5.396898483667201e-09
1989,7.134558721588746e-09,0.0
1990,1.8525414091641323e-08,7.083246433836621e-09
1991,1.2309077312977479e-08,1.1722930404189924e-09
1992,1.4325855168806356e-08,3.856960972825618e-09
1993,1.2186256448387667e-08,5.539207426075166e-10
1994,1.2659823411809157e-08,4.2199412852994556e-09
1995,1.3013881527967897e-08,3.253470381991974e-09
1996,1.2277611816102763e-08,1.067618438099771e-09
1997,1.2466725429760572e-08,1.917957792585412e-09
1998,1.4304387896402204e-08,1.43043876743576e-09
1999,1.0054442611817649e-08,3.1991407301035224e-09
2000,1.6346715980830595e-08,4.418031274155965e-09
2001,1.8839211080035057e-08,2.6287270138425356e-09
2002,1.62105191492401e-08,1.752488598683044e-09
2003,2.2918076325595393e-08,2.5001538617175356e-09
2004,1.3654853248112886e-08,5.285749615779878e-09
2005,1.7564623533417034e-08,1.3511248786457486e-09
2006,2.3471972809829822e-08,8.235779835885637e-10
2007,3.914589896680809e-08,3.994479413904628e-09
2008,5.492097088222181e-08,6.3861596011349775e-09
2009,6.389377915638761e-08,6.675469510497578e-09
2010,8.975207066441726e-08,6.613310343794865e-09
2011,8.833374920413917e-08,8.795135286732148e-09
2012,1.1234033792106857e-07,6.808505315092361e-09
2013,1.2104803204238124e-07,8.925200134513034e-09
2014,1.3360796913275408e-07,1.4291938299493268e-08
2015,1.336594976919514e-07,1.1304534197620342e-08
2016,1.4354387189996487e-07,1.2220906064897008e-08
2017,1.4087423494402174e-07,1.2074934829797712e-08
2018,1.7605603375159262e-07,1.3165480261534412e-08
2019,1.6045713380208326e-07,1.2754938438774843e-08
