year,quelques_DET honnêtes_ADJ,quelques_DET sonnettes_NOUN
1800,3.45858084394024e-08,0.0
1801,7.619784270218588e-08,0.0
1802,5.147032311469957e-08,0.0
1803,4.4857802805609026e-08,0.0
1804,2.9662211797898408e-08,0.0
1805,5.685755510853596e-08,0.0
1806,3.1698359492793315e-08,0.0
1807,3.131650583299006e-08,0.0
1808,4.305540457494317e-08,9.064295980465431e-09
1809,4.0662548883574345e-08,0.0
1810,1.5678849774047876e-07,0.0
1811,4.262030373070047e-08,0.0
1812,2.6672083208723052e-08,2.1337665856435706e-08
1813,4.026038169513413e-08,0.0
1814,1.32160433263806e-07,0.0
1815,6.74305908887618e-08,0.0
1816,7.879853214376453e-08,0.0
1817,7.005930058312515e-08,1.556873407970727e-09
1818,7.033494853203592e-08,0.0
1819,7.142224855982704e-08,0.0
1820,7.594548190326122e-08,0.0
1821,8.579494603644378e-08,0.0
1822,9.925359734097583e-08,6.015369535816717e-09
1823,1.08709552470998e-07,0.0
1824,8.33690139145915e-08,8.421112696055388e-10
1825,4.402721454077607e-08,0.0
1826,2.9947145208097936e-08,5.284790383086602e-09
1827,5.438191053031005e-08,4.608636583469661e-09
1828,5.4116576109208836e-08,5.503380862137419e-09
1829,5.744028119814004e-08,0.0
1830,6.575206445980086e-08,0.0
1831,3.2741533706470705e-08,0.0
1832,4.464889968858188e-08,2.3000948701223933e-08
1833,5.328469154797233e-08,1.3900354645102198e-08
1834,8.214387392513345e-08,0.0
1835,4.61348363955949e-08,0.0
1836,4.838939915430274e-08,9.409050427677812e-09
1837,2.504840679318221e-08,1.3915781860163179e-09
1838,4.1660268124132926e-08,1.2624323808552163e-09
1839,2.5169310302608494e-08,6.9914751765765e-10
1840,2.993753511759678e-08,0.0
1841,5.8426992133320255e-08,0.0
1842,4.226207162005835e-08,2.683306021822318e-09
1843,2.7762482091020502e-08,0.0
1844,3.9517641825526084e-08,1.6465684371524958e-09
1845,4.9664027113038856e-08,1.1160455892778032e-09
1846,4.507966089306592e-08,0.0
1847,2.3190861675459473e-08,0.0
1848,3.459445263587213e-08,0.0
1849,4.8600608426596636e-08,0.0
1850,4.684407439725646e-08,2.0366988096043315e-09
1851,2.7087643239553927e-08,6.449438760824933e-10
1852,3.580800056468547e-08,0.0
1853,4.956703580916155e-08,2.388772735173461e-09
1854,3.948705096235017e-08,5.195664454227256e-10
1855,6.63367138997728e-08,1.8574279891936385e-08
1856,1.967331869634492e-08,7.248064981535407e-09
1857,3.3682413413949064e-08,9.763018171682347e-10
1858,3.768130507619816e-08,9.787352039936081e-10
1859,4.1755821467148735e-08,1.018434669930457e-09
1860,5.401077113331709e-08,9.154367819341758e-10
1861,6.413710451624866e-08,4.715963730639317e-10
1862,4.9697849835439456e-08,9.035972525772706e-10
1863,5.943598679891693e-08,0.0
1864,5.657778956447146e-08,2.397363974004918e-09
1865,4.942186709877561e-08,0.0
1866,6.95782649273724e-08,4.865612912574591e-10
1867,2.329349513274792e-08,9.7056229719783e-09
1868,4.841076606254546e-08,0.0
1869,6.202069258165466e-08,0.0
1870,4.587238988662534e-08,4.587239033071455e-09
1871,8.390729933083207e-08,1.0621177271019633e-09
1872,2.9027228398703642e-08,6.047339295989218e-10
1873,2.8732821455434987e-08,5.986004469882289e-10
1874,3.525019476313673e-08,5.974609140757536e-10
1875,8.925582317687031e-08,0.0
1876,4.836811928754514e-08,0.0
1877,6.926994000622244e-08,3.0924081073635534e-09
1878,3.744235010927355e-08,0.0
1879,5.9260454321474754e-08,1.221865053580018e-09
1880,3.1447447090826586e-08,6.417846254436199e-10
1881,4.8110301298365243e-08,6.275256869692214e-09
1882,6.721938672349381e-08,2.6621540527571597e-09
1883,5.434631589196215e-08,1.8958017378167824e-09
1884,3.895001388087849e-08,7.922036360241691e-09
1885,3.2228177904158883e-08,2.5782542767416317e-09
1886,4.646493945159591e-08,3.2267318816892043e-09
1887,2.9380160138092748e-08,2.3504128421336645e-08
1888,3.4873380627686856e-08,8.242799331981132e-09
1889,3.571127926704776e-08,3.132568426877924e-09
1890,3.736000159237918e-08,5.898947996740844e-09
1891,2.1034926134255727e-08,6.374220040683554e-10
1892,3.322311603604078e-08,1.8805537127519756e-09
1893,2.4633665995921206e-08,4.926733243593162e-09
1894,2.520615716150587e-08,6.301539290376468e-09
1895,3.1898656827067384e-08,0.0
1896,3.479246973858707e-08,1.7691086373616827e-09
1897,4.836172351474488e-08,1.1653427112179315e-09
1898,3.734514397724098e-08,0.0
1899,3.703477347016815e-08,0.0
1900,3.1665423616544786e-08,0.0
1901,2.7384821577047802e-08,1.1177477832191585e-09
1902,2.258730624760119e-08,0.0
1903,2.9161188797033333e-08,1.0800440541913758e-09
1904,2.579820090886642e-08,2.6873125946735854e-09
1905,2.9932401446330914e-08,1.5482277126999122e-09
1906,2.572092172581364e-08,3.600929110447737e-09
1907,2.2628511286981734e-08,5.142843373384665e-10
1908,3.290630612440282e-08,9.822778146428846e-10
1909,3.0805508699494055e-08,3.300590023513905e-09
1910,3.2599320132220555e-08,3.740905363258662e-09
1911,5.3203741856577835e-08,4.788336838146279e-09
1912,3.334029541335326e-08,2.0837684910901544e-09
1913,2.7045247430468322e-08,6.893886794756554e-09
1914,2.6117299878336553e-08,3.3483718020477227e-09
1915,2.7095752752615e-08,0.0
1916,2.307367008569372e-08,0.0
1917,2.9609346086090227e-08,2.1932848870420685e-09
1918,2.412139110674616e-08,2.2972752589112133e-09
1919,1.3811772281435708e-08,1.8415696745321952e-09
1920,2.4231141537711665e-08,3.786115865267448e-09
1921,3.786373803382759e-08,2.2718242842501013e-09
1922,2.803615417601435e-08,1.4755870969551665e-09
1923,1.9108707505210987e-08,0.0
1924,3.0939899087201184e-08,5.156649773851996e-09
1925,2.4195992320841242e-08,5.499089184013428e-09
1926,2.2292277579438746e-08,5.57306911730393e-09
1927,4.1252132376712325e-08,4.4596899506643695e-09
1928,2.170947865920425e-08,3.4278122562625413e-09
1929,2.2280812750352652e-08,1.1140406375176326e-09
1930,3.151081173768944e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,1.0323595756034365e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,8.38710612072191e-09
1935,2.2739740757060645e-08,1.196828414151696e-09
1936,1.576212893539264e-08,0.0
1937,2.5182236740306507e-08,1.2591118148108649e-09
1938,1.0372171566075394e-08,2.5930428915188486e-09
1939,2.7529290846928234e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,3.4838822493554744e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,1.5249528306782167e-08,0.0
1946,2.5057986796639398e-08,4.1763312808029696e-09
1947,1.5497132244135514e-08,1.1920870957027319e-09
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,1.3743811200228606e-08,9.817008317369869e-10
1950,8.508289184305795e-09,4.2541445921528975e-09
1951,1.9190522948520083e-08,1.0661401761424827e-09
1952,1.3708244650523227e-08,0.0
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,1.9186511712732113e-08,2.616342476002842e-09
1957,2.6505113659425206e-09,8.835037701437898e-10
1958,1.3235589735316466e-08,0.0
1959,1.705164542897819e-08,0.0
1960,8.997083078554624e-09,6.920833350854139e-10
1961,1.250668635321972e-08,6.948159270159238e-10
1962,2.40994342814993e-08,1.9025869768540815e-09
1963,1.4871922360271128e-08,0.0
1964,2.372747665013719e-08,1.8251904432275978e-09
1965,1.6963335014441583e-08,2.73602163147757e-09
1966,1.7725038770066703e-08,0.0
1967,1.7749208547357398e-08,1.9721342336964653e-09
1968,1.5719955448467715e-08,1.7965663401398047e-09
1969,1.9983734195205827e-08,3.1792304344691047e-09
1970,1.4256047370375668e-08,4.5987250119061684e-10
1971,1.9012070140433934e-08,1.541519245584766e-09
1972,1.3851396807318395e-08,0.0
1973,1.4334330278309437e-08,1.6539611902288698e-09
1974,1.8564385695363228e-08,1.1251143350321513e-09
1975,1.2565256835017635e-08,5.711480177694739e-10
1976,1.1427053858703573e-08,5.713526873840635e-10
1977,1.7630345627850375e-08,1.1753563677885381e-09
1978,1.960395146216598e-08,0.0
1979,1.4629933042797916e-08,1.7555920051037788e-09
1980,4.548120546843393e-09,2.2740602734216964e-09
1981,5.06043967840597e-09,2.5302198114474095e-09
1982,1.2415004690957687e-08,2.483000915987077e-09
1983,5.052252838311233e-09,1.89459470334441e-09
1984,1.391762050051426e-08,1.739702604197646e-09
1985,5.4140022465176685e-09,3.0077789148208467e-09
1986,2.2179596936844348e-08,1.7983456945813714e-09
1987,1.4054879038383206e-08,2.4443267410134695e-09
1988,9.594485983477341e-09,2.99827696004229e-09
1989,1.92084268491044e-08,1.0976244357863152e-09
1990,9.262706657242603e-09,2.724325431913144e-09
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,8.815910890191958e-09,1.65298330578878e-09
1993,1.384801839865446e-08,1.661762283333701e-09
1994,1.0549853379782093e-08,2.1099706426497278e-09
1995,7.0491861237087505e-09,4.880205572987961e-09
1996,8.540947282753564e-09,1.067618438099771e-09
1997,1.102825741838842e-08,9.58978896292706e-10
1998,9.059445527093146e-09,2.3840645013706308e-09
1999,5.941261704833778e-09,4.570201161957499e-10
2000,9.277866253043499e-09,1.3254094488601709e-09
2001,5.695575205910686e-09,3.066848330846028e-09
2002,6.133709873346049e-09,1.752488598683044e-09
2003,1.0417307738652681e-08,2.5001538617175356e-09
2004,5.285749532513151e-09,8.809582507929292e-10
2005,1.0808999140188291e-08,4.503749373441224e-09
2006,5.7650457740976435e-09,2.4707338397433887e-09
2007,3.994479552682506e-09,4.393927444112933e-09
2008,6.811903652259588e-09,8.514879357157668e-10
2009,5.245011536203492e-09,9.53638501499654e-10
2010,9.447585658239888e-09,2.3618964561933353e-09
2011,8.412738006224885e-09,4.9711634531046656e-09
2012,1.5659562313530273e-08,2.382976926895708e-09
2013,8.088462455368983e-09,2.5102124823206395e-09
2014,2.3170263763194754e-08,2.165445156521173e-09
2015,2.039249324958803e-08,4.654808455351045e-09
2016,2.278474076078396e-08,2.6927421681310904e-09
2017,6.037467248365402e-09,2.0124890642847504e-09
2018,1.2391040471460002e-08,2.581466596041082e-09
2019,2.550987837635077e-08,1.275493877184175e-09
