year,ces_DET ombres_NOUN,ces_DET sombres_ADJ
1898,2.6311350476149187e-07,2.0539827794152643e-07
1899,3.2391608506543434e-07,1.4261152969652358e-07
1900,3.099058738520455e-07,1.8480149854838146e-07
1901,2.950854192662611e-07,1.5872019165641404e-07
1902,2.1261529536964474e-07,1.482905664929035e-07
1903,2.4192986236570846e-07,1.7496714299625182e-07
1904,2.617442511620993e-07,1.6715084871776753e-07
1905,3.0293655745028403e-07,1.5430669897398275e-07
1906,3.760398774588225e-07,1.5278228371329305e-07
1907,2.3142794880470774e-07,1.5839957212548939e-07
1908,2.5883020637884613e-07,1.6993405838050535e-07
1909,3.2675841299401043e-07,1.9583501309483609e-07
1910,3.484386139618323e-07,1.9666474049273575e-07
1911,2.942167038888499e-07,1.526947448482474e-07
1912,3.365286018741642e-07,1.8389256961626188e-07
1913,3.754516813003761e-07,1.9461972122769566e-07
1914,3.7166928490428575e-07,1.93535894865704e-07
1915,2.532863758730741e-07,1.5314990120529615e-07
1916,2.988589571373268e-07,1.9008308616008662e-07
1917,2.939001717550127e-07,2.4126132847079873e-07
1918,3.721585839500108e-07,2.170925048616823e-07
1919,4.29085725173195e-07,2.0165188630016928e-07
1920,3.4377932944806844e-07,1.8097633169844585e-07
1921,3.975692262070396e-07,2.1355147428181454e-07
1922,3.740613203073728e-07,1.962530866705947e-07
1923,3.832357271527087e-07,2.006414172583959e-07
1924,3.661221333883802e-07,2.384950468226066e-07
1925,4.333282019874929e-07,2.1446446396566898e-07
1926,4.235532653495966e-07,1.7722360823313466e-07
1927,4.2813022949061974e-07,1.917666683226571e-07
1928,3.61062909348675e-07,1.7367582172411744e-07
1929,3.8768614674111745e-07,1.53737603092452e-07
1930,4.054390907448635e-07,1.6910801825531507e-07
1931,3.4672284243697504e-07,1.767830219989719e-07
1932,3.7481614478807046e-07,1.5672137454458834e-07
1933,3.8312013073138473e-07,1.6517754009015562e-07
1934,3.42673196485066e-07,1.5815685117104294e-07
1935,3.6622948762499163e-07,2.4295616984915114e-07
1936,3.491917861531135e-07,1.4064669207058955e-07
1937,2.7700459304114133e-07,1.3724318836949578e-07
1938,3.3190947856809316e-07,1.7762344395322316e-07
1939,3.63998387875597e-07,1.269406197934586e-07
1940,2.840076902543842e-07,1.1411022793339498e-07
1941,3.6893783317282214e-07,1.3281761157557526e-07
1942,2.7914748335078343e-07,2.457711474335156e-07
1943,3.5129146347401274e-07,2.0032322911589517e-07
1944,3.887955166703705e-07,2.442021429516217e-07
1945,4.945204068462772e-07,2.418139555260268e-07
1946,4.6078856286158043e-07,1.8793491207702573e-07
1947,4.1127006067398497e-07,2.4199368020560996e-07
1948,4.261780013337102e-07,1.8482209185322063e-07
1949,3.4457699538137376e-07,1.541270329141753e-07
1950,4.2541446454436027e-07,2.9672658286017395e-07
1951,3.4542941940163274e-07,1.609871720376077e-07
1952,3.3321580428236075e-07,1.7715270139717632e-07
1953,2.855064238360683e-07,1.6268479807735048e-07
1954,3.3715249347920917e-07,1.6808762826059365e-07
1955,3.2380346270954874e-07,1.5204685333003454e-07
1956,3.6105526390883824e-07,2.0145836820972818e-07
1957,2.9862426620397287e-07,1.0248643800281343e-07
1958,2.9366464798785685e-07,1.3566479939441933e-07
1959,2.3794795933618218e-07,1.1936151889102575e-07
1960,3.079770754532696e-07,1.4810583248703324e-07
1961,3.689472627410595e-07,1.6258692259185636e-07
1962,3.469050016136066e-07,1.5791471241755062e-07
1963,3.407610096317626e-07,1.4225317457317033e-07
1964,3.224503170584647e-07,1.8738623008829336e-07
1965,3.551356031472608e-07,1.7619979786331896e-07
1966,2.9578658988782536e-07,1.3681514143826234e-07
1967,3.5991451285966036e-07,1.7995725398733953e-07
1968,3.6649953827350146e-07,2.0705426972966734e-07
1969,3.011185325529908e-07,1.4215701726882912e-07
1970,2.8190183809506664e-07,1.439400927338852e-07
1971,2.877502547349309e-07,1.5826263943807817e-07
1972,2.9293138537056507e-07,1.5698249455908808e-07
1973,2.409270090097948e-07,1.2625236944785456e-07
1974,2.0758359214889666e-07,9.675983569934488e-08
1975,1.7134440977173426e-07,1.153718982571661e-07
1976,2.456816581286603e-07,1.0969971508956178e-07
1977,2.25668416620195e-07,1.1577260572437353e-07
1978,2.4950484434071996e-07,1.2712865160580122e-07
1979,2.2530096865924776e-07,1.392769606312072e-07
1980,2.1262463190119263e-07,1.0915489134788459e-07
1981,2.7832419313700285e-07,1.201854438193095e-07
1982,2.4581708668591773e-07,1.0490679169805617e-07
1983,2.5134958292483134e-07,1.1430722146599237e-07
1984,2.812519239725475e-07,1.0786155879571879e-07
1985,2.785203474520159e-07,1.221158258957189e-07
1986,2.439755599770166e-07,1.1269632427257648e-07
1987,2.5054348773423385e-07,1.1793876542043336e-07
1988,2.2427111701084357e-07,1.241286602393643e-07
1989,2.2775706920441507e-07,1.168970040765771e-07
1990,2.391957794056765e-07,1.3022275968666008e-07
1991,2.461815373777654e-07,1.1195398386121269e-07
1992,2.5511041790160505e-07,1.3278965926843966e-07
1993,2.5591138330671725e-07,1.251860863860088e-07
1994,2.3789918457417514e-07,9.81136372146807e-08
1995,2.5105947337733525e-07,1.1116023834745192e-07
1996,2.647693748691893e-07,1.1316755532675415e-07
1997,2.2344208261415588e-07,1.179544071305827e-07
1998,2.5032677886116517e-07,1.0060752675400408e-07
1999,1.9743268853122942e-07,1.1562608825954612e-07
2000,2.421081262138358e-07,1.14427013642171e-07
2001,2.230036828532178e-07,1.1654023168716776e-07
2002,2.3308098873187078e-07,1.130355129497218e-07
2003,2.3584783548358246e-07,1.1334030691756425e-07
2004,2.2993010662109015e-07,1.2950085981344728e-07
2005,2.2924085918418768e-07,1.1124261867223595e-07
2006,2.3471972132593777e-07,1.16124496241099e-07
2007,2.680295694279522e-07,1.3820898558947192e-07
2008,2.469314958619684e-07,1.3794103903563837e-07
2009,2.622505848037804e-07,1.3398621234728125e-07
2010,2.947646962070394e-07,1.473823489916981e-07
2011,2.9062186124306777e-07,1.5448847179300174e-07
2012,3.557443979396169e-07,2.107232370818224e-07
2013,3.5951822452418014e-07,2.1113675874318005e-07
2014,4.402349984555798e-07,2.221746751018827e-07
2015,4.3023728268920536e-07,2.6288583043765357e-07
2016,4.0618979735285166e-07,2.738311675187788e-07
2017,3.318091259529865e-07,1.786084018462475e-07
2018,4.138091218575113e-07,2.3207385790868784e-07
2019,4.3851479158973916e-07,2.3418067573999224e-07
