year,deux_DET orties_NOUN,deux_DET sorties_NOUN
1876,1.813804439976252e-09,3.627608924361425e-08
1877,1.2369631985365004e-09,1.9172929466293454e-08
1878,0.0,5.314398054956371e-08
1879,1.832797580370027e-09,3.421222105615129e-08
1880,0.0,3.850707597230496e-08
1881,1.3945015142624584e-09,4.74130521510574e-08
1882,0.0,1.7969540300200038e-08
1883,6.319338941018771e-10,5.81379187014619e-08
1884,6.601696966868076e-10,8.71423999626586e-08
1885,1.933690763067375e-09,5.9299847254834503e-08
1886,0.0,3.9366129911400094e-08
1887,6.528924623161458e-10,3.068594600641461e-08
1888,1.268122939990235e-09,3.614150223540946e-08
1889,6.265136742733546e-10,3.069917065001704e-08
1890,6.554386478008212e-10,3.47382496102e-08
1891,6.374220040683554e-10,4.971891698346553e-08
1892,1.8805537127519756e-09,4.387958707496864e-08
1893,1.2316833108982905e-09,3.079208360512453e-08
1894,0.0,2.5206156495372056e-08
1895,6.018614495673091e-10,4.273216425154658e-08
1896,0.0,3.774098633613221e-08
1897,1.7480140668268973e-09,5.244042144969541e-08
1898,2.26334195829736e-09,2.9423445124798775e-08
1899,1.1055156790007459e-09,2.1557555740514545e-08
1900,0.0,4.983411017178696e-08
1901,1.1177477832191585e-09,1.620734257912204e-08
1902,1.9641135384773634e-09,5.5977234847404134e-08
1903,0.0,2.322094760920379e-08
1904,5.374625189347171e-10,4.622177751656409e-08
1905,5.160759042333041e-10,3.406100806957468e-08
1906,5.144184522798412e-10,3.6009292214700395e-08
1907,5.142843373384665e-10,3.2399914473568714e-08
1908,4.911389073214423e-10,3.92911132518492e-08
1909,0.0,4.73084573182625e-08
1910,5.344150677544235e-10,4.3822035444840424e-08
1911,0.0,3.724261876669743e-08
1912,0.0,4.5842907581139514e-08
1913,1.590896969716482e-09,5.09087019207044e-08
1914,6.696743715117748e-10,5.0225578640539226e-08
1915,0.0,3.2986132825207903e-08
1916,1.0987462051303964e-09,6.152978571094536e-08
1917,1.0966424435210342e-09,2.8512703309502285e-08
1918,0.0,5.283732917860107e-08
1919,0.0,6.537572261322566e-08
1920,0.0,3.407504323149624e-08
1921,0.0,5.6038330420449256e-08
1922,0.0,2.8036154731125862e-08
1923,0.0,2.017030231726835e-08
1924,0.0,3.0939899087201184e-08
1925,1.0998177923937646e-09,3.409435223034052e-08
1926,0.0,2.229227646921572e-08
1927,0.0,4.571182032897525e-08
1928,0.0,2.0566874425753667e-08
1929,0.0,3.4535259096912796e-08
1930,0.0,4.936693720480889e-08
1931,0.0,3.5356607419601005e-08
1932,0.0,5.808554259800758e-08
1933,0.0,4.3588517684156614e-08
1934,0.0,1.9170528275935794e-08
1935,0.0,3.59048533127293e-08
1936,0.0,2.66743711563322e-08
1937,0.0,2.7700460591972842e-08
1938,0.0,3.630260181353151e-08
1939,0.0,6.423501019980904e-08
1940,0.0,3.550096128179803e-08
1941,0.0,5.017554371988808e-08
1942,0.0,2.730790527039062e-08
1943,5.806470415592457e-09,1.7419411690866582e-08
1944,0.0,4.177142010064472e-08
1945,0.0,3.0499055725385915e-08
1946,0.0,3.619487021211398e-08
1947,0.0,4.5299309414659206e-08
1948,0.0,4.022598387720677e-08
1949,0.0,3.7304630495782476e-08
1950,0.0,5.743095043975188e-08
1951,3.1984206394497505e-09,4.584402824026057e-08
1952,0.0,5.166953798152463e-08
1953,0.0,5.92560516210483e-08
1954,0.0,5.1794440292241006e-08
1955,0.0,4.411235599022234e-08
1956,0.0,6.628067517056024e-08
1957,0.0,6.979679911811587e-08
1958,0.0,7.031407189828087e-08
1959,0.0,7.053180217653221e-08
1960,6.920833350854139e-10,6.644000105637815e-08
1961,0.0,7.504012078385358e-08
1962,0.0,7.610347418918195e-08
1963,0.0,8.405868978655917e-08
1964,0.0,7.118243017245618e-08
1965,0.0,7.223097009401158e-08
1966,1.6617224263271169e-09,7.034625060242661e-08
1967,0.0,9.170424508653241e-08
1968,1.3474247273492779e-09,1.0105685355199512e-07
1969,4.5417578031781147e-10,7.630153087134772e-08
1970,0.0,8.001781237609862e-08
1971,0.0,9.043579529688373e-08
1972,0.0,6.258779294832095e-08
1973,0.0,8.710862164917899e-08
1974,0.0,7.763288789597311e-08
1975,0.0,1.068046784347132e-07
1976,5.713526873840635e-10,7.084773612220374e-08
1977,0.0,6.170621036361013e-08
1978,5.940591352171509e-10,7.247521338626939e-08
1979,0.0,6.086052284359766e-08
1980,0.0,4.8323780754699897e-08
1981,0.0,7.147870761947672e-08
1982,0.0,4.407326648081522e-08
1983,0.0,6.69423485533116e-08
1984,0.0,5.97297861171242e-08
1985,0.0,6.25618037375375e-08
1986,5.994485463567401e-10,5.874595698784901e-08
1987,0.0,7.088547215872154e-08
1988,5.996553809062277e-10,5.876622877210025e-08
1989,0.0,5.70764711049776e-08
1990,0.0,5.884543075040938e-08
1991,0.0,6.56484067107499e-08
1992,0.0,5.509944278614398e-08
1993,0.0,4.043621260052532e-08
1994,0.0,4.905681882938495e-08
1995,5.422450821690461e-10,4.663307606733724e-08
1996,0.0,5.01780648143324e-08
1997,0.0,5.6100267098457834e-08
1998,0.0,5.054217000477479e-08
1999,0.0,3.8846708516615536e-08
2000,0.0,4.5947526672307504e-08
2001,0.0,5.47651479720912e-08
2002,4.38122149670761e-10,4.07453588646689e-08
2003,0.0,5.333661401429879e-08
2004,0.0,4.2726475246723794e-08
2005,0.0,6.215174330748141e-08
2006,1.2353669198716943e-09,5.3120780663107325e-08
2007,0.0,5.7919953722063156e-08
2008,0.0,7.322796236053364e-08
2009,0.0,9.488703334170623e-08
2010,0.0,8.739016976733183e-08
2011,0.0,9.674648815405362e-08
2012,0.0,1.0076588097263084e-07
2013,2.789125042035323e-10,7.419072822756334e-08
2014,2.1654451842767486e-10,7.449131089742878e-08
2015,6.649726325136385e-10,7.824511438769832e-08
2016,4.1426800878596737e-10,9.341743290036675e-08
2017,5.031222660711876e-10,7.999644058287458e-08
2018,0.0,8.596284395423481e-08
2019,0.0,1.1122306275979099e-07
