year,beaux_ADJ airs_NOUN,beaux_ADJ cerfs_NOUN
1933,6.079450853846424e-08,1.1470662197865522e-09
1934,5.990790441501304e-08,2.3963160344919743e-09
1935,3.8298509252854274e-08,3.590485242455088e-09
1936,2.7886843056990074e-08,8.487299751891442e-09
1937,2.0145789036973838e-08,6.295559185076627e-09
1938,3.8895642262559704e-08,2.5930428915188486e-09
1939,2.4470480752825097e-08,4.588215141154706e-09
1940,4.0572528225979454e-08,0.0
1941,7.67390702094417e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,5.516146828199453e-08,8.709705845433291e-09
1944,5.7837350908584995e-08,3.2131861615880553e-09
1945,5.2284097051824574e-08,4.357008087652048e-09
1946,6.960552134671616e-08,5.568441707737293e-09
1947,5.3643918418444514e-08,3.5762612871081956e-09
1948,3.370285339698853e-08,5.435944139264848e-09
1949,3.6322930441201606e-08,1.0798709482173763e-08
1950,5.424034488221707e-08,8.508289184305795e-09
1951,3.5182625701679626e-08,2.1322803522849654e-09
1952,2.003512733494972e-08,1.0544803918932644e-09
1953,4.74048422738349e-08,1.0773827385790469e-09
1954,4.788542762312886e-08,2.9317608341017376e-09
1955,3.754243049769457e-08,6.569925492527773e-09
1956,4.186147961604547e-08,8.72114158667614e-10
1957,2.7388617263035542e-08,1.7670075402875796e-09
1958,4.136121828368644e-08,1.6544486891589827e-09
1959,5.813060877102316e-08,1.5501495642666896e-09
1960,6.367166527354584e-08,4.152500121534786e-09
1961,6.948159025910172e-08,4.16889545107324e-09
1962,6.151697595768724e-08,1.0781326054143392e-08
1963,5.108182232760328e-08,3.2330267352165265e-09
1964,3.711220830648898e-08,6.6923653285755336e-09
1965,4.705957334927291e-08,7.1136563306595235e-09
1966,4.7636043665200134e-08,2.215629901769489e-09
1967,8.332267054100839e-08,4.437302081328198e-09
1968,1.059974152894938e-07,4.042274071025531e-09
1969,4.995933711171574e-08,2.7250546263957176e-09
1970,6.806112795576524e-08,6.898087434592526e-09
1971,7.399292378806877e-08,1.541519245584766e-09
1972,1.1645433461993093e-07,4.104117490300041e-09
1973,4.7413552861641506e-08,4.410563025913916e-09
1974,3.7691331833400454e-08,7.875800456247362e-09
1975,2.8557400888473694e-08,4.569184142155791e-09
1976,2.742492810625663e-08,5.713526873840635e-10
1977,5.641710654202825e-08,1.1753563677885381e-09
1978,5.3465322280565886e-08,2.970295565063452e-09
1979,3.101546042216796e-08,5.851973350345929e-10
1980,3.183684427199296e-08,1.7055452605774235e-09
1981,3.415796845374075e-08,6.325549528618524e-10
1982,2.296775925003658e-08,0.0
1983,3.852342689292243e-08,3.157658134966823e-09
1984,4.697196764880118e-08,4.059305780401701e-09
1985,3.549179372619449e-08,1.2031116103372597e-09
1986,3.596691344753822e-08,2.997242676272549e-09
1987,3.4220574485210875e-08,6.110816852533674e-10
1988,2.338656018840979e-08,1.798966087207532e-09
1989,2.9087047104248143e-08,1.0976244357863152e-09
1990,2.8332985735346483e-08,0.0
1991,3.692722927439718e-08,0.0
1992,5.344645770399836e-08,1.65298330578878e-09
1993,5.317639040214317e-08,1.661762283333701e-09
1994,2.9539588497495828e-08,2.637463358823311e-09
1995,4.9344302421872044e-08,3.253470381991974e-09
1996,2.9893316044748985e-08,1.067618438099771e-09
1997,3.787966562640577e-08,2.3974471297094624e-09
1998,3.576096796464867e-08,2.86087753487152e-09
1999,6.489685677735224e-08,1.3710603763428253e-09
2000,3.534425208062686e-08,2.2090156370779823e-09
2001,3.2420968798518857e-08,5.695575122643959e-09
2002,4.118348240211844e-08,5.257465574004527e-09
2003,4.583615198505697e-08,1.6667691671301554e-09
2004,4.9333662044404036e-08,8.809582507929292e-10
2005,3.828187233878566e-08,3.602999676388663e-09
2006,3.294311845536413e-08,1.2353669198716943e-09
2007,4.074369019946289e-08,7.988958938831558e-10
2008,7.28022193641209e-08,1.2772318758180745e-09
2009,3.0039612131105287e-08,2.384096253749135e-09
2010,3.779034574158402e-08,2.8342759250676863e-09
2011,2.2561435386592166e-08,3.4415748029203996e-09
2012,2.4170194734551842e-08,4.085103366691101e-09
2013,2.398647502843687e-08,1.9523875849358774e-09
2014,2.858387643245308e-08,3.2481677347817595e-09
2015,4.566145223039442e-08,1.5516027351836215e-09
2016,3.997686448542481e-08,1.0356699942093428e-09
2017,2.188581876838569e-08,3.2702947017071438e-09
2018,3.459165276442633e-08,2.581466596041082e-09
2019,2.831596385144408e-08,3.06118530524202e-09
