year,beaux_ADJ airs_NOUN,beaux_ADJ cerfs_NOUN
1800,1.6349655140857067e-07,0.0
1801,2.09544069207368e-07,4.7623651688866175e-09
1802,6.042168365638645e-08,0.0
1803,1.1116933507082649e-07,0.0
1804,4.3998947840684366e-07,0.0
1805,1.3930100806192058e-07,0.0
1806,2.881669161070022e-07,0.0
1807,9.11025637151397e-08,0.0
1808,1.0650547466184435e-07,0.0
1809,1.219876537561504e-07,0.0
1810,2.0125089861267043e-07,2.3401267590372754e-09
1811,2.5321475050077424e-07,0.0
1812,2.4004873466765275e-07,0.0
1813,2.501895153272926e-07,0.0
1814,1.541871768040437e-07,3.1466771410748606e-09
1815,2.6972236000233352e-08,2.1577788444915313e-08
1816,6.025770460382773e-08,9.270415546325239e-09
1817,1.2454987086130132e-07,0.0
1818,1.323250700124845e-07,0.0
1819,1.0454560817052538e-07,0.0
1820,2.480094565271429e-07,0.0
1821,9.960103142248045e-08,0.0
1822,1.0927921323400369e-07,0.0
1823,8.894418357385803e-08,0.0
1824,9.515857612996115e-08,0.0
1825,2.7825200277220574e-07,1.7610886082763955e-09
1826,9.072223861039674e-08,0.0
1827,5.622536392024813e-08,6.452091305675367e-09
1828,7.613009955775851e-08,0.0
1829,4.115124596637543e-08,2.571952872898464e-09
1830,1.763825281386744e-07,0.0
1831,6.704218691311326e-08,4.677361609140007e-09
1832,5.547287429408243e-08,5.411987746839486e-09
1833,1.2973663388038403e-07,1.1583628500844156e-09
1834,4.6672655740209734e-08,8.401078055442213e-09
1835,7.865611451052246e-08,0.0
1836,8.871390377862554e-08,1.3441500135158435e-09
1837,8.279890550966229e-08,6.957891152126194e-09
1838,9.657608046609312e-08,3.787297142565649e-09
1839,7.760537101830778e-08,0.0
1840,7.834716908572403e-08,1.0191501864653674e-08
1841,5.6500828460315233e-08,0.0
1842,8.318248667649186e-08,6.708265054555795e-09
1843,1.0868716060485895e-07,7.088293507706567e-09
1844,1.2568804663715127e-07,1.6465684371524958e-09
1845,6.02664584903323e-08,7.812318791877715e-09
1846,5.327596142024049e-08,4.0981511517657054e-09
1847,7.604444984821157e-08,1.6179670936367074e-09
1848,4.666228647920434e-08,6.43617736884039e-09
1849,9.21735647807509e-08,1.6758829879393033e-09
1850,5.0238568860550004e-08,1.2899092460827433e-08
1851,7.868315066161813e-08,7.739326512989919e-09
1852,7.877760310748272e-08,3.906327261660181e-09
1853,7.40519547903773e-08,1.1943863675867306e-09
1854,8.572846610377383e-08,1.0391328686409906e-08
1855,8.703376863650192e-08,2.1227748447927297e-09
1856,9.215397128725655e-08,3.1063134287023786e-09
1857,1.1813251982184525e-07,7.322263684272912e-09
1858,9.444794812907276e-08,3.4255731584664773e-09
1859,1.1100938257513349e-07,4.073738679721828e-09
1860,1.1122556742293455e-07,1.373155189554609e-08
1861,1.2780262181877333e-07,3.3011746669586728e-09
1862,1.1385325437984761e-07,7.680577063240435e-09
1863,1.0238972691922754e-07,3.995696662428827e-09
1864,1.1938872690464564e-07,9.109982990196386e-09
1865,1.0260920646487648e-07,1.882737743486018e-09
1866,1.201806399397931e-07,1.4596839292835284e-09
1867,9.899735431417866e-08,5.338092634588065e-09
1868,1.0373735648272486e-07,1.0373735648272486e-08
1869,1.0743742251406729e-07,1.1720445947105418e-08
1870,9.862564098739313e-08,0.0
1871,5.735435593123839e-08,6.37270636261178e-09
1872,6.531126706121881e-08,1.8142017887967654e-09
1873,1.2031868834583292e-07,2.9930022904522957e-09
1874,7.408515356743806e-08,1.1949218281515073e-09
1875,7.666846624232448e-08,4.577221712764867e-09
1876,1.2998932041874411e-07,1.269663130187837e-08
1877,1.3421050049089445e-07,6.80329748092845e-09
1878,1.769453010780353e-07,3.6234530931267273e-09
1879,8.491961800416448e-08,6.10932526790009e-10
1880,1.0332732691686886e-07,1.4761046607247863e-08
1881,8.855084843162331e-08,6.2752567586699115e-09
1882,1.098138575628127e-07,2.6621540527571597e-09
1883,6.698499233070976e-08,6.319338941018771e-10
1884,1.1618986750505655e-07,1.3203393933736152e-09
1885,7.21911206369441e-08,3.2228177904158883e-09
1886,7.937760670984062e-08,0.0
1887,1.0119832993815692e-07,1.3057849246322917e-09
1888,4.628648753168818e-08,5.706553452000662e-09
1889,8.771191772893872e-08,4.385595886446936e-09
1890,3.211649257650606e-08,1.9663159989136147e-09
1891,8.350228597464593e-08,1.2748440081367107e-09
1892,5.7043461065831025e-08,3.761107425503951e-09
1893,7.082179120931897e-08,7.390100087434348e-09
1894,7.05772382758596e-08,0.0
1895,6.078800396380757e-08,0.0
1896,5.838058647622546e-08,0.0
1897,6.176316702521945e-08,2.330685422435863e-09
1898,6.846609512667357e-08,5.6583546736987955e-09
1899,3.4823743888523495e-08,2.2110313580014918e-09
1900,6.125442775228862e-08,5.191053142894475e-10
1901,4.0797793643410074e-08,1.1177477832191585e-09
1902,3.191684427861219e-08,1.9641135384773634e-09
1903,5.994244389739833e-08,1.1880484152015924e-08
1904,7.524475087450355e-08,4.299700151477737e-09
1905,5.418797011103038e-08,3.096455536422127e-09
1906,6.121579276818778e-08,0.0
1907,4.217131444050892e-08,0.0
1908,5.353414156417102e-08,9.822778146428846e-10
1909,5.8310426431784634e-08,1.1001967337165297e-08
1910,4.756294180729981e-08,1.068830135508847e-09
1911,4.096688221988387e-08,7.448523575703803e-09
1912,6.772247718167534e-08,1.510732161591477e-08
1913,7.10600641107284e-08,7.42418571064718e-09
1914,6.094036919535029e-08,9.37544086809794e-09
1915,1.6493066246070498e-08,4.712304768617059e-09
1916,2.7468654906215306e-08,1.0987462051303964e-09
1917,4.496233874107247e-08,0.0
1918,5.398596858441351e-08,9.189101035644853e-09
1919,5.340552139410093e-08,3.6831393490643904e-09
1920,6.209229752585088e-08,1.741613253614105e-08
1921,8.481477209443256e-08,7.572747429129834e-10
1922,9.960213054327482e-08,0.0
1923,7.431163684401554e-08,6.369568872344189e-09
1924,6.961477394540339e-08,3.867487219366694e-09
1925,6.158979659609543e-08,1.0998177923937646e-09
1926,5.907453304310195e-08,4.458455382660986e-09
1927,1.2041163088838402e-07,1.1149224876660924e-09
1928,5.827281057690925e-08,3.4278122562625413e-09
1929,7.798284173965442e-08,8.912325100141061e-09
1930,5.882017828362507e-08,0.0
1931,6.84321435073798e-08,2.2810713318222042e-09
1932,7.342889862815838e-08,2.1919073223131136e-09
