year,trois_DET ailes_NOUN,trois_DET selles_NOUN
1800,2.829747991484055e-08,4.7162469485328984e-08
1801,4.524246932646747e-08,8.810375362600098e-08
1802,1.2979472785445978e-07,8.951360541686881e-08
1803,3.21805970315836e-07,6.241085648284184e-08
1804,8.898663206302615e-08,1.656140149464136e-07
1805,1.2224374312808095e-07,1.819441761696794e-07
1806,2.1036184705280903e-07,5.76333825108577e-08
1807,2.8469551160981155e-09,7.402083213037258e-08
1808,6.798222074166915e-08,1.0423940466353088e-07
1809,1.8072244145628247e-08,7.228897658251299e-08
1810,3.042164919975221e-08,6.31834211617388e-08
1811,1.1281845502253418e-07,1.529316833170924e-07
1812,1.8670457180292033e-08,1.3602762427566972e-07
1813,0.0,2.8182268363430296e-07
1814,2.5173417128598885e-08,1.604805390797992e-07
1815,7.821948599939788e-08,1.6992509066504624e-07
1816,1.0892738089296472e-07,1.3905622608945123e-07
1817,7.628679554727569e-08,9.96399013297733e-08
1818,6.556647491606782e-08,1.3590141811903322e-07
1819,1.1386155307491208e-07,1.0765091928988113e-07
1820,5.933240565525466e-09,6.882559144827383e-08
1821,5.0293590514449704e-08,4.9307442462342976e-08
1822,3.8097340393505874e-08,1.0627152846609533e-07
1823,2.7671523739059012e-08,3.03398477008443e-07
1824,3.789500624407083e-08,6.568467902923203e-08
1825,4.754939197937347e-08,1.2767892165754802e-07
1826,1.6735169472426037e-08,1.6735170671466904e-07
1827,1.2904182500328432e-07,1.3733737080912078e-07
1828,1.7885987801946612e-07,9.539192991070422e-08
1829,8.573175946935407e-09,1.6117570433848982e-07
1830,3.757260813586072e-08,3.85119253820676e-07
1831,2.494593065449635e-08,8.575163068513803e-08
1832,2.841293600397421e-08,2.719523815031266e-07
1833,2.3167256557599103e-08,1.1351955997440655e-07
1834,1.9602515166639023e-08,2.2402874577664988e-07
1835,2.4958190181223472e-08,1.4672389880843184e-07
1836,3.76361994902652e-08,1.1425275303622584e-07
1837,2.5048406460115302e-08,2.755324963743533e-07
1838,2.8404729457420785e-08,1.4454850383316398e-07
1839,4.4046294167543465e-08,2.3771015023044129e-07
1840,2.8663598772293852e-08,2.1720637910505047e-07
1841,4.8154113585496816e-08,3.486357762483294e-07
1842,1.2074877542289641e-08,1.7911067828890737e-07
1843,2.4218335115122613e-08,1.2877066390970526e-07
1844,2.5796237201891614e-08,8.891468983307504e-08
1845,4.631589334280761e-08,8.202935353196494e-08
1846,2.751615646445771e-08,1.6919508993851196e-07
1847,1.9954927488186058e-08,1.1433633950730382e-07
1848,2.976732055293141e-08,1.4561851191530195e-07
1849,3.6869426622843093e-08,1.49991524978077e-07
1850,2.4440385715251978e-08,1.4528450975603846e-07
1851,2.96674187438839e-08,1.3608315807545068e-07
1852,5.4688582773465555e-08,2.389370150623904e-07
1853,5.01642281047765e-08,1.2242460201150607e-07
1854,2.6497888327980945e-08,1.7249605654967581e-07
1855,2.600399184871094e-08,1.0932290450682558e-07
1856,4.400610875698874e-08,7.817555935929477e-08
1857,4.3445432140742923e-08,4.930324282170773e-08
1858,3.670256892851498e-08,9.934162292779547e-08
1859,4.1246604132183506e-08,7.129042689513199e-08
1860,2.0139609091529564e-08,8.101615334155099e-08
1861,3.536972875695099e-08,8.252936245511933e-08
1862,3.614389165740306e-08,1.1430505275633607e-07
1863,2.447364266799923e-08,1.2736283139247462e-07
1864,3.2604148714199255e-08,9.349719309881266e-08
1865,3.0594488331647796e-08,6.730787305286867e-08
1866,2.8220554781910323e-08,6.519921003089735e-08
1867,3.34843974769683e-08,8.686532559920579e-08
1868,2.420538258718352e-08,1.2893071499320286e-07
1869,4.3463320054115684e-08,7.129938284222703e-08
1870,4.472558146062511e-08,7.224901210634016e-08
1871,2.6552942955504477e-08,4.779529794163295e-08
1872,2.2979889990892843e-08,4.5959779981785687e-08
1873,3.052862140862089e-08,1.412697088198911e-07
1874,4.899179595341252e-08,1.0634804148423882e-07
1875,3.318485752856759e-08,4.1194994082616176e-08
1876,6.106474947920049e-08,3.869449383131496e-08
1877,4.3293710283442977e-08,6.679601094461418e-08
1878,2.4760263173106978e-08,6.522215656445951e-08
1879,2.077170657699412e-08,5.315113149606532e-08
1880,2.9522093214495726e-08,6.096954052736692e-08
1881,2.5798277292210514e-08,6.344981962058682e-08
1882,2.994923242738423e-08,5.124646573761993e-08
1883,3.5388296737437486e-08,5.9401786600687956e-08
1884,5.41339142401398e-08,7.790002154450804e-08
1885,4.769770578505472e-08,6.381179407100035e-08
1886,6.195325141788999e-08,9.29298824559055e-08
1887,3.852065688647599e-08,7.051238304356389e-08
1888,5.706553252160518e-08,4.7554611803946045e-08
1889,4.1976415676714396e-08,4.448247059585242e-08
1890,3.9326319978272295e-08,5.7678599674204634e-08
1891,3.952016447428264e-08,5.8642823042021064e-08
1892,5.578975859066304e-08,6.581937972427454e-08
1893,6.343169189904074e-08,5.6041589591160346e-08
1894,5.797416080532969e-08,4.600123748588203e-08
1895,4.2130302579934664e-08,4.5741468390758655e-08
1896,9.081424895418522e-08,4.1279202278587945e-08
1897,6.176316347250577e-08,3.845631091348167e-08
1898,6.054439438685222e-08,2.8857610523402855e-08
1899,5.140648084989152e-08,3.8693050541382945e-08
1900,5.8139793979172794e-08,2.8031687082652468e-08
1901,9.277306434185562e-08,2.6267072517072165e-08
1902,7.26722014232628e-08,4.17374117489544e-08
1903,2.6461078661554893e-08,4.320176305583345e-08
1904,6.180818878931404e-08,4.08471514390385e-08
1905,3.973784501454247e-08,6.296126109361921e-08
1906,4.629765992802959e-08,6.68743966869556e-08
1907,4.731416031189539e-08,6.788553186254376e-08
1908,4.2237945585554826e-08,3.8799975232706174e-08
1909,4.125737590454648e-08,4.1807476591770865e-08
1910,3.794347047669788e-08,6.199214941382536e-08
1911,3.724261965487585e-08,4.4691144562847285e-08
1912,3.438217888174222e-08,4.323819480234192e-08
1913,5.886318477088537e-08,7.318125927469055e-08
1914,2.343860217024485e-08,4.085013749488553e-08
1915,2.0027295377644805e-08,2.3561524287174507e-08
1916,1.538244731591476e-08,3.625862476930308e-08
1917,8.773139548168274e-09,1.864292142883528e-08
1918,4.2499593178035866e-08,4.5945506066402686e-08
1919,1.9336480860943084e-08,2.2098836538475553e-08
1920,3.9375606775138294e-08,2.953170330499688e-08
1921,1.9689142760626055e-08,3.256281289054641e-08
1922,3.9103056792555435e-08,3.0987327981346624e-08
1923,4.0340601970001444e-08,2.866305948145964e-08
1924,3.9964035636330664e-08,2.5783249091304583e-08
1925,1.5397448649423495e-08,2.3096174528447477e-08
1926,4.458455293843144e-08,2.0063049888108253e-08
1927,3.9022287179335535e-08,2.118352704361115e-08
1928,3.085031208271971e-08,2.6279895148917376e-08
1929,2.785101571589621e-08,3.007909721297608e-08
1930,3.4661891690213054e-08,2.9410089696924047e-08
1931,2.5091784650044247e-08,4.5621424860087245e-08
1932,1.6439305028370654e-08,3.7262424257278326e-08
1933,3.785318369864399e-08,3.5559053035427723e-08
1934,2.875579241390369e-08,1.4377896206951846e-08
1935,2.5133395809007197e-08,2.752705441366743e-08
1936,3.273672799508631e-08,4.849885826274658e-09
1937,2.6441348666139675e-08,1.1332006333297784e-08
1938,2.3337385357535823e-08,2.7226949583791793e-08
1939,2.141167065872196e-08,1.5294050470515685e-08
1940,5.325144059042941e-08,1.2678914806940611e-08
1941,4.132103725851266e-08,3.246652768851277e-08
1942,2.1239483061208375e-08,3.034211815133858e-08
1943,3.1935586841669306e-08,8.709705845433291e-09
1944,3.855823393905666e-08,9.639558484764166e-09
1945,1.74280327946974e-08,1.089252021913012e-08
1946,2.227376771912759e-08,2.0881657292193267e-08
1947,1.3112957830685446e-08,2.3841741914054637e-09
1948,5.65338156288675e-08,2.1743776335014786e-08
1949,2.9451024730065e-08,1.178041031391075e-08
1950,2.6588403478911005e-08,6.381216666184741e-09
1951,1.5992102864181845e-08,1.9190523947720806e-08
1952,3.0579932142060784e-08,2.4253048791500476e-08
1953,2.2625037843226892e-08,7.54167928107563e-09
1954,3.5181128898997827e-08,3.518113089739927e-08
1955,2.4402580400817442e-08,2.3464018727992197e-08
1956,1.744228228517386e-08,1.831439710997529e-08
1957,2.0320586824329467e-08,3.799066305987253e-08
1958,2.9780076182817083e-08,1.4062814024384807e-08
1959,1.7051645984089703e-08,1.1626121954044777e-08
1960,2.6991250123842292e-08,1.5225833038812198e-08
1961,1.5980766210343944e-08,1.181187059273725e-08
1962,2.6002021535909137e-08,1.7123282014530616e-08
1963,3.2330266463986845e-08,7.1126584622049904e-09
1964,3.589541280879516e-08,1.4601523545820783e-08
1965,2.6813013420667886e-08,4.924838870046244e-09
1966,3.821961513938987e-08,1.1632057206334423e-08
1967,3.3033247026637014e-08,7.888536934785861e-09
1968,2.155879605392208e-08,7.635406973349745e-09
1969,3.1338128952951294e-08,5.45010922503586e-09
1970,2.6672605901723045e-08,3.219107425067591e-09
1971,3.1858063742618015e-08,3.5968783507200897e-09
1972,4.052815893995643e-08,5.643161382629103e-09
1973,3.30792239155997e-08,8.821125663249774e-09
1974,2.1377172976233538e-08,3.937900228123681e-09
1975,2.8557401776652114e-08,8.567219822452898e-09
1976,2.171140245366132e-08,2.285410749536254e-09
1977,2.5270162185009326e-08,3.526069214387917e-09
1978,3.623760613802318e-08,4.158414057542359e-09
1979,1.9311512389208474e-08,1.7555920051037788e-09
1980,4.3775660651945714e-08,1.7055452605774235e-09
1981,3.4790523462113754e-08,6.325549417596221e-09
1982,1.8001757084995518e-08,4.345251713999687e-09
1983,2.715585867285597e-08,3.78918940668882e-09
1984,2.7835240168361253e-08,1.739702604197646e-09
1985,3.849957019852468e-08,3.007779025843149e-09
1986,3.237022050406324e-08,1.1988970927134801e-09
1987,4.827545296848257e-08,0.0
1988,2.6384837426007834e-08,5.996553809062277e-10
1989,4.939309894425037e-08,6.036934507847036e-09
1990,3.3781636821217376e-08,5.993515905799995e-09
1991,3.634108436401107e-08,2.930732601047481e-09
1992,3.361066092111287e-08,5.5099441120809445e-09
1993,3.157348393845183e-08,3.877445031719162e-09
1994,4.11444278647366e-08,8.967375286772494e-09
1995,3.795715630694474e-08,9.760411145975922e-09
1996,3.896807143632941e-08,7.473328622609188e-09
1997,2.8289877107567918e-08,7.67183128136395e-09
1998,3.051602637249573e-08,6.675381136744818e-09
1999,4.707307321716314e-08,5.941261704833778e-09
2000,2.2090157703047453e-08,3.092622158362701e-09
2001,3.329721010025821e-08,1.3581756164171566e-08
2002,2.6287329091267964e-08,1.2267420301803611e-08
2003,3.79189990518114e-08,1.5000922837238306e-08
2004,2.6428746663365033e-08,1.3654853248112886e-08
2005,2.972474733020647e-08,1.035862429166201e-08
2006,2.800165077587735e-08,9.882935358973555e-09
2007,3.23552832581786e-08,1.5977917877663117e-08
2008,2.554463884862912e-08,1.2772319202269955e-08
2009,2.8609154822945015e-08,1.0490023516496194e-08
2010,2.5508482270897304e-08,8.502827775203059e-09
2011,2.982698177333987e-08,1.4531093661673822e-08
2012,3.302125151094515e-08,2.110636743157812e-08
2013,2.67756004035391e-08,7.530637446961919e-09
2014,2.1654452286856696e-08,8.87832563023494e-09
2015,2.393901504804674e-08,9.97458915463767e-09
2016,2.4234678819290423e-08,1.4706514506190871e-08
2017,1.5345229670282734e-08,8.301517695485927e-09
2018,2.1684320561377035e-08,1.1616599793207172e-08
2019,2.346908778427803e-08,7.652963596171958e-09
