year,mais_CONJ en_ADP,mais_CONJ sans_ADP
1853,3.9432666198990773e-05,1.910062633214693e-05
1854,4.050176266900962e-05,1.950348541868152e-05
1855,4.091064693056978e-05,2.019183511947631e-05
1856,4.2006677176686935e-05,1.953198267301559e-05
1857,4.1050561776501127e-05,2.031195901963656e-05
1858,4.1669652091513854e-05,2.0183965887099475e-05
1859,4.197427551844157e-05,1.9758651205847855e-05
1860,4.180754058324965e-05,2.0411951595633582e-05
1861,4.327132410253398e-05,2.0061710415575362e-05
1862,4.282508871256141e-05,2.0824754756176844e-05
1863,4.154675389145268e-05,1.9120906301850482e-05
1864,4.346900368545903e-05,1.96718094116477e-05
1865,4.3037971408921294e-05,1.9483040034629084e-05
1866,4.237656958139269e-05,1.8712660164510453e-05
1867,4.254993655194994e-05,1.9118620855351764e-05
1868,4.2454266804270446e-05,1.9198820496058033e-05
1869,4.211204941384494e-05,1.991499038922484e-05
1870,4.398130113258958e-05,2.0064583054590912e-05
1871,4.177415212325286e-05,1.9835049158700713e-05
1872,4.291675850254251e-05,2.0152757656433096e-05
1873,4.2318657506257296e-05,2.0252448848623317e-05
1874,4.082987925357884e-05,1.9851236913837056e-05
1875,4.0581646317150444e-05,1.938911179877323e-05
1876,4.0218091271526646e-05,1.8651351751941547e-05
1877,3.9491285861004144e-05,1.9527320148426952e-05
1878,3.8471410334750544e-05,1.9005012120487663e-05
1879,3.9138170905062e-05,1.848742959964511e-05
1880,3.829528759524692e-05,1.8432053707329032e-05
1881,3.8357855373760685e-05,1.831050127520939e-05
1882,3.877427207044093e-05,1.88813270369792e-05
1883,3.782756357395556e-05,1.854030864478773e-05
1884,3.881203883793205e-05,1.9636086676655395e-05
1885,3.828191984212026e-05,1.8420337994484726e-05
1886,3.756948535738047e-05,1.8805394176979462e-05
1887,3.790628306887811e-05,1.8659013107935607e-05
1888,3.733670973815606e-05,1.8774559521261835e-05
1889,3.7699206586694345e-05,1.8695794437917357e-05
1890,3.856863077089656e-05,1.8512208328047564e-05
1891,3.8323085391311906e-05,1.8485874704765592e-05
1892,3.802354240178829e-05,1.8361725835802645e-05
1893,3.823391307378188e-05,1.8797334348619188e-05
1894,3.773928801820148e-05,1.842317993805409e-05
1895,3.7907039768469986e-05,1.8526498593018914e-05
1896,3.8062372368585784e-05,1.8128055899069295e-05
1897,3.771456886170199e-05,1.814904720731647e-05
1898,3.8499446418427397e-05,1.793641979475069e-05
1899,3.750296127691399e-05,1.8036487404060608e-05
1900,3.671683862194186e-05,1.7564967208727467e-05
1901,3.732774712261744e-05,1.774648097807585e-05
1902,3.452764303801814e-05,1.706372700027714e-05
1903,3.6597292819351424e-05,1.769544240914911e-05
1904,3.6882291169604287e-05,1.7508916812403186e-05
1905,3.694535917020403e-05,1.7738560643465462e-05
1906,3.7086998418089934e-05,1.7842089960140584e-05
1907,3.6170132261759136e-05,1.7473838681780762e-05
1908,3.6562835703080054e-05,1.7101947264563933e-05
1909,3.731262040673755e-05,1.8192852451193176e-05
1910,3.706275401782477e-05,1.7584928116320953e-05
1911,3.765281962841982e-05,1.732526692421743e-05
1912,3.8093372495495714e-05,1.787508773531954e-05
1913,3.685524825414177e-05,1.7203959657763335e-05
1914,3.643899162852904e-05,1.795731810716461e-05
1915,3.41241548085236e-05,1.7297693489126686e-05
1916,3.621797168307239e-05,1.7077812401566916e-05
1917,3.632627976912772e-05,1.6358614573164232e-05
1918,3.5850129279424436e-05,1.6588625385338673e-05
1919,3.574947186280042e-05,1.6961776736934553e-05
1920,3.622328495112015e-05,1.7598624481252045e-05
1921,3.631738218246028e-05,1.745972656408412e-05
1922,3.7313171560526825e-05,1.7392007805483445e-05
1923,3.665262283902848e-05,1.808214449283696e-05
1924,3.7591976251860615e-05,1.8574252067082853e-05
1925,3.6050927519681863e-05,1.7710365568746056e-05
1926,3.774194010475185e-05,1.7605326377179153e-05
1927,3.693515282066073e-05,1.8332671174903226e-05
1928,3.734601523319725e-05,1.7737786947691347e-05
1929,3.69170793419471e-05,1.7741096257850586e-05
1930,3.916163495887304e-05,1.790549259794716e-05
1931,3.690089033625554e-05,1.7363514928092627e-05
1932,3.6573070246959105e-05,1.731278052830021e-05
1933,3.733815174200572e-05,1.7764613801318774e-05
1934,3.698713862831937e-05,1.764167774354064e-05
1935,3.667082364700036e-05,1.739470496886497e-05
1936,3.8036440855648834e-05,1.7322579537903948e-05
1937,3.658475270640338e-05,1.7205762333105667e-05
1938,3.75874542442034e-05,1.722947280313747e-05
1939,3.731748347490793e-05,1.749639363879396e-05
1940,3.7060467548144516e-05,1.6573876905567886e-05
1941,3.7156467442400753e-05,1.741386483899987e-05
1942,3.851021483569639e-05,1.8162792343900946e-05
1943,4.0595938116894104e-05,1.846457644205657e-05
1944,3.940330225304933e-05,1.72773025042261e-05
1945,3.9910193663672544e-05,1.7214538047483074e-05
1946,4.040739804622717e-05,1.831599706747511e-05
1947,4.054288274346618e-05,1.7765673078429245e-05
1948,3.914966691809241e-05,1.78994768020857e-05
1949,3.8599494473601226e-05,1.6375752466046833e-05
1950,3.8967964428593405e-05,1.687193696398026e-05
1951,3.908576400135644e-05,1.7696861732474645e-05
1952,3.831559934042161e-05,1.7053056922122778e-05
1953,3.9924572774907574e-05,1.7726178384691593e-05
1954,3.9908105463837273e-05,1.7296411783718213e-05
1955,3.9065715100150555e-05,1.7506035760561645e-05
1956,4.006841299997177e-05,1.72172771044643e-05
1957,3.919046048395103e-05,1.7169129250760307e-05
1958,3.8575953112740535e-05,1.689853809239139e-05
1959,3.998068223154405e-05,1.7205885683324595e-05
1960,3.995743190898793e-05,1.696780657312047e-05
1961,4.137628820899408e-05,1.682427284777077e-05
1962,4.166411599726416e-05,1.716767553716636e-05
1963,4.080532198713627e-05,1.7094951886065246e-05
1964,4.023936708108522e-05,1.6064110354818695e-05
1965,4.185784928267822e-05,1.738139781082282e-05
1966,4.034052744827932e-05,1.6705296388863644e-05
1967,4.165739028394455e-05,1.6600932781329902e-05
1968,4.15276299463585e-05,1.7663839685155835e-05
1969,3.9802148421586026e-05,1.5972907817740634e-05
1970,3.990451659774408e-05,1.6151181966961303e-05
1971,3.8900752770132385e-05,1.613765130059619e-05
1972,3.8544844755961094e-05,1.5990154452083516e-05
1973,3.8289750591502525e-05,1.5647575082766707e-05
1974,3.788147478189785e-05,1.5505763144574303e-05
1975,3.7509574212890584e-05,1.52816363652164e-05
1976,3.808408473560121e-05,1.6205275983338652e-05
1977,3.88167318305932e-05,1.5920790133350238e-05
1978,3.942176408600062e-05,1.6460190295219945e-05
1979,3.93855352740502e-05,1.607420051641384e-05
1980,3.91854691770277e-05,1.6432927395726438e-05
1981,3.957643366447883e-05,1.6650110637783655e-05
1982,4.118491597182583e-05,1.739652475407638e-05
1983,3.9247795029950794e-05,1.6967358874353522e-05
1984,3.943673709727591e-05,1.6532392578483268e-05
1985,3.926114095520461e-05,1.653195636208693e-05
1986,3.9072655454219785e-05,1.6631100152153522e-05
1987,3.91355051760911e-05,1.6557258277316578e-05
1988,3.87341397072305e-05,1.7035010955623875e-05
1989,3.833178925560787e-05,1.6893537008400017e-05
1990,3.860042397718644e-05,1.6961650317171006e-05
1991,3.951155122194905e-05,1.7080308907679864e-05
1992,3.949307574657723e-05,1.7144191815532395e-05
1993,3.9444696085411124e-05,1.7477308006164094e-05
1994,3.911674593837233e-05,1.674367160831025e-05
1995,3.8904457142052706e-05,1.6988538959594734e-05
1996,3.935348377126502e-05,1.71993339108667e-05
1997,4.002825789939379e-05,1.7368067574352608e-05
1998,3.9985054172575474e-05,1.7610131408218876e-05
1999,3.957885564886965e-05,1.690882959337614e-05
2000,4.0161231481761206e-05,1.7812620171753224e-05
2001,3.965960513596656e-05,1.7399983335053548e-05
2002,3.9537018892588094e-05,1.6860693335729593e-05
2003,4.015913600596832e-05,1.7137304780590057e-05
2004,3.957881108362926e-05,1.779095259735186e-05
2005,3.9799634578230325e-05,1.771054542132333e-05
2006,4.0723873098613694e-05,1.840902643834852e-05
2007,4.0764861296338495e-05,1.8374206206317467e-05
2008,3.991860558016924e-05,1.8278465063303884e-05
2009,3.9848738197179046e-05,1.798895902993536e-05
2010,4.097370765521191e-05,1.8616940110405267e-05
2011,3.980334076914005e-05,1.8840327129510115e-05
2012,4.028286275570281e-05,1.9464836782390194e-05
2013,4.149381220486248e-05,1.9816734379674017e-05
2014,4.228183206578251e-05,2.064362263354269e-05
2015,4.1576083276595455e-05,1.9982205230917316e-05
2016,4.2392460272822063e-05,1.9876372448379698e-05
2017,4.194756729702931e-05,1.8755140104076418e-05
2018,4.294295831641648e-05,1.9383459516575385e-05
2019,4.274103412171826e-05,1.9345159785189026e-05
