year,mes_DET iles_NOUN,mes_DET cils_NOUN
1904,3.2247751136083025e-09,2.4723275870996986e-08
1905,0.0,1.7546581076999246e-08
1906,1.5432553013283723e-09,2.5206503551089554e-08
1907,0.0,2.0057088434555226e-08
1908,0.0,4.6167058176393994e-08
1909,0.0,1.3752458449811655e-08
1910,0.0,2.458309267261427e-08
1911,5.320374141248863e-10,2.074945903984826e-08
1912,0.0,1.9795800554334164e-08
1913,2.121195885607108e-09,2.8105846150427993e-08
1914,6.696743715117748e-10,1.4063162190325329e-08
1915,0.0,2.3561523843085297e-09
1916,0.0,1.5382446649780945e-08
1917,0.0,1.644963654179321e-08
1918,0.0,1.4932289182922887e-08
1919,0.0,3.867296488602179e-08
1920,0.0,4.31617208640489e-08
1921,0.0,4.165011052714718e-08
1922,2.2133805899215986e-09,5.3121134158118366e-08
1923,0.0,3.1847844805810155e-08
1924,0.0,2.5783248425170768e-08
1925,0.0,4.9491801767942434e-08
1926,4.458455382660986e-09,3.5667642395154076e-08
1927,2.2298449753321847e-09,4.682674359379746e-08
1928,1.1426041224282812e-09,3.085031252680892e-08
1929,0.0,4.456162616683912e-08
1930,1.0503603542488804e-09,3.4661892245324566e-08
1931,0.0,1.7108034988666532e-08
1932,0.0,3.287861050083052e-08
1933,0.0,1.261772819560747e-08
1934,0.0,2.036868629318178e-08
1935,0.0,1.795242710045386e-08
1936,0.0,2.9099315401737158e-08
1937,0.0,2.2664012888640173e-08
1938,0.0,2.463390735840676e-08
1939,0.0,3.5176317858542916e-08
1940,0.0,2.028626333583361e-08
1941,0.0,1.7709015587286103e-08
1942,0.0,5.4615812983271894e-08
1943,0.0,5.2258233296242906e-08
1944,0.0,5.7837350908584995e-08
1945,2.178504043826024e-09,7.189063211399116e-08
1946,0.0,5.29001971116827e-08
1947,0.0,4.52993091926146e-08
1948,0.0,7.17544597073072e-08
1949,0.0,6.773735705678519e-08
1950,0.0,4.360498251365641e-08
1951,0.0,2.878578464482473e-08
1952,0.0,4.2179214787552155e-08
1953,0.0,4.740483916521043e-08
1954,0.0,5.4726201570431954e-08
1955,0.0,3.660387104531537e-08
1956,8.72114158667614e-10,4.971050882041084e-08
1957,0.0,5.74277457809913e-08
1958,8.272243445794913e-10,3.6397871050475317e-08
1959,0.0,3.9528815776179727e-08
1960,1.3841666701708277e-09,4.152500010512483e-08
1961,1.3896318540318475e-09,5.836453942364983e-08
1962,6.341956404476434e-10,5.89801949502089e-08
1963,0.0,5.0435216669697525e-08
1964,6.083968329129164e-10,6.2056478622452e-08
1965,5.472043373977442e-10,5.2531616834272654e-08
1966,5.539074754423723e-10,5.206730113727076e-08
1967,0.0,5.2261558192157054e-08
1968,0.0,6.108325623088717e-08
1969,9.083515606356229e-10,3.951329419216165e-08
1970,9.197450023812337e-10,6.484202330625521e-08
1971,0.0,4.1107178994082005e-08
1972,0.0,4.668433528642879e-08
1973,0.0,4.906751233102469e-08
1974,0.0,3.7128772278904876e-08
1975,0.0,5.197447006111133e-08
1976,0.0,5.085039034291583e-08
1977,5.876781838942691e-10,3.8786759581910246e-08
1978,5.940591352171509e-10,4.217819971064074e-08
1979,0.0,3.9208221447317726e-08
1980,1.1370301367108482e-09,2.95627833879486e-08
1981,0.0,4.2381182618900226e-08
1982,1.2415004579935385e-09,4.469401537754436e-08
1983,0.0,4.925946472944531e-08
1984,1.1598016991243298e-09,4.5232265488692747e-08
1985,0.0,4.090579430737762e-08
1986,1.1988970927134801e-09,3.4768017131980855e-08
1987,1.2221633705067347e-09,5.621951548739901e-08
1988,1.1993107618124554e-09,4.197587677445824e-08
1989,1.0976244357863152e-09,4.7746662179548593e-08
1990,0.0,3.323677222333288e-08
1991,2.930732601047481e-09,2.989347314130697e-08
1992,0.0,4.463054792402943e-08
1993,0.0,4.320581692418557e-08
1994,0.0,3.428702255448002e-08
1995,0.0,4.446409640479487e-08
1996,0.0,3.736664533349199e-08
1997,0.0,2.733089943252054e-08
1998,4.768129224785866e-10,4.19595360678926e-08
1999,4.570201161957499e-10,4.2502871666627584e-08
2000,0.0,3.843687546023489e-08
2001,2.190605918883648e-09,4.4250240804899477e-08
2002,4.38122149670761e-10,5.2136535977354015e-08
2003,0.0,4.2502612984662846e-08
2004,0.0,3.611928822699895e-08
2005,0.0,4.638861961225871e-08
2006,4.1178899179428186e-10,4.035532108481732e-08
2007,0.0,4.9132096835435846e-08
2008,0.0,4.257439589760992e-08
2009,9.53638501499654e-10,5.054284013539245e-08
2010,0.0,8.030448217510866e-08
2011,7.64794394481072e-10,7.992101114240313e-08
2012,0.0,1.1540416533506459e-07
2013,5.578250084070646e-10,1.3108887131352276e-07
2014,0.0,1.4789990299135525e-07
2015,0.0,1.5028381605830532e-07
2016,2.0713400439298368e-10,1.5203636571925472e-07
2017,0.0,2.08041054605701e-07
2018,2.5814667070633845e-10,2.607281395228256e-07
2019,7.65296326310505e-10,2.451499288014247e-07
