year,six_DET yeux_NOUN,six_DET cieux_NOUN
1853,1.1346670270029335e-08,0.0
1854,3.221311861700826e-08,5.195664454227256e-10
1855,2.4942604426314574e-08,1.5920811335945473e-09
1856,2.7956822634678247e-08,0.0
1857,1.8549735136819123e-08,4.881509085841174e-10
1858,7.829881631948865e-09,9.787352039936081e-10
1859,2.3933214521321133e-08,1.5276520048956854e-09
1860,2.8378539740359088e-08,0.0
1861,1.650587277968185e-08,3.772770984511453e-09
1862,9.487771485128249e-09,1.8071945051545413e-09
1863,3.096664968893492e-08,0.0
1864,2.7329948748544552e-08,4.794727948009836e-10
1865,3.2006543193574544e-08,3.765475486972036e-09
1866,2.8220554781910323e-08,3.8924903300596725e-09
1867,2.8631587767335986e-08,2.91168689159349e-09
1868,1.333765986544222e-08,4.93987406535723e-10
1869,1.7580669364747337e-08,0.0
1870,2.5229814681893004e-08,0.0
1871,1.3807530230280918e-08,0.0
1872,1.269941263259966e-08,6.047339295989218e-10
1873,2.095101514498765e-08,0.0
1874,2.5093358502203955e-08,1.1949218281515073e-09
1875,3.4901315615343265e-08,5.721527140956084e-10
1876,1.045960544843183e-07,6.04601479992084e-10
1877,3.0924081073635534e-08,0.0
1878,2.7779807343364382e-08,1.2078177347163432e-09
1879,2.3826368433788048e-08,0.0
1880,1.3477477800449833e-08,2.5671385017744797e-09
1881,2.440377727674914e-08,1.3945015142624584e-09
1882,2.1297232422057277e-08,6.655385131892899e-10
1883,1.895801765572358e-08,0.0
1884,1.914492120391742e-08,0.0
1885,4.834226885463977e-08,0.0
1886,3.549405036551434e-08,5.808117542471791e-09
1887,1.9586773092328258e-08,0.0
1888,2.789870379160675e-08,0.0
1889,1.8168895721260014e-08,0.0
1890,1.5730527991308918e-08,0.0
1891,3.505821055682645e-08,6.374220040683554e-10
1892,3.3223116258085383e-08,6.268512375839919e-10
1893,9.853466709230929e-09,0.0
1894,3.150769600779313e-08,0.0
1895,1.1435367763823479e-08,0.0
1896,2.5357223876198987e-08,1.179405795248556e-09
1897,1.981082675683865e-08,1.1653427112179315e-09
1898,2.037007751365394e-08,0.0
1899,2.1004797901014172e-08,0.0
1900,4.2047529458244526e-08,0.0
1901,6.147612696683069e-09,1.1177477832191585e-09
1902,9.329538919189417e-09,0.0
1903,1.1880484152015924e-08,0.0
1904,1.4511488011237361e-08,0.0
1905,1.3934049303276907e-08,5.160759042333041e-10
1906,1.080278771992127e-08,0.0
1907,5.142843484406967e-09,0.0
1908,9.822778146428846e-09,0.0
1909,5.500983391026892e-09,0.0
1910,1.6566867433454036e-08,1.068830135508847e-09
1911,2.1281496231928543e-08,0.0
1912,2.4484279492753558e-08,0.0
1913,2.598464954317592e-08,5.30298971401777e-10
1914,1.6072184472193385e-08,2.678697486047099e-09
1915,2.709575319670421e-08,0.0
1916,3.5159878564172686e-08,0.0
1917,2.960934575302332e-08,2.1932848870420685e-09
1918,1.1486376294556067e-08,0.0
1919,7.366278753639932e-09,9.207848372660976e-10
1920,1.9687802055301518e-08,0.0
1921,1.060184651180407e-08,0.0
1922,1.4755870914040514e-08,0.0
1923,1.5923922180860473e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,2.0896537389347714e-08,0.0
1926,1.0031524944054127e-08,1.1146138456652466e-09
1927,2.2298450641500267e-08,5.574612327308159e-09
1928,2.2852082448565625e-08,0.0
1929,8.912325322185666e-09,3.342121912552898e-09
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,1.3686427990933225e-08,0.0
1932,4.7126008873021874e-08,0.0
1933,1.1470662197865522e-09,0.0
1934,1.1981580172459871e-08,0.0
1935,5.98414207075848e-09,0.0
1936,8.487299751891442e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,2.593042824905467e-08,1.2965214457594243e-09
1939,6.117620188206274e-09,0.0
1940,1.2678914584896006e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.6129117092210663e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,1.1920871401116528e-08,1.1920870957027319e-09
1948,4.022598543151901e-08,0.0
1949,9.817008428392171e-09,9.817008317369869e-10
1950,5.317680740191122e-08,1.0635361480382244e-09
1951,1.0661401650402524e-08,0.0
1952,1.7926167217297007e-08,1.0544803918932644e-09
1953,8.619061908632375e-09,0.0
1954,6.840775279570721e-09,0.0
1955,1.1262729415761896e-08,3.754243138587299e-09
1956,1.1337484284723587e-08,1.744228317335228e-09
1957,1.0602045463770082e-08,0.0
1958,1.4890038368964298e-08,8.272243445794913e-10
1959,1.7051644762844376e-08,0.0
1960,5.536666736194462e-09,0.0
1961,1.1811870370692645e-08,0.0
1962,9.512934884270408e-09,6.341956404476434e-10
1963,6.466053248388448e-09,0.0
1964,7.30076216148845e-09,0.0
1965,1.2585700037703873e-08,5.472043373977442e-10
1966,1.0524241922382771e-08,5.539074754423723e-10
1967,7.3955032653394426e-09,0.0
1968,1.5719955559490018e-08,0.0
1969,1.0900218838649778e-08,0.0
1970,1.3336302562283464e-08,9.197450023812337e-10
1971,3.5968783507200897e-09,2.0553589941130213e-09
1972,8.721249666887587e-09,5.130146862875051e-10
1973,8.269805840122046e-09,0.0
1974,6.750685843659454e-09,1.1251143350321513e-09
1975,8.567220266542108e-09,5.711480177694739e-10
1976,1.542652272590317e-08,1.142705374768127e-09
1977,1.704266816560107e-08,0.0
1978,1.6633655786080226e-08,0.0
1979,9.94835469558808e-09,0.0
1980,1.0801786187730755e-08,2.2740602734216964e-09
1981,4.427884725544118e-09,5.69299452024552e-09
1982,9.932003885992913e-09,0.0
1983,1.3893695527400496e-08,0.0
1984,1.5077422532705498e-08,4.059305780401701e-09
1985,1.0226448687866707e-08,0.0
1986,7.79283104712647e-09,0.0
1987,7.3329800009958035e-09,1.2221633705067347e-09
1988,3.5979323409485175e-09,0.0
1989,5.4881220679092735e-09,0.0
1990,5.44865097484859e-09,0.0
1991,7.033758464558559e-09,1.1722930404189924e-09
1992,1.1019888557228796e-08,0.0
1993,1.1078414630105726e-08,0.0
1994,7.384897027229442e-09,0.0
1995,7.049186012686448e-09,0.0
1996,8.007137841659073e-09,5.338092190498855e-10
1997,7.67183128136395e-09,1.438468344439059e-09
1998,7.629006759657386e-09,0.0
1999,3.656160929565999e-09,0.0
2000,5.743440834038438e-09,8.836062992401139e-10
2001,4.3812117267449935e-09,8.762423564512289e-10
2002,7.886198805096e-09,0.0
2003,7.917153876935146e-09,0.0
2004,1.0571498898492848e-08,0.0
2005,8.106749493919096e-09,1.8014998381943315e-09
2006,6.1768350434476815e-09,0.0
2007,5.991719120856942e-09,3.994479469415779e-10
2008,1.1069343108793817e-08,8.514879357157668e-10
2009,7.629108011997232e-09,4.76819250749827e-10
2010,1.1337103256181535e-08,0.0
2011,1.1471915639660324e-08,1.1471915639660324e-09
2012,1.6340413022675193e-08,0.0
2013,2.2591913229064176e-08,2.789125042035323e-10
2014,1.6240838451864192e-08,0.0
2015,2.2609069727508313e-08,0.0
2016,1.7606390345648038e-08,0.0
2017,1.7106156935398076e-08,0.0
2018,2.1942467398616827e-08,2.5814667070633845e-10
2019,2.423438338894357e-08,0.0
