year,étions_VERB en_PRON,étions_VERB sans_ADP,etions_VERB sans_ADP
1800,3.144164395507687e-08,1.8864986373046122e-07,0.0
1801,1.4287095950749062e-08,1.142967676059925e-07,0.0
1802,1.7902721083373763e-08,1.0517848636482086e-07,0.0
1803,1.950339267864365e-08,7.411289004721766e-08,0.0
1804,3.707776485839531e-08,6.179627121127851e-08,0.0
1805,1.9900143755080535e-08,1.449867568226182e-07,0.0
1806,5.76333825108577e-09,5.76333825108577e-08,0.0
1807,2.2775640928784924e-08,1.2526602688467392e-07,2.8469551160981155e-09
1808,2.2660739951163578e-09,1.0877155176558517e-07,0.0
1809,2.259030518203531e-09,1.0165637576164954e-07,2.259030518203531e-09
1810,9.360507036149102e-09,2.4805342491163174e-07,0.0
1811,4.512738271955641e-08,5.766276700569506e-08,0.0
1812,2.6672082320544632e-09,5.601137331723294e-08,0.0
1813,5.751483289628823e-09,8.052076339026826e-08,0.0
1814,1.1328037885505182e-07,1.5733385794192145e-07,0.0
1815,2.1577788444915313e-08,1.6992508733437717e-07,0.0
1816,1.1588019432906549e-08,1.367386346373678e-07,0.0
1817,2.9580593974287694e-08,7.940054302935096e-08,0.0
1818,1.9073883805731384e-08,8.940882878505363e-08,1.1921177378582115e-09
1819,2.2772310259711048e-08,6.003609342997152e-08,0.0
1820,4.746592452420373e-09,9.374520004712394e-08,0.0
1821,1.972297702934611e-08,1.3608854487756616e-07,0.0
1822,8.02049271442229e-09,1.1028177482330648e-07,0.0
1823,2.569498569471307e-08,1.087095569118901e-07,9.882686891060644e-10
1824,4.210556348027694e-09,9.010590673597108e-08,0.0
1825,7.924898959288385e-09,9.069606221601134e-08,0.0
1826,6.077509340229881e-08,1.4004695003677625e-07,0.0
1827,1.1060727445055818e-08,1.115290046982409e-07,0.0
1828,1.3758452155343548e-08,8.805409379419871e-08,0.0
1829,2.1432940755516938e-08,1.6031839322749875e-07,3.429270423183084e-09
1830,1.6698937344017395e-08,1.07499410262335e-07,0.0
1831,3.1182413096075834e-08,1.6682589887295762e-07,0.0
1832,2.570694235259907e-08,8.38858085216998e-08,0.0
1833,1.0425265983826648e-08,1.4711207541040494e-07,0.0
1834,1.4935249481595747e-08,1.1201436933561126e-07,0.0
1835,1.5126175867408165e-08,1.505054569861386e-07,1.5126175867408165e-09
1836,1.2097349788575684e-08,8.938597773067158e-08,0.0
1837,8.349468672008697e-09,1.0993467469688767e-07,0.0
1838,8.837027110075724e-09,8.268931850352601e-08,0.0
1839,8.38977065598101e-09,1.1186359927251033e-07,0.0
1840,8.280594876453051e-09,7.834717052901397e-08,0.0
1841,9.630822361827995e-09,6.613164771351876e-08,0.0
1842,2.0124795163667386e-09,1.1269885646925104e-07,0.0
1843,1.4176587015413133e-08,7.797122947295065e-08,0.0
1844,1.2623690537338916e-08,6.586273570974299e-08,0.0
1845,7.812318791877715e-09,5.5802278353667134e-08,0.0
1846,1.0538101946622191e-08,7.610852037487348e-08,0.0
1847,1.3483059113639229e-08,6.849393940910886e-08,5.393223645455691e-10
1848,1.448139919091318e-08,6.597081636527946e-08,0.0
1849,8.379414495607307e-09,8.463209155706863e-08,0.0
1850,1.3577992064028876e-08,8.554135177973876e-08,0.0
1851,1.5478653025979838e-08,9.480675089434953e-08,0.0
1852,3.2552727180501506e-09,7.096494414327026e-08,0.0
1853,1.1346670270029335e-08,6.5094056367343e-08,0.0
1854,2.0782657372819813e-08,8.209149626736689e-08,0.0
1855,1.1675261646360013e-08,4.8823821430232783e-08,0.0
1856,1.1389816201301528e-08,6.005539177067476e-08,0.0
1857,1.122747050885664e-08,9.421312796575876e-08,0.0
1858,2.300027723833864e-08,8.123502226453638e-08,0.0
1859,1.1202780925145817e-08,6.467060131853941e-08,0.0
1860,1.830873586072812e-08,6.499600857523546e-08,0.0
1861,4.2443675241088386e-09,5.8006353498285534e-08,0.0
1862,1.400575744270327e-08,8.35827478340434e-08,0.0
1863,1.6482248454963155e-08,9.389886912458678e-08,0.0
1864,1.102787461348953e-08,4.8426752385921645e-08,0.0
1865,2.0710114512212385e-08,5.318734253023649e-08,9.41368871743009e-10
1866,1.1677471434268227e-08,9.050040006286508e-08,9.731225825149181e-10
1867,4.85281148598915e-09,6.745408143160603e-08,0.0
1868,1.432563490055827e-08,7.508608490525148e-08,0.0
1869,2.0999133099053324e-08,6.543915986867432e-08,0.0
1870,6.307453670473251e-09,7.740965912717002e-08,1.1468097582678638e-09
1871,7.434824311758348e-09,1.5188282986855484e-07,0.0
1872,1.2094679036067646e-08,1.1731837901152176e-07,0.0
1873,1.7958013742713774e-08,7.66208572144933e-08,0.0
1874,2.5690820137924675e-08,1.0216581358690746e-07,0.0
1875,2.689117728493784e-08,7.437985516389745e-08,0.0
1876,7.255217759905008e-09,5.562333527109331e-08,0.0
1877,9.27722432209066e-09,6.184816214727107e-08,0.0
1878,8.4547240319921e-09,4.1065803202400275e-08,0.0
1879,1.588424503040642e-08,5.864952257184086e-08,0.0
1880,9.626769603698904e-09,6.225310755780811e-08,0.0
1881,1.045876096839038e-08,4.5321300490286376e-08,0.0
1882,8.652000893505374e-09,3.0614771162618126e-08,6.655385131892899e-10
1883,9.479008689083912e-09,5.750598575104959e-08,0.0
1884,8.582206056928499e-09,5.6114423330200225e-08,0.0
1885,4.511945039809007e-09,5.994441210077639e-08,0.0
1886,1.7424351739236954e-08,6.517998230037847e-08,0.0
1887,1.1752064210668323e-08,3.721487118468758e-08,0.0
1888,1.268122939990235e-08,5.896771781976895e-08,0.0
1889,6.265136853755848e-09,7.643466659601472e-08,0.0
1890,8.520702365899524e-09,5.702316130395957e-08,6.554386478008212e-10
1891,1.0198752065093686e-08,5.354344878583106e-08,2.5496880162734215e-09
1892,1.191017329205124e-08,7.208789298829288e-08,0.0
1893,8.005941687372342e-09,4.8035648347877213e-08,0.0
1894,7.561847148451761e-09,9.011201029807125e-08,0.0
1895,2.347259631108045e-08,8.125129369318529e-08,0.0
1896,1.4152869098893461e-08,8.550691887876383e-08,0.0
1897,1.3984112534615178e-08,7.516460698298033e-08,1.1653427112179315e-09
1898,1.1882545614128048e-08,6.563691812289107e-08,0.0
1899,1.6029977345510815e-08,6.356714976618605e-08,0.0
1900,8.824790675987515e-09,4.775768758236154e-08,0.0
1901,5.58873880507349e-09,7.377135347041985e-08,0.0
1902,5.4013122863239005e-09,7.709145677381457e-08,0.0
1903,6.480264325148255e-09,4.482182802689749e-08,0.0
1904,3.117282432185675e-08,2.579820090886642e-08,0.0
1905,5.160758931310738e-09,5.005936287716395e-08,0.0
1906,6.6874399351490865e-09,5.349951948119269e-08,5.144184522798412e-10
1907,8.228549397415463e-09,5.348557152728972e-08,0.0
1908,1.1787333775714615e-08,6.041008759893884e-08,0.0
1909,1.4302557360679202e-08,4.510806661528477e-08,0.0
1910,1.60324518105881e-08,3.740905540894346e-08,1.068830135508847e-09
1911,1.0640748726586935e-08,4.62872549178428e-08,0.0
1912,6.772247651554153e-09,5.4177981212433224e-08,5.209421227725386e-10
1913,1.113627856597077e-08,4.1363318104004065e-08,0.0
1914,1.4063162190325329e-08,7.031580651073455e-08,0.0
1915,2.1205371680821372e-08,9.778032250551405e-08,0.0
1916,3.4061130804730055e-08,7.361599330124591e-08,0.0
1917,1.864292187292449e-08,1.0747096013119517e-07,0.0
1918,3.44591288836682e-09,7.466144325007917e-08,0.0
1919,1.2890987832747669e-08,4.603924352863942e-08,0.0
1920,1.741613253614105e-08,4.846228307542333e-08,7.572231730534895e-10
1921,7.572747762196741e-09,4.0892835784234194e-08,0.0
1922,1.475587119159627e-08,5.976127681606158e-08,0.0
1923,8.492758496458919e-09,4.458698299458774e-08,0.0
1924,9.02413699321869e-09,4.2542360745301266e-08,0.0
1925,1.7597084678300234e-08,4.8391981977147225e-08,0.0
1926,1.7833821530643945e-08,6.241837269271855e-08,0.0
1927,7.804457524684949e-09,5.1286434654684854e-08,0.0
1928,9.14083297942625e-09,6.512843242489907e-08,0.0
1929,1.0026365515614089e-08,4.121950425428622e-08,0.0
1930,5.2518016602221e-09,3.886333388436469e-08,0.0
1931,1.3686427990933225e-08,5.47457119637329e-08,0.0
1932,1.0959536389520963e-08,6.575722011348262e-08,0.0
1933,4.588264879146209e-09,4.817677989876756e-08,0.0
