year,étions_VERB en_PRON,étions_VERB sans_ADP,etions_VERB sans_ADP
1934,3.5944740517379614e-09,6.230421689679133e-08,0.0
1935,1.196828414151696e-08,5.146362269670135e-08,0.0
1936,2.0612015205756506e-08,5.2136272188363364e-08,0.0
1937,6.295559185076627e-09,3.777335422228134e-08,0.0
1938,3.8895642262559704e-09,3.630260181353151e-08,0.0
1939,0.0,5.199976982339649e-08,0.0
1940,5.0715658339584024e-09,3.550096039361961e-08,0.0
1941,5.9030051957620344e-09,7.969057236323351e-08,0.0
1942,6.068423541449874e-09,5.76500234217292e-08,0.0
1943,5.806470415592457e-09,9.580676163523094e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,4.177142187700156e-08,0.0
1945,1.089252066321933e-08,8.496165548876888e-08,0.0
1946,5.568441707737293e-09,8.631084824628488e-08,0.0
1947,1.907339353124371e-08,5.006765846360395e-08,0.0
1948,1.9569398546082084e-08,5.109787437618252e-08,0.0
1949,9.817008539414473e-09,6.086545312200542e-08,0.0
1950,9.571825110299415e-09,4.679559140186029e-08,2.1270722960764488e-09
1951,4.264560704569931e-09,8.742349422163898e-08,0.0
1952,1.7926167217297007e-08,3.268889159357968e-08,0.0
1953,1.0773827163745864e-08,5.4946518446286063e-08,0.0
1954,6.840775057526116e-09,6.645324646115114e-08,0.0
1955,1.0324168187025862e-08,4.129667274810345e-08,0.0
1956,1.2209598665435806e-08,6.192010459926678e-08,0.0
1957,7.068030161150318e-09,4.0641172205369e-08,0.0
1958,8.272243334772611e-09,4.549733745307094e-08,0.0
1959,6.200598257066758e-09,3.8753739772801055e-08,0.0
1960,1.314958364417862e-08,5.3982500247684584e-08,0.0
1961,1.389631876236308e-08,7.781938649031872e-08,0.0
1962,1.2683912586908264e-08,6.151697817813329e-08,0.0
1963,7.759263453976928e-09,4.978861056770256e-08,6.466053248388448e-10
1964,9.125952438182594e-09,5.597251018230054e-08,6.083968329129164e-10
1965,7.660860390501512e-09,5.4720434405908236e-08,0.0
1966,1.0524241922382771e-08,4.874385695075034e-08,0.0
1967,9.860671390526932e-09,6.113616279890266e-08,0.0
1968,1.1677681044375277e-08,5.2549566476045584e-08,8.982831700699023e-10
1969,7.72098829315837e-09,7.085142073037787e-08,1.8167031212712459e-09
1970,1.1956685419534097e-08,5.104584843707016e-08,0.0
1971,8.735275613958038e-09,4.778709694619465e-08,0.0
1972,1.487742551375959e-08,4.360624927812751e-08,0.0
1973,8.269805285010534e-09,5.072147502005464e-08,0.0
1974,8.438357568252286e-09,4.6692246513657665e-08,0.0
1975,1.028066431985053e-08,4.683413834527528e-08,0.0
1976,1.1427053969725876e-08,4.685092136469393e-08,0.0
1977,1.1165885105413054e-08,4.9364967225074e-08,5.876781838942691e-10
1978,1.1881182260253809e-08,5.346532105932056e-08,0.0
1979,7.022368020415115e-09,4.096381189810927e-08,0.0
1980,1.762396628635088e-08,5.230338473438678e-08,0.0
1981,1.3916208629893845e-08,4.1116070548241623e-08,0.0
1982,1.4277254933858785e-08,5.710901973543514e-08,0.0
1983,1.136756910824488e-08,6.378468953016636e-08,0.0
1984,8.69851302098823e-09,5.103127520555972e-08,0.0
1985,2.1054452403745927e-08,5.7147801157952927e-08,0.0
1986,1.8582904104391673e-08,6.23426501533686e-08,0.0
1987,1.1610551631235921e-08,4.766437200487417e-08,6.110816852533674e-10
1988,7.795519785247507e-09,5.936588109989316e-08,0.0
1989,1.6464365870660913e-08,5.2137160366783064e-08,0.0
1990,1.8525414091641323e-08,7.13773289362507e-08,0.0
1991,1.875668864670388e-08,6.62345556179389e-08,0.0
1992,1.3774860363469088e-08,5.950739634386082e-08,0.0
1993,1.2186256448387667e-08,5.982344220001323e-08,5.539207426075166e-10
1994,1.793475057354499e-08,5.274926451193096e-08,0.0
1995,1.7351842629409475e-08,4.9344301089604414e-08,0.0
1996,1.1743802375008272e-08,5.231330391097799e-08,0.0
1997,8.630809844589749e-09,3.883864607701071e-08,0.0
1998,1.5734826774860267e-08,6.055524437442728e-08,0.0
1999,1.1425503210205079e-08,7.677937929884138e-08,0.0
2000,1.5463109903635086e-08,5.87598201207129e-08,0.0
2001,1.8839211080035057e-08,5.7393872765487686e-08,0.0
2002,2.102986229601811e-08,6.966142507280892e-08,1.3143663935011318e-09
2003,2.0417921575699438e-08,6.833753474211335e-08,4.1669229178253886e-10
2004,1.7178685141061578e-08,6.563139010040686e-08,0.0
2005,1.8915748967174295e-08,5.899912025597587e-08,0.0
2006,1.070651389767363e-08,6.670981633760675e-08,0.0
2007,2.2768533725070483e-08,7.349841979475968e-08,0.0
2008,1.9158479247494142e-08,8.003986806670582e-08,4.257439678578834e-10
2009,2.098004614481397e-08,7.390698186782174e-08,0.0
2010,2.645324137517946e-08,8.219399916242764e-08,4.723793023408973e-10
2011,3.556294103645996e-08,7.533224533062821e-08,0.0
2012,3.2680826933528806e-08,7.863823725529073e-08,3.404252713057332e-10
2013,3.8211013020372775e-08,1.0598675004303004e-07,2.789125042035323e-10
2014,3.832838046946563e-08,1.1238660846402126e-07,2.1654451842767486e-10
2015,5.541438596878834e-08,1.0063252631198338e-07,0.0
2016,5.2404903527758506e-08,1.1143809786062775e-07,0.0
2017,5.584657003510074e-08,9.433542658143779e-08,0.0
2018,7.357180464850899e-08,1.058401366549333e-07,2.5814667070633845e-10
2019,6.607058367080754e-08,9.081516338937945e-08,0.0
