year,pas_ADV ôté_VERB,pas_ADV oté_VERB,pas_ADV sauté_VERB
1887,7.63884173693441e-08,1.3057849246322917e-09,2.4809914123125054e-08
1888,5.326116436776829e-08,1.268122939990235e-09,3.4873380627686856e-08
1889,6.515742256851809e-08,1.2530273485467092e-09,1.0650732740202784e-08
1890,4.9813337454907014e-08,2.6217545912032847e-09,1.3764211992395303e-08
1891,5.5455714687013824e-08,2.5496880162734215e-09,1.9760081571007504e-08
1892,5.4536059224119526e-08,4.387958441043338e-09,1.8805536683430546e-08
1893,3.510297474917934e-08,6.158416554491453e-10,1.847524977449666e-08
1894,4.4740929183717526e-08,1.8904617871129403e-09,1.449354058991048e-08
1895,3.7315409429083957e-08,3.611168697403855e-09,2.166701307260155e-08
1896,4.1868904787634165e-08,2.948514543632541e-09,2.4767521367152767e-08
1897,3.26295968022805e-08,2.330685422435863e-09,1.9228155068162778e-08
1898,2.998928039232851e-08,1.13167097914868e-09,2.093591255913907e-08
1899,4.477338677588705e-08,3.3165470370022376e-09,3.3165470370022376e-08
1900,2.9589003247565415e-08,1.038210628578895e-09,1.4015843596837385e-08
1901,2.9061443029831935e-08,5.588738916095792e-10,1.4530721514915967e-08
1902,4.517461249520238e-08,1.9641135384773634e-09,1.9641134940684424e-08
1903,2.970121215639665e-08,5.400220270956879e-10,2.430099144135056e-08
1904,3.6009989656804464e-08,1.0749250378694342e-09,1.1824175416563776e-08
1905,2.0126959654476195e-08,2.0643036724443675e-09,1.1353670004154992e-08
1906,4.423998589686562e-08,5.144184522798412e-10,1.2860461140462576e-08
1907,3.9085609415678846e-08,2.0571372938427146e-09,2.7771354993433306e-08
1908,4.0273391732625896e-08,1.964555629285769e-09,1.276961114626829e-08
1909,4.8958753495753626e-08,2.200393367512987e-09,3.135560788791736e-08
1910,4.542528131423751e-08,1.6032452032632705e-09,3.20649036211762e-08
1911,3.458243114096149e-08,4.25629931299909e-09,1.5961122201701983e-08
1912,3.229841283314272e-08,5.209421227725386e-10,2.5005221004903433e-08
1913,3.712092677687906e-08,1.5908969142053309e-09,3.234823608977422e-08
1914,4.620753202289052e-08,0.0,3.080502253283157e-08
1915,2.709575319670421e-08,1.1780761921542648e-09,3.534228554258334e-08
1916,7.1418504887788e-08,4.394984820521586e-09,3.5159878564172686e-08
1917,4.276905585243185e-08,2.1932848870420685e-09,2.9609346086090227e-08
1918,4.2499593178035866e-08,0.0,3.2161853624756986e-08
1919,2.6702760891339494e-08,1.8415696745321952e-09,2.8544329566670967e-08
1920,3.7861159540852896e-08,2.2716695191604686e-09,3.48322650722821e-08
1921,4.998013380941302e-08,7.572747429129834e-10,3.0290991048786964e-08
1922,5.2383342108441866e-08,2.951174193910333e-09,2.2871599725249325e-08
1923,3.927900849021171e-08,1.0615948120573648e-09,2.441668023323018e-08
1924,3.480738541838946e-08,2.578324886925998e-09,1.0313299547703991e-08
1925,3.959344141435395e-08,0.0,2.1996356736053713e-08
1926,4.7928395474627905e-08,1.1146138456652466e-09,2.6750733184144337e-08
1927,8.027441822378023e-08,1.1149224876660924e-09,3.7907366134959375e-08
1928,4.6846768242403414e-08,0.0,1.9424270192303084e-08
1929,3.8991423423340166e-08,0.0,2.5622934884950155e-08
1930,5.566909777598994e-08,2.100720708497761e-09,1.3654684494213143e-08
1931,5.018356930008849e-08,0.0,3.193499864551086e-08
1932,5.150982218538047e-08,1.0959536611565568e-09,1.9727165678773417e-08
1933,3.670611903316967e-08,0.0,1.9500125958415992e-08
1934,2.3963160344919743e-08,2.3963160344919743e-09,3.5944740517379614e-08
1935,6.223507398317452e-08,0.0,2.8723881939640705e-08
1936,3.758661648589623e-08,1.2124714565686645e-09,1.576212937948185e-08
1937,3.777335422228134e-08,1.2591118148108649e-09,3.399602022113868e-08
1938,3.8895642262559704e-08,0.0,2.074434313215079e-08
1939,5.047036566452334e-08,3.058810094103137e-09,1.6823456405745674e-08
1940,4.3108308034334186e-08,0.0,5.0715659227762444e-08
1941,5.312704587367989e-08,2.9515025978810172e-09,8.559357667081713e-08
1942,5.461581054078124e-08,0.0,1.0012898599143227e-07
1943,7.548411673496958e-08,0.0,7.83873517207212e-08
1944,6.42637232317611e-08,0.0,4.4984606262232774e-08
1945,3.703456741277478e-08,0.0,7.62476446425353e-08
1946,5.568441707737293e-08,0.0,9.048717686255259e-08
1947,5.602809238780537e-08,0.0,5.8412268799656886e-08
1948,5.6533817627268945e-08,2.174377566888097e-09,5.0010683594337024e-08
1949,4.0249734212238764e-08,0.0,3.6322930441201606e-08
1950,4.2541444145172136e-08,0.0,4.785912821603233e-08
1951,4.584402901741669e-08,0.0,6.076999170545605e-08
1952,5.799642011083961e-08,0.0,5.2724018928529404e-08
1953,4.740483916521043e-08,1.0773827385790469e-09,3.124409886368085e-08
1954,6.352148318455875e-08,4.886268278880834e-09,5.2771696346098906e-08
1955,3.9419553843345057e-08,0.0,3.660387193349379e-08
1956,5.4943193106282706e-08,3.488456634670456e-09,5.843164885277474e-08
1957,5.1243219445495924e-08,0.0,4.770920369878695e-08
1958,5.707848060865217e-08,8.272243445794913e-10,4.218844296133284e-08
1959,4.650448559573306e-08,1.5501495642666896e-09,3.5653439312000046e-08
1960,4.567749911643659e-08,2.7683333403416555e-09,5.259833457671448e-08
1961,7.156604198144123e-08,0.0,3.61304266505158e-08
1962,5.834600003140622e-08,1.2683912808952869e-09,5.0735650347633054e-08
1963,6.53071410283701e-08,0.0,4.4615767080813384e-08
1964,7.604960217122425e-08,6.083968329129164e-10,3.832900219435942e-08
1965,5.034279837445865e-08,0.0,4.1040326692609597e-08
1966,5.9822006903687e-08,0.0,4.652822838124848e-08
1967,4.289391952738697e-08,4.930335584241163e-10,6.310829547828689e-08
1968,4.8058151236318736e-08,8.982831700699023e-10,5.344784881344822e-08
1969,4.7688455850902756e-08,4.5417578031781147e-10,4.4509224750299836e-08
1970,4.598724956395017e-08,4.5987250119061684e-10,4.092865424354386e-08
1971,5.652237078379585e-08,1.0276794970565106e-09,3.339958354331429e-08
1972,4.6171322765076184e-08,0.0,2.8728821988011077e-08
1973,3.528450420731133e-08,5.513203782392395e-10,4.520827090459534e-08
1974,2.981553137715309e-08,0.0,3.8816445169231883e-08
1975,4.226495420311949e-08,2.2845920710778955e-09,4.283610266497817e-08
1976,3.428116102099921e-08,5.713526873840635e-10,3.485251554025126e-08
1977,4.58388988988645e-08,5.876781838942691e-10,3.173462204131283e-08
1978,4.099008066305032e-08,1.1881182704343018e-09,4.217819693508318e-08
1979,5.734933949952392e-08,2.925986564150662e-09,4.9156575698816596e-08
1980,3.979605622816962e-08,0.0,4.2638628627855724e-08
1981,4.99718417756867e-08,0.0,3.479052068655619e-08
1982,5.338451813940992e-08,1.2415004579935385e-09,3.662426451001011e-08
1983,4.736487113632393e-08,0.0,6.189009837953563e-08
1984,3.653375202361531e-08,5.799008495621649e-10,4.697196942515802e-08
1985,4.511668549866954e-08,2.4062232206745193e-09,5.353846788125338e-08
1986,5.2152024920815165e-08,0.0,5.454981888419752e-08
1987,3.972030881982391e-08,6.110816852533674e-10,4.522004459772688e-08
1988,4.257553243292023e-08,0.0,4.677312048784188e-08
1989,4.9941910162942804e-08,1.0976244357863152e-09,5.1039535264862934e-08
1990,4.304434142454738e-08,1.089730194969718e-09,5.7210836956755884e-08
1991,4.4547135757966316e-08,1.1722930404189924e-09,6.154538567670897e-08
1992,4.0773585396891576e-08,5.509944167592096e-10,5.1242480481050734e-08
1993,4.5421501226883265e-08,1.1078414852150331e-09,4.819110444032049e-08
1994,4.589186275438806e-08,5.274926606624319e-10,5.116678636341021e-08
1995,4.0668382439434936e-08,5.422450821690461e-10,4.392185104507007e-08
1996,5.97866289808735e-08,1.067618438099771e-09,4.4306165847274315e-08
1997,5.178485906753849e-08,4.79489448146353e-10,6.137464936273318e-08
1998,4.5297227302398824e-08,0.0,5.0065356305140085e-08
1999,4.707307255102933e-08,0.0,3.97607493596297e-08
2000,4.9923755796044134e-08,1.7672125984802278e-09,4.462211933287108e-08
2001,5.695575211461801e-08,0.0,3.5487815353008045e-08
2002,4.8631559224077137e-08,0.0,4.950780407853017e-08
2003,4.5419458416517955e-08,4.1669229178253886e-10,6.583738354493107e-08
2004,5.109557932314601e-08,0.0,4.492887129003975e-08
2005,4.909087181204086e-08,0.0,5.809836878256647e-08
2006,5.68268809786332e-08,8.235779835885637e-10,6.135655894468073e-08
2007,5.152878657099791e-08,0.0,8.867744583085369e-08
2008,5.875266850807748e-08,1.2772318758180745e-09,7.620816688813647e-08
2009,5.48342136141855e-08,4.76819250749827e-10,9.107247933570761e-08
2010,9.353109930998471e-08,4.723793023408973e-10,1.388795141110677e-07
2011,9.559929736724371e-08,3.82397197240536e-10,1.2504388280376588e-07
2012,1.1302118707590125e-07,0.0,1.5965945010520954e-07
2013,1.115650007932345e-07,0.0,1.762727066534353e-07
2014,1.2754472322740185e-07,0.0,2.000871290874784e-07
2015,1.3210789973072679e-07,0.0,1.8308912785869325e-07
2016,1.1392370424800902e-07,0.0,1.5224348715037195e-07
2017,9.936664469023526e-08,0.0,2.0250671184385283e-07
2018,1.2649186942326196e-07,5.162933414126769e-10,1.9490073555061826e-07
2019,1.14539346895981e-07,0.0,1.8571191162664036e-07
