year,trois_DET ombres_NOUN,trois_DET sombres_ADJ
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,1.1371510844071508e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,4.0662548883574345e-08,0.0
1810,1.1700633351097167e-08,0.0
1811,3.008492077682945e-08,0.0
1812,1.8670456736202823e-08,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,3.236668311146218e-08,0.0
1816,0.0,0.0
1817,2.8023721676539992e-08,0.0
1818,1.1921176934492905e-08,0.0
1819,2.070210003424222e-09,0.0
1820,9.493184904840746e-09,0.0
1821,2.070912508145284e-08,5.9168927535324656e-09
1822,0.0,0.0
1823,2.9648061783404955e-09,0.0
1824,1.51580028528997e-08,0.0
1825,7.044354433105582e-09,3.522177216552791e-09
1826,6.1655889282974385e-09,2.642395191543301e-09
1827,2.7651818612639545e-09,0.0
1828,1.0089530988466322e-08,0.0
1829,0.0,0.0
1830,6.262101504006523e-09,0.0
1831,3.1182412207897414e-09,0.0
1832,2.705993873419743e-09,0.0
1833,8.108539617524002e-09,0.0
1834,5.600718555598405e-09,0.0
1835,2.2689263801112247e-09,0.0
1836,1.008112526790228e-08,0.0
1837,6.957890930081589e-10,0.0
1838,4.418513332993257e-09,0.0
1839,4.194885327990505e-09,0.0
1840,2.165694068523294e-08,0.0
1841,1.3483152372373297e-08,0.0
1842,5.366612043644636e-09,0.0
1843,1.1813821920725331e-08,0.0
1844,1.1525978393933656e-08,0.0
1845,8.928364714222425e-09,0.0
1846,1.9905304071698993e-08,0.0
1847,1.6179670936367074e-08,0.0
1848,4.02261068899179e-09,8.045221711050488e-10
1849,4.1897072478036534e-09,0.0
1850,1.4935791270431764e-08,0.0
1851,6.449438760824933e-09,0.0
1852,1.0416872697760482e-08,0.0
1853,8.360704129017904e-09,2.9859659189668264e-09
1854,9.352196350675968e-09,0.0
1855,1.0613874223963649e-08,0.0
1856,1.0872097000458325e-08,0.0
1857,3.7587619461376676e-08,0.0
1858,6.361778659424999e-09,0.0
1859,1.323965115318515e-08,0.0
1860,1.0985241327698958e-08,0.0
1861,1.5091083938045813e-08,0.0
1862,7.680576730173527e-09,0.0
1863,6.493007020935693e-09,0.0
1864,1.4863656971897399e-08,0.0
1865,1.2237795277147967e-08,0.0
1866,1.5083399418358567e-08,0.0
1867,1.067618526917613e-08,9.7056229719783e-10
1868,1.0373735426227881e-08,0.0
1869,1.1720446280172325e-08,0.0
1870,1.9495765446464475e-08,0.0
1871,1.2745412947268164e-08,0.0
1872,1.0885210954825197e-08,0.0
1873,9.577606707722452e-09,0.0
1874,1.7923827311250307e-08,0.0
1875,1.4303817463812152e-08,5.721527140956084e-10
1876,7.255217759905008e-09,0.0
1877,2.2265337573657007e-08,6.184816214727107e-09
1878,9.662541822219595e-09,0.0
1879,1.4662380642960215e-08,0.0
1880,1.0268553785053314e-08,0.0
1881,6.9725074602899895e-09,0.0
1882,1.6638462829732248e-08,0.0
1883,2.5277356430208897e-08,6.319338941018771e-10
1884,1.650424241717019e-08,0.0
1885,7.734762663691441e-09,0.0
1886,1.0325542088018835e-08,0.0
1887,3.264462256069578e-09,0.0
1888,6.974676169946292e-09,0.0
1889,1.6915869149869422e-08,0.0
1890,1.1142456735058204e-08,0.0
1891,7.649063604731055e-09,6.374220040683554e-10
1892,6.268512375839919e-09,0.0
1893,1.2316832997960603e-08,0.0
1894,5.671385361338821e-09,0.0
1895,1.9259566386153892e-08,0.0
1896,1.769108703975064e-08,0.0
1897,1.5149455578900017e-08,0.0
1898,6.7900258748920805e-09,0.0
1899,8.291367592505594e-09,2.2110313580014918e-09
1900,2.0245107479333058e-08,1.038210628578895e-09
1901,8.941982265753268e-09,0.0
1902,2.3078334798753986e-08,1.4730852093691738e-09
1903,1.2420506623200822e-08,2.7001101354784396e-09
1904,5.912087708281888e-09,4.299700151477737e-09
1905,7.2250627702885595e-09,5.160759042333041e-10
1906,2.211999294843281e-08,0.0
1907,2.0571373382516356e-08,0.0
1908,3.437972351250096e-09,0.0
1909,2.4204328319399337e-08,0.0
1910,1.656686676732022e-08,1.068830135508847e-09
1911,1.4897047595496815e-08,0.0
1912,1.0939784800267915e-08,5.209421227725386e-10
1913,1.272717498057574e-08,0.0
1914,1.2723813114234872e-08,0.0
1915,2.9451904026700504e-08,8.246533234057551e-09
1916,2.197492365851872e-08,0.0
1917,1.0966424435210342e-08,0.0
1918,1.8378202071289707e-08,0.0
1919,4.603924352863942e-09,0.0
1920,1.0601124422748853e-08,0.0
1921,1.8931868572824584e-08,0.0
1922,1.8444838878473035e-08,0.0
1923,3.290944006195673e-08,0.0
1924,2.707241097965607e-08,0.0
1925,8.798542339150117e-09,0.0
1926,1.44899797716036e-08,0.0
1927,1.783875902550136e-08,1.1149224876660924e-09
1928,1.599645738092903e-08,0.0
1929,2.6736974856333973e-08,1.1140406375176326e-09
1930,2.4158288924880367e-08,0.0
1931,2.0529641986399838e-08,0.0
1932,2.52069338735339e-08,0.0
1933,2.7529590163055673e-08,0.0
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,3.590485242455088e-09,0.0
1936,1.6974600836050513e-08,8.487299751891442e-09
1937,1.3850230184964119e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.3612021671226557e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,2.3963545370264683e-08,0.0
1946,2.3665877257883494e-08,2.7842208538686464e-09
1947,1.4305045592521992e-08,0.0
1948,1.4133454406817236e-08,0.0
1949,1.2762110923603132e-08,0.0
1950,1.3825970146541522e-08,1.0635361480382244e-09
1951,1.4925962243950153e-08,0.0
1952,2.5307529849527555e-08,0.0
1953,1.2928592862948562e-08,5.386913581872932e-09
1954,2.2476832617357445e-08,0.0
1955,1.9709776921672528e-08,2.815682353940474e-09
1956,1.657016834855085e-08,8.72114158667614e-10
1957,1.6786571688243157e-08,8.835037701437898e-10
1958,1.2408365446248126e-08,0.0
1959,2.712761659751095e-08,7.750747821333448e-10
1960,1.7994166601198458e-08,0.0
1961,2.6403004838027044e-08,1.3896318540318475e-09
1962,2.6636217065334478e-08,0.0
1963,1.4225316813387678e-08,0.0
1964,1.277633332463779e-08,1.8251904432275978e-09
1965,2.3529787007703362e-08,0.0
1966,1.6617224485315774e-08,0.0
1967,2.46516771440497e-08,0.0
1968,2.0660513272430236e-08,4.4914158503495116e-10
1969,2.4525491859606063e-08,0.0
1970,1.7015282960386457e-08,0.0
1971,1.3359833683779243e-08,0.0
1972,1.539044047760285e-08,0.0
1973,1.1026407398251337e-08,0.0
1974,1.406392913239074e-08,0.0
1975,1.1422959911300268e-08,0.0
1976,1.199840626853188e-08,0.0
1977,8.815173146992095e-09,0.0
1978,1.1881182704343018e-08,0.0
1979,2.0481907281322265e-08,0.0
1980,1.3644361640530178e-08,5.685150683554241e-10
1981,1.960920337218397e-08,0.0
1982,1.80017563078394e-08,0.0
1983,1.0736036948344463e-08,6.315316047889041e-10
1984,2.0296530678365343e-08,0.0
1985,1.6242006406486098e-08,6.015558051686298e-10
1986,7.193382389747427e-09,0.0
1987,1.2832715334809564e-08,0.0
1988,1.1993107618124554e-08,0.0
1989,1.7561990528491833e-08,0.0
1990,1.5256222507531447e-08,1.089730194969718e-09
1991,1.2309076646843664e-08,5.861465202094962e-10
1992,1.5427843669257868e-08,0.0
1993,1.2186256281854213e-08,0.0
1994,1.6879764919153217e-08,0.0
1995,1.4640616774475035e-08,0.0
1996,1.6014275683318147e-08,0.0
1997,1.9659067485022774e-08,0.0
1998,1.3350761385311216e-08,0.0
1999,9.597422079288265e-09,0.0
2000,2.076474814316498e-08,0.0
2001,1.840108998507617e-08,0.0
2002,2.4534839937473407e-08,0.0
2003,7.083768793769707e-09,0.0
2004,1.3214374039449694e-08,0.0
2005,1.8915748967174295e-08,0.0
2006,1.8942294122137326e-08,0.0
2007,2.6763012250796692e-08,0.0
2008,2.469315035780184e-08,4.257439678578834e-10
2009,1.9549589280742907e-08,0.0
2010,2.5036102357933743e-08,9.447586046817946e-10
2011,2.9062186879258434e-08,0.0
2012,3.574465307076835e-08,1.3617010852229328e-09
2013,4.239470069444806e-08,1.1156500168141292e-09
2014,4.395853531180549e-08,8.661780737106994e-10
2015,4.300156249137377e-08,0.0
2016,3.831979178414713e-08,1.2428040818690533e-09
2017,2.8677970220769566e-08,7.54683426862357e-10
2018,4.595010621999407e-08,5.162933414126769e-10
2019,4.387698920860217e-08,2.55098775436835e-10
