year,tes_DET iles_NOUN,tes_DET cils_NOUN
1800,3.144164484325529e-09,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,1.1866481131050932e-09
1821,9.86148829262845e-10,0.0
1822,1.0025615893027862e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,8.807984341885344e-10
1827,0.0,0.0
1828,9.172301251858528e-10,1.8344602503717056e-09
1829,0.0,2.571952817387313e-09
1830,2.0873671680021744e-09,4.174734336004349e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,1.352996914505411e-08
1833,1.1583628500844156e-09,0.0
1834,0.0,1.213488998175194e-08
1835,0.0,1.1344631900556124e-08
1836,6.720750067579218e-10,2.688300027031687e-09
1837,6.957890930081589e-10,2.7831563720326358e-09
1838,1.2624323808552163e-09,1.8936485712828244e-09
1839,0.0,1.1186360504567006e-08
1840,1.2739377330817092e-09,3.821813088222825e-09
1841,0.0,3.2102742686390684e-09
1842,6.708265054555795e-10,9.391571076378114e-09
1843,0.0,1.1813822142769936e-09
1844,5.488561272137815e-10,1.097712254427563e-09
1845,1.6740683839167048e-09,2.2320911785556063e-09
1846,1.1709002656346001e-09,4.6836010625384006e-09
1847,2.6966118227278457e-09,1.0786447290911383e-09
1848,0.0,0.0
1849,8.379414939696517e-10,0.0
1850,1.3577992064028876e-09,7.467895635215882e-09
1851,6.449438760824933e-10,4.514607354622058e-09
1852,2.6042181744401205e-09,1.9531636308300904e-09
1853,1.1943863675867306e-09,4.777545470346922e-09
1854,1.0391328908454511e-09,1.0391328908454511e-09
1855,1.0613874223963649e-09,7.960405667972736e-09
1856,5.177189232874468e-10,2.0708756931497874e-09
1857,1.9526036898476207e-09,6.8341128311999455e-09
1858,4.893676019968041e-10,1.0276719919488642e-08
1859,0.0,7.638260024478427e-09
1860,9.154367819341758e-10,4.119465657481669e-09
1861,1.8863854922557266e-09,1.4147891747029462e-09
1862,1.8071945051545413e-09,2.2589932147099034e-09
1863,1.4983862484108101e-09,1.4983863039219614e-09
1864,4.794727948009836e-10,4.315255264231155e-09
1865,4.706844358715045e-10,4.236159922843541e-09
1866,0.0,1.1190909532388105e-08
1867,4.85281148598915e-10,3.396968040192405e-09
1868,9.87974813071446e-10,9.87974813071446e-10
1869,1.953407657850903e-09,1.0255390314739543e-08
1870,0.0,6.880858549607183e-09
1871,0.0,1.4869648623516696e-08
1872,0.0,1.2094678591978436e-09
1873,0.0,6.5846050834039715e-09
1874,0.0,4.779687479139483e-09
1875,0.0,8.010138052849669e-09
1876,0.0,6.04601479992084e-09
1877,6.184815992682502e-10,5.566334504436554e-09
1878,0.0,4.227361960484899e-09
1879,6.10932526790009e-10,3.665595160740054e-09
1880,0.0,7.701415505323439e-09
1881,0.0,2.789003084036068e-09
1882,0.0,4.6587693702804245e-09
1883,0.0,1.8958017378167824e-09
1884,0.0,4.621187876807653e-09
1885,6.445635691854079e-10,1.2891271383708158e-08
1886,0.0,9.034849313138693e-09
1887,0.0,1.1099172247952538e-08
1888,1.268122939990235e-09,3.1703073499755874e-09
1889,0.0,3.759081934617825e-09
1890,0.0,7.209825181320184e-09
1891,0.0,1.1473596295275001e-08
1892,0.0,1.8178686334024974e-08
1893,6.158416554491453e-10,1.2316832942449452e-08
1894,2.520615716150587e-09,1.5753848447985774e-08
1895,6.018614495673091e-10,8.426059849853118e-09
1896,1.179405795248556e-09,1.061465249030391e-08
1897,0.0,1.2236098356765979e-08
1898,0.0,8.487532454637403e-09
