year,les_DET îles_NOUN,les_DET iles_NOUN,les_DET cils_NOUN
1832,1.2643756292618491e-05,1.5789474296923345e-06,7.522662741621389e-07
1833,2.4092788180496427e-05,3.2874338788957402e-06,5.085212819722074e-07
1834,1.696270896900387e-05,1.6662138371259516e-06,5.330017245341878e-07
1835,1.3907006064073357e-05,1.8983350216217332e-06,5.188278393575274e-07
1836,1.3791650758321339e-05,1.582064548699691e-06,5.148094572859918e-07
1837,1.3495525081452797e-05,1.9983063177519966e-06,5.155797353495473e-07
1838,1.1000835513641505e-05,2.006636307783083e-06,6.337410809464927e-07
1839,1.3762719277110591e-05,2.2260856979983146e-06,5.292546489954475e-07
1840,1.247885734301235e-05,2.1440371433811833e-06,7.815608213945779e-07
1841,1.1915896095615608e-05,1.8542543935851086e-06,1.0516858495179804e-06
1842,1.1824659054582298e-05,1.5522925451705305e-06,4.890325229212067e-07
1843,1.2501977380452445e-05,2.031977416550035e-06,7.608101668665768e-07
1844,1.1029263987438753e-05,1.69706311581308e-06,6.169142920953163e-07
1845,9.930015494319377e-06,1.697505346953676e-06,7.215234489876821e-07
1846,1.1536880606399791e-05,1.7926482769325958e-06,7.02540148722619e-07
1847,1.1509139653753664e-05,2.0273127852021844e-06,6.795462041964129e-07
1848,1.2083922740657727e-05,1.8849954379618339e-06,6.597081991799314e-07
1849,1.0589904945845774e-05,2.047929022808148e-06,9.175459467769542e-07
1850,8.287327432299207e-06,1.8045151213286204e-06,5.845325645736921e-07
1851,9.187870489313354e-06,1.46402260980949e-06,5.482023013314574e-07
1852,8.387536070131318e-06,1.8815476305888978e-06,4.5573819207334054e-07
1853,1.1822036242392642e-05,1.894893941312148e-06,6.581069058597677e-07
1854,9.806297384784557e-06,1.5638949619756204e-06,6.863472776785784e-07
1855,1.088134393967266e-05,1.675400088885226e-06,7.190899964371056e-07
1856,8.754109671826882e-06,1.7731873018789202e-06,7.444798058031665e-07
1857,9.036649885274528e-06,1.5933246153565506e-06,6.682785951284131e-07
1858,7.913074114185292e-06,1.379527233780209e-06,7.086042685955363e-07
1859,9.18424365181636e-06,1.737958751135693e-06,7.164687758631771e-07
1860,8.61471767166222e-06,1.2376705669225885e-06,4.5771838586006197e-07
1861,8.548155790322198e-06,1.5661715284664979e-06,6.173196425152128e-07
1862,9.031906586187688e-06,1.3391311188826194e-06,6.176087268272568e-07
1863,9.370408406539354e-06,1.584793196229839e-06,4.125556714029699e-07
1864,1.0455383346652525e-05,1.8023382288845369e-06,4.6029389721979896e-07
1865,9.191525407459267e-06,1.3503936031611374e-06,6.02946734318266e-07
1866,9.141513885424501e-06,1.5088265854501515e-06,7.53683423226903e-07
1867,8.949555194703862e-06,1.4306088687021656e-06,6.027192043234209e-07
1868,8.377038625440036e-06,1.3851406670539745e-06,6.43665607924504e-07
1869,8.775195908583555e-06,1.1398133601403515e-06,6.773441185714546e-07
1870,8.246709114700934e-06,1.3733046682062877e-06,5.154909956672782e-07
1871,6.097617671230182e-06,9.028000729216501e-07,1.160894640861443e-06
1872,8.044775313464925e-06,1.195558960276344e-06,8.593268887580052e-07
1873,9.447112518046197e-06,1.5952701986066131e-06,9.936767355611664e-07
1874,8.277223400909861e-06,1.118446856906985e-06,9.666917506478967e-07
1875,8.224122723277105e-06,1.1174142482417437e-06,8.502189601244936e-07
1876,9.849563014086016e-06,1.4177904859025148e-06,1.120931116815882e-06
1877,9.836331400947529e-06,1.3810694170501847e-06,1.0316273062471737e-06
1878,1.0681939954793052e-05,1.5605004684005053e-06,9.354548211604197e-07
1879,8.900064699446375e-06,1.467459910031721e-06,6.420901144110758e-07
1880,1.1099023481619952e-05,1.5678798668261607e-06,9.517666228475719e-07
1881,1.2162842153884412e-05,1.9369625974263727e-06,9.231600159864684e-07
1882,9.88990188943717e-06,1.4442185900520599e-06,1.114111455535749e-06
1883,8.734590096537431e-06,1.4155319227882046e-06,1.2701871128228959e-06
1884,1.1316628558688535e-05,1.6174157337900397e-06,9.050926337295095e-07
1885,1.031301752618674e-05,1.6713533455003926e-06,8.031262197505384e-07
1886,8.60246723277669e-06,2.545246125862377e-06,8.770257409196347e-07
1887,9.043866725733096e-06,1.4833716974749223e-06,1.0198180149245673e-06
1888,7.5668895078706555e-06,1.6339764279393876e-06,1.0772704115424858e-06
1889,8.635864276129723e-06,1.6571286636235527e-06,1.0863747235134724e-06
1890,8.30571872256769e-06,1.6890654102041935e-06,8.428941242755172e-07
1891,7.579584973882447e-06,1.7503608304991758e-06,1.093816159425387e-06
1892,8.013666217721038e-06,1.827898174155962e-06,7.942204902633421e-07
1893,9.755547296208533e-06,1.9509863804501038e-06,9.212991045615126e-07
1894,7.733249105967843e-06,1.595549704802579e-06,8.355841103480088e-07
1895,7.829615697119152e-06,2.5470776279234997e-06,8.113092491157659e-07
1896,8.195690895718144e-06,1.9660694228207376e-06,1.129281045564312e-06
1897,7.106842588200379e-06,1.6926602910416477e-06,1.0016120484124258e-06
1898,6.540492393014574e-06,1.8276486102308809e-06,1.1209201460360418e-06
1899,6.95866839350856e-06,2.0247519501026545e-06,1.2940061111521572e-06
1900,8.085065303475858e-06,1.9123840111490154e-06,1.0356151278756442e-06
1901,6.624890914963544e-06,1.8023683487911057e-06,1.9392923604755197e-06
1902,6.494832689440955e-06,1.8280986537888566e-06,7.802440933346588e-07
1903,6.772416384137614e-06,1.775592423314265e-06,1.028741934305799e-06
1904,6.416227449790313e-06,1.6521597743235361e-06,1.0996483297276427e-06
1905,6.988183628209299e-06,1.8805805694910305e-06,7.596637559004193e-07
1906,7.256386652443325e-06,1.5854376762547417e-06,8.163820695017421e-07
1907,6.721181904367768e-06,1.8596521584868242e-06,9.80225948410407e-07
1908,6.483524771283555e-06,1.6374570961374957e-06,7.514425277577175e-07
1909,6.183655614222516e-06,1.4671123054199597e-06,1.0198823616747177e-06
1910,6.111036213951593e-06,1.588816019193473e-06,1.1276157891870753e-06
1911,6.904249573835841e-06,1.6732576604283622e-06,7.469805112236827e-07
1912,5.921548932974474e-06,1.4122741269773087e-06,7.12648841272312e-07
1913,6.846689814210549e-06,2.133392705161441e-06,1.175672778686021e-06
1914,7.797688340360764e-06,1.84763162636159e-06,8.290568516144958e-07
1915,7.564427050965605e-06,1.7211692764362851e-06,6.243803625238797e-07
1916,6.048598038432829e-06,1.7173403286108169e-06,8.119734502542997e-07
1917,6.311177230600151e-06,1.6932159851990036e-06,7.292672279390899e-07
1918,6.897568823660549e-06,2.0422776820794297e-06,6.880339284975889e-07
1919,7.123191494429193e-06,1.444711411835442e-06,8.047659605381341e-07
1920,6.844540422434875e-06,2.267126134825048e-06,6.42125229433077e-07
1921,6.313399381951967e-06,2.112039279467126e-06,8.140703755543655e-07
1922,6.376749638548063e-06,1.9153121257886596e-06,8.661696355716231e-07
1923,6.369568779973633e-06,1.846113434567087e-06,8.110584275300425e-07
1924,6.501246360812729e-06,1.866707282971447e-06,6.961477083677892e-07
1925,7.049831879157864e-06,2.4173995498699696e-06,6.521919644342233e-07
1926,6.200596885719278e-06,2.031941049196462e-06,7.445620582302581e-07
1927,7.1054009822546504e-06,2.332417825101629e-06,7.280444052071289e-07
1928,7.457777144281863e-06,2.1846590883001227e-06,7.81541210415071e-07
1929,7.118719736354251e-06,2.498793172378555e-06,8.533551536515915e-07
1930,7.584651939396281e-06,2.346505034722668e-06,7.026910751051219e-07
1931,6.884273204832425e-06,2.611826730003486e-06,5.463166061758784e-07
1932,7.63660528946275e-06,2.3004066846965543e-06,7.452484780401392e-07
1933,8.541054626221012e-06,2.6141639288823626e-06,8.717703252614228e-07
1934,7.985723186720861e-06,2.681477646149233e-06,6.410145161339642e-07
1935,8.864908465966437e-06,2.1554879943153082e-06,9.790056623160126e-07
1936,7.377888891824114e-06,2.5461900463596976e-06,6.02598319687786e-07
1937,6.547381673271957e-06,2.4439360082340045e-06,6.547381232735461e-07
1938,7.063448833832808e-06,2.0614691251807926e-06,6.44371141333977e-07
1939,6.816558311584231e-06,2.529635974468647e-06,6.561147927186539e-07
1940,6.6158574441033124e-06,2.2035953612942194e-06,5.122281407921037e-07
1941,7.665052066840872e-06,2.703576443607858e-06,4.988039457032301e-07
1942,7.691726864322845e-06,2.2180087917433866e-06,5.340212680948753e-07
1943,7.0258292623748275e-06,2.334201090192778e-06,6.358084831958877e-07
1944,7.727712699079348e-06,2.45808745980014e-06,6.972613775246828e-07
1945,8.88611799609862e-06,2.3658553374161784e-06,6.143381128254077e-07
1946,7.005099888601762e-06,1.9865415694653166e-06,5.443151991357809e-07
1947,6.340711138363986e-06,1.9216444631098284e-06,5.626651216061873e-07
1948,6.252422537045277e-06,1.8503953622683866e-06,1.2578774288840577e-06
1949,7.409877923691965e-06,2.1518881965221226e-06,5.831302871683874e-07
1950,6.8736342768715986e-06,1.888840227337596e-06,7.540471074207744e-07
1951,6.929911222641749e-06,2.317788766248441e-06,4.6483712168310376e-07
1952,7.063964289955038e-06,2.4105421836395635e-06,6.674860912880831e-07
1953,7.455488628238527e-06,2.4865993122347163e-06,5.796318944817358e-07
1954,6.804616930367047e-06,2.37765803312584e-06,6.215333101522447e-07
1955,8.162662993527192e-06,2.7011778769292505e-06,6.748252303623303e-07
1956,6.77109426305833e-06,2.7724508413484727e-06,9.008939514387748e-07
1957,6.6033072414484195e-06,2.2962263415138295e-06,5.504228539621181e-07
1958,7.13398259222231e-06,2.1971078290050627e-06,5.277691386140759e-07
1959,7.2539247639724636e-06,2.8421992599447776e-06,4.1156469876568735e-07
1960,6.041887729679729e-06,1.7807303667183305e-06,5.848104436267931e-07
1961,6.492360171250766e-06,1.5862647231301708e-06,6.899521878267478e-07
1962,6.622270802836283e-06,1.8315570571303397e-06,4.95306807124507e-07
1963,6.2875902244741155e-06,1.7988560081505511e-06,6.614772587454354e-07
1964,6.487335440397146e-06,1.6688325654712344e-06,4.751579290029895e-07
1965,5.23127346241381e-06,1.492226211041725e-06,5.893390664368781e-07
1966,7.0102530003168795e-06,1.8622368980203419e-06,5.256581800949789e-07
1967,5.768492769675504e-06,1.6122197763479562e-06,4.072457144843611e-07
1968,5.9717864360209205e-06,1.6142148560049918e-06,4.855220510080471e-07
1969,6.185419891835409e-06,1.5914319710930158e-06,4.069414991647591e-07
1970,6.289216145205501e-06,2.390417272124523e-06,3.6237952016904273e-07
1971,5.390179069308942e-06,1.4228222795509282e-06,4.120994852030435e-07
1972,7.155528862767824e-06,1.7734917676648365e-06,3.8527401713395193e-07
1973,6.089333652425921e-06,1.7950991342274847e-06,3.5229373196443703e-07
1974,7.196231308626011e-06,2.2485410759998103e-06,3.2684572204289e-07
1975,6.230653838201761e-06,2.3588412840780393e-06,2.5815890225544535e-07
1976,6.379724254657049e-06,1.9465986120792422e-06,3.5252461216828124e-07
1977,5.735151262342697e-06,2.1156414824474723e-06,3.479054768718015e-07
1978,6.358214960755504e-06,2.0904941155919232e-06,3.273265853920293e-07
1979,5.6149684724005056e-06,1.8223044691012547e-06,3.212733261648282e-07
1980,7.190578799054492e-06,1.7322653960150092e-06,3.4849972507799976e-07
1981,6.10099237974282e-06,1.5586153896407495e-06,3.9977472354735255e-07
1982,8.34536615457182e-06,1.7474118791938054e-06,3.457578756638213e-07
1983,7.239246997414739e-06,1.756289368159969e-06,3.416586018545331e-07
1984,7.372859386123309e-06,1.9560055370959617e-06,2.9864893669184767e-07
1985,7.11640501549482e-06,1.7270666656798994e-06,2.5505966583239115e-07
1986,7.440355318522052e-06,1.4476682608233205e-06,4.058266753759199e-07
1987,7.680074702420825e-06,2.0740112187667137e-06,3.104294865607926e-07
1988,8.06176677770054e-06,1.6898288262012784e-06,3.2081562650887463e-07
1989,7.305788074063457e-06,1.5086848108580853e-06,2.7660135870632985e-07
1990,8.242174374117894e-06,1.4101108494202208e-06,2.593557955066217e-07
1991,7.345588358020905e-06,1.4208191743136922e-06,2.9893473296738193e-07
1992,8.569616227305232e-06,1.2920819063566569e-06,2.8376213201397604e-07
1993,7.40038109370289e-06,1.2601697090275366e-06,2.802838885429537e-07
1994,7.755197032111028e-06,1.0776674841395106e-06,3.407602484628569e-07
1995,8.487762556796952e-06,1.1322077622111237e-06,3.2209357314627596e-07
1996,9.453227278299892e-06,1.1823874501715181e-06,2.5996509478432017e-07
1997,8.799111185453512e-06,9.719250932960222e-07,2.8193978707236056e-07
1998,8.028099330203986e-06,9.016532427352786e-07,2.608166678186308e-07
1999,8.794894995389768e-06,8.496003705005251e-07,2.518180810540116e-07
2000,1.0068251697248343e-05,9.326464471826057e-07,2.73034336473188e-07
2001,9.564623610458511e-06,7.123850407353416e-07,2.2344180727884577e-07
2002,9.062995161457366e-06,7.43493268728912e-07,2.6594014279623934e-07
2003,8.540108922261425e-06,6.612906808811658e-07,2.7126667845323027e-07
2004,8.676557399667217e-06,6.541115062930203e-07,2.8234711457741923e-07
2005,8.42921781440964e-06,6.593489283446274e-07,2.486069838880667e-07
2006,8.318961079112341e-06,6.032708732561787e-07,3.055474344648701e-07
2007,8.00094215946956e-06,5.628221622089313e-07,3.1636277597613116e-07
2008,8.855048633904516e-06,5.63685008447834e-07,3.90407208783472e-07
2009,8.83832160525344e-06,6.122359277327405e-07,3.685812721698767e-07
2010,7.776780478252476e-06,3.3113789443817154e-07,4.421470407578454e-07
2011,9.286133320074441e-06,3.1165371416896903e-07,5.376504859100351e-07
2012,9.980247966723255e-06,2.927657314355514e-07,5.967654743699313e-07
2013,7.5646650543603755e-06,2.4432734746504536e-07,5.645189347092128e-07
2014,7.616736809268332e-06,2.802086127573489e-07,6.587284531178739e-07
2015,8.475297931909154e-06,2.3828186002106122e-07,6.299507191442899e-07
2016,8.348536255198269e-06,2.839807158316887e-07,6.317587235571409e-07
2017,7.123959790078516e-06,1.8841928817181497e-07,5.380892389439396e-07
2018,7.720908911323932e-06,1.6056722529356193e-07,5.99932839406847e-07
2019,7.993519943738647e-06,1.6938559088686134e-07,6.290735683478488e-07
