year,mais_CONJ en_PRON,mais_CONJ sans_ADP
1800,1.597235609551717e-06,1.7585312320989033e-05
1801,1.6239664546446875e-06,1.675876274020993e-05
1802,2.2691698404742056e-06,1.6186298125830945e-05
1803,1.5583210881686682e-06,1.647841588692245e-05
1804,1.8934378545054642e-06,1.7468570263190486e-05
1805,1.84218481535936e-06,1.6551233670725196e-05
1806,1.440834523691592e-06,1.6641638808323478e-05
1807,1.4889574799781258e-06,1.6808422515168786e-05
1808,1.6700965375093801e-06,1.818297789668577e-05
1809,1.6671644971211208e-06,1.869799473297462e-05
1810,1.9563460114113695e-06,1.6984640410555585e-05
1811,1.2435100984475866e-06,1.7599679381419264e-05
1812,2.109761680912925e-06,1.7811616316976142e-05
1813,1.8778592902890523e-06,2.052991908385593e-05
1814,1.5796318848515511e-06,1.6447681446152274e-05
1815,1.761286966939224e-06,1.599183872258436e-05
1816,1.6084170795238606e-06,1.7871043837658362e-05
1817,1.7577100948074076e-06,1.9516964130161796e-05
1818,1.8382455380105966e-06,1.88747993661309e-05
1819,1.74311679757011e-06,1.9144266502735263e-05
1820,1.7253864257327223e-06,1.7891093079924758e-05
1821,2.0620372538360243e-06,1.6421350665041246e-05
1822,1.936948990532983e-06,1.6685632544977125e-05
1823,1.828297058636963e-06,1.6518911820639914e-05
1824,1.872013399406569e-06,1.740728237109579e-05
1825,1.9521667695698852e-06,1.767340438618703e-05
1826,1.837345564581483e-06,1.7213444607477868e-05
1827,2.1393290694504685e-06,1.8369102747328725e-05
1828,2.106877616370184e-06,1.8443662497702462e-05
1829,1.9898341747648374e-06,2.170813888824341e-05
1830,1.96212516812011e-06,2.0867410398750508e-05
1831,1.8054616930385237e-06,1.8799876329467224e-05
1832,1.8062509070659871e-06,1.8964957803291327e-05
1833,1.7977791912926477e-06,2.0743961385960574e-05
1834,1.7838289068095037e-06,1.934488170718396e-05
1835,1.593542606315168e-06,1.901738545484477e-05
1836,1.8058655655295297e-06,1.9142712176289933e-05
1837,1.8528863279243524e-06,1.9044443092752772e-05
1838,1.6007642784643394e-06,1.876984538284887e-05
1839,1.6395008515246445e-06,1.9208378887469735e-05
1840,1.7656776662988705e-06,1.889504449081869e-05
1841,1.7560199694344192e-06,1.8606750018079765e-05
1842,1.7072534319595434e-06,1.833368833104032e-05
1843,1.7844778312792187e-06,1.9074596821155865e-05
1844,1.8375703234596585e-06,1.9276375837762316e-05
1845,2.022274543378444e-06,1.8767980122902372e-05
1846,1.8564624042483047e-06,1.9263651665824e-05
1847,1.532214810140431e-06,1.802523183869198e-05
1848,1.8093703602062305e-06,1.7906250150190317e-05
1849,1.760515090154513e-06,1.89751851848996e-05
1850,1.7590288621249783e-06,1.8926363281934755e-05
1851,1.6852383737386845e-06,1.8861383523471886e-05
1852,1.6328447713931382e-06,1.8842169708932488e-05
1853,1.709166838281817e-06,1.910062633214693e-05
1854,1.7743194007380225e-06,1.950348541868152e-05
1855,1.672746577696671e-06,2.019183511947631e-05
1856,1.7514431647214224e-06,1.953198267301559e-05
1857,1.767594426382857e-06,2.031195901963656e-05
1858,1.7450848872613278e-06,2.0183965887099475e-05
1859,1.734903435135493e-06,1.9758651205847855e-05
1860,1.6052183582360158e-06,2.0411951595633582e-05
1861,1.7986686202675628e-06,2.0061710415575362e-05
1862,1.7855081182460708e-06,2.0824754756176844e-05
1863,1.6262485473816923e-06,1.9120906301850482e-05
1864,1.7692546521175245e-06,1.96718094116477e-05
1865,1.8643810335561284e-06,1.9483040034629084e-05
1866,1.756972835664783e-06,1.8712660164510453e-05
1867,1.7125571503129322e-06,1.9118620855351764e-05
1868,1.5165413174145215e-06,1.9198820496058033e-05
1869,1.6911626516957767e-06,1.991499038922484e-05
1870,1.729962491481274e-06,2.0064583054590912e-05
1871,1.6473445896281191e-06,1.9835049158700713e-05
1872,1.5015543795016129e-06,2.0152757656433096e-05
1873,1.4348452737067419e-06,2.0252448848623317e-05
1874,1.4739360381099686e-06,1.9851236913837056e-05
1875,1.6506605788890738e-06,1.938911179877323e-05
1876,1.5018300700830878e-06,1.8651351751941547e-05
1877,1.4812633821748022e-06,1.9527320148426952e-05
1878,1.5242659401337733e-06,1.9005012120487663e-05
1879,1.5597107676512678e-06,1.848742959964511e-05
1880,1.6404014786530752e-06,1.8432053707329032e-05
1881,1.5311626953007362e-06,1.831050127520939e-05
1882,1.4788266184950771e-06,1.88813270369792e-05
1883,1.4692463423671143e-06,1.854030864478773e-05
1884,1.5870479046498076e-06,1.9636086676655395e-05
1885,1.599806807917048e-06,1.8420337994484726e-05
1886,1.567546348724136e-06,1.8805394176979462e-05
1887,1.6126443824759917e-06,1.8659013107935607e-05
1888,1.5477440058475622e-06,1.8774559521261835e-05
1889,1.4942351072022575e-06,1.8695794437917357e-05
1890,1.5914049527054885e-06,1.8512208328047564e-05
1891,1.529175420955653e-06,1.8485874704765592e-05
1892,1.4925327889159234e-06,1.8361725835802645e-05
1893,1.5168180311775359e-06,1.8797334348619188e-05
1894,1.5300137476970121e-06,1.842317993805409e-05
1895,1.5744695360808691e-06,1.8526498593018914e-05
1896,1.627579990781669e-06,1.8128055899069295e-05
1897,1.5015440339993802e-06,1.814904720731647e-05
1898,1.4598555821976333e-06,1.793641979475069e-05
1899,1.616263972437082e-06,1.8036487404060608e-05
1900,1.499176136121605e-06,1.7564967208727467e-05
1901,1.6380593592657533e-06,1.774648097807585e-05
1902,1.3989398439662182e-06,1.706372700027714e-05
1903,1.5790244560776046e-06,1.769544240914911e-05
1904,1.4903835108270869e-06,1.7508916812403186e-05
1905,1.4506893251109432e-06,1.7738560643465462e-05
1906,1.5628033054326806e-06,1.7842089960140584e-05
1907,1.5593101352351368e-06,1.7473838681780762e-05
1908,1.5618217616975016e-06,1.7101947264563933e-05
1909,1.5287233736671624e-06,1.8192852451193176e-05
1910,1.4717791145812953e-06,1.7584928116320953e-05
1911,1.5668501589516382e-06,1.732526692421743e-05
1912,1.6711823889181687e-06,1.787508773531954e-05
1913,1.4652160018613358e-06,1.7203959657763335e-05
1914,1.6172636208011681e-06,1.795731810716461e-05
1915,1.4631706335421768e-06,1.7297693489126686e-05
1916,1.6118606822601578e-06,1.7077812401566916e-05
1917,1.3598366308542609e-06,1.6358614573164232e-05
1918,1.5150530146001984e-06,1.6588625385338673e-05
1919,1.4189294574862288e-06,1.6961776736934553e-05
1920,1.462955168562985e-06,1.7598624481252045e-05
1921,1.5501413770380168e-06,1.745972656408412e-05
1922,1.5722380624083598e-06,1.7392007805483445e-05
1923,1.6582110617946455e-06,1.808214449283696e-05
1924,1.6295013551825832e-06,1.8574252067082853e-05
1925,1.5034508749067754e-06,1.7710365568746056e-05
1926,1.6986714683753235e-06,1.7605326377179153e-05
1927,1.5709258036622487e-06,1.8332671174903226e-05
1928,1.5505137866966834e-06,1.7737786947691347e-05
1929,1.653236353149623e-06,1.7741096257850586e-05
1930,1.6921305245887197e-06,1.790549259794716e-05
1931,1.670884728355304e-06,1.7363514928092627e-05
1932,1.537623006697686e-06,1.731278052830021e-05
1933,1.3730382590892987e-06,1.7764613801318774e-05
1934,1.5623980402779125e-06,1.764167774354064e-05
1935,1.4445719500599807e-06,1.739470496886497e-05
1936,1.5034646594358492e-06,1.7322579537903948e-05
1937,1.4278327569172689e-06,1.7205762333105667e-05
1938,1.6854778834840545e-06,1.722947280313747e-05
1939,1.477405277228172e-06,1.749639363879396e-05
1940,1.5341486800934945e-06,1.6573876905567886e-05
1941,1.7443379647374968e-06,1.741386483899987e-05
1942,1.6900559387522662e-06,1.8162792343900946e-05
1943,1.6780699354512763e-06,1.846457644205657e-05
1944,1.542329329140557e-06,1.72773025042261e-05
1945,1.694876146984825e-06,1.7214538047483074e-05
1946,1.7276090034101799e-06,1.831599706747511e-05
1947,1.8930342662315525e-06,1.7765673078429245e-05
1948,1.7753793031261011e-06,1.78994768020857e-05
