year,mais_CONJ en_PRON,mais_CONJ sans_ADP
1949,1.76411637653473e-06,1.6375752466046833e-05
1950,1.6878319115676277e-06,1.687193696398026e-05
1951,1.8380256960881525e-06,1.7696861732474645e-05
1952,1.8738116409622307e-06,1.7053056922122778e-05
1953,1.8110803239324014e-06,1.7726178384691593e-05
1954,1.8714407019615464e-06,1.7296411783718213e-05
1955,1.778572737975992e-06,1.7506035760561645e-05
1956,1.7677754442502192e-06,1.72172771044643e-05
1957,1.8739114580057503e-06,1.7169129250760307e-05
1958,1.910888300926672e-06,1.689853809239139e-05
1959,1.8508785615267698e-06,1.7205885683324595e-05
1960,1.9655166738630214e-06,1.696780657312047e-05
1961,1.910048922582064e-06,1.682427284777077e-05
1962,2.015473739902518e-06,1.716767553716636e-05
1963,1.9475752992548223e-06,1.7094951886065246e-05
1964,2.025961464369175e-06,1.6064110354818695e-05
1965,2.0087871348550834e-06,1.738139781082282e-05
1966,1.9868660956490203e-06,1.6705296388863644e-05
1967,2.1072254412501934e-06,1.6600932781329902e-05
1968,2.0835677787545137e-06,1.7663839685155835e-05
1969,1.874837636250959e-06,1.5972907817740634e-05
1970,2.0091829355806112e-06,1.6151181966961303e-05
1971,1.9690339172484528e-06,1.613765130059619e-05
1972,1.92277909150107e-06,1.5990154452083516e-05
1973,1.8976447790919337e-06,1.5647575082766707e-05
1974,1.920570156244139e-06,1.5505763144574303e-05
1975,1.9613222548287013e-06,1.52816363652164e-05
1976,1.89860500654504e-06,1.6205275983338652e-05
1977,1.9616697954916162e-06,1.5920790133350238e-05
1978,2.099405037370161e-06,1.6460190295219945e-05
1979,2.0318051952017413e-06,1.607420051641384e-05
1980,2.001173072585516e-06,1.6432927395726438e-05
1981,2.0855337083958148e-06,1.6650110637783655e-05
1982,1.9764687237966427e-06,1.739652475407638e-05
1983,1.9634317425243353e-06,1.6967358874353522e-05
1984,1.939188450705842e-06,1.6532392578483268e-05
1985,1.9520485921020736e-06,1.653195636208693e-05
1986,1.933820982458201e-06,1.6631100152153522e-05
1987,1.920629728147105e-06,1.6557258277316578e-05
1988,1.977663458774259e-06,1.7035010955623875e-05
1989,1.9641988728835713e-06,1.6893537008400017e-05
1990,1.8928613201296685e-06,1.6961650317171006e-05
1991,1.958315522188059e-06,1.7080308907679864e-05
1992,1.9753150013457343e-06,1.7144191815532395e-05
1993,1.978051017204052e-06,1.7477308006164094e-05
1994,1.9248207081545843e-06,1.674367160831025e-05
1995,1.956962478288915e-06,1.6988538959594734e-05
1996,2.024204604822444e-06,1.71993339108667e-05
1997,1.912203913434496e-06,1.7368067574352608e-05
1998,2.025501288471787e-06,1.7610131408218876e-05
1999,2.023685112817475e-06,1.690882959337614e-05
2000,2.00401905203762e-06,1.7812620171753224e-05
2001,2.055664594990958e-06,1.7399983335053548e-05
2002,2.0569834759953665e-06,1.6860693335729593e-05
2003,2.074710920396683e-06,1.7137304780590057e-05
2004,1.975989391667099e-06,1.779095259735186e-05
2005,1.9748941610941984e-06,1.771054542132333e-05
2006,2.092299865807945e-06,1.840902643834852e-05
2007,1.9529009591678914e-06,1.8374206206317467e-05
2008,2.0035511738569767e-06,1.8278465063303884e-05
2009,1.9864289697579807e-06,1.798895902993536e-05
2010,2.0737451222885284e-06,1.8616940110405267e-05
2011,1.8997492929884174e-06,1.8840327129510115e-05
2012,1.896509189691642e-06,1.9464836782390194e-05
2013,1.9440201128873014e-06,1.9816734379674017e-05
2014,1.9945915425978455e-06,2.064362263354269e-05
2015,1.964994055470015e-06,1.9982205230917316e-05
2016,1.937738659307797e-06,1.9876372448379698e-05
2017,1.9893454066277627e-06,1.8755140104076418e-05
2018,1.994441220176668e-06,1.9383459516575385e-05
2019,1.8828840779860911e-06,1.9345159785189026e-05
