year,aux_ADP eaux_NOUN,aux_ADP seaux_NOUN
1854,3.664502229661082e-06,1.0391328908454511e-09
1855,3.744044054343476e-06,7.429711956774554e-09
1856,3.5986641719887302e-06,4.6594703095870216e-09
1857,4.2073725019520225e-06,9.274867096564776e-09
1858,3.873833929191051e-06,3.914940760463281e-09
1859,4.611981612612226e-06,1.1202780925145817e-08
1860,4.119007746439252e-06,7.781213007262977e-09
1861,3.6874119793139926e-06,6.13075279431996e-09
1862,3.82718618041622e-06,4.517986429419807e-09
1863,3.674542448095508e-06,4.994620717013731e-09
1864,3.6171427453268734e-06,5.274200631788517e-09
1865,3.7061691671169683e-06,3.765475486972036e-09
1866,3.5197844674428325e-06,6.811858188626729e-09
1867,3.5323615446003487e-06,8.249779526181555e-09
1868,3.5329979581888438e-06,4.93987406535723e-10
1869,3.425300214132676e-06,9.278686263769487e-09
1870,3.923236146619047e-06,6.880858549607183e-09
1871,3.2256515467565805e-06,2.0180236148803488e-08
1872,3.2159749991933495e-06,4.8378714367913744e-09
1873,4.123159801139309e-06,7.183205141814142e-09
1874,3.550112662509264e-06,4.182226565063729e-09
1875,3.733296491503779e-06,1.5448122780981066e-08
1876,4.018786015080877e-06,7.255217759905008e-09
1877,3.7486169475187125e-06,1.0514186854493346e-08
1878,3.6820324211817024e-06,7.2469061862534545e-09
1879,3.814662775880606e-06,3.0546627449723474e-09
1880,3.3039072224738675e-06,7.059631101924424e-09
1881,3.977118396392143e-06,6.2752567586699115e-09
1882,3.624522761924709e-06,9.317538740560849e-09
1883,3.839630316804232e-06,5.687405213450347e-09
1884,3.39525268344687e-06,7.922036360241691e-09
1885,3.6933492033597304e-06,1.4180398189012067e-08
1886,3.4371147457079587e-06,2.0005737511041843e-08
1887,3.7286687710746946e-06,5.223139698529167e-09
1888,3.3586235552718335e-06,1.014498351992188e-08
1889,3.472138734750274e-06,1.2530273707511697e-08
1890,3.6737336674974586e-06,7.209825181320184e-09
1891,3.140578314742015e-06,5.099376032546843e-09
1892,3.5279188104198056e-06,6.268512375839919e-09
1893,3.449329160076786e-06,9.23762488724833e-09
1894,3.5118477423878858e-06,9.452309157609307e-09
1895,3.2873672566324785e-06,1.0833506536300774e-08
1896,3.3837152635385337e-06,8.845543852942228e-09
1897,3.165653367886989e-06,8.740070001067579e-09
1898,3.2614757063953448e-06,6.224190496340043e-09
1899,3.372928309985923e-06,7.738609753005221e-09
1900,3.1634277384284815e-06,4.15284251431558e-09
1901,3.0631878296105697e-06,3.912117296778206e-09
1902,2.8243951923911936e-06,1.816805017540446e-08
1903,3.4285998609107082e-06,1.0800440541913758e-08
1904,3.286045743067234e-06,1.0749250378694342e-08
1905,3.0236887518242384e-06,8.773290538499623e-09
1906,3.360181295875009e-06,5.658603086100555e-09
1907,2.879992280213628e-06,7.71426478252124e-09
1908,3.0941751774093973e-06,2.4556945366072114e-09
1909,3.0101382684222244e-06,5.5009836685826485e-09
1910,3.3903293044090788e-06,1.6032452032632705e-09
1911,2.9544037545292667e-06,1.5429085564733214e-08
1912,3.0068778951175545e-06,9.376957876838787e-09
1913,2.7899029930722463e-06,4.242391771214216e-09
1914,2.698787728405705e-06,3.3483718020477227e-09
1915,2.220673532615791e-06,2.3561523843085297e-09
1916,2.2172698876943286e-06,4.394984820521586e-09
1917,2.071557680949354e-06,1.0966424213165737e-08
1918,2.064101794374551e-06,4.594550517822427e-09
1919,2.204358924728922e-06,3.6831393490643904e-09
1920,2.267883445483676e-06,6.057785384427916e-09
1921,2.3990464246281817e-06,3.0290989716519334e-09
1922,2.7563966220611746e-06,1.1066902949607993e-08
1923,2.380095640575064e-06,1.0615948120573648e-09
1924,2.5615658660882445e-06,3.867487219366694e-09
1925,2.5691744021116847e-06,5.499089184013428e-09
1926,2.1980185849201916e-06,7.802296586589819e-09
1927,2.65909023866584e-06,5.574612327308159e-09
1928,2.3274845055709648e-06,1.2568645679778001e-08
1929,2.3829329673930033e-06,2.2280812750352652e-09
1930,2.5124620428584876e-06,5.2518016602221e-09
1931,2.185266243515116e-06,5.7026783295555106e-09
1932,2.266432183262168e-06,4.383814644626227e-09
1933,2.4696335252372137e-06,5.735331320977366e-09
1934,2.4358552295211666e-06,4.7926320689839486e-09
1935,2.161472160366884e-06,2.393656828303392e-09
1936,2.2600467524114265e-06,6.0623572828433225e-09
1937,2.116566883980653e-06,1.1332006444320086e-08
1938,2.1651907946562687e-06,1.2965214457594243e-09
1939,2.2145785747440527e-06,3.058810094103137e-09
1940,2.426744296180061e-06,7.607348528892999e-09
1941,2.2815115485741444e-06,1.4757512545315876e-08
1942,2.4273693295384646e-06,9.102635312174812e-09
1943,2.4416208086464053e-06,1.1612940831184915e-08
1944,1.7351205627846866e-06,6.4263723231761105e-09
1945,1.8582639409459034e-06,1.089252066321933e-08
1946,1.8501147280858277e-06,1.2528993842408909e-08
1947,1.80243573399963e-06,4.7683483828109274e-09
1948,1.9960786410422315e-06,2.174377566888097e-09
1949,1.848542678928311e-06,4.908504269707237e-09
1950,2.0292270388466704e-06,8.508289184305795e-09
1951,2.0757748222521855e-06,7.462981344019681e-09
1952,2.1015794349210637e-06,1.0544803918932644e-09
1953,1.87787811967155e-06,4.3095309543161875e-09
1954,2.0688458768347573e-06,8.795282724349818e-09
1955,1.8911999255522005e-06,6.569925492527773e-09
1956,1.823590656258034e-06,2.616342476002842e-09
1957,2.0585638385028915e-06,2.6505113659425206e-09
1958,2.0589614422306113e-06,2.4816730892496253e-09
1959,1.926835943244498e-06,2.325224457422337e-09
1960,1.8630882969716822e-06,8.997083078554624e-09
1961,1.9711927397025875e-06,5.558527582660844e-09
1962,1.7319882541499965e-06,5.0735651235811474e-09
1963,1.8292464885050208e-06,6.466053470433053e-09
1964,1.8750789969601556e-06,5.475571496216247e-09
1965,1.7395626281668797e-06,6.0192477668863376e-09
1966,1.699942078658978e-06,3.3234448526542337e-09
1967,1.5688328369733995e-06,5.423369309198733e-09
1968,1.7224580073360585e-06,5.3896989093971115e-09
1969,1.5637272010593506e-06,5.450109252791435e-09
1970,1.7167040438081926e-06,5.518470125309705e-09
1971,1.678200632682092e-06,5.138397374260251e-09
1972,1.6442120243098657e-06,5.643161493651405e-09
1973,1.5420430745649583e-06,8.821126051827832e-09
1974,1.4710869749023914e-06,5.625571564138454e-09
1975,1.5980722078978715e-06,5.140332159925265e-09
1976,1.4443795803842363e-06,9.141642998145016e-09
1977,1.3710532495991856e-06,7.052138428775834e-09
1978,1.448316185648224e-06,2.9702956760857546e-09
1979,1.7269173215872513e-06,9.948355028654987e-09
1980,1.5548887062344363e-06,4.548120546843393e-09
1981,1.3789697419497315e-06,4.427884725544118e-09
1982,1.544426535993182e-06,3.1037510339615437e-09
1983,1.343899265648929e-06,6.315316047889041e-09
1984,1.3813238100013336e-06,6.378909400694965e-09
1985,1.6097633457334837e-06,6.015557829641693e-09
1986,1.5879391597195536e-06,5.395036861699509e-09
1987,1.4452081895655056e-06,1.2221633705067347e-09
1988,1.2604755763589992e-06,4.797243047249822e-09
1989,1.3753234755498056e-06,3.2928733073589456e-09
1990,1.4270017452133743e-06,4.90378582185258e-09
1991,1.3768581208495334e-06,4.68917216167597e-09
1992,1.428728560348702e-06,4.958949695321735e-09
1993,1.2668167705953692e-06,9.416652346772025e-09
1994,1.433197537537012e-06,7.384897138251745e-09
1995,1.2363187735786596e-06,7.0491861237087505e-09
1996,1.254451706955706e-06,4.270473752399084e-09
1997,1.1771465757703936e-06,7.192341833217597e-09
1998,1.1305234552949628e-06,2.86087753487152e-09
1999,1.268687850775052e-06,3.1991407301035224e-09
2000,1.173870980863967e-06,6.627047355323157e-09
2001,1.1649642326361231e-06,3.943090742808408e-09
2002,1.1776723436440761e-06,3.504977141854937e-09
2003,1.1921566098749281e-06,5.8336921959778465e-09
2004,1.191495990759961e-06,2.2023955992267474e-09
2005,1.1597155742393284e-06,2.251874686720612e-09
2006,1.1707160831875285e-06,4.117890028965121e-09
2007,1.119253095094308e-06,4.393927444112933e-09
2008,1.3449252431740888e-06,7.2376473703172906e-09
2009,1.325557462017457e-06,3.814554005998616e-09
2010,1.300460217734667e-06,3.7790344187271785e-09
2011,1.3873370336980884e-06,6.118355155848576e-09
2012,1.4781264763286117e-06,6.808505315092361e-09
2013,1.2366980790545767e-06,7.530637613495372e-09
2014,1.382203651090208e-06,6.279790909502481e-09
2015,1.5352001083712707e-06,7.536356427806368e-09
2016,1.8057942234861457e-06,1.0356700386182638e-08
2017,1.313400698421674e-06,5.0312225496895735e-09
2018,1.3883128469061035e-06,8.002547069452248e-09
2019,1.5050827668616762e-06,7.397864543179367e-09
