year,seras_VERB en_PRON,seras_VERB sans_ADP
1800,0.0,9.432493897065797e-09
1801,0.0,1.1905912700171939e-08
1802,1.1189200677108602e-08,3.5805442166747525e-08
1803,0.0,9.751696339321825e-09
1804,0.0,7.4155526164076946e-09
1805,1.421438877713399e-08,3.980028751016107e-08
1806,0.0,1.729001475325731e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,2.7192887941396293e-08
1809,0.0,1.3554183553310395e-08
1810,2.3401267590372754e-09,2.3401267590372754e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,2.5881675469463516e-08
1814,0.0,2.8320094713762956e-08
1815,0.0,2.697223555614414e-09
1816,0.0,2.5493642752394408e-08
1817,0.0,6.227493631882908e-09
1818,0.0,1.7881765401739358e-08
1819,2.070210003424222e-09,5.175524897538253e-09
1820,1.1866481131050932e-09,8.306536791735653e-09
1821,0.0,2.465372084259343e-08
1822,0.0,2.0051231786055723e-08
1823,2.9648061783404955e-09,2.9648061783404955e-09
1824,1.8526447931321854e-08,8.421112696055388e-09
1825,0.0,2.4655239627691117e-08
1826,1.7615968683770689e-09,1.5854372037438225e-08
1827,0.0,1.8434546111834038e-09
1828,9.172301251858528e-10,1.4675682002973645e-08
1829,0.0,4.4580517055692326e-08
1830,1.0436835840010872e-09,1.5655253093882493e-08
1831,9.354723218280014e-09,9.354723218280014e-09
1832,1.3529969367098715e-09,3.788391467196561e-08
1833,0.0,5.791814139399776e-09
1834,0.0,2.2402874888527435e-08
1835,7.563087933704082e-10,1.739510224751939e-08
1836,4.032449929525228e-09,3.36037508930076e-09
1837,9.045257876039159e-09,2.0177883364169702e-08
1838,4.418513555037862e-09,2.903594409353616e-08
1839,6.9914751765765e-10,1.747868882961967e-08
1840,3.821813088222825e-09,1.1465439264668476e-08
1841,4.494383976094696e-09,7.0626033910059505e-09
1842,5.366612043644636e-09,1.7441490030023488e-08
1843,1.1813822142769936e-09,1.8902115428431898e-08
1844,1.097712254427563e-09,1.0428266472573e-08
1845,3.348136878855712e-09,1.785672942844485e-08
1846,5.854501328173001e-10,7.610851504580296e-09
1847,4.853901280910122e-09,2.426950729272903e-08
1848,0.0,1.448139919091318e-08
1849,0.0,1.6758829879393033e-09
1850,0.0,2.0366988096043315e-08
1851,0.0,5.8044946626978344e-09
1852,0.0,7.812654523320361e-09
1853,5.971931837933653e-10,5.971932059978258e-09
1854,1.0391328908454511e-09,1.0391328686409906e-08
1855,0.0,1.9104973603134567e-08
1856,0.0,8.28350277259915e-09
1857,0.0,1.6597130780837688e-08
1858,4.893676019968041e-10,5.3830437884982985e-09
1859,3.055304009791371e-09,6.619825132503365e-09
1860,1.373155145145688e-09,5.034902272882391e-09
1861,0.0,1.3676294763342867e-08
1862,5.873382225018986e-09,1.9879140111811466e-08
1863,0.0,2.597202808374277e-08
1864,0.0,2.3014694150447212e-08
1865,4.706844358715045e-10,1.1767110841276462e-08
1866,0.0,1.3137154475373336e-08
1867,2.91168689159349e-09,2.91168689159349e-08
1868,2.4699371437009177e-09,1.432563490055827e-08
1869,9.767038289254515e-10,2.0022429381150175e-08
1870,2.8670243956696595e-09,1.8922360567330543e-08
1871,0.0,1.0621177271019633e-09
1872,0.0,7.861540751719076e-09
1873,7.183205141814142e-09,5.9860045809045914e-09
1874,5.974609140757536e-10,1.0156835372754358e-08
1875,5.149374260327022e-09,1.830888685105947e-08
1876,0.0,7.255217759905008e-09
1877,3.710889595609501e-09,1.7317484335421796e-08
1878,0.0,5.435179861734696e-09
1879,4.887460214320072e-09,1.7717043832021773e-08
1880,0.0,1.0268554007097919e-08
1881,2.7890030285249168e-09,4.183504653809678e-09
1882,0.0,1.5307385581309063e-08
1883,1.8958017378167824e-09,6.951272890631799e-09
1884,0.0,1.7164412113856997e-08
1885,3.2228177904158883e-09,1.9981470700258797e-08
1886,3.2267319927115068e-09,1.097088819790315e-08
1887,6.528924623161458e-10,1.3057849024278312e-08
1888,5.07249175996094e-09,2.53624587998047e-09
1889,6.265136742733546e-10,8.144677543509005e-09
1890,1.3108772956016423e-09,4.5880703680722945e-09
1891,3.1871101313640793e-09,1.2748440525456317e-08
1892,0.0,1.5044429702015805e-08
1893,0.0,5.542574899042307e-09
1894,0.0,6.301539290376468e-09
1895,6.018614495673091e-10,8.426059849853118e-09
1896,4.1279202278587945e-09,1.1204354777305525e-08
1897,1.1653427112179315e-09,8.740070001067579e-09
1898,6.224190496340043e-09,8.487532454637403e-09
1899,5.527578395003729e-10,1.326618814800895e-08
1900,5.191053142894475e-10,5.710158568206225e-09
1901,4.470991132876634e-09,7.824234593556412e-09
1902,4.419255628107521e-09,1.2275709337927765e-08
1903,1.0800440541913758e-09,9.1803746826713e-09
1904,5.374625189347171e-09,6.449550227216605e-09
1905,1.5482277682110634e-09,1.5482276793932215e-08
1906,1.5432553013283723e-09,1.18316245689698e-08
1907,0.0,1.5942815068115124e-08
1908,9.822778146428846e-10,2.4065807124884486e-08
1909,3.300590023513905e-09,1.4302557360679202e-08
1910,5.344150677544235e-10,1.6566866989364826e-08
1911,5.320374141248863e-10,1.3300935464144459e-08
1912,0.0,1.40654377034366e-08
1913,5.30298971401777e-10,9.015082902408267e-09
1914,6.696743715117748e-10,1.540251060028197e-08
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,0.0,7.691223435912775e-09
1917,0.0,7.676496771580332e-09
1918,0.0,5.743188147278033e-09
1919,1.8415696745321952e-09,1.2890987943769971e-08
1920,1.514446346106979e-09,1.4387239843927091e-08
1921,0.0,9.087296748422347e-09
1922,7.377935484775833e-10,1.7707044441817033e-08
1923,1.0615948120573648e-09,2.3355085865262026e-08
1924,0.0,1.933743654092268e-08
1925,0.0,1.0998178368026856e-08
1926,2.229227691330493e-09,1.0031524610987219e-08
1927,0.0,7.804457635707251e-09
1928,1.1426041224282812e-09,2.170947865920425e-08
1929,0.0,1.4482528065684619e-08
1930,0.0,1.575540586884472e-08
1931,1.1405356659111021e-09,9.124285327288817e-09
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,0.0,6.882397318719313e-09
1934,1.1981580172459871e-09,1.0783422155213884e-08
1935,2.393656828303392e-09,1.795242532409702e-08
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,0.0,1.1332006444320086e-08
1938,0.0,1.5558256905023882e-08
1939,0.0,9.176430282309411e-09
1940,0.0,2.2822046474857416e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.322588166236983e-08
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,2.6142048525912287e-08
1946,0.0,3.062642850437669e-08
1947,0.0,1.4305045148432782e-08
1948,2.174377566888097e-09,1.9569398546082084e-08
1949,0.0,1.570721330779179e-08
1950,0.0,2.1270722072586068e-08
1951,0.0,1.3859822622919182e-08
1952,0.0,6.326882129314981e-09
1953,0.0,5.386913581872932e-09
1954,0.0,1.4658803948464083e-08
1955,0.0,1.0324168187025862e-08
1956,1.744228317335228e-09,2.0930739808022736e-08
1957,1.7670075402875796e-09,7.068030161150318e-09
1958,0.0,2.3989505493204888e-08
1959,7.750747821333448e-10,6.200598257066758e-09
1960,0.0,2.0070416439921246e-08
1961,1.3896318540318475e-09,5.55852741612739e-09
1962,3.170978146727066e-09,1.0781326054143392e-08
1963,6.466053248388448e-10,1.7458344103715717e-08
1964,0.0,1.2167936880302932e-08
1965,0.0,1.805774313412556e-08
1966,1.1078149508847446e-09,1.0524241700338166e-08
1967,0.0,1.824224149515885e-08
1968,1.3474247273492779e-09,1.0330256650092906e-08
1969,4.995933444718048e-09,1.407944960618579e-08
1970,4.5987250119061684e-10,1.1496812390987543e-08
1971,0.0,1.2332153964678128e-08
1972,2.0520587451500205e-09,1.0773308467548759e-08
1973,0.0,1.709093155888297e-08
1974,1.1251143350321513e-09,6.1881286761433785e-09
1975,0.0,1.7134439644905797e-08
1976,3.4281160132820787e-09,1.8854638628162945e-08
1977,5.876781838942691e-10,7.052138428775834e-09
1978,0.0,1.1881182260253809e-08
1979,5.851973350345929e-10,1.5800328379000916e-08
1980,0.0,1.1370301145063877e-08
1981,1.2651099057237047e-09,1.9609203150139365e-08
1982,6.207502289967692e-10,2.3588508923921836e-08
1983,0.0,1.5156758848000607e-08
1984,5.799008495621649e-10,1.333771937339634e-08
1985,6.015558051686298e-10,1.5640450934384376e-08
1986,0.0,1.4386764723983703e-08
1987,0.0,9.777306964053878e-09
1988,1.1993107618124554e-09,8.395175221664886e-09
1989,0.0,7.683371272548811e-09
1990,0.0,1.0897301727652575e-08
1991,0.0,1.4653663171770859e-08
1992,0.0,9.366905084906563e-09
1993,0.0,8.308811416668505e-09
1994,0.0,1.2659823411809157e-08
1995,0.0,1.1929392029763619e-08
1996,0.0,4.804283193493575e-09
1997,0.0,1.8700088588730068e-08
1998,9.536258449571733e-10,1.239713631751016e-08
1999,4.570201161957499e-10,7.769341614505265e-09
2000,0.0,1.590491294223284e-08
2001,4.3812117822561447e-10,1.1829271784336015e-08
2002,8.76244299341522e-10,1.4019908789464353e-08
2003,0.0,9.16723019717125e-09
