year,six_DET eaux_NOUN,six_DET seaux_NOUN
1925,1.9796719818998554e-08,5.499089184013428e-09
1926,1.4489979882625903e-08,0.0
1927,6.689534814974252e-09,2.2298449753321847e-09
1928,9.140832757381645e-09,3.4278122562625413e-09
1929,1.559656870320225e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,3.1510811737689437e-09
1931,2.5091784650044247e-08,5.7026783295555106e-09
1932,4.383814644626227e-09,0.0
1933,1.261772863969668e-08,0.0
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,1.795242621227544e-08,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,4.588215141154706e-09,4.588215141154706e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,1.517105907566929e-08
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,6.535512131478072e-09
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,7.61032148410834e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,4.264560815592233e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,0.0
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,9.772536113672459e-09,9.772536113672459e-10
1955,2.815682353940474e-09,3.754243138587299e-09
1956,2.093073958597813e-08,3.488456634670456e-09
1957,1.7670075402875796e-09,5.301022731885041e-09
1958,4.1361216673863055e-09,0.0
1959,5.425523363911111e-09,2.325224457422337e-09
1960,5.536666680683311e-09,2.076250060767393e-09
1961,5.558527582660844e-09,0.0
1962,3.805173787174709e-09,1.2683912808952869e-09
1963,5.1728425987107585e-09,2.5864212993553792e-09
1964,7.30076216148845e-09,1.8251904432275978e-09
1965,6.019247544841733e-09,2.188817349590977e-09
1966,8.862519607077957e-09,0.0
1967,3.944268356370628e-09,9.860671168482327e-10
1968,5.838840466676487e-09,1.7965663401398047e-09
1969,9.083515495333927e-09,3.1792304344691047e-09
1970,9.197450051567913e-09,2.7592350626548523e-09
1971,1.4387512958791149e-08,1.541519245584766e-09
1972,1.744249916724172e-08,2.0520587451500205e-09
1973,1.4885650267970618e-08,3.859242703185828e-09
1974,1.1813700795393345e-08,2.2502286700643026e-09
1975,1.484984890609553e-08,5.711480177694739e-10
1976,5.7135269293517865e-09,1.7140580066410394e-09
1977,8.22749468554207e-09,4.11374712072643e-09
1978,6.53465048738866e-09,6.534650598410963e-09
1979,8.192762801506603e-09,5.851973128301324e-09
1980,1.0233271230397634e-08,2.8425752862659692e-09
1981,1.6446428885430464e-08,5.69299452024552e-09
1982,4.966001942996456e-09,1.2415004579935385e-09
1983,1.1367569219267182e-08,1.89459470334441e-09
1984,8.118611838359158e-09,5.219107812592938e-09
1985,2.1054452403745927e-08,1.8046674155058895e-09
1986,1.1389522436289212e-08,1.7983456945813714e-09
1987,7.944061797271473e-09,4.888653482026939e-09
1988,8.395175166153734e-09,1.1993107618124554e-09
1989,1.0427431806903087e-08,1.0976244357863152e-09
1990,5.993515961311147e-09,1.089730194969718e-09
1991,1.1136783939491579e-08,5.8614650910726596e-09
1992,3.3059665005552574e-09,6.060938417817852e-09
1993,6.09312805766038e-09,2.7696036575264316e-09
1994,8.967375231261343e-09,3.164955852952289e-09
1995,1.1929391696696712e-08,7.0491861237087505e-09
1996,4.804283193493575e-09,2.6690460952494277e-09
1997,6.712852163026639e-09,4.79489448146353e-10
1998,1.239713587342095e-08,1.9072516899143466e-09
1999,1.0054442306506317e-08,9.140402323914998e-10
2000,6.185244316725402e-09,1.3254094488601709e-09
2001,1.2705513752209185e-08,4.3812117822561447e-10
2002,3.9430991805033955e-09,3.504977197366088e-09
2003,5.41700001521761e-09,1.2500769308587678e-09
2004,1.1011977829600283e-08,1.3214374039449694e-09
2005,4.9541245550344115e-09,3.1526248278623825e-09
2006,6.58862386870851e-09,1.2353669198716943e-09
2007,6.391166984531793e-09,4.393927444112933e-09
2008,3.831695738476526e-09,5.5346713878634546e-09
2009,6.198650037703146e-09,5.721831008997924e-09
2010,2.3618964561933353e-09,4.723793023408973e-10
2011,1.1471915639660324e-09,4.5887662558641296e-09
2012,2.0425516833455504e-09,2.0425516833455504e-09
2013,2.789125042035323e-10,3.904775169871755e-09
2014,4.114345891759186e-09,3.031623174720721e-09
2015,3.324863190323768e-09,3.546520632724537e-09
2016,2.4856081637381067e-09,1.6570720351438695e-09
2017,7.546833991067814e-10,2.264050280587071e-09
2018,3.3559066636712487e-09,4.3884935685412074e-09
2019,2.806086474294034e-09,1.2754939326953263e-09
