year,mes_DET hommes_NOUN,mes_DET sommes_NOUN
1800,8.174827570428533e-08,0.0
1801,6.90542969472574e-08,0.0
1802,8.951360541686881e-09,4.475680270843441e-09
1803,3.1205427131197894e-08,0.0
1804,4.943701981119375e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,8.645007021357287e-08,0.0
1807,3.985737118128441e-08,0.0
1808,3.852325791697808e-08,0.0
1809,6.777091687837355e-08,0.0
1810,6.084329529087995e-08,0.0
1811,1.42903374467096e-07,0.0
1812,1.1468995353425271e-07,0.0
1813,7.189353823378042e-08,0.0
1814,7.237357690925705e-08,0.0
1815,4.045835311217161e-08,2.697223555614414e-09
1816,1.0892738089296472e-07,0.0
1817,7.317304984155726e-08,0.0
1818,2.229260185337978e-07,0.0
1819,7.55626645698726e-08,1.035105001712111e-09
1820,1.1154492263187876e-07,0.0
1821,9.467028583287629e-08,0.0
1822,5.1130641054442094e-08,0.0
1823,2.1050122889221257e-07,0.0
1824,3.4189716124899405e-07,0.0
1825,3.354873729932706e-07,0.0
1826,5.117438899304716e-07,8.807984341885344e-10
1827,1.1429418922404011e-07,0.0
1828,1.2382606939809193e-07,0.0
1829,2.6919771656253033e-07,0.0
1830,4.675702385270597e-07,0.0
1831,2.416636961655172e-07,3.1182412207897414e-09
1832,3.937221180194683e-07,0.0
1833,4.6450349344695496e-07,1.1583628500844156e-09
1834,3.593794284384444e-07,9.334531370086552e-09
1835,4.167261522525223e-07,0.0
1836,2.695020828724637e-07,0.0
1837,3.8685873082755506e-07,0.0
1838,2.935155283267932e-07,0.0
1839,3.8942517921469744e-07,4.194885327990505e-09
1840,3.4842196328099817e-07,6.369688665408546e-10
1841,2.703050903107851e-07,6.420548537278137e-10
1842,3.105926715818441e-07,0.0
1843,2.658110052067286e-07,0.0
1844,3.216296837749155e-07,0.0
1845,2.3994980491437445e-07,0.0
1846,3.015068168465973e-07,0.0
1847,3.6889650800731033e-07,1.0786447290911383e-09
1848,3.6686209625713673e-07,0.0
1849,4.5332634357464485e-07,0.0
1850,6.788996209650122e-07,1.3577992064028876e-09
1851,4.424314958839659e-07,0.0
1852,3.6459054797433055e-07,1.9531636308300904e-09
1853,5.309047637069852e-07,6.569124799682413e-09
1854,3.4914864599500106e-07,5.195664454227256e-10
1855,5.195491432630206e-07,1.0613874223963649e-09
1856,5.922704673366752e-07,0.0
1857,3.5049233915174227e-07,4.881509085841174e-10
1858,5.309638524408911e-07,0.0
1859,7.042475616003685e-07,0.0
1860,8.202313352967394e-07,4.577183909670879e-10
1861,6.295811800782758e-07,0.0
1862,4.396000683470902e-07,0.0
1863,8.630704826373403e-07,4.994620828036034e-10
1864,8.659278378786439e-07,4.794727948009836e-10
1865,5.747056874838563e-07,0.0
1866,6.69021748223031e-07,0.0
1867,9.147549562271706e-07,0.0
1868,1.5713739145439831e-06,0.0
1869,6.504847647192946e-07,9.767038289254515e-10
1870,6.129698135737272e-07,0.0
1871,1.5761826688276415e-06,0.0
1872,1.3310193907045687e-06,0.0
1873,1.1439254592460202e-06,0.0
1874,1.3024648097825775e-06,5.974609140757536e-10
1875,1.029302737265425e-06,4.577221712764867e-09
1876,7.968647679490459e-07,0.0
1877,1.0489447603845292e-06,4.329371083855449e-09
1878,1.0332880506780384e-06,7.2469061862534545e-09
1879,1.3147268163038461e-06,6.10932526790009e-10
1880,9.235280629127374e-07,0.0
1881,8.715634685074747e-07,0.0
1882,7.826733039451028e-07,1.3310770263785798e-09
1883,8.120350685203448e-07,1.8958017378167824e-09
1884,9.744104900732964e-07,0.0
1885,8.430891753619107e-07,6.445635691854079e-10
1886,1.2681056205110508e-06,1.2906927748801422e-09
1887,1.0968593500138013e-06,0.0
1888,7.678484479356484e-07,6.340614699951175e-10
1889,8.576972376772574e-07,0.0
1890,1.5796071295426373e-06,0.0
1891,1.152458999342798e-06,0.0
1892,1.3433422196840183e-06,1.2537024751679837e-09
1893,9.508595013585364e-07,6.158416554491453e-10
1894,9.9186226520942e-07,0.0
1895,1.7965564609312423e-06,6.018614495673091e-10
1896,1.0679519846235053e-06,0.0
1897,9.718958295934499e-07,5.826713556089658e-10
1898,7.610487173792535e-07,0.0
1899,8.219509126661251e-07,5.527578395003729e-10
1900,8.051323661106835e-07,0.0
1901,6.617066716785303e-07,5.588738916095792e-10
1902,6.452112941701671e-07,0.0
1903,8.170533476459241e-07,0.0
1904,6.578540947543843e-07,5.374625189347171e-10
1905,5.780050003068027e-07,0.0
1906,4.984714863098816e-07,1.0288369045596824e-09
1907,4.6285590116212916e-07,0.0
1908,6.242375718557014e-07,4.4202499438483756e-09
1909,5.979569195346812e-07,0.0
1910,6.829824599208223e-07,1.068830135508847e-09
1911,8.390230163968226e-07,0.0
1912,5.459473371161039e-07,5.209421227725386e-10
1913,6.066620485967178e-07,0.0
1914,7.419991874257903e-07,2.0090231700464756e-09
1915,2.574096498619838e-06,2.3561523843085297e-09
1916,2.706211972736128e-06,1.0987462051303964e-09
1917,2.408226805528102e-06,0.0
1918,1.7505236939996394e-06,1.033773866510046e-08
1919,1.3231677655767271e-06,0.0
1920,6.14107968033295e-07,7.572231730534895e-10
1921,5.512960186138116e-07,0.0
1922,7.717320613664924e-07,1.4755870969551665e-09
1923,5.053191429738035e-07,2.1231896241147297e-09
1924,9.617151732754792e-07,3.867487219366694e-09
1925,4.245296523208708e-07,0.0
1926,4.83742418566635e-07,4.458455382660986e-09
1927,4.794166770238917e-07,1.1149224876660924e-09
1928,4.2390612975395925e-07,1.1426041224282812e-09
1929,5.759590280263183e-07,2.2280812750352652e-09
1930,6.113097228421793e-07,1.0503603542488804e-09
1931,6.26154097460585e-07,0.0
1932,6.772993543791017e-07,0.0
1933,5.104444724679524e-07,3.4411986593596566e-09
1934,5.595398064883739e-07,2.3963160344919743e-09
1935,5.050616067592273e-07,1.196828414151696e-09
1936,5.116629466783706e-07,4.849885826274658e-09
1937,4.973491698478938e-07,1.2591118148108649e-09
1938,5.769520399212524e-07,0.0
1939,7.234086041307819e-07,0.0
1940,1.0244562886896347e-06,0.0
1941,9.20868814091591e-07,0.0
1942,5.795344435455263e-07,0.0
1943,1.0451646943465676e-06,0.0
1944,8.643471005598258e-07,6.4263723231761105e-09
1945,1.0870735280832378e-06,0.0
1946,8.937348781046239e-07,1.3921104269343232e-09
1947,9.38172547648719e-07,3.5762612871081956e-09
1948,7.990837289639785e-07,5.435944139264848e-09
1949,4.918321181435203e-07,9.817008317369869e-10
1950,5.796272048996798e-07,0.0
1951,5.842448160819913e-07,0.0
1952,6.137075772016942e-07,1.0544803918932644e-09
1953,4.4603645932284053e-07,0.0
1954,4.563774353982808e-07,0.0
1955,5.631364814462358e-07,0.0
1956,4.4739456228626295e-07,8.72114158667614e-10
1957,4.691404953405254e-07,4.417518795207798e-09
1958,5.236330054003702e-07,1.6544486891589827e-09
1959,4.642698101520182e-07,0.0
1960,6.554029212679779e-07,5.536666680683311e-09
1961,6.691077487630537e-07,2.08444772553662e-09
1962,6.525873317286823e-07,6.341956404476434e-10
1963,6.155682470421198e-07,6.466053248388448e-10
1964,6.223899546853318e-07,6.083968329129164e-10
1965,5.209385349758122e-07,1.0944086747954884e-09
1966,6.513951760211967e-07,0.0
1967,6.30096863574181e-07,0.0
1968,5.250465093808998e-07,4.4914158503495116e-10
1969,7.239562123118048e-07,1.3625273131978588e-09
1970,6.010533653011407e-07,9.197450023812337e-10
1971,4.6553881816180365e-07,1.0276794970565106e-09
1972,5.658551955889379e-07,2.565073486948677e-09
1973,4.3333780297416524e-07,5.513203782392395e-10
1974,5.603069297421825e-07,5.625571675160757e-10
1975,4.986122164041262e-07,2.8557400888473694e-09
1976,4.679378520222599e-07,0.0
1977,3.573083269259314e-07,0.0
1978,4.811879108501671e-07,0.0
1979,4.956621353358059e-07,0.0
1980,5.963723026525258e-07,1.1370301367108482e-09
1981,4.529093473593093e-07,0.0
1982,5.301207082197834e-07,0.0
1983,4.894369922681108e-07,1.89459470334441e-09
1984,4.668201967206187e-07,5.799008495621649e-10
1985,4.481590778482314e-07,1.2031116103372597e-09
1986,3.926387890373917e-07,2.3977941854269602e-09
1987,4.509782911554794e-07,6.110816852533674e-10
1988,5.9785643458099e-07,1.798966087207532e-09
1989,5.471657757993853e-07,1.0976244357863152e-09
1990,5.889991925300819e-07,5.44865097484859e-10
1991,5.257734372321465e-07,2.9307325455363298e-09
1992,5.228936927892391e-07,0.0
1993,4.470140240186993e-07,1.661762283333701e-09
1994,6.382661368320441e-07,0.0
1995,4.977809879846973e-07,2.1689803286761844e-09
1996,4.558730708481562e-07,1.6014276571496566e-09
1997,4.924356602487023e-07,1.438468344439059e-09
1998,5.469044097594633e-07,9.536258449571733e-10
1999,5.726461793642557e-07,1.3710603763428253e-09
2000,5.372326157271345e-07,0.0
2001,4.854382709140737e-07,0.0
2002,6.896042634707555e-07,0.0
2003,6.537902095260506e-07,8.333845835650777e-10
2004,6.008135073898302e-07,0.0
2005,6.08906951526933e-07,4.5037495954858286e-10
2006,6.64215654921918e-07,1.2353669198716943e-09
2007,7.877113290533089e-07,1.5977917877663117e-09
2008,8.391413501840361e-07,2.9802078582719105e-09
2009,9.631749122718247e-07,0.0
