year,mes_DET hommes_NOUN,mes_DET sommes_NOUN
2010,1.5026385256078356e-06,0.0
2011,1.6699286220500653e-06,2.6767803529281764e-09
2012,2.0398282458700123e-06,3.4042526575461807e-09
2013,2.1891841868182382e-06,1.6734750252211938e-09
2014,2.6775729793371283e-06,4.330890368553497e-10
2015,2.553494795165534e-06,4.433150790905671e-10
2016,2.528070609741917e-06,8.285360175719347e-10
2017,2.2632954994605825e-06,1.0062445321423752e-09
2018,2.732224402279826e-06,1.5488800242380307e-09
2019,2.3831327098378097e-06,1.2754939326953263e-09
