year,soyez_VERB en_PRON,soyez_VERB sans_ADP
1800,6.288328968651058e-09,1.6978488304175698e-07
1801,0.0,2.1906879510424915e-07
1802,2.2378401354217203e-09,1.767893706983159e-07
1803,0.0,1.9893460390107975e-07
1804,7.4155528384522995e-09,1.9033251952293995e-07
1805,0.0,1.9047280286343948e-07
1806,0.0,1.7578182109900808e-07
1807,0.0,1.451947113650931e-07
1808,2.2660739951163578e-09,1.0423940466353088e-07
1809,2.259030518203531e-09,2.033127426415149e-07
1810,0.0,2.386929338626942e-07
1811,0.0,8.022645658911642e-08
1812,2.6672082320544632e-09,8.535066342574282e-08
1813,0.0,1.0640243885973177e-07
1814,0.0,2.454408196683744e-07
1815,8.091670444798638e-09,2.0768621666888976e-07
1816,6.952811659743929e-09,2.2712517733225468e-07
1817,0.0,1.4011860294260714e-07
1818,2.384235475716423e-09,8.225612369017199e-08
1819,2.070210003424222e-09,1.3352854644210765e-07
1820,0.0,1.5070430592345474e-07
1821,1.97229765852569e-09,2.810524151186655e-07
1822,0.0,2.757044370582662e-07
1823,0.0,1.8974758830836436e-07
1824,3.3684450784221553e-09,1.6842225747382145e-07
1825,1.7610886082763955e-09,1.3472327964336728e-07
1826,4.403992281964975e-09,1.6206691100251192e-07
1827,9.217273055917019e-10,1.4747636711831547e-07
1828,7.337841001486822e-09,2.2563860824220683e-07
1829,1.2859763920403111e-08,2.1261476490508358e-07
1830,2.0873671680021744e-09,1.7742620173066825e-07
1831,0.0,1.4499821432423232e-07
1832,1.352996914505411e-08,2.489514372427948e-07
1833,1.1583628500844156e-09,1.714377013684043e-07
1834,3.733812370398937e-09,2.0162586622518575e-07
1835,1.5126175867408165e-09,3.516835960226672e-07
1836,3.3603750337896088e-09,2.3455417164086612e-07
1837,3.478945576063097e-09,1.9134200712755955e-07
1838,6.943378316748294e-09,1.963082425504581e-07
1839,6.292327547896548e-09,1.9436300391362238e-07
1840,6.369688665408546e-10,2.0701487812857522e-07
1841,1.926164561183441e-09,1.9261645434198726e-07
1842,1.2074877098200432e-08,2.622931631890424e-07
1843,1.7720733769266417e-09,1.7189110934623386e-07
1844,2.195424508855126e-09,2.047233280677574e-07
1845,5.580227946389016e-10,1.964240254892502e-07
1846,0.0,1.9495488956522422e-07
1847,5.393223645455691e-10,1.4238110068731658e-07
1848,8.045221766561639e-09,1.745813094089499e-07
1849,0.0,2.078094851754031e-07
1850,2.0366988096043315e-09,1.446056181464428e-07
1851,0.0,1.412427081959322e-07
1852,6.510545436100301e-10,1.692741804504294e-07
1853,2.388772735173461e-09,1.5646461548612933e-07
1854,1.5586993362681767e-09,1.834069607298261e-07
1855,1.5920811335945473e-09,2.451804874681329e-07
1856,1.0354378465748937e-09,2.1174704656345966e-07
1857,4.881509085841174e-10,2.2259681742298199e-07
1858,1.468102750479261e-09,2.1140679962172726e-07
1859,2.036869295451993e-08,2.5359023680948667e-07
1860,9.154367819341758e-10,2.8653171568748803e-07
1861,4.715963730639317e-10,1.9429770148349235e-07
1862,7.228778020618165e-09,1.9833960607229528e-07
1863,9.989241656072068e-10,2.312509437274457e-07
1864,2.8768367688059016e-09,2.2870852589562674e-07
1865,3.765475486972036e-09,2.23104429153409e-07
1866,2.4328064562872953e-09,2.1165416086432742e-07
1867,2.91168689159349e-09,2.300232679885994e-07
1868,2.4699371437009177e-09,1.7487154480022582e-07
1869,1.953407657850903e-09,2.8226740056425115e-07
1870,4.013834153937523e-09,2.4885770955052067e-07
1871,3.18635318130589e-09,2.3047954300636775e-07
1872,1.7537283625301825e-08,2.6789713558628137e-07
1873,2.3944017879529156e-09,2.1190454901898192e-07
1874,1.1949218281515073e-09,2.628828070783129e-07
1875,5.721527140956084e-10,1.7221796966282454e-07
1876,3.02300739996042e-09,2.31562367503102e-07
1877,2.4739263970730008e-09,2.4553718702691185e-07
1878,2.4156354694326865e-09,1.7815311537106027e-07
1879,1.221865053580018e-09,2.06495201382495e-07
1880,4.492492600149944e-09,1.527447395233139e-07
1881,6.972507571312292e-10,2.015054789694659e-07
1882,1.9966155395678697e-09,2.1696556018468982e-07
1883,3.1596695260205365e-09,1.6999021568153694e-07
1884,1.3203393933736152e-09,2.0795344823909545e-07
1885,6.445635691854079e-10,1.5920720031203928e-07
1886,6.453463874400711e-10,1.9424926733790926e-07
1887,0.0,1.9260327377423891e-07
1888,2.53624587998047e-09,1.718306563702754e-07
1889,6.265136742733546e-10,1.7417079689607817e-07
1890,6.554386478008212e-10,1.5271720243958953e-07
1891,3.187110020341777e-09,1.5871807335088306e-07
1892,0.0,1.623544712003877e-07
1893,6.158416554491453e-10,1.3179011304487176e-07
1894,2.520615716150587e-09,1.4241478751841896e-07
1895,2.4074457982692365e-09,1.330113796882415e-07
1896,1.179405795248556e-09,1.5155364607721822e-07
1897,1.7480140668268973e-09,1.2177831010262707e-07
1898,0.0,1.3580051572148477e-07
1899,0.0,1.8683215330383973e-07
1900,0.0,1.598844399097743e-07
1901,0.0,1.33570861038379e-07
1902,1.4730851538580225e-09,1.0949932871540113e-07
1903,0.0,8.748357060994749e-08
