year,soyez_VERB en_PRON,soyez_VERB sans_ADP
1904,0.0,1.0373026526622198e-07
1905,5.160759042333041e-10,1.4037264861599397e-07
1906,0.0,1.4866693121007302e-07
1907,5.142843373384665e-10,1.2497109125320094e-07
1908,0.0,1.3064294890341444e-07
1909,1.1001967115120692e-09,1.2487232581293028e-07
1910,2.6720753387721174e-09,1.3841350465781943e-07
1911,2.128149656499545e-09,1.4311806495470591e-07
1912,1.0418842455450772e-09,1.640967681737493e-07
1913,1.5908969142053309e-09,1.5590789459452026e-07
1914,0.0,1.2054138665007486e-07
1915,0.0,1.1545146705316256e-07
1916,0.0,1.3624453032434758e-07
1917,0.0,1.3269373511093363e-07
1918,0.0,1.2520150249883955e-07
1919,0.0,1.2522673742410007e-07
1920,7.572231730534895e-09,1.166123695384158e-07
1921,2.2718242842501013e-09,8.860114242281725e-08
1922,7.377935484775833e-10,1.6452795748023163e-07
1923,1.0615948120573648e-09,1.4543849147230503e-07
1924,0.0,1.1860294790722037e-07
1925,0.0,1.627730341624556e-07
1926,1.1146138456652466e-09,1.4267057224515156e-07
1927,0.0,1.951114327880532e-07
1928,1.1426041224282812e-09,1.2797166348832434e-07
1929,0.0,1.6822013293449345e-07
1930,2.100720708497761e-09,1.1343892225568197e-07
1931,0.0,1.3572374513159957e-07
1932,0.0,1.2165085294668643e-07
1933,0.0,1.0094182911757343e-07
1934,0.0,1.0423974572404404e-07
1935,0.0,1.1250187270661627e-07
1936,1.2124714565686645e-09,1.115473722279603e-07
1937,0.0,1.4102052148246003e-07
1938,0.0,1.0761127811065307e-07
1939,1.5294050470515685e-09,1.0552894735837981e-07
1940,0.0,1.1918179509962101e-07
1941,0.0,1.0625409174735978e-07
1942,0.0,1.3047110769548453e-07
1943,0.0,1.3935528997421898e-07
1944,3.2131861615880553e-09,1.5423293575622665e-07
1945,0.0,1.3071024795863195e-07
1946,0.0,1.1693727941519683e-07
1947,0.0,1.7404471464033122e-07
1948,0.0,1.4677048909561563e-07
1949,0.0,1.3056621028795234e-07
1950,0.0,1.4783152124664412e-07
1951,0.0,1.641855860157193e-07
1952,0.0,1.4973621631497736e-07
1953,0.0,1.1851210146573976e-07
1954,1.9545072227344917e-09,1.0847514886336285e-07
1955,0.0,1.0418024842806517e-07
1956,8.72114158667614e-10,1.4128249148370742e-07
1957,0.0,1.2104001712032186e-07
1958,8.272243445794913e-10,1.2242920277572011e-07
1959,0.0,1.3486301142506818e-07
1960,0.0,1.3357208317188451e-07
1961,0.0,1.3062539494512748e-07
1962,3.805173787174709e-09,1.4713339169247774e-07
1963,3.2330267352165265e-09,1.1121611720454894e-07
1964,0.0,1.0768623681656209e-07
1965,1.6416130677043839e-09,1.1874334404637921e-07
1966,1.1078149508847446e-09,1.5730972080518768e-07
1967,1.9721342336964653e-09,1.5924984353432592e-07
1968,8.982831700699023e-10,1.1138711286662328e-07
1969,4.5417578031781147e-10,9.537691170180551e-08
1970,9.197450023812337e-10,8.829552200495527e-08
1971,1.0276794970565106e-09,1.1766930185785895e-07
1972,4.6171320100540925e-09,9.593374628025231e-08
1973,1.6539611347177186e-09,1.0419955032148209e-07
1974,1.6876715580593782e-09,8.100823478685015e-08
1975,5.711480177694739e-10,6.853776213233687e-08
1976,0.0,9.598725014825504e-08
1977,1.1753563677885381e-09,6.934602581054605e-08
1978,5.940591352171509e-10,9.14851092659319e-08
1979,3.511183899185255e-09,7.54904565525294e-08
1980,0.0,7.959210890362556e-08
1981,3.795329717171114e-09,1.0184134779933629e-07
1982,1.8622506869903077e-09,8.255978301008327e-08
1983,7.57837881337764e-09,8.588829913946938e-08
1984,0.0,6.494889603914089e-08
1985,3.609334831011779e-09,7.699914306158462e-08
1986,5.994485463567401e-10,7.852775851802107e-08
1987,6.110816852533674e-10,7.332980445085013e-08
1988,1.1993107618124554e-09,7.195864704101496e-08
1989,1.0976244357863152e-09,6.695509036092062e-08
1990,3.269190584909154e-09,7.628111475810329e-08
1991,0.0,9.495573749518371e-08
1992,5.509944167592096e-10,6.391535478655896e-08
1993,1.6617622278225497e-09,8.530379602689209e-08
1994,3.164956019485743e-09,7.332147866634386e-08
1995,1.0844901643380922e-09,8.350574098869856e-08
1996,0.0,7.526709921990005e-08
1997,4.315404922294874e-09,5.466179864299647e-08
1998,4.768129224785866e-10,7.247556510492359e-08
1999,3.199140841125825e-09,8.683382191065903e-08
2000,2.6508188977203417e-09,7.157211179276146e-08
2001,8.762423564512289e-10,6.571817756650944e-08
2002,2.1906108038649563e-09,6.922329909286873e-08
2003,3.333538334260311e-09,6.79208440601542e-08
2004,1.7619165015858584e-09,8.501246995251677e-08
2005,3.1526246058177776e-09,8.782311766708517e-08
2006,2.470733950765691e-09,9.759398977848832e-08
2007,1.9972397624634652e-09,1.206332811420907e-07
2008,1.7029758714315335e-09,1.396440190148951e-07
2009,8.582746513496886e-09,1.0680751216796125e-07
2010,3.779034529749481e-09,1.3557285782894724e-07
2011,8.795135286732148e-09,1.502820978771524e-07
2012,5.4468042298694286e-09,2.0902111685927593e-07
2013,8.367374959572516e-09,2.1532045479943918e-07
2014,9.094870079273676e-09,2.1004817796210773e-07
2015,9.531274436369586e-09,2.3562196815873904e-07
2016,8.906761828075815e-09,2.6306018696686806e-07
2017,1.232649593507773e-08,2.0175203729877467e-07
2018,1.0067720435102956e-08,1.9722406108257928e-07
2019,1.122434567513153e-08,2.3596636822276196e-07
