year,plusieurs_DET antennes_NOUN,plusieurs_DET centaines_NOUN
1968,1.1677681044375277e-08,3.9852333344470026e-06
1969,3.6334062425424918e-09,3.7292374059916256e-06
1970,9.197449912790034e-09,3.573669289380632e-06
1971,1.284599404627329e-08,3.6569974497524527e-06
1972,2.8728821988011077e-08,3.7670668859846046e-06
1973,1.3783009400469837e-08,3.67069108619944e-06
1974,1.5751601023517026e-08,3.897396041452339e-06
1975,6.282628195464213e-09,3.725598517689832e-06
1976,1.2569759455516305e-08,3.8332051133238565e-06
1977,1.645498848290572e-08,3.954486444968097e-06
1978,7.72276909088987e-09,3.935641686325653e-06
1979,1.6385525825057812e-08,3.805538227652505e-06
1980,1.4212877097463661e-08,3.915363180340137e-06
1981,9.488324570483542e-09,3.852892234590399e-06
1982,7.449002747961231e-09,4.115573872809364e-06
1983,1.9577479193344516e-08,4.096745357173859e-06
1984,6.958810416790584e-09,4.165428023839013e-06
1985,1.142956040922627e-08,4.009970922425055e-06
1986,1.558566253834215e-08,3.961156039622438e-06
1987,1.0388388815840699e-08,4.032528096331589e-06
1988,1.3192418657492766e-08,4.03208271393396e-06
1989,1.15250561316671e-08,4.151215762249194e-06
1990,5.993515905799995e-09,4.490233266096766e-06
1991,1.699824903056424e-08,3.8714977961262775e-06
1992,1.2672871252394913e-08,4.178190778247881e-06
1993,1.1078414907661482e-08,3.937268630238577e-06
1994,1.6352272314001937e-08,4.0543085049193905e-06
1995,1.3013881527967897e-08,4.088527703061118e-06
1996,1.3345230476247139e-08,4.0334625168725324e-06
1997,1.006927874414032e-08,3.968254560504647e-06
1998,1.4304387785379902e-08,4.014764698467843e-06
1999,2.193696585495175e-08,4.096271325693124e-06
2000,1.2370488633450805e-08,4.092422500434623e-06
2001,1.0953029372373635e-08,3.867295546911009e-06
2002,1.0953053575235572e-08,3.912868919542234e-06
2003,1.2917461100769856e-08,4.034831448507248e-06
2004,1.2333415178034102e-08,4.1325750430587505e-06
2005,1.4862373554080932e-08,3.890338959422479e-06
2006,1.81187156389484e-08,4.100594878764241e-06
2007,1.7975157806660036e-08,3.924975501945482e-06
2008,2.55446379604507e-08,4.3362023518511705e-06
2009,2.622505901328509e-08,4.053917052715406e-06
2010,2.8815137831372795e-08,4.118202895142531e-06
2011,3.8622118392339644e-08,4.1119168656678085e-06
2012,4.085103233464338e-08,4.278805448620915e-06
2013,2.900690088125657e-08,4.027775503345765e-06
2014,1.9922095084723423e-08,3.9919983123581915e-06
2015,1.9949178975409154e-08,3.700129369121896e-06
2016,2.4441812573883226e-08,3.5026359626044723e-06
2017,1.7106157379487286e-08,3.6468816375645474e-06
2018,2.039358704131189e-08,3.6731689050384375e-06
2019,1.964260587516975e-08,3.5887294842495976e-06
