year,plusieurs_DET antennes_NOUN,plusieurs_DET centaines_NOUN
1800,0.0,2.4178624116188985e-06
1801,0.0,1.733500930356513e-06
1802,0.0,1.3740338715706457e-06
1803,2.5354410126965377e-08,2.223386811550654e-06
1804,2.4718509461507665e-09,1.574569040485585e-06
1805,0.0,1.4811392468061513e-06
1806,0.0,9.59595809035818e-07
1807,0.0,1.6540809184562022e-06
1808,0.0,1.3256532511718433e-06
1809,0.0,1.7846341080485217e-06
1810,0.0,1.139641735647956e-06
1811,0.0,1.5092602367872132e-06
1812,0.0,1.5496480294530102e-06
1813,0.0,1.739823730417811e-06
1814,0.0,2.53936855543202e-06
1815,0.0,1.4565007120381779e-06
1816,0.0,2.092796329122848e-06
1817,0.0,1.6860939169305311e-06
1818,0.0,1.4531915759619096e-06
1819,0.0,1.629255322654899e-06
1820,0.0,1.7740389566256454e-06
1821,0.0,1.4545695528056513e-06
1822,0.0,1.6772855104818518e-06
1823,0.0,1.7927193596278812e-06
1824,0.0,1.7642230965009276e-06
1825,0.0,1.792788193455408e-06
1826,0.0,1.862007849240399e-06
1827,0.0,1.6757002754275163e-06
1828,0.0,1.7785092296662697e-06
1829,0.0,1.8543779916058156e-06
1830,0.0,2.063362416038217e-06
1831,0.0,2.0705121670516746e-06
1832,0.0,2.1445001650022277e-06
1833,0.0,2.783545852480529e-06
1834,0.0,2.1012028170730446e-06
1835,0.0,1.9679155300877937e-06
1836,0.0,1.8831541908070903e-06
1837,2.0873671680021744e-09,2.300974458080418e-06
1838,0.0,1.9031168392302789e-06
1839,0.0,1.9163633986352124e-06
1840,0.0,1.942118053932518e-06
1841,0.0,1.9287327219785766e-06
1842,0.0,1.8595310393720865e-06
1843,0.0,1.9534154489520006e-06
1844,3.2931368743049916e-09,1.8699527828403006e-06
1845,0.0,2.182427131458553e-06
1846,0.0,2.0051667917186933e-06
1847,0.0,2.316389533518759e-06
1848,0.0,2.533440280672039e-06
1849,0.0,2.416623168244314e-06
1850,0.0,1.950478576873138e-06
1851,0.0,1.8871057463343277e-06
1852,0.0,2.144573727491661e-06
1853,1.1943863675867306e-09,2.6079425765601627e-06
1854,0.0,2.0174764543412493e-06
1855,0.0,1.9073132193625497e-06
1856,0.0,2.2049648080724182e-06
1857,0.0,2.301143489091828e-06
1858,0.0,1.989768655619173e-06
1859,0.0,1.942154874257085e-06
1860,0.0,2.0524093713447655e-06
1861,0.0,2.0976607189027163e-06
1862,0.0,1.9617095894375325e-06
1863,0.0,2.0088365104697914e-06
1864,0.0,2.234822584767926e-06
1865,0.0,2.1171386777041334e-06
1866,0.0,2.155466617637103e-06
1867,0.0,2.3225556304851125e-06
1868,0.0,2.504022262428407e-06
1869,0.0,2.376808833304267e-06
1870,0.0,2.5029123946751497e-06
1871,0.0,2.670163880225118e-06
1872,0.0,2.622731130941247e-06
1873,0.0,2.5039456517106373e-06
1874,0.0,2.461538961995302e-06
1875,0.0,2.5678212978164083e-06
1876,6.04601479992084e-10,2.4262658087081945e-06
1877,0.0,2.365692019168364e-06
1878,0.0,2.4246940384387017e-06
1879,0.0,2.3496465857419935e-06
1880,0.0,2.4548261663426274e-06
1881,0.0,2.699754993784609e-06
1882,0.0,2.745346378674185e-06
1883,0.0,2.656650067933697e-06
1884,0.0,3.0222568341287115e-06
1885,0.0,2.587278068233445e-06
1886,0.0,2.525885719251164e-06
1887,0.0,2.5005781978393316e-06
1888,0.0,2.8069900537275316e-06
1889,0.0,2.7002739102499618e-06
1890,0.0,2.5765292832602427e-06
1891,0.0,2.8346156426550806e-06
1892,0.0,2.7255492440758644e-06
1893,0.0,2.7632816070877197e-06
1894,0.0,2.6466465143926143e-06
1895,0.0,2.601245142841435e-06
1896,0.0,2.884826642457483e-06
1897,0.0,2.824208149121432e-06
1898,0.0,2.8529425222245663e-06
1899,0.0,2.7637891335530185e-06
1900,0.0,2.9121808395871085e-06
1901,0.0,2.7340110193563305e-06
1902,9.820567470342212e-09,2.684452240941937e-06
1903,5.400220270956879e-10,2.924219174360587e-06
1904,1.2361637935498493e-08,2.929708273313736e-06
1905,0.0,3.113485846029107e-06
1906,2.0576738091193647e-09,3.1389813770488217e-06
1907,5.142843484406967e-09,3.0198775604617367e-06
1908,4.911389073214423e-09,3.0843523362023006e-06
1909,9.901770514630925e-09,3.03764308995369e-06
1910,1.068830135508847e-09,3.093728921044203e-06
1911,5.320374141248863e-10,3.1794555042097272e-06
1912,5.209421227725386e-10,2.995417283102597e-06
1913,1.8560464387640252e-08,3.0847490322116755e-06
1914,2.0090231700464756e-09,3.440786883857072e-06
1915,1.1780761921542648e-09,5.250685632063323e-06
1916,0.0,4.832285839029282e-06
1917,0.0,4.528036484430231e-06
1918,5.743188147278033e-09,4.442930560344394e-06
1919,0.0,4.135244495273582e-06
1920,7.572231730534895e-09,3.6157405389758424e-06
1921,3.7863738810983705e-09,3.3698727008868445e-06
1922,5.902348387820666e-09,3.5067326393800613e-06
1923,1.0615948120573648e-09,3.2187554097617976e-06
1924,2.578324886925998e-09,3.2847858477680347e-06
1925,8.798542339150117e-09,3.0948873117608855e-06
1926,5.57306911730393e-09,3.04735424805358e-06
1927,1.0034302277972529e-08,2.947855158197399e-06
1928,1.2568645679778001e-08,3.0953145255807613e-06
1929,1.1140406153131721e-08,2.9232425191594302e-06
1930,7.352522590764465e-09,3.3390955707091052e-06
1931,9.124285327288817e-09,3.3406289361437302e-06
1932,8.767629289252454e-09,3.2966286909186238e-06
1933,1.3764794637438627e-08,3.4331692688738258e-06
1934,1.0783422155213884e-08,3.358436998723846e-06
1935,0.0,3.3032463164772707e-06
1936,8.487300195980652e-09,3.88354604297092e-06
1937,6.295559185076627e-09,3.510403800532913e-06
1938,2.0744342577039276e-08,3.651004433891103e-06
1939,1.2235240376412548e-08,3.710336656581603e-06
1940,2.7893612752905028e-08,3.5729181178112412e-06
1941,8.854508237732261e-09,3.786777782011086e-06
1942,1.2136846860855144e-08,4.2327253453322555e-06
1943,5.806470415592457e-09,4.305497625978205e-06
1944,0.0,4.713744189643876e-06
1945,2.178504043826024e-09,4.614071400510511e-06
1946,2.7842208538686464e-09,3.928535647901299e-06
1947,7.152522574216391e-09,3.977994737169865e-06
1948,7.610321262063735e-09,4.266128712515638e-06
1949,8.835307485632882e-09,4.436305843569244e-06
1950,1.7016578146566985e-08,3.989323971609338e-06
1951,8.529121409139861e-09,4.101441135162531e-06
1952,9.490323416017077e-09,4.272754594580874e-06
1953,3.2321482157371406e-09,4.233036577261373e-06
1954,1.07497895029951e-08,3.953968032988087e-06
1955,4.6928039232341234e-09,4.0949405075707546e-06
1956,1.0465369904011368e-08,4.338767780609487e-06
1957,1.8553578673419224e-08,4.15600169390018e-06
1958,1.6544487113634432e-08,4.417378036691844e-06
1959,1.1626121398933265e-08,4.1117716591543285e-06
1960,1.4533750203327145e-08,4.12066417254664e-06
1961,7.64297514166401e-09,4.174454261374194e-06
1962,1.0781326054143392e-08,4.160323342716765e-06
1963,9.69907976156037e-09,4.117582847129597e-06
1964,1.0342746159519578e-08,3.8055221409649675e-06
1965,6.5664522708175355e-09,3.652588901559284e-06
1966,9.970334780007306e-09,3.53503760663898e-06
1967,5.916402479044791e-09,3.5981589547873227e-06
