year,aux_ADP honnêtes_ADJ,aux_ADP sonnettes_NOUN
1882,2.3560063766581152e-07,1.0648616211028639e-08
1883,2.401348808689363e-07,1.0742875922176154e-08
1884,1.9475005785807298e-07,9.242375753615306e-09
1885,2.346211402937115e-07,1.3535834730848961e-08
1886,1.8392371714526234e-07,1.677900662855336e-08
1887,2.069669164939114e-07,3.003305337756501e-08
1888,1.8070751650611783e-07,2.4094335415725254e-08
1889,2.6626830162967963e-07,1.7542383545787743e-08
1890,2.2416001854708156e-07,1.1797895993481688e-08
1891,1.6509230249539542e-07,1.5935549768641977e-08
1892,2.4760623773545376e-07,2.1312941855811118e-08
1893,1.576554637949812e-07,7.390100087434348e-09
1894,1.651003316283095e-07,1.2603078580752936e-08
1895,1.5588211965678056e-07,7.824198622330414e-09
1896,1.6511681621977914e-07,1.5332275227208925e-08
1897,1.9694292063832108e-07,5.2440420894583895e-09
1898,1.9691074726324587e-07,5.6583546736987955e-09
1899,2.277362227687263e-07,7.738609753005221e-09
1900,1.739002755130059e-07,1.349673794948103e-08
1901,1.3301198009685322e-07,1.0059729937950124e-08
1902,1.1637372665518342e-07,1.9641134607617516e-08
1903,1.3392546804880112e-07,7.020286352243943e-09
1904,1.3490308958807873e-07,1.0211787859759625e-08
1905,1.4088871580497653e-07,6.1929109063108e-09
1906,1.3220554251347494e-07,9.773950537805831e-09
1907,1.383424859113802e-07,9.771402353919711e-09
1908,1.6944292724474508e-07,1.0313916831705683e-08
1909,1.386247845402977e-07,1.980354102926185e-08
1910,2.554504021645698e-07,1.6566866989364826e-08
1911,1.7238012617326604e-07,1.4897047151407605e-08
1912,1.885810547719302e-07,2.6047106693738442e-09
1913,1.426504212531654e-07,1.3787773367468503e-08
1914,1.6139152592131722e-07,1.2723813114234872e-08
1915,9.89584023614043e-08,9.424609537234119e-09
1916,1.1097336738430386e-07,2.197492410260793e-09
1917,8.77313937053259e-08,4.1672412742777e-08
1918,1.1945832056881045e-07,1.378365155346728e-08
1919,1.0865261401704629e-07,3.591060959706738e-08
1920,1.226701584755574e-07,1.3630017114962811e-08
1921,1.4009582116614183e-07,7.572747762196741e-09
1922,1.785460455039356e-07,3.541409188123623e-08
1923,1.1146745748646936e-07,1.6985516548828627e-08
1924,1.418078738879558e-07,1.8048273875415077e-08
1925,1.583737656574158e-07,6.598906754362588e-09
1926,1.248367453854371e-07,8.916910765321973e-09
1927,1.5943390963002457e-07,4.459690061686672e-09
1928,1.3368467932650674e-07,2.6279895593006586e-08
1929,1.0917598558535246e-07,2.5622934884950155e-08
1930,1.344461253438567e-07,1.05036033204442e-08
1931,1.3458320324843953e-07,1.1405356659111021e-08
1932,9.753987484373283e-08,7.6716757391182e-09
1933,1.2847141306338017e-07,5.735331320977366e-09
1934,1.1502316965561477e-07,3.5944740517379614e-09
1935,8.018750463634206e-08,5.98414207075848e-09
1936,1.0548501450102776e-07,4.849885826274658e-09
1937,1.0072894696122603e-07,7.554670666820584e-09
1938,1.0501823766162488e-07,6.482607339819424e-09
1939,1.0247013904063351e-07,7.647025235257843e-09
1940,7.60734906180005e-08,2.2822045586678996e-08
1941,7.969057236323351e-08,0.0
1942,1.5474479653221351e-07,0.0
1943,1.1612940653549231e-07,1.4516175816936538e-08
1944,1.1567470181716999e-07,9.639558484764166e-09
1945,1.0456819410364915e-07,1.5249527862692958e-08
1946,9.883984120051537e-08,5.568441707737293e-09
1947,1.0132740158041997e-07,3.218635202806297e-08
1948,1.315498394660608e-07,2.174377655705939e-08
1949,8.14811684790584e-08,1.9634016634739737e-09
1950,1.1167129798650421e-07,1.0635361480382244e-09
1951,1.5778874740135507e-07,4.264560704569931e-09
1952,1.1177492353908747e-07,7.381362632230548e-09
1953,1.1527995269489111e-07,1.0773827163745864e-08
1954,9.870261408195802e-08,1.563605755983133e-08
1955,9.104039833118804e-08,1.1262729415761896e-08
1956,9.331621697583614e-08,1.4825940475304833e-08
1957,7.598132611974506e-08,8.835037590415595e-09
1958,9.34763519921944e-08,6.617794867658233e-09
1959,8.913360005635695e-08,8.525822381422188e-09
1960,9.481541951572581e-08,6.920833239831836e-09
1961,9.102088682766407e-08,9.03260666262895e-09
1962,9.132417488899591e-08,1.7757478376623226e-08
1963,1.047500646222943e-07,5.819448034571906e-09
1964,1.0342746037395045e-07,3.6503810529886493e-09
1965,1.034216197126625e-07,6.5664522708175355e-09
1966,1.3238388874015072e-07,3.3234448526542337e-09
1967,9.860671212891248e-08,9.367637721080513e-09
1968,1.149802457689475e-07,4.042274071025531e-09
1969,1.353443792595499e-07,8.175163879187153e-09
1970,1.3520251229692803e-07,6.898087712148282e-09
1971,1.1458626403282324e-07,7.193756701440179e-09
1972,9.336867634601731e-08,6.156176013405457e-09
1973,7.994145789780305e-08,9.923766697284009e-09
1974,8.100823123413647e-08,9.563471792262135e-09
1975,7.710498550750344e-08,4.569184142155791e-09
1976,6.056338719417909e-08,8.570290255249802e-09
1977,7.58104832243589e-08,4.7014254711541525e-09
1978,7.188115347389612e-08,4.158414057542359e-09
1979,8.192762379621854e-08,7.022368020415115e-09
1980,8.584577670944782e-08,6.253665585376211e-09
1981,7.527403766971474e-08,5.060439622894819e-09
1982,7.697303061604543e-08,4.966001831974154e-09
1983,6.820541642582612e-08,7.57837881337764e-09
1984,8.350572500148701e-08,5.219107812592938e-09
1985,7.639759047606276e-08,6.617113967877231e-09
1986,8.392279937652347e-08,8.392279871038966e-09
1987,6.783006512023348e-08,1.2221633705067347e-09
1988,7.015967895540598e-08,5.396898372644898e-09
1989,6.3113404280557e-08,2.1952488715726304e-09
1990,6.374921923679722e-08,4.358920835390023e-09
1991,7.209602159718997e-08,6.4476117778156095e-09
1992,6.501733906816298e-08,1.046889430700304e-08
1993,7.367145826719934e-08,8.308811416668505e-09
1994,7.384897315887429e-08,1.160483886764041e-08
1995,7.266083912327304e-08,5.964695848348356e-09
1996,5.3380922793166974e-08,4.270473530354479e-09
1997,6.473107561077995e-08,3.3564262480467733e-09
1998,6.866105906055964e-08,4.291316191284977e-09
1999,7.312321770314156e-08,5.941261704833778e-09
2000,6.84794869698635e-08,3.534425307982758e-09
2001,6.659441709189196e-08,7.886181485616817e-09
2002,7.00995457236786e-08,7.009954394732176e-09
2003,8.167168630279775e-08,7.500461418619153e-09
2004,5.373845368694674e-08,5.726228824443069e-09
2005,6.080061609736731e-08,4.954124666056714e-09
2006,6.259192986135531e-08,5.7650457740976435e-09
2007,6.071608993352129e-08,3.994479413904628e-09
2008,4.9386301270715194e-08,6.811903485726134e-09
2009,5.054284102357087e-08,1.3827758493789588e-08
2010,4.6765549654992355e-08,7.558068837454357e-09
2011,4.971163392042399e-08,7.647943611743813e-09
2012,5.54893198057016e-08,9.19148224198807e-09
2013,5.215663989588393e-08,8.925200245535336e-09
2014,6.842806499207654e-08,1.2992671341582884e-08
2015,8.201328682844178e-08,1.551602775429206e-08
2016,1.0750255086122706e-07,1.4292246636182782e-08
2017,5.3079400430533497e-08,1.0817128526241504e-08
2018,6.505295857550664e-08,9.551427204712581e-09
2019,6.683588082978531e-08,1.683651917883111e-08
