year,sommes_VERB en_ADP,sommes_VERB sans_ADP
1854,2.6305649498681305e-06,2.945941730558843e-07
1855,2.8546014618768822e-06,2.1970720354147488e-07
1856,2.5062772692763247e-06,2.806036434321868e-07
1857,2.645289669089834e-06,2.1478639666838717e-07
1858,3.305188783997437e-06,2.735564805789181e-07
1859,2.9697555419261334e-06,2.8312484801062965e-07
1860,3.114315859420458e-06,2.535759904276347e-07
1861,3.17290050588781e-06,2.6692353571888816e-07
1862,3.1336753636423964e-06,2.36742479842178e-07
1863,3.366873897903133e-06,2.422391105483257e-07
1864,3.3409664865757804e-06,2.406953569789039e-07
1865,3.576730932763894e-06,2.7017287607122853e-07
1866,3.5241635032434715e-06,3.045873597784521e-07
1867,3.5653606573760044e-06,2.0721505222809355e-07
1868,3.762702135645668e-06,2.67741171455782e-07
1869,4.11973678637878e-06,2.9594124839604774e-07
1870,3.751788199224393e-06,3.3200143434442e-07
1871,4.6871255108271725e-06,5.034438004258845e-07
1872,4.556670319288969e-06,3.8279657132989087e-07
1873,3.963333710998995e-06,2.957086167043599e-07
1874,3.887678303726716e-06,2.610904061839392e-07
1875,4.177858954790281e-06,2.740611364515644e-07
1876,3.905121047864668e-06,2.497004061297048e-07
1877,3.6323424410511507e-06,2.214164140923458e-07
1878,3.7303450426406926e-06,2.3129709347813332e-07
1879,3.953955456381664e-06,2.4864954184522503e-07
1880,3.8173348002601415e-06,1.8932647094516142e-07
1881,4.3654868022713345e-06,2.1614773970668466e-07
1882,4.278081632946851e-06,1.7503663229945232e-07
1883,4.295254711905727e-06,2.3381554115076142e-07
1884,4.483212251216173e-06,1.7560513754233398e-07
1885,4.20642163589946e-06,1.675865348715888e-07
1886,4.208949121675687e-06,2.2006311439781712e-07
1887,4.488635568122845e-06,1.912974880724505e-07
1888,4.491691470320802e-06,2.2192151050148823e-07
1889,4.74584112453158e-06,1.917131839945796e-07
1890,4.531047579803271e-06,1.4354105815073126e-07
1891,4.587526291288668e-06,1.6827941351493791e-07
1892,4.9822137953015044e-06,1.8868222184664774e-07
1893,4.605879894370446e-06,2.1985546538871859e-07
1894,4.61398713014205e-06,2.199237201239157e-07
1895,4.866651579504833e-06,2.2690176137984963e-07
1896,4.556044586934149e-06,2.1642095759943913e-07
1897,4.649134552892065e-06,1.468331873866191e-07
1898,4.732647994387662e-06,2.789568895877892e-07
1899,4.719446224044077e-06,1.8738491291969694e-07
1900,4.760195679409662e-06,2.169860238154797e-07
1901,4.735338279715506e-06,1.6989766038477683e-07
1902,3.921843926946167e-06,1.532008582216804e-07
1903,4.804575837624725e-06,1.900877464322548e-07
1904,4.843612259719521e-06,2.3379620017749403e-07
1905,4.8392439566669054e-06,1.9868922151999868e-07
1906,4.5999299800314475e-06,1.913636680228592e-07
1907,4.838387212657835e-06,1.6868526131474937e-07
1908,5.021895503887208e-06,1.910530329496396e-07
1909,4.9536356527823955e-06,1.6172892003396555e-07
1910,4.974870080332039e-06,2.2178225833613396e-07
1911,4.751625965582207e-06,2.0004607392820617e-07
1912,4.857264229940483e-06,2.1150249551737943e-07
1913,4.685191470343852e-06,1.9727121980395168e-07
1914,5.0680955610005185e-06,2.8327227141744515e-07
1915,6.05648983764695e-06,4.13504750440552e-07
1916,6.6935617724084295e-06,2.593041017462383e-07
1917,6.40658527117921e-06,2.939001717550127e-07
1918,6.164738351799315e-06,2.802675851398817e-07
1919,5.7751626627577934e-06,2.2559228796126263e-07
1920,5.394457730290014e-06,1.9082024493854988e-07
1921,5.0904009185614996e-06,2.1279420536757243e-07
1922,5.242023235041415e-06,2.1912468639584404e-07
1923,5.122195034346078e-06,1.7516313732812705e-07
1924,5.530506768991472e-06,2.333383974928438e-07
1925,5.140548182680504e-06,2.1006519546062918e-07
1926,5.264321316644782e-06,2.0954740875822608e-07
1927,5.078471986053046e-06,1.85077126957367e-07
1928,4.998893018637318e-06,2.1252436965824018e-07
1929,5.207025878917193e-06,2.0721155635783362e-07
1930,5.2150389819871634e-06,1.8171233762132033e-07
1931,5.546424745261902e-06,2.2696659129906038e-07
1932,5.251809852779843e-06,1.6110519140966062e-07
1933,5.1870333663828205e-06,1.7550112829667341e-07
1934,5.401296220952645e-06,2.0129054689732584e-07
1935,4.769361112266779e-06,1.6994962948047032e-07
1936,5.42217230758979e-06,1.7944577734851919e-07
1937,5.055333986092592e-06,1.649436427442197e-07
1938,5.275545845506713e-06,1.685477855062345e-07
1939,5.2458594836934935e-06,1.6670514924044255e-07
1940,5.284571670927107e-06,1.7750480196809804e-07
1941,5.067729944130406e-06,2.3612020072505402e-07
1942,5.155126018507872e-06,2.306000936869168e-07
1943,5.315823727869429e-06,1.9161352327046188e-07
1944,5.523466825252399e-06,1.9921753846574575e-07
1945,6.30894783171243e-06,3.289541155027109e-07
1946,6.300691893557087e-06,2.5893254473885463e-07
1947,6.481377567979507e-06,2.4676202770024247e-07
1948,6.320915417745709e-06,2.0547868473386188e-07
1949,5.7174256653524935e-06,1.7768785198768455e-07
1950,6.018551175657194e-06,2.3823210426598962e-07
1951,5.672931820299709e-06,2.8359329462546157e-07
1952,5.735319064115174e-06,2.256588089721845e-07
1953,5.869580945727648e-06,2.2732776017164724e-07
1954,5.79413654122618e-06,1.876326933825112e-07
1955,5.702695489162579e-06,1.8020367065219034e-07
1956,5.867584150109906e-06,2.084352814790691e-07
1957,5.493626304087229e-06,2.0585638083048252e-07
1958,5.317398063198198e-06,2.0928776223172463e-07
1959,5.479003448272124e-06,2.015194411342236e-07
1960,5.580960078077624e-06,1.9655166738630214e-07
1961,5.700269866792951e-06,2.18867015178148e-07
1962,5.372271061787615e-06,2.3021301842618414e-07
1963,5.6021885939117055e-06,2.2501865259982878e-07
1964,5.41716553925653e-06,2.2145644607007853e-07
1965,5.489554041560041e-06,2.484307799477392e-07
1966,5.499193321156781e-06,2.1934735627837654e-07
1967,5.2858126764476765e-06,2.1693476526252198e-07
1968,5.582829999184469e-06,2.0570684000631445e-07
1969,5.625421181321144e-06,2.4797998321446357e-07
1970,5.701959253201494e-06,2.1522032511711586e-07
1971,5.600853455689503e-06,2.1529885430027207e-07
1972,5.3256053433869965e-06,2.108490377850103e-07
1973,5.43932674190728e-06,1.880002429288652e-07
1974,5.402236638474278e-06,2.1883474232708977e-07
1975,5.2882596719427966e-06,1.8276736568623164e-07
1976,5.650678303936729e-06,1.9540262030659505e-07
1977,5.64406127523398e-06,2.2625610540671914e-07
1978,5.416631211119238e-06,2.1742563660609449e-07
1979,5.284917278913781e-06,1.977966945787557e-07
1980,5.797148332931101e-06,2.21720881654619e-07
1981,5.4387073760153726e-06,1.9672458506647672e-07
1982,5.772356416855473e-06,1.9491557168294094e-07
1983,5.811353730678093e-06,2.0777389408976887e-07
1984,5.937604782957351e-06,1.855682683071791e-07
1985,5.504837190528633e-06,2.285912046318117e-07
1986,5.697758297174005e-06,2.0201416361942393e-07
1987,5.38546282768948e-06,2.4198834580602124e-07
1988,5.3897024372417945e-06,1.8889144826061965e-07
1989,5.940892151556909e-06,2.579417355264013e-07
1990,5.4557340263272636e-06,2.010552151432421e-07
1991,5.944697932136478e-06,1.981175188348061e-07
1992,5.366685400076676e-06,2.1378583880959923e-07
1993,5.6317121561733074e-06,2.287692666413932e-07
1994,6.198566097737057e-06,2.4211914251281996e-07
1995,5.775994395662565e-06,2.0767986086411838e-07
1996,5.789694569102721e-06,2.615665266603173e-07
1997,6.0410875448724255e-06,2.2488055151370645e-07
1998,5.771343694505049e-06,2.450818499255547e-07
1999,5.6912713262136094e-06,2.28053039563747e-07
2000,5.706329375243513e-06,2.5094419697779813e-07
2001,5.727996267523849e-06,2.326423498288932e-07
2002,5.7652491705084685e-06,2.0328867833541153e-07
2003,5.574509486905299e-06,2.0376252507503523e-07
2004,5.850443812960293e-06,2.1098949787301535e-07
2005,5.3626145017915405e-06,1.9636348724816344e-07
2006,6.055357061995892e-06,2.314254174962116e-07
2007,5.7604388530307915e-06,2.2209306393961015e-07
2008,5.935296485404251e-06,2.1457495336107968e-07
2009,5.98455835643108e-06,2.0312499771080184e-07
2010,6.255246717046248e-06,2.593362466996041e-07
2011,6.366531124513131e-06,2.2293757240277046e-07
2012,6.57599503028905e-06,2.522551199035661e-07
2013,6.570062851096736e-06,2.733342512328818e-07
2014,6.908419891260564e-06,2.650504882240057e-07
2015,6.666572062385967e-06,2.724171110912721e-07
2016,6.871877758385381e-06,3.055226613923878e-07
2017,7.074905170156853e-06,3.0413741569645936e-07
2018,7.2185553108283784e-06,2.904150164795283e-07
2019,7.014961283857701e-06,2.7448626838122436e-07
