year,suis_VERB en_ADP,suis_VERB sans_ADP
1855,2.624811031637364e-06,5.009748633710842e-07
1856,2.3375009732262697e-06,3.458362414221483e-07
1857,2.328968093934236e-06,4.412884209159529e-07
1858,2.7399692044127733e-06,4.345584443399275e-07
1859,2.4717410269659013e-06,4.5167578832661093e-07
1860,2.4794605906208744e-06,4.778580091624463e-07
1861,2.984733555422281e-06,5.380914558372751e-07
1862,3.1910537927615223e-06,4.5315402985579567e-07
1863,2.757530182861956e-06,4.7299059247052355e-07
1864,2.561823066571378e-06,4.065929317675909e-07
1865,2.7233802484261105e-06,3.883146462158038e-07
1866,2.640081675053807e-06,4.155233455094276e-07
1867,2.4991979898913996e-06,3.9793053474568296e-07
1868,2.305439238625695e-06,4.1247949411626905e-07
1869,2.5858234948827885e-06,4.3658661752488115e-07
1870,2.488003701728303e-06,4.690452044542326e-07
1871,2.369584535699687e-06,5.607981847788324e-07
1872,2.7134410629514605e-06,4.668546011998842e-07
1873,2.5925385216396535e-06,5.076131515124871e-07
1874,2.315758592885686e-06,4.970874556420313e-07
1875,3.1531335480394773e-06,5.710083996746107e-07
1876,2.8410222512320615e-06,4.82471989471378e-07
1877,2.8351196306175552e-06,4.82415657643287e-07
1878,2.302100710949162e-06,3.430202468734933e-07
1879,2.556752633608994e-06,4.349839457518101e-07
1880,2.9823731892975047e-06,4.858309807787009e-07
1881,2.8392050808179192e-06,5.236353217696887e-07
1882,2.804579253279371e-06,4.7519449708488537e-07
1883,2.4942430627561407e-06,3.835838811028225e-07
1884,2.3647278339922195e-06,3.479094345948397e-07
1885,2.272731080665835e-06,3.216372306269477e-07
1886,2.019288785959361e-06,2.800803429181542e-07
1887,2.349107035115594e-06,3.5647929053084226e-07
1888,2.113326900143875e-06,2.6630581828612776e-07
1889,2.242918981210096e-06,3.2140150096893194e-07
1890,1.9387875909160357e-06,2.7856142992277455e-07
1891,1.8963304455610341e-06,3.5823117627842294e-07
1892,2.084280367853353e-06,3.171867319906596e-07
1893,1.8875546174967894e-06,2.9498815479200857e-07
1894,2.2049086965125753e-06,2.766375644114305e-07
1895,2.086051836158731e-06,2.9190280770308163e-07
1896,1.9996825812995667e-06,2.960308620458818e-07
1897,2.0649872567446437e-06,2.8084758696422796e-07
1898,1.9447766135272104e-06,4.3739083821492386e-07
1899,2.3326381324295653e-06,4.1069907297242025e-07
1900,1.9928452275053132e-06,3.57144443796642e-07
1901,1.8006917343882378e-06,3.135282611310686e-07
1902,1.7485521084381617e-06,2.415859512439056e-07
1903,1.87873661161575e-06,2.878317388876894e-07
1904,2.21112077269936e-06,3.26777211512308e-07
1905,2.1195237422944047e-06,3.2925643722592213e-07
1906,2.089053396048257e-06,3.153385250698193e-07
1907,2.1358227968448773e-06,3.723418728895922e-07
1908,2.054434162346297e-06,3.8063265606069763e-07
1909,2.2862086552777328e-06,3.5096275041723857e-07
1910,2.4823580133670475e-06,3.473697915978846e-07
1911,2.1701805508200778e-06,3.559330252755899e-07
1912,2.1874359390494647e-06,4.6415942733801785e-07
1913,2.070817572530359e-06,3.468155398422823e-07
1914,2.0244256120349746e-06,4.828352189178986e-07
1915,1.880209651972109e-06,2.992313454797113e-07
1916,1.9063246554651414e-06,3.120439089343563e-07
1917,2.1307762381184148e-06,3.3776586860767566e-07
1918,2.1743710476584965e-06,3.6756404142579413e-07
1919,2.053350272035459e-06,2.85443292113996e-07
1920,1.9702947611222044e-06,3.3014930522767827e-07
1921,2.102194684994174e-06,3.0821081509202486e-07
1922,2.4310297703777906e-06,4.1611556866882893e-07
1923,2.488378186171758e-06,4.1826834262792545e-07
1924,2.431360371701885e-06,3.622546387305192e-07
1925,2.6329637421440566e-06,5.422101594376727e-07
1926,2.502308007024112e-06,4.3135554506079643e-07
1927,2.846397137545864e-06,5.18438980634528e-07
1928,2.2052258827898186e-06,3.4163863915637194e-07
1929,2.708232841541758e-06,4.7012514414745965e-07
1930,2.376965539951925e-06,3.917844253464864e-07
1931,2.2411525151255773e-06,3.763767608688795e-07
1932,2.243417156932992e-06,3.2111441328197543e-07
1933,2.0463660348468693e-06,3.2691386309124937e-07
1934,2.1291268694767496e-06,3.7382528716989327e-07
1935,2.3302250156120863e-06,3.9136290297392407e-07
1936,2.131524752257974e-06,2.521940700717096e-07
1937,2.3394297841150546e-06,3.311463956379157e-07
1938,2.1807491066283546e-06,3.4876427434937796e-07
1939,2.135049498974695e-06,2.9517516964006063e-07
1940,1.7344755178783089e-06,3.144370737118152e-07
1941,2.632740233821096e-06,4.6338590209416e-07
1942,2.333308884772123e-06,4.3085807988063607e-07
1943,2.2761364562029485e-06,4.5290468619896274e-07
1944,2.416315965092508e-06,4.3056695631094044e-07
1945,2.620740360725904e-06,4.6837837430757645e-07
1946,2.8092788397771074e-06,4.7610177489332273e-07
1947,3.1912170470604906e-06,6.28229884114262e-07
1948,2.6581765268929303e-06,5.055428005107387e-07
1949,2.4032035526033724e-06,4.4078367977817834e-07
1950,2.870483967853943e-06,5.200691930440371e-07
1951,2.7922210392716806e-06,5.138795700077026e-07
1952,2.505445308997878e-06,3.595778252929449e-07
1953,2.8216654754942283e-06,4.266435666977486e-07
1954,2.6112215891771484e-06,3.8503793575728196e-07
1955,2.4824933007039363e-06,4.4675493882095907e-07
1956,2.7855326152348425e-06,4.997214091417845e-07
1957,2.438470346532995e-06,4.2761581653394387e-07
1958,2.3551076537842164e-06,4.574550587221893e-07
1959,2.6709076337283477e-06,3.8831245774417766e-07
1960,2.742726337601198e-06,4.283995735931967e-07
1961,2.8341542019916233e-06,4.3356513401704433e-07
1962,2.8373913210089086e-06,4.864280640504148e-07
1963,2.74160652224964e-06,4.29992553563352e-07
1964,2.958025334010017e-06,3.7233886018839257e-07
1965,2.7431353828433203e-06,3.9891196479402424e-07
1966,2.720239535847213e-06,4.3647909819810593e-07
1967,2.7885978397534927e-06,4.6690277599736874e-07
1968,2.80893141280103e-06,4.69352954723945e-07
1969,2.642394747454091e-06,4.0467062945026555e-07
1970,2.71370754489908e-06,4.0882665075514524e-07
1971,3.038334398297593e-06,4.0233652498500305e-07
1972,2.541987669246737e-06,3.627013711593463e-07
1973,2.55261329584755e-06,3.495371174722095e-07
1974,2.3441757548425812e-06,2.9365483555920946e-07
1975,2.379973693678039e-06,3.2612553013677825e-07
1976,2.642506160555058e-06,3.7080789638821443e-07
1977,2.433575446048053e-06,3.443794298618741e-07
1978,2.543167056501261e-06,3.481186467979569e-07
1979,2.7223379674978787e-06,4.1490491753393144e-07
1980,2.8226772883499507e-06,4.0819381297296786e-07
1981,2.8642089091590606e-06,3.4410990679134557e-07
1982,2.803308007059968e-06,3.6872563669021474e-07
1983,3.030088691957644e-06,3.6628833299801045e-07
1984,2.824697048708913e-06,3.491003042199736e-07
1985,2.847765244951006e-06,3.296525790119631e-07
1986,3.161491576975095e-06,4.064261247549439e-07
1987,2.872083996408037e-06,3.6420468063624867e-07
1988,2.7362275432096794e-06,3.1361975061372505e-07
1989,3.310984084237134e-06,3.814244848854287e-07
1990,2.9989375889272196e-06,3.868542250984319e-07
1991,3.1698803013568977e-06,3.7220303283902467e-07
1992,2.8822516924265074e-06,3.228827267776069e-07
1993,3.23157360071491e-06,3.8220531450861017e-07
1994,3.2857517453521723e-06,4.061693346102402e-07
1995,3.15207057610678e-06,3.660154277440597e-07
1996,3.1900437988952035e-06,3.891469191330543e-07
1997,3.2471025406266563e-06,3.696863757340907e-07
1998,3.2399439078290015e-06,4.1053593236028973e-07
1999,3.270435854574316e-06,3.989785568592197e-07
2000,3.3855376386782154e-06,3.6713842632707383e-07
2001,3.540457328199409e-06,3.8686098946527636e-07
2002,3.5133014080201974e-06,4.0657735667082306e-07
2003,3.863570782414172e-06,3.621055952862662e-07
2004,3.9405263123626355e-06,3.911454768967815e-07
2005,3.920063591067446e-06,4.386652108223643e-07
2006,4.24636800744338e-06,4.459674869394803e-07
2007,5.011474058846943e-06,4.7254692958631495e-07
2008,5.119571142131463e-06,4.674668900861434e-07
2009,5.678440629708348e-06,5.001833756068663e-07
2010,7.386122888419777e-06,6.254301752051106e-07
2011,8.125175554596353e-06,6.106883461143298e-07
2012,8.752333997108508e-06,7.199994342954597e-07
2013,9.762774425325915e-06,8.07451726814179e-07
2014,1.0413626114313956e-05,8.90647584128601e-07
2015,1.0481076969881542e-05,8.360922265637782e-07
2016,1.092486854759045e-05,9.124252642322972e-07
2017,1.3383806617639493e-05,9.438573442821507e-07
2018,1.385215000482276e-05,9.915413556882413e-07
2019,1.3548040442401543e-05,1.0091707736137323e-06
