year,quelques_DET eaux_NOUN,quelques_DET sauts_NOUN
1921,4.998013158896697e-08,1.5902768879527684e-08
1922,4.500540740082215e-08,2.6560567079059183e-08
1923,4.671017039825642e-08,1.8047111804975202e-08
1924,9.668718092825657e-08,6.445812328337297e-09
1925,5.1691434688194704e-08,2.0896537389347714e-08
1926,3.6782256351841625e-08,3.343841648018042e-09
1927,5.0171511389862644e-08,1.1149224654616319e-08
1928,3.5420727240165206e-08,2.0566874203709062e-08
1929,4.0105462062456354e-08,1.4482528065684619e-08
1930,6.932378404655992e-08,1.680576589002669e-08
1931,4.676196230235519e-08,1.8248571542756054e-08
1932,5.808554537356514e-08,2.082311922890767e-08
1933,2.8676655050574595e-08,1.3764794637438627e-08
1934,3.235026646564165e-08,1.677421224144382e-08
1935,6.223507398317452e-08,1.4361940969820353e-08
1936,3.394919900756577e-08,2.424943001955171e-08
1937,3.9032466037092206e-08,1.1332006444320086e-08
1938,6.223302762009553e-08,2.3337385357535823e-08
1939,4.282334220562234e-08,2.2941076593951948e-08
1940,4.564409294971483e-08,5.0715658339584024e-09
1941,4.132103725851266e-08,3.246652724442356e-08
1942,3.034211815133858e-08,3.337632992206352e-08
1943,2.6129116648121453e-08,4.064529379732562e-08
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,4.574858669670334e-08,3.485606381303796e-08
1946,4.5939645865189505e-08,2.0881655515836428e-08
1947,2.26496545963073e-08,1.549713246618012e-08
1948,4.5661929126694645e-08,1.9569398546082084e-08
1949,3.828633132751946e-08,1.3743811422273211e-08
1950,4.2541447031752e-08,1.0635361036293034e-08
1951,3.624876598884441e-08,1.2793682557799002e-08
1952,5.4832980267427445e-08,1.7926166662185494e-08
1953,3.878578014315792e-08,1.4005975934594517e-08
1954,4.49536656788041e-08,1.3681550781186047e-08
1955,4.6928038788252024e-08,1.783265579646809e-08
1956,6.017587583784234e-08,1.7442283395396885e-08
1957,3.887416544223754e-08,1.4136059989233729e-08
1958,1.5717262880077243e-08,9.926692356998501e-09
1959,2.945284249822322e-08,1.4726420527466644e-08
1960,1.6609999708983025e-08,1.2457500420115508e-08
1961,3.265634873628187e-08,2.2928924869880518e-08
1962,2.156265105357491e-08,1.4586500007851555e-08
1963,2.392439757414877e-08,1.0345685197421517e-08
1964,2.433587364958356e-08,1.7643507876918818e-08
1965,2.462419479432043e-08,1.0944086803466035e-08
1966,1.994066989308152e-08,9.416426749453422e-09
1967,2.3665610304757223e-08,2.8595946721665655e-08
1968,3.5482185967161683e-08,1.3923389496905969e-08
1969,2.4525491804094912e-08,1.4533624970169967e-08
1970,2.897196688111947e-08,1.7015282738341853e-08
1971,2.980270608077262e-08,1.2332153520588918e-08
1972,2.7189778206704318e-08,8.208234980600082e-09
1973,1.1577727720979425e-08,1.4885650045926013e-08
1974,1.6876714303837304e-08,1.631415724734353e-08
1975,2.8557400888473694e-08,6.8537762132336866e-09
1976,2.3996813203197576e-08,1.428381679602353e-08
1977,1.5279633114317903e-08,1.9981057530760182e-08
1978,1.603959731699689e-08,1.4257419245211622e-08
1979,3.043026075566502e-08,1.9311512056141567e-08
1980,2.728872261492654e-08,1.364436125195212e-08
1981,3.858585273519566e-08,2.277197808098208e-08
1982,1.8001756529884005e-08,1.6760256515979677e-08
1983,1.7682884490000106e-08,1.515675762675528e-08
1984,1.5657322549600394e-08,2.319603464862041e-08
1985,2.5265344372193965e-08,1.2632672019563529e-08
1986,2.098069995515317e-08,1.7384007233722798e-08
1987,2.1998940669121225e-08,1.0388388815840699e-08
1988,2.5185526497661925e-08,1.079379691182325e-08
1989,1.6464365870660913e-08,1.7561990972581043e-08
1990,2.451892872068484e-08,1.7435683119515488e-08
1991,1.6412102177287835e-08,1.3481370075840715e-08
1992,1.8733810946969243e-08,1.2672871640972971e-08
1993,2.271075000281897e-08,2.326467135604915e-08
1994,1.7407257413282196e-08,1.5824779597828353e-08
1995,1.1929391419140956e-08,1.5182862078688686e-08
1996,1.6548085124412637e-08,2.4555223632205525e-08
1997,1.054876763717516e-08,1.1987236092636522e-08
1998,1.4781201040925396e-08,2.002614185592222e-08
1999,1.7366764026860437e-08,8.226362036012347e-09
2000,9.71966962470816e-09,1.8113928579310823e-08
2001,1.5772362249588667e-08,1.752484712902458e-08
2002,2.1029863794819192e-08,1.3143664268078226e-08
2003,7.500461418619153e-09,1.291746132281446e-08
2004,1.2773894830786503e-08,1.497629043001325e-08
2005,1.7564622756260917e-08,1.4411998927599257e-08
2006,1.1530091881262194e-08,1.9354083113931608e-08
2007,1.2782334662952977e-08,1.6776813549501668e-08
2008,9.366367237362283e-09,2.5118894075859544e-08
2009,8.105927484791664e-09,2.8609154378855806e-08
2010,5.196172492283324e-09,3.164941286826206e-08
2011,1.0707121411712706e-08,3.900451495120194e-08
2012,1.3957436095779485e-08,5.548931758525555e-08
2013,7.2517249982695375e-09,4.295252631347779e-08
2014,6.712880029624557e-09,4.460817148999041e-08
2015,9.087958829923082e-09,4.433150913030204e-08
2016,1.4913648649361733e-08,4.536234587959598e-08
2017,1.0565567670761666e-08,5.282783854809736e-08
2018,8.776986804015507e-09,5.679226677823834e-08
2019,1.0203950906451098e-08,4.846876766606556e-08
