year,mêmes_ADJ îles_NOUN,mêmes_ADJ iles_NOUN,mêmes_ADJ cils_NOUN
1800,5.973912209356058e-08,3.144164484325529e-09,0.0
1801,1.904946067554647e-08,2.3811825400343878e-08,0.0
1802,6.713520406265161e-09,0.0,0.0
1803,5.851017448321727e-09,0.0,0.0
1804,1.9774807569206132e-08,0.0,0.0
1805,0.0,2.842877711017877e-09,5.685755422035754e-09
1806,2.881669125542885e-09,0.0,0.0
1807,1.4234775136401367e-08,0.0,0.0
1808,1.1330369531492579e-08,0.0,2.2660739951163578e-09
1809,1.129515236897305e-08,0.0,1.581321384946932e-08
1810,0.0,2.3401267590372754e-09,0.0
1811,0.0,0.0,2.0056614147279106e-08
1812,0.0,0.0,0.0
1813,0.0,0.0,0.0
1814,0.0,0.0,0.0
1815,1.8880564667256294e-08,8.091670444798638e-09,0.0
1816,9.270415546325239e-09,2.3176038865813098e-09,0.0
1817,0.0,0.0,2.3353100786493997e-08
1818,5.960588467246453e-09,1.1921177378582115e-09,2.384235475716423e-09
1819,1.449147024601416e-08,4.140420006848444e-09,0.0
1820,0.0,0.0,0.0
1821,1.1833785507064931e-08,9.86148829262845e-10,0.0
1822,5.012807946513931e-09,0.0,2.0051231786055723e-09
1823,2.3718449426723964e-08,0.0,0.0
1824,5.052667617633233e-09,1.6842225392110777e-09,0.0
1825,3.522177216552791e-09,8.805443041381977e-10,0.0
1826,4.403992281964975e-09,8.807984341885344e-10,8.807984341885344e-10
1827,1.1982455028203276e-08,0.0,7.373818444733615e-09
1828,4.1275356466030644e-08,0.0,0.0
1829,1.2002446148073886e-08,0.0,0.0
1830,1.0436835395921662e-08,2.0873671680021744e-09,2.0873671680021744e-09
1831,7.795603274018958e-09,0.0,0.0
1832,0.0,0.0,5.411987746839486e-09
1833,5.791814139399776e-09,1.1583628500844156e-09,1.1583628500844156e-09
1834,1.213489042584115e-08,0.0,1.6802156110884425e-08
1835,1.739510224751939e-08,0.0,3.025235173481633e-09
1836,2.016225053580456e-08,6.720750067579218e-10,0.0
1837,6.957890930081589e-10,0.0,2.0873671680021744e-09
1838,5.680945491803868e-09,0.0,0.0
1839,2.0974426639952526e-09,0.0,1.3982950353153e-09
1840,6.369688665408546e-10,1.2739377330817092e-09,6.369688665408546e-10
1841,4.494383976094696e-09,6.420548537278137e-10,1.0914932957462042e-08
1842,6.708265054555795e-09,6.708265054555795e-10,0.0
1843,5.31621990873532e-09,1.1813822142769936e-09,1.1813822142769936e-09
1844,5.488561272137815e-10,0.0,0.0
1845,8.928364714222425e-09,1.6740683839167048e-09,7.812318791877715e-09
1846,2.3418005312692003e-09,4.0981511517657054e-09,5.269050973311096e-09
1847,3.235934187273415e-09,1.0786447290911383e-09,0.0
1848,1.528592186161859e-08,2.413566457803995e-09,8.045221711050488e-10
1849,8.379414939696517e-10,1.6758829879393033e-09,0.0
1850,4.073397619208663e-09,1.3577992064028876e-09,0.0
1851,2.579775504329973e-09,0.0,6.449438760824933e-10
1852,1.3672145193766028e-08,2.6042181744401205e-09,0.0
1853,5.971931837933653e-10,1.7915795513800958e-09,1.1943863675867306e-09
1854,1.0391328908454511e-09,5.195664454227256e-10,2.5978321716024766e-09
1855,1.0613874223963649e-08,2.653468555990912e-09,0.0
1856,1.5531567143511893e-09,2.0708756931497874e-09,0.0
1857,0.0,4.881509085841174e-10,3.4170564155999728e-09
1858,9.787352261980686e-09,4.893676019968041e-10,0.0
1859,0.0,0.0,0.0
1860,9.154367819341758e-10,4.577183909670879e-10,0.0
1861,5.659156698811785e-09,9.431927461278633e-10,0.0
1862,1.8071945051545413e-09,0.0,4.517986262886353e-10
1863,4.994620828036034e-10,3.995696662428827e-09,1.9978483312144135e-09
1864,3.835782358407869e-09,4.794727948009836e-10,9.589455896019672e-10
1865,4.706844358715045e-10,4.706844247692743e-09,0.0
1866,0.0,4.865612912574591e-10,0.0
1867,1.94112459439566e-09,0.0,0.0
1868,1.975949626142892e-09,0.0,4.93987406535723e-10
1869,2.441759683335931e-09,0.0,0.0
1870,1.7202146374017957e-09,0.0,0.0
1871,0.0,0.0,0.0
1872,9.071008832961525e-09,6.047339295989218e-10,4.23313739617015e-09
1873,1.1972008939764578e-09,0.0,5.986004469882289e-10
1874,2.3898436563030145e-09,5.974609140757536e-10,1.1949218281515073e-09
1875,1.716458086775674e-08,5.721527140956084e-10,0.0
1876,0.0,3.627608879952504e-09,0.0
1877,1.1132669008873108e-08,6.184815992682502e-10,6.184815992682502e-10
