year,plusieurs_DET airs_NOUN,plusieurs_DET serres_NOUN
1955,1.2201289756319511e-08,1.8771215692936494e-09
1956,2.1802854632824165e-08,1.744228317335228e-09
1957,2.4738105286470358e-08,2.6505113659425206e-09
1958,1.9853384713997002e-08,4.963346011965797e-09
1959,2.0151945223645384e-08,3.8753737996444215e-09
1960,2.5607082898559952e-08,7.612916519406099e-09
1961,1.598076654341085e-08,4.86371165564492e-09
1962,3.424656330741627e-08,6.341956404476434e-10
1963,5.172842765244212e-08,3.879631726988464e-09
1964,2.068549243006146e-08,6.083968329129164e-10
1965,2.7360216536820303e-08,6.019247544841733e-09
1966,2.215629990587331e-08,1.6617224263271169e-09
1967,3.204718207472368e-08,2.465167847631733e-09
1968,3.27873351801955e-08,8.982831700699023e-10
1969,2.8613074021244245e-08,4.9959334169624725e-09
1970,2.8052221878738237e-08,4.598724956395017e-09
1971,4.110717910510431e-08,2.0553589941130213e-09
1972,9.952484647524074e-08,4.104117490300041e-09
1973,2.2604135341275366e-08,5.513203671370093e-09
1974,2.531507237168995e-08,4.500457340128605e-09
1975,1.8276735680444745e-08,4.569184142155791e-09
1976,1.5426522226302808e-08,5.713526873840635e-10
1977,1.704266811008992e-08,0.0
1978,2.07920705097564e-08,1.1881182704343018e-09
1979,1.0533551697555765e-08,2.3407893401383717e-09
1980,2.4446148327861295e-08,2.8425752862659692e-09
1981,2.0874313833019187e-08,4.427884725544118e-09
1982,2.7933760748943826e-08,1.2415004579935385e-09
1983,2.0840542402922324e-08,3.78918940668882e-09
1984,3.363424899704981e-08,1.739702604197646e-09
1985,1.864822973818292e-08,3.0077789148208467e-09
1986,1.678455929798872e-08,7.792831269171074e-09
1987,2.1998941002188133e-08,3.0554083707556856e-09
1988,1.2592763165564236e-08,1.798966087207532e-09
1989,3.347754684579485e-08,3.841685636274406e-09
1990,1.9070278800548124e-08,2.724325431913144e-09
1991,4.8064014990245596e-08,5.861465202094962e-10
1992,1.0468894195980738e-08,2.2039777225479895e-09
1993,3.046564067687996e-08,4.985286850001103e-09
1994,1.9517228444509982e-08,1.0549853213248639e-09
1995,3.307695128906829e-08,1.0844901643380922e-09
1996,2.935950593752068e-08,3.736664533349199e-09
1997,2.3015492622846523e-08,3.3564260260021683e-09
1998,2.288702038999446e-08,1.43043876743576e-09
1999,3.793266811769058e-08,2.7421207526856506e-09
2000,1.5463110347724296e-08,2.6508188977203417e-09
2001,2.3658543346627425e-08,2.190605918883648e-09
2002,2.1029863794819192e-08,3.0668549366730247e-09
2003,4.125253760811631e-08,1.2500769308587678e-09
2004,2.378587282692024e-08,8.809582507929292e-10
2005,1.8014998715010222e-08,9.007499190971657e-10
2006,2.3060183040879423e-08,1.2353669198716943e-09
2007,2.1969636831986605e-08,1.1983438685803094e-09
2008,2.8099102378220664e-08,4.683183701947868e-09
2009,2.145686650578682e-08,1.430457752249481e-09
2010,1.9367552228644058e-08,5.196172381261022e-09
2011,1.3383901875663184e-08,5.7359579308524644e-09
2012,8.170206539093172e-09,3.744677928851914e-09
2013,1.3387799813191492e-08,1.3945624655065103e-09
2014,1.4725027419615344e-08,3.4647122948427977e-09
2015,1.2856137154848568e-08,2.659890530054554e-09
2016,1.6570720351438695e-08,4.349813981230355e-09
2017,9.810883938587978e-09,3.773417051045058e-09
2018,8.776986804015507e-09,3.3559066636712487e-09
2019,1.607122351865442e-08,5.612173281654975e-09
