year,ses_DET orties_NOUN,ses_DET sorties_NOUN
1856,0.0,1.3616008120997947e-07
1857,4.881509085841174e-10,8.347380342499378e-08
1858,4.893676019968041e-10,1.1598012505942279e-07
1859,0.0,1.3494259487600857e-07
1860,4.577183909670879e-10,1.1397187882344895e-07
1861,4.715963730639317e-10,6.979626587799714e-08
1862,3.162590411776023e-09,9.352231705728187e-08
1863,4.994620828036034e-10,1.1437681912696007e-07
1864,4.794727948009836e-10,6.808513997036414e-08
1865,0.0,8.378182692059255e-08
1866,1.4596839292835284e-09,1.0704348740731007e-07
1867,2.91168689159349e-09,1.1355578877214612e-07
1868,0.0,1.2300286045263675e-07
1869,4.883519144627257e-10,1.2111127212222073e-07
1870,5.734048791339319e-10,9.17447802173399e-08
1871,0.0,1.465722405669112e-07
1872,0.0,9.857163307813721e-08
1873,1.1972008939764578e-09,8.859286770857011e-08
1874,0.0,1.0276327766511884e-07
1875,0.0,9.26887366858864e-08
1876,1.813804439976252e-09,8.101659965120689e-08
1877,1.2369631985365004e-09,9.586464955191332e-08
1878,6.039088673581716e-10,8.877460278000626e-08
1879,0.0,1.0263666450072151e-07
1880,8.343199908722454e-09,8.214843294496177e-08
1881,2.091752326904839e-09,9.622060392899812e-08
1882,0.0,9.517201005060372e-08
1883,0.0,1.0932456540047042e-07
1884,6.601696966868076e-10,1.1685003631356494e-07
1885,6.445635691854079e-10,9.346171392365932e-08
1886,0.0,1.4133086345680113e-07
1887,1.3057849246322917e-09,1.253553523206108e-07
1888,0.0,1.0462014499168504e-07
1889,1.8795409673089125e-09,1.453511693227938e-07
1890,0.0,9.766036113134646e-08
1891,3.1871101313640793e-09,8.605197265865172e-08
1892,1.8805537127519756e-09,6.707308464193318e-08
1893,1.2316833108982905e-09,9.237624731817107e-08
1894,0.0,9.956432256430503e-08
1895,6.018614495673091e-10,1.4625233379916835e-07
1896,5.89702897624278e-10,1.2619641420741345e-07
1897,0.0,1.5790393426140525e-07
1898,5.6583548957434e-10,1.0750874057663395e-07
1899,1.6582735185011188e-09,1.4205876119888217e-07
1900,0.0,1.3289096134627698e-07
1901,3.353243460679778e-09,1.1289252954682638e-07
1902,2.455141867585553e-09,1.0704418484941414e-07
1903,5.400220270956879e-10,1.1016449508183257e-07
1904,0.0,1.440399559626826e-07
1905,5.160759042333041e-10,1.3263150577813576e-07
1906,3.600929110447737e-09,1.0648461967743827e-07
1907,5.142843373384665e-10,9.668545430940867e-08
1908,1.4734167219643268e-09,1.365366224526099e-07
1909,0.0,1.3037330637288846e-07
1910,2.67207544979442e-09,1.1329599303167015e-07
1911,2.6601871816467337e-09,1.2662490700421358e-07
1912,2.0837684910901544e-09,8.64763918251299e-08
1913,5.30298971401777e-10,1.2992324260885368e-07
1914,0.0,1.0915692283397505e-07
1915,1.1780761921542648e-09,1.4608144693895042e-07
1916,1.0987462051303964e-09,1.2086208478478966e-07
1917,0.0,1.0089110169531068e-07
1918,0.0,1.7344428115961819e-07
1919,0.0,1.556126310031658e-07
1920,0.0,1.37814613054843e-07
1921,0.0,1.3100852491731985e-07
1922,7.377935484775833e-10,1.4165636635921075e-07
1923,6.369568872344189e-09,1.592392249172292e-07
1924,3.867487219366694e-09,1.495428447739755e-07
1925,1.0998177923937646e-09,1.4737557840760473e-07
1926,0.0,1.2372213054057113e-07
1927,3.3447675740205796e-09,1.7727266898859284e-07
1928,1.1426041224282812e-09,1.5425154975545752e-07
1929,4.4561625500705304e-09,1.5819376653070094e-07
1930,0.0,1.2394252291159091e-07
1931,1.1405356659111021e-09,1.2431838936066697e-07
1932,0.0,1.4685779392564768e-07
1933,0.0,1.3420674971342805e-07
1934,1.1981580172459871e-09,1.2940107296799397e-07
1935,2.393656828303392e-09,1.2566698082139283e-07
1936,0.0,1.2488455469750193e-07
1937,0.0,1.3472496496191866e-07
1938,0.0,1.2316953856839064e-07
1939,3.058810094103137e-09,1.1623478002320553e-07
1940,0.0,1.4707540518799078e-07
1941,0.0,1.9775067983118788e-07
1942,0.0,1.365395263519531e-07
1943,5.806470415592457e-09,1.9741999413014355e-07
1944,0.0,1.702988701168806e-07
1945,0.0,2.309214224283096e-07
1946,1.3921104269343232e-09,1.8097436260688937e-07
1947,1.1920870957027319e-09,1.7762097126450271e-07
1948,0.0,1.3372422014157337e-07
1949,0.0,1.855414613061157e-07
1950,0.0,1.7122931272872677e-07
1951,0.0,1.2900296475493178e-07
1952,0.0,1.7715269962081948e-07
1953,6.464296653518886e-09,1.7776814642544991e-07
1954,9.772536113672459e-10,1.749283962126924e-07
1955,0.0,1.4641548817806438e-07
1956,1.744228317335228e-09,1.5698054989243815e-07
1957,2.6505113659425206e-09,1.3605957382978318e-07
1958,0.0,1.6958099458008746e-07
1959,2.325224457422337e-09,1.5966540445333521e-07
1960,0.0,1.5295041011498256e-07
1961,2.08444772553662e-09,1.5911284645397927e-07
1962,1.2683912808952869e-09,1.4776758661128042e-07
1963,1.939815863494232e-09,1.3966674750065522e-07
1964,1.2167936658258327e-09,1.6244195988335264e-07
1965,5.472043373977442e-10,1.5595323166195385e-07
1966,2.215629901769489e-09,1.717113171650908e-07
1967,1.9721342336964653e-09,1.5579860868086826e-07
1968,4.4914158503495116e-10,1.7561436571611466e-07
1969,1.8167031212712459e-09,1.3216515704073117e-07
1970,1.3796175313274261e-09,1.4531970826681118e-07
1971,5.138397485282553e-10,1.551796038334885e-07
1972,3.0780880067027283e-09,1.3492285688698757e-07
1973,1.102640756478479e-09,1.3176557267513545e-07
1974,2.2502286700643026e-09,1.3051326153146192e-07
1975,1.7134440533084216e-09,1.3707553003783346e-07
1976,6.2848797277581525e-09,1.142705374768127e-07
1977,1.7630346071939584e-09,1.3575366186735494e-07
1978,4.158414057542359e-09,1.6336626806889853e-07
1979,3.5111840102075575e-09,1.422029529685176e-07
1980,3.411090521154847e-09,1.5293055799503463e-07
1981,1.2651099057237047e-09,1.8786882360899426e-07
1982,1.2415004579935385e-09,1.5829130806110925e-07
1983,0.0,1.8251263522728323e-07
1984,1.739702604197646e-09,1.3337720172756917e-07
1985,2.4062232206745193e-09,1.7204496571832095e-07
1986,3.5966913891627428e-09,1.9002519291433373e-07
1987,5.49973533381376e-09,1.613255657950674e-07
1988,8.994830658082265e-09,1.3132452592046207e-07
1989,0.0,1.586067286396542e-07
1990,2.179460389939436e-09,1.7926061968154272e-07
1991,0.0,1.6822404713678907e-07
1992,5.509944167592096e-10,1.75216218423202e-07
1993,1.661762283333701e-09,1.5675957643068728e-07
1994,5.274926606624319e-10,1.7829252296763798e-07
1995,1.626735190995987e-09,1.9195475653432936e-07
1996,2.6690460952494277e-09,1.8416418257061196e-07
1997,1.438468344439059e-09,1.9227526415477314e-07
1998,1.43043876743576e-09,2.1551944540121326e-07
1999,3.1991407301035224e-09,1.8555016012555825e-07
2000,6.185244316725402e-09,1.988114117779105e-07
2001,2.190605918883648e-09,2.1599374555592021e-07
2002,1.752488598683044e-09,2.3308098207053263e-07
2003,8.333845835650777e-10,2.4209821880560867e-07
2004,2.642874807889939e-09,2.479897487361882e-07
2005,2.251874686720612e-09,2.377979857470791e-07
2006,2.0589450144825605e-09,2.890758690199391e-07
2007,0.0,2.9878706619967943e-07
2008,1.7029758714315335e-09,2.7886229858609113e-07
2009,4.76819250749827e-10,2.865683814690101e-07
2010,2.8342759250676863e-09,3.698729909018539e-07
2011,2.2943831279320648e-09,3.8277959113486304e-07
2012,2.0425516833455504e-09,3.809358730677559e-07
2013,2.5102124823206395e-09,3.723481896145131e-07
2014,3.4647122948427977e-09,3.82201069015764e-07
2015,3.32486305154589e-09,3.6329670027868133e-07
2016,2.899876117012923e-09,3.7366974225960803e-07
2017,1.7609279590047322e-09,4.077805986213434e-07
2018,1.0325866828253538e-09,3.9651328620493587e-07
2019,1.02039510174734e-09,3.7474010383675704e-07
