year,serons_VERB en_PRON,serons_VERB sans_ADP
1970,8.7375777724219e-09,3.954903604608262e-08
1971,3.5968783507200897e-09,3.802414028086787e-08
1972,5.130146973897354e-09,4.463227654127877e-08
1973,6.064523994098181e-09,3.6387145740945925e-08
1974,7.313243344242437e-09,3.7691329168865195e-08
1975,5.711480177694739e-09,3.1413140533231854e-08
1976,3.4281160132820787e-09,3.142439908287997e-08
1977,2.938390863960194e-09,2.938390863960194e-08
1978,4.158414057542359e-09,3.742572474152439e-08
1979,4.681578680276743e-09,3.5697038214266286e-08
1980,1.1370301367108482e-09,3.183684427199296e-08
1981,5.060439622894819e-09,2.213942273954217e-08
1982,6.828252629986764e-09,2.296775925003658e-08
1983,3.78918940668882e-09,3.031351525351056e-08
1984,5.799008495621649e-10,2.667543874679268e-08
1985,3.609334831011779e-09,3.308556983938615e-08
1986,4.196139880008332e-09,3.6566362382473017e-08
1987,3.0554083707556856e-09,3.6053819485459826e-08
1988,3.597932174415064e-09,2.0987938498251424e-08
1989,5.488121956886971e-09,2.469655058234821e-08
1990,3.2691906959314565e-09,2.397406362319998e-08
1991,4.10302547493302e-09,3.458264430378222e-08
1992,2.7549720282848966e-09,3.8018615811097334e-08
1993,2.2156829704300662e-09,3.157348160698348e-08
1994,8.967375286772494e-09,4.008944287647864e-08
1995,3.795715741716776e-09,2.982347879765257e-08
1996,4.270473752399084e-09,2.2953797085278893e-08
1997,4.794894259418925e-09,2.972834600711849e-08
1998,4.7681290027412615e-09,3.146965354972053e-08
1999,5.941261704833778e-09,2.7421206638678086e-08
2000,7.068850393920911e-09,3.932047931698435e-08
2001,3.5049694258049158e-09,1.9715452381774412e-08
2002,7.009954394732176e-09,4.030723843584383e-08
2003,2.9168460979889232e-09,3.4168767371056674e-08
2004,3.523833003171717e-09,3.876216325693349e-08
2005,3.602999676388663e-09,2.8823997411109303e-08
2006,3.706100981659688e-09,2.6766285188273287e-08
2007,3.1955835755326234e-09,3.355362920842708e-08
2008,3.8316958494988285e-09,3.1079309792403365e-08
2009,2.384096253749135e-09,2.9562793102400065e-08
2010,3.3066551718974324e-09,3.3538931631937885e-08
2011,3.059177577924288e-09,4.1298896746866376e-08
2012,3.744677901096338e-09,4.1872308287338456e-08
2013,3.6258624991347688e-09,4.99253367536312e-08
2014,3.897801192920269e-09,4.8939060803832035e-08
2015,4.43315073539452e-09,4.4109849994811157e-08
2016,4.349814286541687e-09,4.536234854413124e-08
2017,4.779661555431858e-09,4.930598151986487e-08
2018,4.64663996169179e-09,4.6208253223767315e-08
2019,3.06118530524202e-09,4.056070679325785e-08
