year,serons_VERB en_PRON,serons_VERB sans_ADP
1800,0.0,2.5153315874604232e-08
1801,9.524730337773235e-09,3.809892135109294e-08
1802,2.2378401354217203e-09,1.3427040812530322e-08
1803,5.851017448321727e-09,9.751696339321825e-09
1804,7.4155526164076946e-09,1.2359254952798437e-08
1805,0.0,3.980028751016107e-08
1806,3.458002950651462e-08,3.1698359492793315e-08
1807,0.0,5.124519120158766e-08
1808,9.064295980465431e-09,3.852325747288887e-08
1809,0.0,2.710836710662079e-08
1810,7.020380277111826e-09,6.786367379163494e-08
1811,5.0141535368197765e-09,1.2535384286138651e-08
1812,0.0,1.0668832928217853e-08
1813,2.8757416448144113e-09,1.4378708002027452e-08
1814,3.1466771410748606e-09,6.293354282149721e-09
1815,2.697223555614414e-09,3.776112933451259e-08
1816,0.0,1.8540831092650478e-08
1817,0.0,2.6466848268569265e-08
1818,7.152706427149269e-09,2.384235386898581e-08
1819,1.8631890696951814e-08,3.726378139390363e-08
1820,9.493184904840746e-09,2.4919611263385377e-08
1821,0.0,8.08642042215979e-08
1822,7.017931125119503e-09,4.0102463572111446e-08
1823,4.941343334508019e-09,3.9530747564242574e-09
1824,2.189489300974401e-08,2.5263338088166165e-08
1825,2.1133063299316746e-08,3.9624492131906663e-08
1826,1.7615968683770689e-09,2.290075862276808e-08
1827,2.7651818612639545e-09,3.96342727526644e-08
1828,1.8344602503717056e-09,2.4765213879618386e-08
1829,1.714635211591542e-09,2.8291481157793896e-08
1830,0.0,1.7742621594152297e-08
1831,0.0,3.4300654760954785e-08
1832,0.0,4.464889968858188e-08
1833,1.1583628500844156e-09,5.3284690437749305e-08
1834,1.3068342852307069e-08,5.787409307345115e-08
1835,1.5126175867408165e-09,2.7983425354705105e-08
1836,8.064899859050456e-09,1.344150035720304e-08
1837,2.0873671680021744e-09,2.2961039292113128e-08
1838,1.1361890983607736e-08,3.092959488526503e-08
1839,8.38977065598101e-09,2.9364196407755117e-08
1840,8.917564464638872e-09,1.9109066329292546e-08
1841,3.2102742686390684e-09,3.659712533021775e-08
1842,8.049918065466954e-09,3.287049921141261e-08
1843,2.3627644285539873e-09,3.307870244384503e-08
1844,1.975882035765153e-08,4.171306500211358e-08
1845,2.2320911785556063e-09,5.1896119401817487e-08
1846,2.9272506640865004e-09,1.8148954339380907e-08
1847,7.550513103637968e-09,1.833696039454935e-08
1848,1.045878850192139e-08,3.459445352405055e-08
1849,9.217356655710773e-09,2.8490010350878947e-08
1850,1.0183494048021657e-08,1.6972489191857676e-08
1851,5.159551008659946e-09,2.8377531435808123e-08
1852,1.3021090872200602e-09,2.6042181744401205e-08
1853,1.1346670270029335e-08,3.4637203327747557e-08
1854,1.7665259477439577e-08,3.585008556683533e-08
1855,7.429711956774554e-09,2.175844215912548e-08
1856,9.836659486950339e-09,2.7439103433835044e-08
1857,6.345961978126979e-09,4.1980978693345605e-08
1858,9.297984604472731e-09,4.5511185930990905e-08
1859,4.582956236731661e-09,4.124660435422811e-08
1860,2.746310290291376e-09,4.211009141386057e-08
1861,1.3676294763342867e-08,4.621644578151063e-08
1862,4.066187830886747e-09,4.066187742068905e-08
1863,1.0988165932701577e-08,2.7470415275843152e-08
1864,9.589456340108882e-09,2.2535221688713136e-08
1865,5.177528628053096e-09,3.4830648587558244e-08
1866,1.2650593461671633e-08,3.113992264047738e-08
1867,9.7056229719783e-09,3.2513838732484146e-08
1868,1.4819622196071691e-09,4.643481688049178e-08
1869,5.860222973552709e-09,3.5161338729494673e-08
1870,1.1468097582678638e-09,3.1537268796455464e-08
1871,4.248470908407853e-09,3.9298356568906456e-08
1872,2.4189357183956872e-09,3.62840353318461e-08
1873,2.9930022904522957e-09,2.3944018323618366e-08
1874,5.377148060148329e-09,2.1508592240593316e-08
1875,1.3159512590732447e-08,4.806082642971887e-08
1876,1.813804439976252e-09,2.8416270225761764e-08
1877,1.8554447978047506e-09,3.0924081073635534e-08
1878,1.3285995414946683e-08,1.8117265909722846e-08
1879,6.10932526790009e-10,4.093248051617593e-08
1880,3.8507077526617195e-09,3.4656370218044685e-08
1881,2.7890030285249168e-09,4.044054335849978e-08
1882,2.6621540527571597e-09,5.1912003584675404e-08
1883,1.0742875922176154e-08,2.401348808689363e-08
1884,1.1222884843675729e-08,2.5746619058963915e-08
1885,3.86738152613475e-09,3.0939052209078e-08
1886,1.097088819790315e-08,2.5813855941692054e-08
1887,1.9586774424595887e-09,2.4809914123125054e-08
1888,6.340614699951175e-10,4.057993407968752e-08
1889,1.3156786771162388e-08,2.5687061366852504e-08
1890,6.554386366985909e-09,5.3745967676377404e-08
1891,7.0116419337296065e-09,2.2309770031370135e-08
1892,8.775916882086676e-09,4.7013841708576365e-08
1893,1.847525021858587e-09,2.7097032173628577e-08
1894,9.452309157609307e-09,2.898708117982096e-08
1895,1.3240951446391591e-08,2.768562623600701e-08
1896,4.717623180994224e-09,3.3023361822870356e-08
1897,6.992056267307589e-09,2.7385553380554484e-08
1898,6.224190496340043e-09,5.488604415404552e-08
1899,5.527578395003729e-10,3.427098604902312e-08
1900,5.19105292084987e-09,2.803168719367477e-08
1901,3.353243460679778e-09,2.738482152153665e-08
1902,4.910283846193408e-10,1.5221880644844532e-08
1903,6.480264325148255e-09,3.2401320737562855e-08
1904,5.912087708281888e-09,2.5260739278110123e-08
1905,2.0643036169332163e-09,3.4577084306874895e-08
1906,3.600929110447737e-09,4.1153477070565714e-08
1907,5.142843373384665e-10,4.422845378826423e-08
1908,2.4556945366072114e-09,5.107844458507316e-08
1909,2.7504918342913243e-09,3.190570296851547e-08
1910,6.412980813053082e-09,4.5959694716657395e-08
1911,5.320374141248863e-10,3.1390207766435196e-08
1912,3.646594803896619e-09,3.542406545875565e-08
1913,4.242391771214216e-09,3.712092677687906e-08
1914,1.3393487430235496e-09,7.433385462718434e-08
1915,2.3561523843085297e-09,1.0249262771822032e-07
1916,1.0987462051303964e-09,6.922100936890274e-08
1917,1.0966424435210342e-09,8.663475625780848e-08
1918,1.1486376294556067e-09,8.385054428572403e-08
1919,2.762354567309444e-09,5.340552178267899e-08
1920,7.572231730534895e-10,4.770506123463747e-08
1921,6.815472630705699e-09,4.392193631019836e-08
1922,3.6889677978990676e-09,4.352981974875547e-08
1923,0.0,4.140219900250486e-08
1924,2.578324886925998e-09,1.933743654092268e-08
1925,2.1996355847875293e-09,3.079489729884699e-08
1926,3.343841648018042e-09,3.1209186346359274e-08
1927,1.0034302277972529e-08,5.9090890403012963e-08
1928,3.4278122562625413e-09,4.1133748851507335e-08
1929,3.342121912552898e-09,2.8965056131369238e-08
1930,5.2518016602221e-09,5.146765857944047e-08
1931,3.4216069977333063e-09,4.904303452235581e-08
1932,1.0959536611565568e-09,4.383814555808385e-08
1933,3.4411986593596566e-09,2.867665571670841e-08
1934,3.5944740517379614e-09,3.4746584276490466e-08
1935,2.393656828303392e-09,3.111753699158726e-08
1936,0.0,2.66743711563322e-08
1937,3.777335333410292e-09,4.658713592675667e-08
1938,3.8895642262559704e-09,3.241303758727554e-08
1939,1.5294050470515685e-09,3.211750509990452e-08
1940,0.0,2.7893612752905028e-08
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,0.0,3.944475324146879e-08
1943,2.9032352077962287e-09,3.4838823381733164e-08
1944,3.2131861615880553e-09,4.177142187700156e-08
1945,0.0,5.2284097051824574e-08
1946,4.1763312808029696e-09,3.6194869323935563e-08
1947,3.5762612871081956e-09,6.794896734163558e-08
1948,2.174377566888097e-09,2.9354097819123126e-08
1949,2.945102384188658e-09,5.2030145525350235e-08
1950,1.0635361480382244e-09,3.509669355139522e-08
1951,1.0661401761424827e-09,6.290227361205325e-08
1952,2.1089607837865287e-09,3.585233443459401e-08
1953,1.0773827385790469e-09,4.417269394707546e-08
1954,1.9545072227344917e-09,4.593092128857279e-08
1955,4.6928039232341234e-09,3.2849627018549654e-08
1956,0.0,4.883839466174322e-08
1957,6.184526224473075e-09,3.268964121616591e-08
1958,1.6544486891589827e-09,4.3015667472445784e-08
1959,2.325224457422337e-09,4.960478605653407e-08
1960,2.7683333403416555e-09,3.391208380776334e-08
1961,1.389631876236308e-08,5.766972321907815e-08
1962,4.43936931660005e-09,4.5662087444497956e-08
1963,2.5864212993553792e-09,2.0044765847160306e-08
1964,4.867174663303331e-09,4.015419108327478e-08
1965,2.188817349590977e-09,4.322914293197755e-08
1966,1.1078149508847446e-09,3.378835700118543e-08
1967,6.409436092980059e-09,4.9796391010659136e-08
1968,2.6948494546985557e-09,4.581244184009847e-08
1969,2.7250546263957176e-09,3.133812853661766e-08
