year,ces_DET eaux_NOUN,ces_DET seaux_NOUN
1982,1.1937027153408053e-06,5.586752060970923e-09
1983,9.997145085094417e-07,5.683784332077835e-09
1984,1.1151493026773096e-06,6.95881025025713e-09
1985,1.13333112494729e-06,6.015558162708601e-09
1986,9.878911768623766e-07,1.1988970927134801e-08
1987,9.820082667033603e-07,5.499735167280306e-09
1988,8.239265198994872e-07,8.994830658082265e-09
1989,1.0564635175569492e-06,6.585746614717891e-09
1990,1.007455573187599e-06,1.3076762561681221e-08
1991,8.674968583477494e-07,4.689172272698272e-09
1992,9.080387783910737e-07,2.754972139307199e-09
1993,8.818418422151808e-07,9.970573700002205e-09
1994,9.632016144678346e-07,1.0549853213248639e-08
1995,8.50782512884507e-07,8.13367617702454e-09
1996,8.220661911195748e-07,1.4946658133396795e-08
1997,7.216316006974921e-07,5.753873488778538e-09
1998,7.776818620186532e-07,5.2449422582867555e-09
1999,8.628539731603269e-07,1.0968482566653392e-08
2000,9.255775808014732e-07,1.1486882112166086e-08
2001,7.272811615166574e-07,7.886181485616817e-09
2002,7.29911484143031e-07,6.5718323005725665e-09
2003,7.550464431460568e-07,7.083768904792009e-09
2004,6.87587913716925e-07,1.013102030045232e-08
2005,7.305082050379497e-07,8.106749382896794e-09
2006,7.655157219232933e-07,4.941467901531382e-09
2007,7.014305865027382e-07,7.988959049853861e-09
2008,7.518638440728864e-07,6.811903485726134e-09
2009,7.762617286743989e-07,8.582746957586096e-09
2010,9.041339552595673e-07,1.0392344429455136e-08
2011,8.932798465366432e-07,1.1089518525686515e-08
2012,9.821269344456596e-07,1.3276585275612263e-08
2013,8.863839155992537e-07,1.3945625099154313e-08
2014,1.0214405179453934e-06,1.3858848846304284e-08
2015,9.730766024063087e-07,1.1082877393597812e-08
2016,1.2668315463315594e-06,1.2635174684305639e-08
2017,9.199590635944332e-07,1.0062445099379147e-08
2018,9.626289099173846e-07,1.0067719935502595e-08
2019,9.295799188180354e-07,1.0714148457324768e-08
