year,ces_DET eaux_NOUN,ces_DET seaux_NOUN
1800,5.684649579507095e-06,3.45858084394024e-08
1801,5.643402516852802e-06,1.904946067554647e-08
1802,6.4516930251556914e-06,3.3567602031325805e-08
1803,6.761826284673589e-06,6.436119437402965e-08
1804,5.571551923821971e-06,1.730295640101076e-08
1805,5.142765701293683e-06,3.4114532532214525e-08
1806,5.339733093023824e-06,4.034336775760039e-08
1807,6.146575913135166e-06,5.693910232196231e-09
1808,5.429513464605407e-06,9.064295980465431e-09
1809,5.292908269893815e-06,2.4849335034105025e-08
1810,5.354210145469551e-06,1.4040760554223652e-08
1811,7.263001293722482e-06,5.766276700569506e-08
1812,6.075900216728769e-06,1.3336041604361526e-08
1813,5.115944532008143e-06,4.888760685162197e-08
1814,6.104553847308125e-06,6.293354459785405e-08
1815,9.742371503307368e-06,5.394447111228828e-09
1816,5.126539804223285e-06,4.6352077731626196e-09
1817,4.107031941202877e-06,1.4011860671736542e-08
1818,4.881721963556629e-06,3.4571413953798924e-08
1819,4.499601629959216e-06,1.2421260464634543e-08
1820,3.7462481827787997e-06,1.5426425470366212e-08
1821,3.828229665714389e-06,1.8736827644971754e-08
1822,5.578252512350446e-06,2.606660132187244e-08
1823,3.3670313541733776e-06,1.680056804787e-08
1824,3.2926551227774326e-06,5.894778887238772e-09
1825,3.863828311523321e-06,3.962449413030811e-08
1826,5.975336648589291e-06,7.0463874735082754e-09
1827,4.558863054171525e-06,3.133872894522938e-08
1828,3.9239105262822704e-06,1.6510142586412258e-08
1829,4.626085683412384e-06,1.6289033955008136e-08
1830,4.214394380142039e-06,2.5048406016026092e-08
1831,5.174721195544407e-06,3.274153215215847e-08
1832,3.6436207437873236e-06,3.24719258149031e-08
1833,6.72777133559066e-06,1.5058717162119706e-08
1834,3.985844699627705e-06,3.733812370398937e-09
1835,4.484911244162504e-06,1.2100940693926532e-08
1836,3.472611638244416e-06,1.68018754465038e-08
1837,4.68266074449275e-06,1.0436836728189292e-08
1838,4.6318646127474494e-06,1.7674053331973028e-08
1839,3.5265000803974544e-06,1.8177836125232716e-08
1840,4.054306941725372e-06,1.0191502197720581e-08
1841,3.982024338711199e-06,1.540931604537832e-08
1842,3.382978036370332e-06,1.2074877098200432e-08
1843,3.3887948802657775e-06,4.725528912619126e-09
1844,3.5006043503926776e-06,1.866110777015706e-08
1845,3.841986853103663e-06,1.2834524110161283e-08
1846,4.366872587979742e-06,3.102885770545072e-08
1847,3.4074387258442584e-06,8.089835468183537e-09
1848,4.2366138472971215e-06,5.631655086713039e-09
1849,4.424331052632624e-06,8.379414495607307e-09
1850,3.560828531590232e-06,9.504594444820214e-09
1851,4.572652017031942e-06,7.094382636907426e-09
1852,4.258547846802685e-06,1.3672146081944447e-08
1853,4.6945356189098675e-06,3.2248431480752515e-08
1854,4.657913279970671e-06,9.35219601760906e-09
1855,4.0794425331114326e-06,4.617035287424187e-08
1856,4.2546141116872604e-06,1.1907535180100126e-08
1857,4.6891776719348854e-06,3.4658715009072694e-08
1858,3.8738339753763285e-06,1.0276719808466339e-08
1859,4.827889483749459e-06,1.4258085379026397e-08
1860,4.979060690857295e-06,1.785101710893855e-08
1861,4.061859499415732e-06,1.1318312787000906e-08
1862,4.4687403146781435e-06,1.0843167308483004e-08
1863,4.13854286307469e-06,8.490855574194711e-09
1864,4.623076790721825e-06,1.1507346631134396e-08
1865,4.041296563173091e-06,1.6003271208209213e-08
1866,4.033106449696788e-06,1.7029645471566823e-08
1867,3.77936947870694e-06,1.358787216076962e-08
1868,4.232484059230046e-06,7.903798393549266e-09
1869,3.72856680996847e-06,1.1720445947105418e-08
1870,4.470837893677526e-06,1.3761717099214366e-08
1871,3.6621818253479432e-06,7.753459385639871e-08
1872,3.91928051612922e-06,3.5074566584469835e-08
1873,4.588870922361821e-06,6.225444371121824e-08
1874,4.160717878676223e-06,2.569081902770165e-08
1875,3.6360304989102588e-06,1.3731665138294602e-08
1876,4.221932044856658e-06,3.083467570164089e-08
1877,3.7238776258163853e-06,1.608052180301911e-08
1878,3.415708647480642e-06,9.662541655686141e-09
1879,3.5617366052065336e-06,1.6495178223330242e-08
1880,3.207639565516729e-06,3.2089231272180996e-09
1881,3.521116354932019e-06,1.3247764218959901e-08
1882,3.758961440780695e-06,2.728707881871628e-08
1883,3.7631662621606665e-06,3.286056315943142e-08
1884,3.479094345948397e-06,2.772712726084592e-08
1885,4.2618543147909804e-06,5.156508642301105e-08
1886,3.419045071950677e-06,1.0970888419947755e-08
1887,3.862511846364214e-06,9.793386768208734e-09
1888,3.7301836641745467e-06,3.106901225180536e-08
1889,3.4614880064509634e-06,3.195219688834072e-08
1890,3.2221363426288008e-06,7.865263551565249e-09
1891,2.9417025189104606e-06,1.9760082459185924e-08
1892,3.253357959920322e-06,2.4447198931909497e-08
1893,3.053343021974797e-06,9.23762488724833e-09
1894,3.5269714544483577e-06,1.3863386882917439e-08
1895,2.967176840229513e-06,1.685212080992926e-08
1896,2.8229078736785596e-06,2.4767521367152767e-08
1897,2.7915785665300064e-06,1.3984112090525969e-08
1898,2.7675014280248433e-06,7.355861253444118e-09
1899,2.9848924043562874e-06,1.2713430308508578e-08
1900,2.9080280512516765e-06,8.824790231898305e-09
1901,2.5568481589743897e-06,1.0059730048972426e-08
1902,2.4934422242495202e-06,2.7006560543441083e-08
1903,3.43129988777946e-06,8.640352433531007e-09
1904,2.6733385709576396e-06,6.449550227216605e-09
1905,2.7976474541446805e-06,2.0643036613421373e-08
1906,3.0885684054737794e-06,2.366324869385039e-08
1907,2.3749649642468285e-06,1.131425531042396e-08
1908,2.5421349789667147e-06,1.0805055739027125e-08
1909,2.4836941747707897e-06,1.870334376263827e-08
1910,3.2572597774560563e-06,1.0688301577133075e-08
1911,2.4878068813904974e-06,4.788336838146279e-09
1912,2.426548405765061e-06,9.376958098883392e-09
1913,2.496117161854272e-06,8.484783764473036e-09
1914,2.4161852252291283e-06,9.37544086809794e-09
1915,2.4197685775106947e-06,1.7671142660269368e-08
1916,1.8436961539691765e-06,9.888715624128963e-09
1917,1.8083634216736755e-06,1.2063066989753679e-08
1918,1.6138358915895878e-06,1.6080926812378493e-08
1919,1.8047382468466822e-06,1.4732557507279864e-08
1920,1.7431277967716596e-06,2.5745587883818644e-08
1921,1.7886829937197035e-06,7.572747429129834e-09
1922,1.8894892406251529e-06,2.2871599170137813e-08
1923,2.1380519683589227e-06,1.0615948564662858e-08
1924,2.1993111829488043e-06,1.4180787100137593e-08
1925,2.2469277496384166e-06,7.698724768800957e-09
1926,1.992929526295484e-06,6.687683296036084e-09
1927,2.012435089682185e-06,1.1149225098705529e-08
1928,1.9767051071539754e-06,1.0283437212876834e-08
1929,1.8615619410411455e-06,2.0052731475317387e-08
1930,1.9463176670342364e-06,1.8906485821368335e-08
1931,1.933207926185787e-06,6.843213995466613e-09
1932,2.095463457862934e-06,2.8494794523936662e-08
1933,2.1289549181346956e-06,1.1470662641954732e-08
1934,1.7157622664853989e-06,5.990790086229936e-09
1935,1.6827407449682141e-06,1.3165112555668657e-08
1936,1.7495963220426347e-06,1.2124714565686645e-08
1937,1.7186875993502326e-06,1.3850230184964119e-08
1938,1.7127047868825684e-06,1.0372171899142302e-08
1939,1.9224621610192116e-06,1.2235240376412548e-08
1940,1.856193136973161e-06,3.8036743532643413e-08
1941,1.6705504322089837e-06,2.066051774107791e-08
1942,1.7325349119801103e-06,1.8205270624349623e-08
1943,1.6083923242149467e-06,5.806470415592457e-09
1944,1.542329385983976e-06,3.2131861615880553e-09
1945,1.1959987205045763e-06,8.714016175304096e-09
1946,1.364268172210359e-06,1.2528993842408909e-08
1947,1.2528835497960245e-06,7.152522574216391e-09
1948,1.5111924085431383e-06,3.2615663503321457e-09
1949,1.4607708038738565e-06,5.890204768377316e-09
1950,1.54531807083913e-06,1.2762433776458693e-08
1951,1.6077394207059115e-06,2.1322802634671234e-08
1952,1.7936711174115771e-06,3.163441175679793e-09
1953,1.7475147728873708e-06,8.619061908632375e-09
1954,1.6183320070695117e-06,7.818029112982572e-09
1955,1.7269518082230206e-06,9.385607846468247e-09
1956,1.370091368357862e-06,7.849027205963921e-09
1957,1.803231185704135e-06,1.0602045297236629e-08
1958,1.6221869429955404e-06,1.0753916646066841e-08
1959,1.6276570136142254e-06,4.650448914844674e-09
1960,1.5073575383439675e-06,1.1765416640940884e-08
1961,1.483432058080325e-06,5.558527582660844e-09
1962,1.490993952302233e-06,5.7077609305622445e-09
1963,1.3889081884599364e-06,1.4871922360271128e-08
1964,1.3494241386524664e-06,1.4601523989909992e-08
1965,1.313837643124316e-06,1.860494691641179e-08
1966,1.270663730679189e-06,6.092982340888398e-09
1967,1.4095829925508951e-06,8.874604051634094e-09
1968,1.3034089221264367e-06,4.0422742653145605e-09
1969,1.3575314454783438e-06,1.2262745485713822e-08
1970,1.6265690021555201e-06,7.817832381462608e-09
1971,1.172582244635123e-06,1.2332153742633523e-08
1972,1.2240530224971735e-06,4.617132121076395e-09
1973,1.139579254072487e-06,9.372446596600525e-09
1974,1.3748897487175782e-06,6.750686010192908e-09
1975,1.2885099351933604e-06,5.140332159925265e-09
1976,1.20098334832619e-06,1.9425991260035858e-08
1977,1.1935744339552912e-06,8.227494796564372e-09
1978,1.1625737812437364e-06,3.5643548113029055e-09
1979,1.0919782198470784e-06,1.0533552252667278e-08
1980,1.2041149375363602e-06,5.685150794576543e-09
1981,1.1234175900654009e-06,5.69299452024552e-09
