year,aux_ADP entiers_ADJ,aux_ADP sentiers_NOUN
1800,0.0,7.231578402766559e-08
1801,0.0,5.9529565277216534e-08
1802,0.0,4.475680270843441e-09
1803,0.0,2.7304748684287006e-08
1804,0.0,5.1908870757344516e-08
1805,0.0,3.127165504324125e-08
1806,0.0,1.4408345627714425e-08
1807,0.0,2.8469550272802735e-08
1808,0.0,1.1330369975581789e-08
1809,0.0,2.710836710662079e-08
1810,0.0,6.084329839950442e-08
1811,0.0,6.267691787797958e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,4.026038169513413e-08
1814,0.0,1.2586708564299443e-08
1815,0.0,2.157778822287071e-08
1816,0.0,1.3905623319487859e-08
1817,0.0,1.5568733857662664e-08
1818,0.0,7.152706427149269e-09
1819,0.0,3.622867517094619e-08
1820,2.3732962262101864e-09,4.746592452420373e-09
1821,0.0,3.3529059417780616e-08
1822,1.0025615893027862e-09,1.303330066093622e-08
1823,0.0,2.2730179738417178e-08
1824,8.421112696055388e-10,1.6000114122505238e-08
1825,0.0,2.2013607603454943e-08
1826,8.807984341885344e-10,4.668231667892542e-08
1827,9.217273055917019e-10,2.7651818612639545e-08
1828,9.172301251858528e-10,2.843413443587295e-08
1829,0.0,3.086343358660315e-08
1830,0.0,1.3567886814058738e-08
1831,0.0,3.1182412207897414e-09
1832,0.0,1.6235963684607668e-08
1833,0.0,2.4325619296661216e-08
1834,9.334530925997342e-10,6.16079063320285e-08
1835,0.0,4.0084366048631637e-08
1836,0.0,3.1587524595977357e-08
1837,0.0,5.1488392993626064e-08
1838,6.312161904276081e-10,3.029837714052519e-08
1839,2.0974426639952526e-09,5.5931800524433584e-08
1840,2.5478754661634184e-09,4.33138822586443e-08
1841,6.420548537278137e-10,5.778493505914639e-08
1842,6.037438549100216e-09,2.1466448618667755e-08
1843,0.0,3.0125245853440674e-08
1844,0.0,3.732221509622491e-08
1845,0.0,3.124927605568928e-08
1846,0.0,3.571245743572149e-08
1847,0.0,5.55502026600152e-08
1848,0.0,1.448139919091318e-08
1849,0.0,6.452149348135094e-08
1850,0.0,2.987158165268511e-08
1851,0.0,3.1602248373729935e-08
1852,0.0,4.6875928250145193e-08
1853,1.1943863675867306e-09,2.6873692382523018e-08
1854,0.0,6.858277368237964e-08
1855,0.0,5.678422709820552e-08
1856,0.0,3.9346638835979775e-08
1857,0.0,5.1255845123776567e-08
1858,0.0,7.095830012460169e-08
1859,0.0,6.059686263881758e-08
1860,0.0,6.774231886552684e-08
1861,0.0,8.064298012699922e-08
1862,0.0,6.551080433681022e-08
1863,0.0,3.8958042569703366e-08
1864,9.589455896019672e-10,5.897515265029796e-08
1865,0.0,6.260103113664428e-08
1866,0.0,5.303518091359649e-08
1867,0.0,3.785192959071537e-08
1868,1.4819622196071691e-09,4.100095463144271e-08
1869,4.883519144627257e-10,4.346331949900417e-08
1870,0.0,2.5803220005116145e-08
1871,0.0,2.6552943177549082e-08
1872,0.0,4.233137484987992e-08
1873,0.0,3.29230228635069e-08
1874,0.0,2.6885741966076182e-08
1875,0.0,3.204055110117565e-08
1876,0.0,4.0508300713781864e-08
1877,0.0,5.690030668858981e-08
1878,0.0,4.106580131502113e-08
1879,0.0,5.559486015993542e-08
1880,0.0,4.3641356306522994e-08
1881,0.0,1.7431269094814184e-08
1882,0.0,5.989846441067925e-08
1883,0.0,5.308244599433465e-08
1884,0.0,6.139578268005152e-08
1885,0.0,3.996294167807335e-08
1886,0.0,4.1302169406787215e-08
1887,6.528924623161458e-10,4.3090903789622104e-08
1888,1.9021844099853524e-09,4.7554609139410786e-08
1889,1.2530273485467092e-09,6.828998966312838e-08
1890,1.3108772956016423e-09,5.571228633982628e-08
1891,0.0,8.095259695917179e-08
1892,0.0,4.576013967749759e-08
