year,mes_DET ombres_NOUN,mes_DET sombres_ADJ
1873,3.5916027374405246e-09,5.387403856360606e-09
1874,5.974609140757536e-10,4.182226287507973e-09
1875,8.010137886316215e-09,2.2886108563824337e-09
1876,4.232210137899983e-09,2.418405919968336e-09
1877,3.710889595609501e-09,1.1132669008873108e-08
1878,3.6234530931267273e-09,1.8117265465633636e-09
1879,4.27652757650776e-09,1.221865053580018e-09
1880,6.417846254436199e-10,1.0268554007097919e-08
1881,2.091752326904839e-09,1.3945015142624584e-09
1882,9.317539184650059e-09,3.9932310791357395e-09
1883,6.319338941018771e-10,0.0
1884,6.601696966868076e-10,6.601696966868076e-09
1885,6.445635691854079e-10,1.2891271383708158e-09
1886,3.2267319927115068e-09,6.453463874400711e-10
1887,5.223139698529167e-09,2.6115698492645834e-09
1888,5.706553452000662e-09,0.0
1889,5.012109394186837e-09,2.5060546970934183e-09
1890,3.932631886804927e-09,5.898947996740844e-09
1891,1.2748440081367107e-09,1.8485238229004608e-08
1892,1.8805537127519756e-09,6.268512375839919e-09
1893,6.15841644346915e-09,2.463366621796581e-09
1894,1.2603078580752936e-09,1.8904617871129403e-09
1895,0.0,6.018614495673091e-10
1896,2.358811590497112e-09,5.89702897624278e-10
1897,4.661370844871726e-09,1.1653427112179315e-09
1898,2.26334195829736e-09,9.61920332276378e-09
1899,3.8693048765026106e-09,3.8693048765026106e-09
1900,3.63373708900383e-09,2.595526460424935e-09
1901,2.794369402536745e-09,1.1177477832191585e-09
1902,2.455141867585553e-09,1.4730852093691738e-09
1903,3.2401321625741275e-09,3.2401321625741275e-09
1904,1.6123875568041512e-09,0.0
1905,4.1286072338664326e-09,2.0643036169332163e-09
1906,3.0865106026567446e-09,0.0
1907,1.028568674676933e-09,4.114274698707732e-09
1908,5.893666887857307e-09,3.437972351250096e-09
1909,1.4302557138634597e-08,4.950885035270858e-09
1910,1.122271631182059e-08,8.550641084070776e-09
1911,6.916486272601219e-09,4.788336838146279e-09
1912,6.772247651554153e-09,3.125652625612929e-09
1913,4.772690687104841e-09,5.30298971401777e-10
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,4.712304768617059e-09,9.424609537234119e-09
1916,2.197492410260793e-09,3.2962386153911893e-09
1917,1.7546279096336548e-08,2.1932848870420685e-09
1918,0.0,4.594550517822427e-09
1919,7.366278920173386e-09,5.524709134618888e-09
1920,2.2716695191604686e-09,7.572231730534895e-10
1921,1.2116395886607734e-08,1.5145494858259667e-09
1922,1.3280283983618801e-08,0.0
1923,1.4862327368803108e-08,4.246379248229459e-09
1924,1.5469948877466777e-08,0.0
1925,1.6497266663861865e-08,1.0998177923937646e-09
1926,1.7833821530643945e-08,6.687683296036084e-09
1927,1.8953681513167453e-08,1.1149224876660924e-09
1928,2.2852082781632532e-08,2.2852082448565625e-09
1929,1.2254446568604749e-08,7.798284684668033e-09
1930,8.402882833991043e-09,6.3021621254932825e-09
1931,1.596749932275543e-08,5.7026783295555106e-09
1932,1.9727165678773417e-08,3.287861094491973e-09
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,0.0
1935,3.590485242455088e-09,0.0
1936,1.4549657034734764e-08,3.6374143697059935e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,7.779128452511941e-09,0.0
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,0.0
1942,5.461581054078124e-08,6.068423541449874e-09
1943,5.5161468504039135e-08,5.806470415592457e-09
1944,1.6065931163211644e-07,3.2131861615880553e-09
1945,8.278315544174575e-08,1.089252021913012e-08
1946,3.341064935824534e-08,5.568441707737293e-09
1947,4.053096258616051e-08,2.3841741914054637e-09
1948,1.522064252412747e-08,1.0871887834440486e-09
1949,1.668891380646187e-08,9.817008317369869e-10
1950,1.8080114516649815e-08,0.0
1951,2.0256663901818683e-08,3.1984206394497505e-09
1952,2.847097024805123e-08,0.0
1953,2.908933460776808e-08,0.0
1954,2.247683239531284e-08,2.9317608341017376e-09
1955,3.6603872377583e-08,0.0
1956,2.0058624983221307e-08,0.0
1957,2.738861759610245e-08,0.0
1958,2.1507833403155985e-08,0.0
1959,2.1702094343822864e-08,2.3252243464000344e-09
1960,1.3149583255600561e-08,6.920833350854139e-10
1961,2.4318558167202298e-08,2.779263708063695e-09
1962,2.0928455413127267e-08,3.170978146727066e-09
1963,2.069137072790994e-08,5.1728425987107585e-09
1964,2.73778580917039e-08,3.0419841090534305e-09
1965,1.7510538741216664e-08,5.472043373977442e-10
1966,1.8832854498107565e-08,5.539074754423723e-10
1967,2.0707409509324037e-08,2.9582012395223956e-09
1968,3.278733581857374e-08,4.491415683816058e-09
1969,2.5888019672404283e-08,1.3625273409534344e-09
1970,1.885477343699371e-08,5.058597540852361e-09
1971,2.260894826910942e-08,5.138397596304856e-09
1972,1.4364411438094749e-08,3.5911027485013847e-09
1973,1.7642251326499547e-08,5.513203782392395e-10
1974,1.1813700351304135e-08,2.812785782069227e-09
1975,1.2565256390928425e-08,0.0
1976,1.3141112142900369e-08,2.285410694025103e-09
1977,1.4104276691018214e-08,5.876781838942691e-10
1978,3.148513272321907e-08,4.158414057542359e-09
1979,1.3459538594773335e-08,1.1703946700691858e-09
1980,2.2740602290127754e-08,0.0
1981,1.4548763749289151e-08,0.0
1982,1.6139505953916e-08,6.207502289967692e-10
1983,1.705135410645653e-08,1.89459470334441e-09
1984,2.087643030668218e-08,2.3196033982486597e-09
1985,1.3835783740923091e-08,1.2031116103372597e-09
1986,2.9372978938013716e-08,1.1988970927134801e-09
1987,1.0388388815840699e-08,0.0
1988,2.3986215569316016e-08,5.996553809062277e-10
1989,1.4817929994137558e-08,2.744061089465788e-09
1990,1.2531897408685211e-08,1.089730194969718e-09
1991,1.1722930182145319e-08,5.861465202094962e-10
1992,3.250867003368185e-08,2.2039776670368383e-09
1993,2.49264335838717e-08,1.661762283333701e-09
1994,1.3187316072471589e-08,1.5824779264761446e-09
1995,1.5725107771480396e-08,3.253470381991974e-09
1996,1.7081895009596337e-08,1.067618438099771e-09
1997,1.7741109914481967e-08,2.3974471297094624e-09
1998,2.5747897702821376e-08,3.337690568372409e-09
1999,8.683381846896765e-09,9.140402323914998e-10
2000,2.2531960630622905e-08,1.7672125984802278e-09
2001,2.3220422196157386e-08,8.762423564512289e-10
2002,1.927737436346888e-08,8.76244299341522e-10
2003,2.541822929913451e-08,4.1669229178253886e-10
2004,1.894060219775895e-08,3.0833537945085254e-09
2005,1.2610498645315715e-08,2.2518747977429143e-09
2006,2.841344004522739e-08,0.0
2007,2.1170741965059747e-08,7.988958938831558e-10
2008,2.0435711151067792e-08,2.9802078582719105e-09
2009,1.9072770252037685e-08,2.384096253749135e-09
2010,1.6060896612657416e-08,9.447586046817946e-10
2011,2.2943831667898706e-08,2.294383100176489e-09
2012,3.029784978458849e-08,4.425528388196653e-09
2013,3.3190587112041925e-08,4.741512515948898e-09
2014,3.0965865760457234e-08,6.71287994635783e-09
2015,6.272908531501642e-08,7.536356344539641e-09
2016,3.479851362619968e-08,9.321029836861783e-09
2017,3.647636473425031e-08,7.546834102090116e-09
2018,6.04063212783501e-08,1.0067720213058351e-08
2019,7.959082082287239e-08,9.438654746674047e-09
