year,mes_DET airs_NOUN,mes_DET serres_NOUN
1869,1.6115613732381462e-08,6.348574999037737e-09
1870,1.490852596930381e-08,8.601073631098188e-09
1871,1.5931766128574054e-08,1.8056001804822586e-08
1872,1.8746751706544273e-08,1.0885210954825197e-08
1873,3.112722185560912e-08,2.2746817762708815e-08
1874,2.3898437007119355e-08,5.974609251779839e-09
1875,2.7463329999033448e-08,1.4875970677508121e-08
1876,4.353130833578689e-08,1.571963781366037e-08
1877,8.040260901509555e-09,7.421779191219002e-09
1878,2.355244521634603e-08,5.012443438090486e-08
1879,2.077170613290491e-08,4.7652736867576095e-08
1880,2.6954953824542827e-08,3.8507077526617195e-09
1881,2.9284532132578533e-08,1.743126887276958e-08
1882,2.6621540527571597e-08,1.7304001787010748e-08
1883,1.895801765572358e-08,2.0221884611260066e-08
1884,2.3105939384038265e-08,1.0562715146988921e-08
1885,2.6427105892512515e-08,1.0957580620640783e-08
1886,1.677900662855336e-08,1.4197620856748472e-08
1887,2.154545164501087e-08,1.566941953967671e-08
1888,1.9021844543942734e-08,8.242799331981132e-09
1889,1.3156787381785051e-08,6.265136853755848e-09
1890,1.2453334363726754e-08,9.176140736144589e-09
1891,2.6771723837804018e-08,1.0198752065093686e-08
1892,1.6298132621272998e-08,1.2537024751679837e-08
1893,1.23168328869383e-08,1.97069330298838e-08
1894,1.827446460822557e-08,1.449354058991048e-08
1895,2.7083764564395096e-08,1.023164442059965e-08
1896,9.435246361988447e-09,2.1229304536518612e-08
1897,9.322741689743452e-09,9.905413378419325e-09
1898,1.5277558773618694e-08,8.487532454637403e-09
1899,1.9346524382513053e-08,1.2713430308508578e-08
1900,1.9206896184620348e-08,6.748368974740515e-09
1901,6.147612641171918e-09,1.3412973842719111e-08
1902,7.365425880312415e-09,5.4013122863239005e-09
1903,1.0800440541913758e-08,1.1880484152015924e-08
1904,1.2361637935498493e-08,8.061937784020756e-09
1905,9.28936660926638e-09,7.741138396966107e-09
1906,9.259531807970234e-09,1.0288369267641428e-08
1907,1.7485666858885196e-08,5.142843484406967e-09
1908,1.7680999775393502e-08,5.40252820258047e-09
1909,1.9803540807217246e-08,1.2652262071366494e-08
1910,1.6566866878342523e-08,6.412980813053082e-09
1911,2.2877608141236294e-08,4.788336838146279e-09
1912,1.2502610502451716e-08,8.856016364688912e-09
1913,3.712092677687906e-08,9.545381374209683e-09
1914,1.1384464038144415e-08,2.9465672568562695e-08
1915,2.1205371680821372e-08,4.712304768617059e-09
1916,1.2086208478478966e-08,0.0
1917,1.864292187292449e-08,8.773139548168274e-09
1918,1.8378202071289707e-08,1.4932290071101306e-08
1919,1.2890987832747669e-08,4.603924352863942e-09
1920,1.2872794385998532e-08,2.2716695191604686e-09
1921,3.634918854800162e-08,3.0290989716519334e-09
1922,2.87739485571592e-08,3.39385017866789e-08
1923,2.7601466001669905e-08,5.307974060286824e-09
1924,1.675911143195208e-08,5.156649662829693e-09
1925,2.859526304632709e-08,8.798542339150117e-09
1926,3.343841470382358e-08,1.0031524944054127e-08
1927,3.4562596340492746e-08,0.0
1928,2.5137291359556002e-08,7.998228745975666e-09
1929,2.4508894691521732e-08,2.2280812750352652e-09
1930,2.6259009189288918e-08,4.201441416995522e-09
1931,1.8248570654577634e-08,0.0
1932,2.082311922890767e-08,0.0
1933,1.261772819560747e-08,1.1470662197865522e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.196828414151696e-08,9.574627313213568e-09
1936,1.8187071404440758e-08,2.424942913137329e-09
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,1.5558256905023882e-08,6.482607339819424e-09
1939,6.117620188206274e-09,4.588215141154706e-09
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,6.37184480734021e-08,0.0
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,1.927911696952833e-08,0.0
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,9.744772988540262e-09,5.568441707737293e-09
1947,2.3841741692010032e-08,5.960435700558264e-09
1948,2.2830963786191205e-08,1.3046265401328583e-08
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,2.3397795700930146e-08,1.0635361258337639e-08
1951,1.2793681780642885e-08,1.0661401539380222e-08
1952,1.7926166329118587e-08,4.2179215675730575e-09
1953,2.693456835345387e-08,4.3095309543161875e-09
1954,2.14995790059902e-08,1.172704333640695e-08
1955,1.595553333899602e-08,4.6928039232341234e-09
1956,2.0058624983221307e-08,9.593255967388359e-09
1957,1.9437083054185678e-08,2.6505113659425206e-09
1958,2.7298403371123214e-08,5.790570245522986e-09
1959,2.1702094343822864e-08,1.3176271629333769e-08
1960,3.114374991231017e-08,3.460416619915918e-09
1961,1.9454845512356655e-08,4.86371165564492e-09
1962,3.044139235131027e-08,7.610347907416326e-09
1963,2.0044765847160306e-08,1.2932106496776896e-09
1964,2.068549243006146e-08,1.0951143103454797e-08
1965,2.2435377389218303e-08,7.1136563306595235e-09
1966,1.2185964348709888e-08,4.431259692516676e-09
1967,1.5284040699725665e-08,6.902469706915326e-09
1968,2.290622133638287e-08,1.0779397818794223e-08
1969,1.7712854627482955e-08,6.8126366770115965e-09
1970,2.299362514279757e-08,5.9783426265003214e-09
1971,2.9288864888954436e-08,1.541519245584766e-09
1972,2.3598675014113724e-08,4.6171320100540925e-09
1973,1.5436970424165253e-08,8.821126051827832e-09
1974,1.1813700295792984e-08,5.625571675160757e-10
1975,1.4278700888326057e-08,2.8557400888473694e-09
1976,1.8854638628162945e-08,1.2569759344494003e-08
1977,1.410427652448476e-08,2.938390863960194e-09
1978,2.1386128423728223e-08,8.910887361324171e-09
1979,2.6919078188747392e-08,7.607565355449708e-09
1980,1.762396628635088e-08,3.97960553399912e-09
1981,1.771153890217647e-08,2.5302198114474095e-09
1982,1.7381006189864934e-08,5.586752060970923e-09
1983,1.3893695083311286e-08,3.1576580239445207e-09
1984,9.278413259927731e-09,6.378909400694965e-09
1985,2.045289804186723e-08,8.421781494405423e-09
1986,1.8582905048081244e-08,2.3977941854269602e-09
1987,1.8332450224534114e-08,4.277571630240118e-09
1988,1.2592763276586538e-08,2.99827696004229e-09
1989,1.481792966107065e-08,3.841685525252103e-09
1990,1.7435683119515488e-08,5.44865097484859e-09
1991,1.4653663449326615e-08,6.4476117778156095e-09
1992,2.4794748032519465e-08,6.61193322315512e-09
1993,1.2186256725943423e-08,2.7696037130375828e-09
1994,1.4242301560329906e-08,4.747434001473039e-09
1995,1.3013881861034804e-08,1.626735190995987e-09
1996,1.4946657245218375e-08,6.939520069693117e-09
1997,1.2466725429760572e-08,7.192341833217597e-09
1998,1.5734826774860267e-08,1.43043876743576e-09
1999,1.919484465817689e-08,2.285100553223174e-09
2000,2.2973763780242962e-08,4.418031274155965e-09
2001,1.3581756164171566e-08,3.066848330846028e-09
2002,1.6648641576466616e-08,5.257465574004527e-09
2003,2.333476845084448e-08,2.0834614589126943e-09
2004,1.805964444656638e-08,3.0833539332864035e-09
2005,1.7114248795913056e-08,3.1526248278623825e-09
2006,1.4824404093172205e-08,7.412201963319376e-09
2007,2.5964116190380082e-08,6.391166984531793e-09
2008,2.256442965808958e-08,6.3861596011349775e-09
2009,2.8132335794239793e-08,2.0980046366858573e-08
2010,3.5900827866086615e-08,7.558068837454357e-09
2011,3.862211614413802e-08,2.6385406720619287e-08
2012,3.7106354211502435e-08,1.6680838377247653e-08
2013,3.988448804559397e-08,3.653753699595086e-08
2014,5.954974247046607e-08,1.689047313124803e-08
2015,4.832134492538387e-08,1.972752061707439e-08
2016,5.054069562859809e-08,1.5949318754593378e-08
2017,4.578412787781261e-08,1.5345229670282734e-08
2018,4.904786887749424e-08,1.8328413009527367e-08
2019,4.336679171323965e-08,1.4030432538003623e-08
